TF	Target	EdgeWeight
Fog1	Gata1	0.05473161116242409
Eklf	Gata1	0.05471903830766678
Scl	Fog1	0.05470970273017883
Fog1	Fli1	0.05470319837331772
Gfi1	Cebpa	0.05469999089837074
Fli1	Gata1	0.0546923466026783
Gfi1	Pu1	0.054690875113010406
Pu1	cJun	0.05468312278389931
Gata1	Scl	0.05467934161424637
Fli1	Scl	0.054674211889505386
Gata1	Eklf	0.0546715222299099
Cebpa	Pu1	0.054669056087732315
Scl	Gata1	0.054667551070451736
Gata2	Gata1	0.054654378443956375
Gata1	Fli1	0.054651882499456406
Pu1	Gfi1	0.05465138331055641
Fog1	Eklf	0.05464952811598778
Cebpa	Gfi1	0.054646123200654984
EgrNab	cJun	0.0546446330845356
Gata2	EgrNab	0.05464442819356918
Pu1	Cebpa	0.05464103817939758
Gata2	Fli1	0.054636381566524506
cJun	Gata2	0.054634347558021545
Eklf	Pu1	0.05463306978344917
Gata1	cJun	0.05463278666138649
Eklf	Scl	0.05463147163391113
Gata2	Pu1	0.054628271609544754
EgrNab	Scl	0.05461883172392845
EgrNab	Gata2	0.05461867153644562
Scl	cJun	0.05461834743618965
Scl	Eklf	0.05461616441607475
Eklf	Fog1	0.05461563169956207
Gata1	Gfi1	0.05461405590176582
Gata2	Gfi1	0.05461286008358002
Fli1	Eklf	0.05461208522319794
EgrNab	Gata1	0.05461178347468376
Gata2	Fog1	0.05460675060749054
EgrNab	Eklf	0.05460602045059204
Gata2	Scl	0.054602693766355515
Gata2	Cebpa	0.05460088700056076
Gfi1	cJun	0.05459848791360855
Cebpa	Gata2	0.05459638684988022
Fli1	Fog1	0.05459428206086159
Gfi1	EgrNab	0.05459107086062431
cJun	Pu1	0.05458987131714821
cJun	Fog1	0.05458703264594078
Scl	EgrNab	0.05458255484700203
Fog1	Pu1	0.05457869917154312
Gata2	cJun	0.0545777752995491
Pu1	EgrNab	0.05457527935504913
Pu1	Gata1	0.054575178772211075
Pu1	Scl	0.05457251891493797
Gata1	Fog1	0.054571233689785004
Fli1	Gata2	0.05457101762294769
Scl	Gata2	0.05456480011343956
cJun	Scl	0.054564543068408966
cJun	EgrNab	0.054563216865062714
Scl	Fli1	0.05456158518791199
Cebpa	Gata1	0.05456078052520752
Fog1	Scl	0.05455782637000084
Gata1	EgrNab	0.0545552559196949
Gfi1	Fog1	0.054555006325244904
Gfi1	Gata2	0.05454665794968605
Fli1	cJun	0.05454515665769577
Eklf	Cebpa	0.05454447120428085
Cebpa	Fli1	0.05454186350107193
Gfi1	Eklf	0.05454186350107193
Gata2	Eklf	0.05454032123088837
Fli1	Cebpa	0.05453946441411972
cJun	Gfi1	0.054537732154130936
Cebpa	Fog1	0.05453697219491005
EgrNab	Cebpa	0.054535161703825
Gata1	Pu1	0.05453474447131157
Pu1	Fog1	0.0545312874019146
EgrNab	Fli1	0.05453077331185341
cJun	Fli1	0.05453002452850342
Cebpa	Scl	0.05452996864914894
EgrNab	Pu1	0.05452893301844597
Eklf	EgrNab	0.05452759191393852
Cebpa	EgrNab	0.054527245461940765
Fog1	EgrNab	0.054523978382349014
Scl	Pu1	0.0545232854783535
Cebpa	cJun	0.05452268570661545
cJun	Eklf	0.054521914571523666
Cebpa	Eklf	0.05450964719057083
Eklf	Gata2	0.054507408291101456
Gata1	Gata2	0.05450648069381714
Fli1	Gfi1	0.054505106061697006
cJun	Gata1	0.054504308849573135
Pu1	Fli1	0.054503679275512695
Fog1	Gfi1	0.05449764057993889
Gfi1	Scl	0.05449596792459488
Fog1	Gata2	0.05449248477816582
Gata1	Cebpa	0.05449242889881134
Eklf	Gfi1	0.05449192598462105
Gfi1	Fli1	0.05448702722787857
Eklf	Fli1	0.054484471678733826
Fli1	Pu1	0.05448218807578087
Fli1	EgrNab	0.05448130518198013
Gfi1	Gata1	0.05447874590754509
EgrNab	Gfi1	0.05447625368833542
Eklf	cJun	0.05447432026267052
Pu1	Gata2	0.05447406321763992
Scl	Gfi1	0.05447041988372803
cJun	Cebpa	0.054468393325805664
Scl	Cebpa	0.05445805564522743
Fog1	Cebpa	0.054455388337373734
EgrNab	Fog1	0.05444755405187607
Pu1	Eklf	0.05443975329399109
Fog1	cJun	0.05443558469414711
