TF	Target	EdgeWeight
Irx3	Nkx62	0.09771180152893066
Dbx1	Dbx2	0.09769784659147263
Nkx62	Pax6	0.09768027067184448
Pax6	Olig2	0.09767767786979675
Olig2	Nkx22	0.09767130762338638
Nkx62	Nkx61	0.09766938537359238
Pax6	Dbx1	0.09766831994056702
Irx3	Dbx1	0.09766645729541779
Olig2	Nkx61	0.09766574949026108
Nkx61	Pax6	0.09766566008329391
Irx3	Nkx61	0.09766171872615814
Dbx2	Nkx22	0.09765921533107758
Nkx61	Nkx62	0.0976487472653389
Nkx61	Dbx1	0.09764805436134338
Dbx1	Pax6	0.0976477861404419
Dbx1	Irx3	0.09764708578586578
Dbx1	Olig2	0.09763755649328232
Irx3	Pax6	0.0976354256272316
Nkx61	Irx3	0.09763392060995102
Nkx62	Irx3	0.09763267636299133
Nkx22	Nkx62	0.09762904047966003
Nkx62	Dbx1	0.09762121737003326
Nkx61	Olig2	0.09762067347764969
Dbx1	Nkx22	0.09762049466371536
Dbx2	Nkx61	0.09761758148670197
Olig2	Irx3	0.097617007791996
Olig2	Dbx1	0.09761495143175125
Dbx2	Olig2	0.09761343151330948
Nkx22	Nkx61	0.097612164914608
Nkx61	Nkx22	0.09760956466197968
Pax6	Dbx2	0.09760335832834244
Nkx22	Dbx2	0.09760012477636337
Nkx62	Dbx2	0.09759882092475891
Dbx1	Nkx61	0.09759769588708878
Nkx61	Dbx2	0.09759427607059479
Nkx62	Olig2	0.09758821129798889
Dbx2	Irx3	0.0975879579782486
Nkx22	Dbx1	0.09758702665567398
Irx3	Nkx22	0.09756483137607574
Nkx22	Irx3	0.09755431860685349
Dbx2	Dbx1	0.0975492000579834
Irx3	Dbx2	0.09754885733127594
Olig2	Pax6	0.09754664450883865
Pax6	Irx3	0.09754584729671478
Pax6	Nkx62	0.09754575788974762
Pax6	Nkx22	0.0975411981344223
Olig2	Dbx2	0.09753932058811188
Olig2	Nkx62	0.0975387915968895
Pax6	Nkx61	0.09753664582967758
Dbx1	Nkx62	0.09753450006246567
Dbx2	Nkx62	0.09753070771694183
Dbx2	Pax6	0.09753044694662094
Irx3	Olig2	0.09752531349658966
Nkx62	Nkx22	0.09752339124679565
Nkx22	Olig2	0.09752070903778076
Nkx22	Pax6	0.09751726686954498
