TF	Target	EdgeWeight
Nkx62	Nkx61	0.09782814979553223
Pax6	Olig2	0.09782163798809052
Irx3	Pax6	0.0978112518787384
Dbx2	Nkx62	0.09781015664339066
Pax6	Irx3	0.09779518842697144
Nkx62	Dbx2	0.09779351204633713
Nkx62	Dbx1	0.09779104590415955
Dbx1	Dbx2	0.0977809950709343
Dbx1	Pax6	0.09777660667896271
Dbx2	Nkx61	0.09777625650167465
Nkx62	Pax6	0.09776895493268967
Nkx61	Irx3	0.09776856005191803
Pax6	Nkx61	0.09776375442743301
Olig2	Nkx61	0.09776102751493454
Olig2	Pax6	0.0977524146437645
Olig2	Dbx1	0.09775160998106003
Dbx2	Dbx1	0.0977514460682869
Nkx22	Dbx2	0.09775079786777496
Olig2	Dbx2	0.09775055944919586
Dbx2	Olig2	0.09774871915578842
Pax6	Dbx2	0.09774748235940933
Olig2	Nkx62	0.097743459045887
Nkx62	Olig2	0.09773673117160797
Nkx61	Dbx1	0.09773556143045425
Dbx2	Irx3	0.09773381054401398
Pax6	Nkx22	0.09773328900337219
Dbx1	Nkx62	0.09772955626249313
Irx3	Dbx2	0.09772665053606033
Nkx61	Nkx22	0.09772252291440964
Pax6	Dbx1	0.09771264344453812
Dbx1	Irx3	0.09770919382572174
Irx3	Nkx62	0.09770732372999191
Nkx61	Dbx2	0.09770722687244415
Irx3	Nkx61	0.09770336002111435
Nkx22	Nkx61	0.09769316762685776
Nkx22	Irx3	0.09769119322299957
Irx3	Dbx1	0.09768319875001907
Nkx62	Irx3	0.09768278151750565
Nkx22	Nkx62	0.09768059104681015
Nkx61	Nkx62	0.09767843037843704
Dbx2	Pax6	0.09767746180295944
Pax6	Nkx62	0.0976620465517044
Dbx1	Olig2	0.09766077250242233
Dbx1	Nkx61	0.0976606011390686
Irx3	Nkx22	0.09765531122684479
Nkx61	Pax6	0.09765373170375824
Dbx2	Nkx22	0.09764495491981506
Olig2	Irx3	0.09764453768730164
Nkx61	Olig2	0.09764288365840912
Irx3	Olig2	0.09764057397842407
Nkx62	Nkx22	0.09763914346694946
Olig2	Nkx22	0.09763714671134949
Nkx22	Dbx1	0.09763678908348083
Nkx22	Pax6	0.09763456881046295
Nkx22	Olig2	0.09762804210186005
Dbx1	Nkx22	0.09760969877243042
