,PseudoTime1,PseudoTime2,PseudoTime3
E2972_169,0.20954,NA,NA
E2958_673,NA,0.84191,NA
E3698_4,0.00251,NA,NA
E3453_269,0.33501,NA,NA
E216_208,0.25847,NA,NA
E167_457,NA,NA,0.57089
E352_409,0.51066,NA,NA
E1834_531,NA,NA,0.66374
E4_220,0.27353,NA,NA
E1750_581,NA,0.72647,NA
E244_256,NA,0.3187,NA
E1809_396,0.49435,NA,NA
E4575_772,NA,NA,0.96612
E1587_715,NA,0.8946,NA
E4007_727,0.90966,NA,NA
E3719_182,0.22585,NA,NA
E452_641,0.80176,NA,NA
E1406_282,NA,0.35132,NA
E4886_168,NA,0.20828,NA
E4631_497,NA,NA,0.62108
E1601_788,NA,0.9862,NA
E1979_518,NA,NA,0.64743
E3624_784,NA,NA,0.98118
E1903_568,NA,NA,0.71016
E4454_137,NA,0.16939,NA
E4334_640,0.8005,NA,NA
E1599_590,NA,NA,0.73777
E3386_509,NA,0.63614,NA
E3918_461,NA,NA,0.57591
E1020_94,NA,NA,0.11543
E4796_516,NA,NA,0.64492
E2814_4,NA,0.00251,NA
E1975_516,NA,0.64492,NA
E3631_689,NA,NA,0.86198
E3121_718,NA,NA,0.89837
E4526_703,0.87955,NA,NA
E3693_475,NA,0.59348,NA
E769_609,0.76161,NA,NA
E2527_211,NA,NA,0.26223
E3341_782,NA,NA,0.97867
E4858_376,NA,0.46926,NA
E961_208,0.25847,NA,NA
E1338_690,NA,0.86324,NA
E1301_569,NA,0.71142,NA
E4869_644,NA,0.80552,NA
E3203_631,0.78921,NA,NA
E3156_65,NA,NA,0.07905
E619_212,NA,NA,0.26349
E4409_385,0.48055,NA,NA
E3614_214,NA,NA,0.266
E4534_585,NA,0.73149,NA
E2936_163,0.20201,NA,NA
E3328_295,NA,0.36763,NA
E1239_235,NA,NA,0.29235
E2186_61,NA,0.07403,NA
E2648_115,NA,NA,0.14178
E3038_345,NA,NA,0.43036
E2341_641,0.80176,NA,NA
E4957_220,0.27353,NA,NA
E58_770,NA,NA,0.96361
E666_595,NA,0.74404,NA
E588_412,NA,0.51443,NA
E1343_529,NA,NA,0.66123
E2299_92,0.11292,NA,NA
E680_160,NA,0.19824,NA
E3039_796,NA,NA,0.99624
E2151_368,NA,NA,0.45922
E3206_145,NA,0.17942,NA
E436_277,0.34504,NA,NA
E2006_710,NA,0.88833,NA
E1211_780,NA,NA,0.97616
E3074_298,NA,NA,0.37139
E3513_348,NA,0.43413,NA
E2563_702,0.87829,NA,NA
E1874_591,NA,NA,0.73902
E1096_374,NA,NA,0.46675
E2145_404,0.50439,NA,NA
E954_491,0.61355,NA,NA
E4126_370,NA,NA,0.46173
E35_60,NA,NA,0.07277
E3198_196,NA,0.24341,NA
E3108_659,0.82434,NA,NA
E4854_663,NA,NA,0.82936
E2574_644,NA,NA,0.80552
E817_349,NA,NA,0.43538
E4579_227,0.28231,NA,NA
E1787_561,NA,0.70138,NA
E1783_625,NA,0.78168,NA
E3207_244,NA,NA,0.30364
E3556_95,NA,0.11669,NA
E4551_215,0.26725,NA,NA
E842_24,NA,0.0276,NA
E302_288,NA,0.35885,NA
E816_484,NA,NA,0.60477
E2234_138,NA,NA,0.17064
E2075_112,0.13802,NA,NA
E2586_97,NA,0.1192,NA
E1585_522,NA,0.65245,NA
E4424_460,NA,NA,0.57465
E283_268,NA,NA,0.33375
E1702_153,0.18946,NA,NA
E565_323,NA,NA,0.40276
E1984_537,NA,NA,0.67127
E127_761,NA,0.95232,NA
E4461_93,NA,0.11418,NA
E4076_172,NA,0.2133,NA
E3150_233,NA,0.28984,NA
E1204_754,NA,0.94354,NA
E2132_578,0.72271,NA,NA
E1142_723,NA,0.90464,NA
E1616_556,0.69511,NA,NA
E3613_549,0.68632,NA,NA
E1063_119,0.1468,NA,NA
E2974_145,0.17942,NA,NA
E4795_401,NA,NA,0.50063
E2346_652,0.81556,NA,NA
E187_739,0.92472,NA,NA
E3593_52,NA,0.06274,NA
E3654_199,0.24718,NA,NA
E3983_799,NA,NA,1.0
E4380_430,NA,NA,0.53701
E4758_548,0.68507,NA,NA
E1249_86,0.1054,NA,NA
E4586_89,NA,0.10916,NA
E2914_645,NA,0.80678,NA
E3803_650,NA,0.81305,NA
E725_222,0.27604,NA,NA
E2450_422,NA,NA,0.52698
E1620_677,NA,0.84693,NA
E15_299,0.37265,NA,NA
E3823_715,NA,0.8946,NA
E4477_313,0.39021,NA,NA
E2722_128,0.15809,NA,NA
E3932_613,NA,NA,0.76662
E2745_439,NA,NA,0.54831
E4446_616,0.77039,NA,NA
E4754_564,NA,0.70514,NA
E860_744,0.93099,NA,NA
E415_160,NA,0.19824,NA
E4357_68,NA,NA,0.08281
E775_418,NA,0.52196,NA
E3133_561,0.70138,NA,NA
E858_474,NA,NA,0.59222
E1124_77,NA,NA,0.0941
E2304_307,0.38269,NA,NA
E3292_550,NA,NA,0.68758
E1747_357,NA,NA,0.44542
E3633_90,NA,NA,0.11041
E4453_14,NA,NA,0.01506
E4421_338,NA,0.42158,NA
E3923_616,NA,NA,0.77039
E4943_19,NA,NA,0.02133
E2072_303,0.37767,NA,NA
E1327_400,NA,0.49937,NA
E4001_119,NA,NA,0.1468
E3534_541,NA,0.67629,NA
E1912_222,NA,0.27604,NA
E1769_626,0.78294,NA,NA
E3993_235,NA,0.29235,NA
E3921_298,NA,NA,0.37139
E839_166,NA,0.20577,NA
E4662_656,0.82058,NA,NA
E2530_536,0.67001,NA,NA
E3474_33,NA,0.0389,NA
E944_628,NA,NA,0.78545
E4198_716,NA,NA,0.89586
E3536_61,0.07403,NA,NA
E1876_83,NA,0.10163,NA
E289_574,NA,NA,0.71769
E4149_69,NA,0.08407,NA
E525_636,0.79548,NA,NA
E4676_672,NA,0.84065,NA
E910_792,0.99122,NA,NA
E3541_66,NA,NA,0.0803
E1311_224,0.27854,NA,NA
E4245_287,NA,0.35759,NA
E3116_489,NA,NA,0.61104
E4515_584,NA,NA,0.73024
E3673_684,NA,NA,0.85571
E2440_133,NA,NA,0.16437
E1649_13,NA,0.0138,NA
E129_719,NA,0.89962,NA
E3360_305,NA,NA,0.38018
E4088_261,NA,0.32497,NA
E3588_357,NA,NA,0.44542
E3312_649,NA,NA,0.81179
E2859_2,NA,NA,0.0
E3424_555,0.69385,NA,NA
E1040_710,NA,0.88833,NA
E2705_514,NA,NA,0.64241
E2861_728,NA,NA,0.91092
E2922_7,NA,0.00627,NA
E4840_187,NA,NA,0.23212
E3898_52,NA,NA,0.06274
E2256_659,NA,NA,0.82434
E2322_542,NA,NA,0.67754
E3922_246,NA,NA,0.30615
E449_194,NA,NA,0.2409
E4622_144,NA,NA,0.17817
E3381_352,0.43915,NA,NA
E4235_770,NA,0.96361,NA
E3558_464,NA,NA,0.57967
E99_160,0.19824,NA,NA
E4765_642,NA,0.80301,NA
E3939_463,0.57842,NA,NA
E2536_351,0.43789,NA,NA
E3393_503,NA,0.62861,NA
E4853_43,0.05144,NA,NA
E4377_732,0.91593,NA,NA
E1048_85,0.10414,NA,NA
E3185_9,NA,0.00878,NA
E2612_351,NA,NA,0.43789
E3905_223,0.27729,NA,NA
E2083_333,NA,0.41531,NA
E513_16,0.01757,NA,NA
E657_37,NA,0.04391,NA
E502_733,0.91719,NA,NA
E1052_111,0.13676,NA,NA
E4050_103,0.12673,NA,NA
E4713_160,NA,0.19824,NA
E1537_153,0.18946,NA,NA
E1621_234,0.29109,NA,NA
E4950_733,NA,0.91719,NA
E1474_702,NA,NA,0.87829
E3812_420,NA,0.52447,NA
E4923_662,NA,0.82811,NA
E366_697,NA,0.87202,NA
E3835_317,NA,0.39523,NA
E3115_534,0.6675,NA,NA
E1139_199,NA,0.24718,NA
E4977_776,NA,NA,0.97114
E3015_658,NA,NA,0.82309
E2175_206,NA,0.25596,NA
E3300_306,0.38143,NA,NA
E2601_741,NA,0.92723,NA
E59_759,NA,0.94981,NA
E1092_501,0.6261,NA,NA
E1022_297,0.37014,NA,NA
E3665_573,NA,0.71644,NA
E1107_96,NA,0.11794,NA
E4791_571,0.71393,NA,NA
E2977_656,0.82058,NA,NA
E1643_57,NA,0.06901,NA
E2805_256,NA,NA,0.3187
E844_11,0.01129,NA,NA
E587_795,0.99498,NA,NA
E2913_511,NA,0.63864,NA
E1421_319,0.39774,NA,NA
E737_394,NA,0.49184,NA
E1542_151,0.18695,NA,NA
E3938_735,NA,0.9197,NA
E3626_794,0.99373,NA,NA
E2206_784,NA,0.98118,NA
E4068_314,NA,NA,0.39147
E2301_49,NA,0.05897,NA
E1391_655,NA,0.81932,NA
E2983_405,NA,0.50565,NA
E2623_351,0.43789,NA,NA
E2254_279,NA,NA,0.34755
E4921_744,NA,0.93099,NA
E2952_255,NA,0.31744,NA
E4312_538,NA,NA,0.67252
E4516_522,NA,0.65245,NA
E4425_669,0.83689,NA,NA
E1833_106,NA,0.13049,NA
E2323_536,NA,NA,0.67001
E4640_92,0.11292,NA,NA
E1682_574,0.71769,NA,NA
E2198_516,NA,NA,0.64492
E1684_691,NA,NA,0.86449
E756_600,NA,NA,0.75031
E742_59,NA,NA,0.07152
E3049_570,NA,0.71267,NA
E4002_156,0.19322,NA,NA
E1114_319,NA,0.39774,NA
E552_410,NA,NA,0.51192
E3480_767,0.95985,NA,NA
E1491_721,NA,0.90213,NA
E2592_93,0.11418,NA,NA
E3748_630,NA,NA,0.78795
E3887_108,NA,NA,0.133
E4239_113,NA,NA,0.13927
E4087_643,NA,NA,0.80427
E3163_406,NA,NA,0.5069
E883_211,NA,0.26223,NA
E3820_47,0.05646,NA,NA
E1110_769,NA,0.96236,NA
E1077_658,NA,0.82309,NA
E723_635,NA,0.79423,NA
E1920_135,NA,0.16688,NA
E2334_697,NA,0.87202,NA
E1550_405,NA,NA,0.50565
E1070_433,NA,0.54078,NA
E169_678,NA,NA,0.84818
E4427_603,0.75408,NA,NA
E3506_42,NA,0.05019,NA
E2761_553,0.69134,NA,NA
E2687_113,NA,NA,0.13927
E3551_126,NA,0.15558,NA
E2600_468,0.58469,NA,NA
E786_541,NA,NA,0.67629
E1776_391,NA,NA,0.48808
E2387_131,0.16186,NA,NA
E4285_790,NA,0.98871,NA
E2790_131,NA,NA,0.16186
E1879_64,0.07779,NA,NA
E1968_622,NA,0.77792,NA
E4770_122,NA,NA,0.15056
E3202_135,NA,NA,0.16688
E1271_734,NA,0.91844,NA
E703_330,NA,NA,0.41154
E138_378,NA,NA,0.47177
E3929_498,NA,0.62233,NA
E4762_39,NA,0.04642,NA
E1348_86,0.1054,NA,NA
E389_168,NA,0.20828,NA
E1561_624,NA,0.78043,NA
E4525_147,NA,NA,0.18193
E3085_504,NA,0.62986,NA
E1058_614,0.76788,NA,NA
E2040_171,0.21205,NA,NA
E1156_49,NA,0.05897,NA
E3374_765,NA,0.95734,NA
E4651_271,NA,0.33752,NA
E4457_751,0.93977,NA,NA
E1115_721,0.90213,NA,NA
E4805_718,NA,NA,0.89837
E4383_119,NA,0.1468,NA
E3906_142,NA,0.17566,NA
E1656_496,NA,0.61982,NA
E1112_623,NA,NA,0.77917
E690_370,NA,NA,0.46173
E3616_749,NA,NA,0.93726
E271_798,0.99875,NA,NA
E3953_35,NA,NA,0.04141
E414_767,NA,0.95985,NA
E2532_42,0.05019,NA,NA
E3793_603,0.75408,NA,NA
E4509_114,NA,0.14053,NA
E3867_400,0.49937,NA,NA
E2801_740,NA,0.92597,NA
E3002_5,0.00376,NA,NA
E173_375,0.46801,NA,NA
E3694_169,NA,0.20954,NA
E2925_384,NA,NA,0.4793
E3379_269,0.33501,NA,NA
E1675_441,0.55082,NA,NA
E2189_17,NA,0.01882,NA
E2821_733,NA,NA,0.91719
E3354_201,NA,NA,0.24969
E2116_264,0.32873,NA,NA
E935_295,NA,0.36763,NA
E2931_484,NA,NA,0.60477
E417_307,NA,NA,0.38269
E574_466,0.58218,NA,NA
E4642_41,NA,NA,0.04893
E861_699,0.87453,NA,NA
E783_77,0.0941,NA,NA
E3298_72,0.08783,NA,NA
E3879_158,NA,0.19573,NA
E1160_285,NA,0.35508,NA
E1781_546,NA,0.68256,NA
E4745_597,NA,0.74655,NA
E4247_43,NA,NA,0.05144
E334_133,NA,0.16437,NA
E2222_199,0.24718,NA,NA
E314_170,NA,NA,0.21079
