,PseudoTime1,PseudoTime2,PseudoTime3
E860_635,0.79449,NA,NA
E2516_731,NA,NA,0.91479
E4899_637,NA,NA,0.79699
E359_651,NA,0.81454,NA
E578_645,0.80702,NA,NA
E1815_657,NA,0.82206,NA
E999_547,NA,0.68421,NA
E3010_355,NA,0.44361,NA
E877_152,NA,0.18922,NA
E1164_446,0.55764,NA,NA
E2286_207,NA,0.25815,NA
E4240_160,0.19925,NA,NA
E3679_152,NA,0.18922,NA
E1551_574,NA,NA,0.71805
E2261_76,0.09398,NA,NA
E4267_369,0.46115,NA,NA
E3950_95,0.11779,NA,NA
E553_445,NA,NA,0.55639
E2639_591,NA,0.73935,NA
E355_32,NA,NA,0.03885
E1233_316,0.39474,NA,NA
E4907_276,0.34461,NA,NA
E1047_91,0.11278,NA,NA
E3254_129,NA,NA,0.1604
E4156_204,NA,NA,0.25439
E3367_525,NA,0.65664,NA
E1320_694,NA,0.86842,NA
E3089_37,0.04511,NA,NA
E1875_559,NA,NA,0.69925
E253_1,NA,0.0,NA
E1341_263,NA,0.32832,NA
E542_347,0.43358,NA,NA
E2438_693,NA,NA,0.86717
E4597_619,NA,NA,0.77444
E2650_387,NA,NA,0.48371
E4572_178,NA,NA,0.2218
E645_676,NA,0.84586,NA
E3755_646,NA,NA,0.80827
E1285_658,0.82331,NA,NA
E3100_777,NA,0.97243,NA
E4740_610,0.76316,NA,NA
E1056_436,NA,0.54511,NA
E28_361,0.45113,NA,NA
E3799_151,NA,NA,0.18797
E294_52,0.06391,NA,NA
E4651_27,NA,0.03258,NA
E4375_516,0.64536,NA,NA
E2732_484,0.60526,NA,NA
E2794_172,0.21429,NA,NA
E4333_230,NA,NA,0.28697
E2856_575,0.7193,NA,NA
E4556_647,NA,0.80952,NA
E4410_193,NA,0.2406,NA
E1933_225,NA,0.2807,NA
E4820_516,NA,0.64536,NA
E4490_311,NA,NA,0.38847
E4589_119,NA,NA,0.14787
E3873_686,0.8584,NA,NA
E4892_426,NA,NA,0.53258
E2118_44,NA,0.05388,NA
E3600_151,0.18797,NA,NA
E752_271,NA,NA,0.33835
E2578_42,0.05138,NA,NA
E1403_506,NA,0.63283,NA
E3788_419,NA,NA,0.52381
E2330_799,NA,NA,1.0
E2089_326,NA,NA,0.40727
E1708_587,NA,NA,0.73434
E1352_189,NA,0.23559,NA
E488_319,0.3985,NA,NA
E835_443,NA,NA,0.55388
E2496_621,NA,NA,0.77694
E2240_351,NA,0.4386,NA
E2017_390,0.48747,NA,NA
E309_372,0.46491,NA,NA
E2365_54,NA,NA,0.06642
E1329_267,0.33333,NA,NA
E2803_539,NA,NA,0.67419
E4114_73,NA,0.09023,NA
