,PseudoTime1,PseudoTime2,PseudoTime3
E79_689,NA,NA,0.87072
E98_468,NA,NA,0.59062
E52_450,NA,NA,0.56781
E147_392,0.4943,NA,NA
E105_370,NA,0.46641,NA
E6_269,NA,NA,0.3384
E93_619,0.782,NA,NA
E107_343,NA,NA,0.43219
E199_767,0.96958,NA,NA
E190_741,0.93663,NA,NA
E73_559,NA,0.70596,NA
E145_756,0.95564,NA,NA
E143_60,0.07351,NA,NA
E122_648,0.81876,NA,NA
E85_708,0.8948,NA,NA
E82_465,0.58682,NA,NA
E184_87,0.10773,NA,NA
E183_769,0.97212,NA,NA
E76_764,NA,0.96578,NA
E113_421,0.53105,NA,NA
E77_517,NA,0.65272,NA
E112_361,0.45501,NA,NA
E35_98,NA,0.12167,NA
E9_191,NA,0.23954,NA
E191_469,NA,NA,0.59189
E154_564,NA,0.71229,NA
E197_649,NA,0.82003,NA
E39_35,NA,NA,0.04183
E51_694,NA,0.87706,NA
E124_195,0.24461,NA,NA
E44_8,0.0076,NA,NA
E65_72,0.08872,NA,NA
E149_102,0.12674,NA,NA
E130_102,0.12674,NA,NA
E140_567,0.7161,NA,NA
E50_466,0.58809,NA,NA
E78_609,NA,NA,0.76933
E54_315,0.3967,NA,NA
E159_37,NA,0.04436,NA
E12_508,NA,0.64132,NA
E81_519,NA,0.65526,NA
E178_521,NA,NA,0.65779
E188_594,NA,NA,0.75032
E55_676,NA,NA,0.85425
E47_89,NA,0.11027,NA
E153_295,0.37136,NA,NA
E141_537,NA,NA,0.67807
E135_231,NA,NA,0.29024
E168_563,NA,NA,0.71103
E182_50,0.06084,NA,NA
E32_114,NA,NA,0.14195
E166_81,0.10013,NA,NA
E103_500,0.63118,NA,NA
E152_376,0.47402,NA,NA
E146_77,0.09506,NA,NA
E164_375,0.47275,NA,NA
E137_2,NA,NA,0.0
E20_167,NA,NA,0.20913
E21_654,0.82636,NA,NA
E162_737,0.93156,NA,NA
E117_191,NA,0.23954,NA
E68_663,0.83777,NA,NA
E127_692,0.87452,NA,NA
E139_470,NA,NA,0.59316
E91_558,NA,0.70469,NA
E41_769,NA,0.97212,NA
E1_192,0.24081,NA,NA
E88_440,NA,0.55513,NA
E116_245,NA,0.30798,NA
E195_347,NA,NA,0.43726
E95_628,0.79341,NA,NA
E186_105,NA,NA,0.13054
E48_482,0.60837,NA,NA
E165_220,NA,0.2763,NA
E99_595,NA,0.75158,NA
E115_409,NA,0.51584,NA
E179_731,NA,NA,0.92395
E102_248,NA,0.31179,NA
E72_664,NA,NA,0.83904
E155_484,NA,0.6109,NA
E58_221,NA,0.27757,NA
E167_610,0.7706,NA,NA
E38_328,0.41318,NA,NA
E75_165,NA,0.20659,NA
E83_441,NA,NA,0.5564
E24_515,0.65019,NA,NA
E29_751,NA,NA,0.9493
E180_517,NA,NA,0.65272
E109_559,NA,NA,0.70596
E56_57,NA,0.06971,NA
E174_154,NA,NA,0.19265
E132_87,NA,0.10773,NA
E2_692,NA,0.87452,NA
E185_16,NA,NA,0.01774
E33_46,0.05577,NA,NA
E5_780,NA,NA,0.98606
E57_214,NA,0.26869,NA
E27_387,0.48796,NA,NA
E128_783,NA,NA,0.98986
E163_492,0.62104,NA,NA
E171_102,NA,NA,0.12674
E13_429,NA,0.54119,NA
E42_448,NA,0.56527,NA
E60_397,NA,NA,0.50063
E3_295,NA,0.37136,NA
E192_355,0.4474,NA,NA
E175_590,NA,NA,0.74525
E181_460,NA,0.58048,NA
E16_396,0.49937,NA,NA
E150_738,0.93283,NA,NA
E194_432,NA,NA,0.54499
E86_113,0.14068,NA,NA
E144_185,NA,0.23194,NA
E142_340,NA,NA,0.42839
E28_623,0.78707,NA,NA
E100_44,0.05323,NA,NA
E46_93,NA,0.11534,NA
E14_734,0.92776,NA,NA
E25_612,0.77313,NA,NA
E19_396,NA,0.49937,NA
E177_726,NA,NA,0.91762
E64_739,0.93409,NA,NA
E17_149,0.18631,NA,NA
E172_146,NA,0.18251,NA
E4_535,NA,NA,0.67554
E74_97,0.12041,NA,NA
E0_134,NA,0.1673,NA
E110_538,0.67934,NA,NA
E189_762,NA,NA,0.96324
E118_691,0.87326,NA,NA
E15_6,0.00507,NA,NA
E106_502,NA,NA,0.63371
E45_524,0.6616,NA,NA
E49_750,NA,NA,0.94804
E196_767,NA,0.96958,NA
E67_431,0.54373,NA,NA
E126_32,0.03802,NA,NA
E89_113,NA,NA,0.14068
E7_139,0.17364,NA,NA
E97_80,NA,0.09886,NA
E53_229,0.28771,NA,NA
E114_501,NA,0.63245,NA
E43_574,NA,NA,0.72497
E176_791,NA,NA,1.0
E173_306,NA,0.3853,NA
E26_322,NA,NA,0.40558
E94_301,NA,0.37896,NA
E11_583,NA,0.73638,NA
E148_493,NA,NA,0.62231
E131_502,NA,0.63371,NA
E30_370,NA,NA,0.46641
E18_747,NA,0.94423,NA
E157_744,0.94043,NA,NA
