,LRP,source_gene,target_gene
1,0.0029913667,CBX2,AMH
2,0.006605015,CTNNB1,AMH
3,0.0020197784,DHH,AMH
4,0.005008537,DKK1,AMH
5,0.0031177872,DMRT1,AMH
6,0.000422447,FGF9,AMH
7,0.0050917976,FOXL2,AMH
8,0.0011509755,GATA4,AMH
9,0.0052758288,NR0B1,AMH
10,0.010583297,NR5A1,AMH
11,0.0010163547,PGD2,AMH
12,0.009009698,RSPO1,AMH
13,0.004225254,SOX9,AMH
14,0.0073150136,SRY,AMH
15,0.0028545994,UGR,AMH
16,0.015814336,WNT4,AMH
17,0.002675385,WT1mKTS,AMH
18,0.0051598004,WT1pKTS,AMH
21,0.007600544,CTNNB1,CBX2
22,0.0053743804,DHH,CBX2
23,0.033485293,DKK1,CBX2
24,0.02617272,DMRT1,CBX2
25,0.0015284084,FGF9,CBX2
26,0.015234194,FOXL2,CBX2
27,0.0022335644,GATA4,CBX2
28,0.007321802,NR0B1,CBX2
29,0.031227216,NR5A1,CBX2
30,0.010070149,PGD2,CBX2
31,0.019492937,RSPO1,CBX2
32,0.012525713,SOX9,CBX2
33,0.02484831,SRY,CBX2
34,0.0052771466,UGR,CBX2
35,0.060782135,WNT4,CBX2
36,0.0013645445,WT1mKTS,CBX2
37,0.024262158,WT1pKTS,CBX2
41,0.00046433276,DHH,CTNNB1
42,0.014860526,DKK1,CTNNB1
43,0.033916384,DMRT1,CTNNB1
44,0.0015043651,FGF9,CTNNB1
45,0.029284537,FOXL2,CTNNB1
46,0.005821297,GATA4,CTNNB1
47,0.007057652,NR0B1,CTNNB1
48,0.0064076483,NR5A1,CTNNB1
49,0.010542899,PGD2,CTNNB1
50,0.023123987,RSPO1,CTNNB1
51,0.011318617,SOX9,CTNNB1
52,0.07430352,SRY,CTNNB1
53,0.003585148,UGR,CTNNB1
54,0.027403193,WNT4,CTNNB1
55,0.0100013185,WT1mKTS,CTNNB1
56,0.0076366425,WT1pKTS,CTNNB1
61,0.0061294218,DKK1,DHH
62,0.0068208165,DMRT1,DHH
63,0.0014435508,FGF9,DHH
64,0.0048450525,FOXL2,DHH
65,0.000809064,GATA4,DHH
66,0.006043136,NR0B1,DHH
67,0.0024377888,NR5A1,DHH
68,0.0020188233,PGD2,DHH
69,0.01736904,RSPO1,DHH
70,0.0033550165,SOX9,DHH
71,0.016985092,SRY,DHH
72,0.0044188937,UGR,DHH
73,0.012589361,WNT4,DHH
74,0.0017371678,WT1mKTS,DHH
75,0.01078806,WT1pKTS,DHH
81,0.05121444,DMRT1,DKK1
82,0.0011237045,FGF9,DKK1
83,0.039002962,FOXL2,DKK1
84,0.008700151,GATA4,DKK1
85,0.011521509,NR0B1,DKK1
86,0.022036206,NR5A1,DKK1
87,0.015865948,PGD2,DKK1
88,0.025487535,RSPO1,DKK1
89,0.011491965,SOX9,DKK1
90,0.07542901,SRY,DKK1
91,0.0063393917,UGR,DKK1
92,0.03848008,WNT4,DKK1
93,0.0012907785,WT1mKTS,DKK1
94,0.014078099,WT1pKTS,DKK1
101,0.0018202581,FGF9,DMRT1
102,0.052664503,FOXL2,DMRT1
103,0.012474746,GATA4,DMRT1
104,0.011672278,NR0B1,DMRT1
105,0.013528332,NR5A1,DMRT1
106,0.018713458,PGD2,DMRT1
107,0.011934555,RSPO1,DMRT1
108,0.01879449,SOX9,DMRT1
109,0.071501635,SRY,DMRT1
110,0.005507809,UGR,DMRT1
111,0.042957347,WNT4,DMRT1
112,0.0049611097,WT1mKTS,DMRT1
113,0.0015380019,WT1pKTS,DMRT1
121,0.0038601626,FOXL2,FGF9
122,0.00043424993,GATA4,FGF9
123,0.0068128845,NR0B1,FGF9
124,0.008719142,NR5A1,FGF9
125,0.0015102455,PGD2,FGF9
126,0.010317383,RSPO1,FGF9
127,0.004204696,SOX9,FGF9
128,0.011899984,SRY,FGF9
129,0.0038499357,UGR,FGF9
130,0.0101221055,WNT4,FGF9
131,0.0006122615,WT1mKTS,FGF9
132,0.007838836,WT1pKTS,FGF9
141,0.0012119251,GATA4,FOXL2
142,0.0013830459,NR0B1,FOXL2
143,0.011086424,NR5A1,FOXL2
144,0.0039352737,PGD2,FOXL2
145,0.04154621,RSPO1,FOXL2
146,0.016294254,SOX9,FOXL2
147,0.026954712,SRY,FOXL2
148,0.001967262,UGR,FOXL2
149,0.030446585,WNT4,FOXL2
150,0.0010417638,WT1mKTS,FOXL2
151,0.00037535978,WT1pKTS,FOXL2
161,0.001048134,NR0B1,GATA4
162,0.0026538714,NR5A1,GATA4
163,0.0005635251,PGD2,GATA4
164,0.01424651,RSPO1,GATA4
165,0.0046668584,SOX9,GATA4
166,0.007021496,SRY,GATA4
167,0.00078888726,UGR,GATA4
168,0.0083444975,WNT4,GATA4
169,0.00068785966,WT1mKTS,GATA4
170,0.000422788,WT1pKTS,GATA4
181,0.0077659814,NR5A1,NR0B1
182,0.0056947405,PGD2,NR0B1
183,0.017222755,RSPO1,NR0B1
184,0.009088432,SOX9,NR0B1
185,0.0060624904,SRY,NR0B1
186,0.0018725817,UGR,NR0B1
187,0.005785917,WNT4,NR0B1
188,0.0008355946,WT1mKTS,NR0B1
189,0.0036826027,WT1pKTS,NR0B1
201,0.014719163,PGD2,NR5A1
202,0.099224284,RSPO1,NR5A1
203,0.03133578,SOX9,NR5A1
204,0.032518182,SRY,NR5A1
205,0.008918067,UGR,NR5A1
206,0.012214305,WNT4,NR5A1
207,0.012107799,WT1mKTS,NR5A1
208,0.026320923,WT1pKTS,NR5A1
221,0.013733818,RSPO1,PGD2
222,0.009593219,SOX9,PGD2
223,0.019344823,SRY,PGD2
224,0.003366199,UGR,PGD2
225,0.0031082868,WNT4,PGD2
226,0.001080974,WT1mKTS,PGD2
227,0.010686629,WT1pKTS,PGD2
241,0.06895476,SOX9,RSPO1
242,0.028300157,SRY,RSPO1
243,0.013703608,UGR,RSPO1
244,0.10116179,WNT4,RSPO1
245,0.016155653,WT1mKTS,RSPO1
246,0.018538157,WT1pKTS,RSPO1
261,0.0063205753,SRY,SOX9
262,0.0039203297,UGR,SOX9
263,0.034194626,WNT4,SOX9
264,0.006734147,WT1mKTS,SOX9
265,0.015987936,WT1pKTS,SOX9
281,0.008079701,UGR,SRY
282,0.018124871,WNT4,SRY
283,0.01374527,WT1mKTS,SRY
284,0.006627882,WT1pKTS,SRY
301,0.00435612,WNT4,UGR
302,6.4076405e-05,WT1mKTS,UGR
303,0.001047806,WT1pKTS,UGR
321,0.0017716859,WT1mKTS,WNT4
322,0.009304281,WT1pKTS,WNT4
341,0.0017687695,WT1pKTS,WT1mKTS
