,LRP,source_gene,target_gene
1,0.0059908936,CBX2,AMH
2,0.0086736865,CTNNB1,AMH
3,0.04419217,DHH,AMH
4,0.01914258,DKK1,AMH
5,0.009919144,DMRT1,AMH
6,0.05812985,FGF9,AMH
7,0.004722961,FOXL2,AMH
8,0.006163665,GATA4,AMH
9,0.053539082,NR0B1,AMH
10,0.005515769,NR5A1,AMH
11,0.05299191,PGD2,AMH
12,0.003967893,RSPO1,AMH
13,0.0058947615,SOX9,AMH
14,0.029251754,SRY,AMH
15,0.0026128408,UGR,AMH
16,0.0068854,WNT4,AMH
17,0.005531594,WT1mKTS,AMH
18,0.0003259434,WT1pKTS,AMH
21,0.002677478,CTNNB1,CBX2
22,0.0032142478,DHH,CBX2
23,0.0025531992,DKK1,CBX2
24,0.0036861375,DMRT1,CBX2
25,0.001366541,FGF9,CBX2
26,0.0018078387,FOXL2,CBX2
27,0.0008569154,GATA4,CBX2
28,0.0049278354,NR0B1,CBX2
29,0.0030395696,NR5A1,CBX2
30,0.0012187464,PGD2,CBX2
31,0.0021283522,RSPO1,CBX2
32,0.0020744118,SOX9,CBX2
33,0.0011048827,SRY,CBX2
34,0.0027806887,UGR,CBX2
35,0.0026168786,WNT4,CBX2
36,0.000607018,WT1mKTS,CBX2
37,0.0017675599,WT1pKTS,CBX2
41,0.0070145084,DHH,CTNNB1
42,0.0037850775,DKK1,CTNNB1
43,0.0030664827,DMRT1,CTNNB1
44,0.0068924474,FGF9,CTNNB1
45,0.0018486955,FOXL2,CTNNB1
46,0.0014707751,GATA4,CTNNB1
47,0.0060031284,NR0B1,CTNNB1
48,0.003289683,NR5A1,CTNNB1
49,0.006701829,PGD2,CTNNB1
50,0.0019501526,RSPO1,CTNNB1
51,0.0073538898,SOX9,CTNNB1
52,0.0040354524,SRY,CTNNB1
53,0.0016259006,UGR,CTNNB1
54,0.0016179052,WNT4,CTNNB1
55,4.63936e-05,WT1mKTS,CTNNB1
56,0.0014772707,WT1pKTS,CTNNB1
61,0.011233619,DKK1,DHH
62,0.008431847,DMRT1,DHH
63,0.022988804,FGF9,DHH
64,0.0035135369,FOXL2,DHH
65,0.010973347,GATA4,DHH
66,0.027091019,NR0B1,DHH
67,0.020927938,NR5A1,DHH
68,0.014535732,PGD2,DHH
69,0.0014898139,RSPO1,DHH
70,0.015385427,SOX9,DHH
71,0.009176528,SRY,DHH
72,0.0011448499,UGR,DHH
73,0.0053758183,WNT4,DHH
74,0.008932579,WT1mKTS,DHH
75,0.009663047,WT1pKTS,DHH
81,0.003503945,DMRT1,DKK1
82,0.017827624,FGF9,DKK1
83,0.0028220783,FOXL2,DKK1
84,0.0027200384,GATA4,DKK1
85,0.015640056,NR0B1,DKK1
86,0.007496075,NR5A1,DKK1
87,0.0064270305,PGD2,DKK1
88,0.00371067,RSPO1,DKK1
89,0.0049064783,SOX9,DKK1
90,0.003849246,SRY,DKK1
91,0.0021053108,UGR,DKK1
92,0.005407391,WNT4,DKK1
93,0.0021307366,WT1mKTS,DKK1
94,0.0019100332,WT1pKTS,DKK1
101,0.010101089,FGF9,DMRT1
102,0.0028796752,FOXL2,DMRT1
103,0.003900676,GATA4,DMRT1
104,0.0107595585,NR0B1,DMRT1
105,0.005359031,NR5A1,DMRT1
106,0.009374861,PGD2,DMRT1
107,0.0032024924,RSPO1,DMRT1
108,0.0040595913,SOX9,DMRT1
109,0.004667765,SRY,DMRT1
110,0.002790702,UGR,DMRT1
111,0.004816505,WNT4,DMRT1
112,0.0013891868,WT1mKTS,DMRT1
113,0.0039410437,WT1pKTS,DMRT1
121,0.006140979,FOXL2,FGF9
122,0.00938745,GATA4,FGF9
123,0.038478352,NR0B1,FGF9
124,0.010054688,NR5A1,FGF9
125,0.02309159,PGD2,FGF9
126,0.0009358183,RSPO1,FGF9
127,0.016783617,SOX9,FGF9
128,0.008822573,SRY,FGF9
129,0.0005402934,UGR,FGF9
130,0.007435567,WNT4,FGF9
131,0.0064900853,WT1mKTS,FGF9
132,0.007676328,WT1pKTS,FGF9
141,0.0020417417,GATA4,FOXL2
142,0.0064280056,NR0B1,FOXL2
143,0.002379734,NR5A1,FOXL2
144,0.0058556683,PGD2,FOXL2
145,0.0022868311,RSPO1,FOXL2
146,0.0058995895,SOX9,FOXL2
147,0.0024756268,SRY,FOXL2
148,0.0017734736,UGR,FOXL2
149,0.0019002203,WNT4,FOXL2
150,0.001530169,WT1mKTS,FOXL2
151,0.0012248544,WT1pKTS,FOXL2
161,0.0059477706,NR0B1,GATA4
162,0.0040197736,NR5A1,GATA4
163,0.0026422124,PGD2,GATA4
164,0.0013748847,RSPO1,GATA4
165,0.008643396,SOX9,GATA4
166,0.001287826,SRY,GATA4
167,0.0008109511,UGR,GATA4
168,0.00087955705,WNT4,GATA4
169,0.0022040985,WT1mKTS,GATA4
170,0.0017876909,WT1pKTS,GATA4
181,0.011187376,NR5A1,NR0B1
182,0.037589848,PGD2,NR0B1
