,PseudoTime1,PseudoTime2,PseudoTime3
E3617_258,NA,0.32206,NA
E2405_347,0.43358,NA,NA
E3520_43,0.05263,NA,NA
E3850_566,NA,0.70802,NA
E552_359,NA,NA,0.44862
E1607_459,NA,0.57393,NA
E1329_795,NA,0.99499,NA
E4449_319,NA,0.3985,NA
E877_63,NA,0.07769,NA
E3105_349,NA,NA,0.43609
E442_120,NA,0.14912,NA
E3761_505,NA,0.63158,NA
E4157_60,0.07393,NA,NA
E1790_286,0.35714,NA,NA
E4147_307,NA,0.38346,NA
E35_529,NA,NA,0.66165
E71_324,NA,0.40476,NA
E4935_742,NA,NA,0.92857
E4785_329,NA,NA,0.41103
E4676_114,NA,0.1416,NA
E4582_271,NA,0.33835,NA
E1274_9,0.01003,NA,NA
E1968_494,0.61779,NA,NA
E2979_159,NA,0.19799,NA
E2989_477,NA,0.59649,NA
E4748_380,NA,0.47494,NA
E1757_530,0.66291,NA,NA
E2235_787,NA,0.98496,NA
E846_379,NA,0.47368,NA
E3871_576,0.72055,NA,NA
E3043_460,0.57519,NA,NA
E4057_589,0.73684,NA,NA
E585_81,NA,NA,0.10025
E562_619,NA,0.77444,NA
E538_137,0.17043,NA,NA
E75_30,NA,0.03634,NA
E4948_621,NA,0.77694,NA
E2921_633,0.79198,NA,NA
E3809_629,0.78697,NA,NA
E729_757,NA,0.94737,NA
E3010_270,0.33709,NA,NA
E2041_458,NA,NA,0.57268
E219_119,NA,NA,0.14787
E3124_47,NA,0.05764,NA
E3949_312,0.38972,NA,NA
E1728_551,NA,0.68922,NA
E1463_397,NA,0.49624,NA
E4751_686,NA,0.8584,NA
E569_85,NA,NA,0.10526
E4494_735,NA,NA,0.9198
E2099_372,0.46491,NA,NA
E1632_542,NA,0.67794,NA
E4234_638,NA,0.79825,NA
E545_552,0.69048,NA,NA
E2767_578,NA,0.72306,NA
E1273_184,NA,0.22932,NA
E3277_97,NA,NA,0.1203
E190_672,NA,0.84085,NA
E653_112,0.1391,NA,NA
E4998_200,NA,0.24937,NA
E2392_405,NA,0.50627,NA
E2529_633,NA,0.79198,NA
E1670_20,NA,NA,0.02381
E4224_462,NA,NA,0.57769
E612_719,NA,0.89975,NA
E4302_76,0.09398,NA,NA
E2718_190,NA,NA,0.23684
E4369_277,NA,NA,0.34586
E4701_793,NA,0.99248,NA
E3108_387,0.48371,NA,NA
E2138_790,NA,0.98872,NA
E4198_353,NA,NA,0.4411
E119_158,NA,0.19674,NA
E3658_786,0.98371,NA,NA
E1540_139,NA,NA,0.17293
E2970_557,0.69674,NA,NA
E2369_674,NA,0.84336,NA
E3748_19,NA,NA,0.02256
E1275_736,0.92105,NA,NA
E1121_125,0.15539,NA,NA
E64_38,NA,0.04637,NA
E139_538,0.67293,NA,NA
E1369_790,0.98872,NA,NA
E314_699,0.87469,NA,NA
E943_465,NA,NA,0.58145
