TF	Target	EdgeWeight
EgrNab	cJun	0.05480366200208664
Gata2	Gata1	0.05479542538523674
Scl	Eklf	0.054794587194919586
Fli1	Fog1	0.05478312447667122
Eklf	Scl	0.0547688826918602
Eklf	Gata1	0.0547654815018177
Cebpa	Pu1	0.05475422739982605
Gfi1	Cebpa	0.0547533743083477
Gata1	Gata2	0.05475308373570442
Scl	Fog1	0.0547453947365284
Fog1	Fli1	0.05472831428050995
Pu1	EgrNab	0.05472586303949356
Scl	EgrNab	0.05472082644701004
Scl	Gata1	0.05471962317824364
Scl	Fli1	0.05471935123205185
Fli1	Eklf	0.0547187402844429
Gata1	Fog1	0.054716937243938446
Cebpa	Scl	0.05470031499862671
Gata2	Fog1	0.054689981043338776
Gfi1	Gata2	0.05468907579779625
Eklf	Gfi1	0.0546884760260582
EgrNab	Gata1	0.054683081805706024
Eklf	cJun	0.05468107387423515
Fli1	EgrNab	0.05467821657657623
Gata1	Eklf	0.05467412993311882
Cebpa	cJun	0.054673049598932266
Scl	Gfi1	0.054672665894031525
Gata2	Eklf	0.05467221885919571
Fog1	Gata1	0.054668866097927094
EgrNab	Scl	0.05466770380735397
cJun	Pu1	0.054667532444000244
Eklf	Fli1	0.054667167365550995
Gata1	Scl	0.054666709154844284
Gata1	Gfi1	0.05466650798916817
Fli1	Gata1	0.05466582253575325
Fli1	Scl	0.054664503782987595
Fog1	Eklf	0.054663728922605515
Fog1	Scl	0.054659269750118256
cJun	Eklf	0.05465873330831528
Gata2	Cebpa	0.05465728044509888
Gfi1	Eklf	0.05465703457593918
Gata2	EgrNab	0.054655399173498154
cJun	Cebpa	0.05465254560112953
Cebpa	Gfi1	0.05465202406048775
Cebpa	Eklf	0.05464944988489151
Gata2	Fli1	0.05464539676904678
Cebpa	Gata2	0.054643187671899796
Fog1	Gata2	0.05464237555861473
Gata2	Scl	0.05464181303977966
cJun	Scl	0.05464068055152893
Gata2	Pu1	0.054639916867017746
Pu1	Gata2	0.054638031870126724
Pu1	Gfi1	0.054637085646390915
EgrNab	Gata2	0.0546334832906723
Scl	cJun	0.0546329990029335
Cebpa	Fli1	0.05463280528783798
Eklf	EgrNab	0.05463213473558426
Scl	Gata2	0.054630983620882034
Gfi1	Pu1	0.05463065952062607
Gfi1	Gata1	0.05462886765599251
cJun	EgrNab	0.05462786182761192
Gata1	EgrNab	0.05462765693664551
Gata2	cJun	0.05462514981627464
Fog1	Pu1	0.054624978452920914
EgrNab	Fog1	0.054621562361717224
EgrNab	Fli1	0.05461978539824486
Fog1	cJun	0.054619114845991135
Fli1	Gata2	0.05461739003658295
Fli1	Cebpa	0.054611723870038986
Eklf	Cebpa	0.05461142212152481
Gata1	Fli1	0.05461125075817108
Eklf	Gata2	0.054607588797807693
Pu1	Fli1	0.05460719019174576
Eklf	Fog1	0.05460559204220772
Gfi1	Fog1	0.05460335314273834
cJun	Fog1	0.05459953472018242
Cebpa	EgrNab	0.05459897965192795
Eklf	Pu1	0.054597485810518265
EgrNab	Pu1	0.054597143083810806
Fli1	Gfi1	0.05459459871053696
cJun	Gata1	0.054594360291957855
EgrNab	Eklf	0.05459233745932579
EgrNab	Cebpa	0.05458833649754524
Gata1	cJun	0.05458727106451988
Cebpa	Gata1	0.05458705499768257
Fog1	Gfi1	0.05458632484078407
Gata2	Gfi1	0.054579321295022964
cJun	Gata2	0.054574884474277496
Scl	Cebpa	0.05456642434000969
Gata1	Pu1	0.054564643651247025
Pu1	cJun	0.05456225201487541
Fog1	EgrNab	0.054558299481868744
Pu1	Scl	0.054555512964725494
Fli1	cJun	0.054553452879190445
cJun	Gfi1	0.05454733222723007
Pu1	Cebpa	0.05454520881175995
Scl	Pu1	0.05454454571008682
Pu1	Gata1	0.054538432508707047
Gata1	Cebpa	0.0545370876789093
Fog1	Cebpa	0.05452657863497734
cJun	Fli1	0.05451903119683266
Pu1	Eklf	0.05451781675219536
EgrNab	Gfi1	0.05451080575585365
Gfi1	Fli1	0.05450887605547905
Cebpa	Fog1	0.054508108645677567
Pu1	Fog1	0.054507847875356674
Fli1	Pu1	0.0545041561126709
Gfi1	EgrNab	0.05449262261390686
Gfi1	cJun	0.05447890982031822
Gfi1	Scl	0.054475780576467514
