,PseudoTime
E63_481,0.9875776397515528
E19_176,0.35610766045548653
E8_322,0.6583850931677019
E87_106,0.2111801242236025
E92_422,0.865424430641822
E70_479,0.9834368530020704
E28_260,0.5300207039337475
E36_191,0.38716356107660455
E78_16,0.024844720496894408
E30_363,0.7432712215320911
E45_55,0.10559006211180125
E68_148,0.2981366459627329
E57_138,0.2774327122153209
E1_55,0.10559006211180125
E26_47,0.08902691511387163
E89_159,0.32091097308488614
E21_458,0.9399585921325052
E24_95,0.18840579710144928
E38_143,0.28778467908902694
E60_385,0.7888198757763976
E44_396,0.8115942028985508
E69_281,0.5734989648033126
E95_157,0.3167701863354037
E96_165,0.3333333333333333
E50_138,0.2774327122153209
E61_413,0.8467908902691511
E4_280,0.5714285714285714
E65_270,0.5507246376811594
E91_487,1.0
E85_187,0.37888198757763975
E23_454,0.9316770186335404
E71_479,0.9834368530020704
E10_109,0.21739130434782608
E18_218,0.44306418219461696
E72_438,0.8985507246376812
E12_289,0.5900621118012422
E88_428,0.8778467908902692
E37_262,0.5341614906832298
E35_296,0.6045548654244306
E82_104,0.2070393374741201
E74_456,0.9358178053830227
E17_31,0.055900621118012424
E5_299,0.6107660455486542
E33_381,0.7805383022774327
E22_352,0.7204968944099379
E46_300,0.6128364389233955
E6_180,0.36438923395445133
E75_400,0.8198757763975155
E76_245,0.4989648033126294
E40_269,0.5486542443064182
E52_127,0.2546583850931677
E9_197,0.3995859213250518
E7_193,0.391304347826087
E62_415,0.8509316770186336
E54_9,0.010351966873706004
E64_394,0.8074534161490683
E13_214,0.43478260869565216
E56_229,0.4658385093167702
E73_227,0.4616977225672878
E94_70,0.13664596273291926
E42_476,0.9772256728778468
E84_368,0.7536231884057971
E59_11,0.014492753623188406
E86_7,0.006211180124223602
E98_89,0.17598343685300208
E11_282,0.5755693581780539
E16_68,0.13250517598343686
E83_334,0.6832298136645962
E79_25,0.043478260869565216
E32_421,0.8633540372670807
E53_116,0.2318840579710145
E20_482,0.989648033126294
E0_60,0.11594202898550725
E43_30,0.053830227743271224
E2_393,0.8053830227743272
E93_115,0.22981366459627328
E80_442,0.906832298136646
E90_54,0.10351966873706005
E51_153,0.3084886128364389
E14_359,0.7349896480331263
E58_401,0.8219461697722568
E97_335,0.6853002070393375
E29_247,0.5031055900621118
E48_264,0.5383022774327122
E39_64,0.12422360248447205
E66_232,0.4720496894409938
E25_335,0.6853002070393375
E81_157,0.3167701863354037
E47_187,0.37888198757763975
E3_323,0.660455486542443
E15_442,0.906832298136646
E55_478,0.9813664596273292
E27_14,0.020703933747412008
E31_386,0.7908902691511387
E67_4,0.0
E77_407,0.8343685300207039
E34_362,0.7412008281573499
E99_419,0.8592132505175983
E41_463,0.9503105590062112
E49_481,0.9875776397515528
