,PseudoTime1,PseudoTime2,PseudoTime3
E3358_552,NA,0.69134,NA
E1919_736,0.92221,NA,NA
E2979_288,0.3601,NA,NA
E4196_29,NA,NA,0.03513
E1968_749,NA,NA,0.93852
E2611_213,NA,0.266,NA
E2475_222,0.27729,NA,NA
E1056_321,NA,NA,0.40151
E2108_288,0.3601,NA,NA
E131_463,NA,NA,0.57967
E4958_798,1.0,NA,NA
E2093_185,NA,0.23087,NA
E1345_35,NA,0.04266,NA
E3894_707,0.88582,NA,NA
E395_587,NA,0.73526,NA
E4142_50,NA,0.06148,NA
E2498_103,NA,NA,0.12798
E4657_67,NA,0.08281,NA
E4504_98,0.12171,NA,NA
E116_489,NA,0.6123,NA
E4902_160,NA,0.1995,NA
E3114_117,NA,0.14555,NA
E2202_133,NA,NA,0.16562
E760_69,NA,0.08532,NA
E4085_693,NA,0.86826,NA
E157_115,NA,0.14304,NA
E1687_403,NA,0.50439,NA
E3736_325,NA,0.40652,NA
E3460_769,0.96361,NA,NA
E4133_142,NA,NA,0.17691
E2185_49,NA,0.06023,NA
E326_597,NA,NA,0.7478
E4818_362,NA,0.45295,NA
E4770_665,NA,NA,0.83312
E1772_319,0.399,NA,NA
E3563_356,NA,0.44542,NA
E2888_308,0.38519,NA,NA
E692_299,NA,0.3739,NA
E3209_703,NA,NA,0.8808
E4152_188,NA,NA,0.23463
E520_153,0.19072,NA,NA
E419_107,NA,NA,0.133
E2310_199,NA,NA,0.24843
E793_337,NA,0.42158,NA
E1881_465,NA,NA,0.58218
E2880_254,0.31744,NA,NA
E1474_795,0.99624,NA,NA
E4731_176,0.21957,NA,NA
E176_482,NA,NA,0.60351
E350_307,0.38394,NA,NA
E946_469,NA,0.5872,NA
E848_556,NA,0.69636,NA
E2413_169,NA,NA,0.21079
E3554_152,0.18946,NA,NA
E1975_728,NA,NA,0.91217
E2123_260,NA,0.32497,NA
E1104_572,0.71644,NA,NA
E4410_339,NA,0.42409,NA
E1672_777,0.97365,NA,NA
E93_533,NA,0.6675,NA
E938_86,0.10665,NA,NA
E43_266,0.3325,NA,NA
E481_495,0.61982,NA,NA
E4550_451,NA,0.56462,NA
E252_673,NA,NA,0.84316
E3269_798,1.0,NA,NA
E4968_359,0.44918,NA,NA
E2321_271,NA,NA,0.33877
E1294_596,0.74655,NA,NA
E589_463,0.57967,NA,NA
E2153_772,0.96738,NA,NA
E3208_599,NA,NA,0.75031
E3793_779,0.97616,NA,NA
E1226_587,NA,NA,0.73526
E846_653,NA,0.81807,NA
E1411_408,0.51066,NA,NA
E2178_253,0.31619,NA,NA
E1080_159,0.19824,NA,NA
E1092_534,0.66876,NA,NA
E4420_700,NA,NA,0.87704
E1252_15,NA,NA,0.01757
E4960_170,NA,NA,0.21205
E2422_618,0.77415,NA,NA
E711_623,NA,NA,0.78043
E3724_587,NA,0.73526,NA
E336_105,NA,NA,0.13049
E4305_102,NA,0.12673,NA
E2670_445,0.55709,NA,NA
E1298_85,0.1054,NA,NA
E3483_305,NA,NA,0.38143
E1585_449,0.56211,NA,NA
E2599_165,NA,NA,0.20577
E3384_684,NA,NA,0.85696
E1305_494,0.61857,NA,NA
E4488_370,NA,0.46299,NA
E4985_49,0.06023,NA,NA
E3502_265,NA,NA,0.33124
E300_405,NA,NA,0.5069
E1694_406,0.50816,NA,NA
E4732_584,0.73149,NA,NA
E491_377,0.47177,NA,NA
E1494_621,NA,0.77792,NA
E2760_469,0.5872,NA,NA
E1599_289,NA,NA,0.36136
E420_215,NA,0.26851,NA
E1454_559,NA,NA,0.70013
E4057_420,0.52572,NA,NA
E719_677,0.84818,NA,NA
E4554_275,NA,NA,0.34379
E1555_551,0.69009,NA,NA
E4677_783,NA,NA,0.98118
E1197_703,NA,NA,0.8808
E4171_233,0.29109,NA,NA
E3632_621,0.77792,NA,NA
E4690_172,NA,0.21455,NA
E86_324,NA,NA,0.40527
E2340_560,NA,NA,0.70138
E1530_270,0.33752,NA,NA
E2568_169,NA,NA,0.21079
E3512_140,NA,0.1744,NA
E2770_277,NA,NA,0.3463
E1982_39,NA,0.04768,NA
E1825_126,NA,0.15684,NA
E355_516,0.64617,NA,NA
