,PseudoTime1,PseudoTime2,PseudoTime3
E42_764,0.96306,NA,NA
E102_26,NA,0.02293,NA
E97_577,NA,NA,0.72484
E35_292,0.36178,NA,NA
E67_305,NA,0.37834,NA
E140_772,0.97325,NA,NA
E64_108,NA,NA,0.12739
E3_670,NA,0.84331,NA
E89_633,0.79618,NA,NA
E56_409,0.51083,NA,NA
E171_643,NA,0.80892,NA
E28_12,0.0051,NA,NA
E174_541,NA,NA,0.67898
E11_409,NA,NA,0.51083
E191_235,0.28917,NA,NA
E122_17,NA,NA,0.01146
E68_607,NA,0.76306,NA
E135_569,0.71465,NA,NA
E29_587,0.73758,NA,NA
E65_351,NA,NA,0.43694
E58_274,NA,NA,0.33885
E144_629,NA,0.79108,NA
E98_471,0.58981,NA,NA
E119_787,NA,0.99236,NA
E116_25,NA,NA,0.02166
E71_614,NA,0.77197,NA
E104_312,0.38726,NA,NA
E179_289,NA,0.35796,NA
E20_539,NA,NA,0.67643
E81_410,0.5121,NA,NA
E142_683,NA,0.85987,NA
E43_657,NA,NA,0.82675
E66_17,0.01146,NA,NA
E146_383,0.47771,NA,NA
E121_306,NA,NA,0.37962
E124_664,0.83567,NA,NA
E55_213,0.26115,NA,NA
E184_351,NA,NA,0.43694
E187_377,0.47006,NA,NA
E7_767,NA,NA,0.96688
E84_68,0.07643,NA,NA
E189_372,NA,0.46369,NA
E153_606,0.76178,NA,NA
E22_529,NA,0.66369,NA
E197_693,NA,0.87261,NA
E103_713,0.89809,NA,NA
E108_492,NA,0.61656,NA
E88_636,NA,0.8,NA
E192_344,NA,NA,0.42803
E6_153,0.18471,NA,NA
E0_579,0.72739,NA,NA
E182_182,NA,NA,0.22166
E129_79,NA,0.09045,NA
E120_508,NA,0.63694,NA
E157_624,NA,NA,0.78471
E152_396,NA,NA,0.49427
E155_583,NA,0.73248,NA
E149_681,NA,0.85732,NA
E92_219,0.26879,NA,NA
E39_680,NA,0.85605,NA
E14_186,NA,0.22675,NA
E15_701,NA,NA,0.8828
E69_280,NA,0.3465,NA
E83_556,NA,NA,0.69809
E54_251,NA,NA,0.30955
E147_347,0.43185,NA,NA
E163_564,NA,NA,0.70828
E126_636,NA,0.8,NA
