,PseudoTime1,PseudoTime2
E21_254,0.31704,NA
E1843_593,NA,0.74185
E3407_718,0.8985,NA
E3355_697,NA,0.87218
E4346_392,NA,0.48997
E4907_150,NA,0.18672
E1357_200,0.24937,NA
E2195_81,0.10025,NA
E2204_132,0.16416,NA
E2384_541,NA,0.67669
E258_154,NA,0.19173
E2453_124,NA,0.15414
E3291_53,0.06516,NA
E3941_305,0.38095,NA
E4569_421,0.52632,NA
E4598_14,NA,0.01629
E1553_399,NA,0.49875
E1081_110,NA,0.13659
E4263_228,NA,0.28446
E228_127,NA,0.15789
E4033_711,0.88972,NA
E513_492,NA,0.61529
E4736_487,0.60902,NA
E356_759,0.94987,NA
E153_796,0.99624,NA
E2646_724,NA,0.90602
E4427_42,NA,0.05138
E2990_704,0.88095,NA
E1737_762,0.95363,NA
E3030_436,0.54511,NA
E2041_317,0.39599,NA
E2100_229,0.28571,NA
E4807_705,0.88221,NA
E828_427,NA,0.53383
E2322_428,0.53509,NA
E3812_180,NA,0.22431
E1836_86,NA,0.10652
E835_344,NA,0.42982
E2363_575,NA,0.7193
E67_688,0.8609,NA
E511_45,NA,0.05514
E1633_72,NA,0.08897
E2354_793,NA,0.99248
E4179_447,NA,0.5589
E2708_741,NA,0.92732
E282_28,NA,0.03383
E1738_433,0.54135,NA
E215_202,NA,0.25188
E3681_488,NA,0.61028
E587_736,NA,0.92105
E3928_452,0.56516,NA
E834_316,NA,0.39474
E3523_720,NA,0.901
E745_255,0.3183,NA
E2299_609,NA,0.7619
E2306_502,NA,0.62782
E1520_609,0.7619,NA
E3939_139,NA,0.17293
E31_190,0.23684,NA
E4117_417,0.5213,NA
E1751_571,0.71429,NA
E4334_717,0.89724,NA
E146_515,0.64411,NA
E2675_595,NA,0.74436
E1947_26,0.03133,NA
E4360_626,NA,0.78321
E554_673,NA,0.84211
E1615_799,1.0,NA
E4204_381,0.47619,NA
E616_670,0.83835,NA
E2241_141,0.17544,NA
E4929_317,0.39599,NA
