,PseudoTime1,PseudoTime2
E4_40,0.04528,NA
E183_452,NA,0.56352
E22_437,NA,0.54465
E113_606,NA,0.75723
E172_318,0.39497,NA
E140_563,0.70314,NA
E35_165,NA,0.20252
E151_141,0.17233,NA
E78_707,NA,0.88428
E66_784,0.98113,NA
E105_10,0.00755,NA
E194_618,0.77233,NA
E189_640,NA,0.8
E92_651,0.81384,NA
E10_377,0.46918,NA
E71_243,NA,0.30063
E2_550,NA,0.68679
E26_603,NA,0.75346
E68_511,0.63774,NA
E195_349,NA,0.43396
E94_687,0.85912,NA
E1_496,NA,0.61887
E81_421,0.52453,NA
E179_762,0.95346,NA
E19_274,0.33962,NA
E147_603,NA,0.75346
E83_644,0.80503,NA
E7_60,0.07044,NA
E142_82,NA,0.09811
E106_102,0.12327,NA
E156_363,NA,0.45157
E37_129,0.15723,NA
E60_136,NA,0.16604
E167_748,NA,0.93585
E38_60,NA,0.07044
E190_126,0.15346,NA
E124_86,0.10314,NA
E181_71,0.08428,NA
E135_609,0.76101,NA
E93_381,NA,0.47421
E145_330,NA,0.41006
E58_642,0.80252,NA
E52_645,0.80629,NA
E84_298,0.36981,NA
E143_198,NA,0.24403
E86_622,0.77736,NA
E99_785,NA,0.98239
E117_750,NA,0.93836
E89_359,NA,0.44654
E54_541,0.67547,NA
E159_442,NA,0.55094
E112_461,NA,0.57484
E164_603,NA,0.75346
E104_133,NA,0.16226
E136_607,NA,0.75849
E154_382,NA,0.47547
E17_741,NA,0.92704
E16_77,NA,0.09182
E42_178,NA,0.21887
E125_502,NA,0.62642
E107_539,0.67296,NA
E44_284,NA,0.3522
E185_593,0.74088,NA
E161_160,0.19623,NA
E49_4,NA,0.0
E75_545,0.6805,NA
E12_541,NA,0.67547
E193_159,NA,0.19497
E87_177,0.21761,NA
E162_788,NA,0.98616
E50_422,NA,0.52579
E123_657,0.82138,NA
E101_315,NA,0.39119
E150_10,NA,0.00755
E53_120,NA,0.14591
E163_114,NA,0.13836
E132_194,0.23899,NA
E98_519,0.6478,NA
E20_394,0.49057,NA
E97_263,NA,0.32579
E77_369,0.45912,NA
E65_528,NA,0.65912
E39_92,0.11069,NA
E41_319,NA,0.39623
E128_316,NA,0.39245
E196_408,NA,0.50818
E152_263,0.32579,NA
E24_337,NA,0.41887
E166_223,NA,0.27547
E47_127,NA,0.15472
E51_358,0.44528,NA
E175_75,0.08931,NA
E73_10,NA,0.00755
E188_407,0.50692,NA
E130_278,0.34465,NA
E116_564,NA,0.7044
E25_485,0.60503,NA
E184_512,NA,0.63899
E102_55,0.06415,NA
E109_578,NA,0.72201
E5_188,0.23145,NA
E100_319,NA,0.39623
E131_319,NA,0.39623
E177_602,NA,0.7522
E29_793,0.99245,NA
E155_71,0.08428,NA
E33_168,NA,0.20629
E6_558,NA,0.69686
E148_386,0.4805,NA
E157_314,NA,0.38994
E40_274,0.33962,NA
E199_587,NA,0.73333
E160_738,0.92327,NA
E158_342,NA,0.42516
E13_494,0.61635,NA
E122_353,NA,0.43899
E121_102,NA,0.12327
E3_468,NA,0.58365
E119_462,0.5761,NA
E76_390,NA,0.48553
E178_43,NA,0.04906
E192_347,NA,0.43145
E96_281,NA,0.34843
E165_678,0.8478,NA
E173_779,0.97484,NA
E174_503,0.62767,NA
E168_790,0.98868,NA
E46_120,0.14591,NA
E0_253,0.31321,NA
E30_15,0.01384,NA
E28_210,0.25912,NA
E9_320,NA,0.39748
E15_504,0.62893,NA
E11_338,NA,0.42013
E88_762,NA,0.95346
E61_797,0.99748,NA
E133_443,NA,0.5522
E14_111,0.13459,NA
E57_466,NA,0.58113
E56_249,NA,0.30818
E64_582,0.72704,NA
E139_176,NA,0.21635
E74_359,0.44654,NA
E134_799,1.0,NA
E90_496,0.61887,NA
E144_739,NA,0.92453
E55_104,0.12579,NA
E59_300,0.37233,NA
E80_120,0.14591,NA
E70_472,NA,0.58868
E79_485,0.60503,NA
E18_670,0.83774,NA
E45_58,NA,0.06792
E63_730,0.91321,NA
E115_709,0.88679,NA
E127_356,0.44277,NA
E43_361,NA,0.44906
E21_626,NA,0.78239
E67_400,NA,0.49811
E176_103,NA,0.12453
E32_438,0.54591,NA
E95_796,0.99623,NA
E141_757,0.94717,NA
E138_444,NA,0.55346
E170_766,0.95849,NA
E153_354,NA,0.44025
E82_615,0.76855,NA
E114_233,0.28805,NA
E69_664,NA,0.83019
E169_665,NA,0.83145
E118_110,NA,0.13333
E197_621,NA,0.7761
E36_672,0.84025,NA
E187_422,NA,0.52579
E48_163,NA,0.2
E191_136,NA,0.16604
E111_585,NA,0.73082
E186_688,0.86038,NA
E146_48,0.05535,NA
E171_170,0.20881,NA
E103_68,NA,0.0805
E198_225,NA,0.27799
E72_75,NA,0.08931
E62_360,NA,0.4478
E34_572,0.71447,NA
E120_782,NA,0.97862
E91_331,NA,0.41132
E110_364,NA,0.45283
E149_792,0.99119,NA
E182_295,NA,0.36604
E126_188,0.23145,NA
E23_517,0.64528,NA
E31_227,NA,0.2805
E108_84,0.10063,NA
E129_158,0.19371,NA
E27_591,NA,0.73836
E137_705,0.88176,NA
E8_533,NA,0.66541
E180_110,NA,0.13333
E85_377,0.46918,NA
