	Dbx1	Dbx2	Irx3	Nkx22	Nkx61	Nkx62	Olig2	Pax6
E1212_48	0.263770004920889	0.07419163318237686	0.4659869232219749	0.6008003506043134	1.774654371625024	0.2758027349562406	0.7800671101454909	1.4409741732493746
E1928_158	0.19577444849891584	0.03740333260733916	1.907366216550008	0.004527314748712272	1.6375900608890888	0.14635692568658876	0.10929253330128573	2.4493353907345963
E1803_422	0.0063581131577965366	0.04567225187760406	0.11661781382463475	0.02027672894901656	1.6801434384606515	0.010622066750383359	2.3493974310826413	2.359084118126105
E333_372	0.13877484168612508	0.19368650443012664	1.4868738947783973	0.01510765711220474	1.6583837473538017	0.051702326296636285	0.0592224851974596	2.235481281373021
E16_344	0.0882581770714756	0.048911483610617035	1.4000510434408773	0.02302615136899829	2.4288306728920133	0.05929087323930377	7.565176944201219e-06	1.5707965885888353
E87_159	0.041150802282492696	0.010563978956913748	0.01613162504445223	2.19304736549612	1.541586742474758	0.02423116210545264	0.013961681198051716	0.01575931113790437
E165_42	0.07051333572231933	0.032073599007754645	0.2565183967257433	1.089363283453978	1.86464555992654	0.3299190059041655	0.3466468218340952	0.2615443566477541
E867_92	0.08818598813200244	0.01601332502693315	0.09633939632359363	1.5245528052037025	1.9237935047354493	0.024881272636186044	0.0722274229475826	0.34093855292715536
E1018_201	0.09867104098553668	0.0356723876297195	0.02500495823574273	1.8647014007112703	1.9415745034038527	0.011303052087024923	0.07253838108424758	0.02802243452495239
E1681_165	0.05697423741300246	0.008493026782933384	0.03508418588862125	1.773284957509163	1.5025126716020976	0.020002121750821857	0.28849658116230303	0.25950740685155305
E1676_114	0.2500321939823174	0.3984420732073092	1.4481041500701868	0.9090003502501072	1.6719611137420607	0.4583684313764597	0.21637164003740306	2.4963416957624363
E1240_419	0.12440260925739036	0.00391235781519631	0.009352298427371186	1.5228095391030827	1.6951937177945002	0.060191546962329576	0.013271780058432941	0.06899824107930701
E500_47	0.3124141643598509	0.2877857132082633	0.24005092916080786	0.7050382709220234	1.3235061556668182	1.6270967723123326	1.7217339031874346	1.6536774491295758
E1268_73	0.5079996626777433	0.7459623735325454	1.4518147621180586	0.8238205743542553	1.6398660238505498	0.3266772993651068	0.06337627127367178	1.4398759814035782
E322_133	0.4271141057534167	0.0014351757066190865	0.1348945183383886	0.12497069628539788	1.4074414343482369	0.7719383885588157	1.801564535750396	1.8694587423561642
E1943_298	0.010475738380210127	0.005922977263011164	1.5901995308537882	0.08779724539205652	1.3339842961081498	0.004408971983780116	0.0065269452889212395	1.8413412919246608
E742_423	0.04832814979394018	0.002798566147292588	0.022799961274714658	1.6751996838871863	1.6301838592337037	0.0381643792319032	0.08314887047267823	0.026784879008217518
E229_430	0.008638947013898834	0.013281847242281404	0.01753863603350182	0.002455347224145959	1.8434685143394929	0.008099983818461833	1.97034917975909	1.7248326891972847
E278_306	0.003167652743018083	0.010106667936819995	0.012889692737377605	0.06364958099368205	1.67686136772331	0.0013142379693488347	1.2716735299368294	1.8350563478659472
E1690_401	0.014994319247387741	0.05616717923395918	1.8405424912248227	0.0047628149326909685	2.20719389646432	0.018412377352130863	0.24825769693367405	1.6401401803735545
E517_6	0.4256305169748151	0.5386010595875348	0.3764183287585947	0.8992021498993625	0.9887621503970296	0.4355215522195967	0.6039714127151006	0.8005647748760032
E107_217	0.0066242917035277855	0.006042900954116556	0.01133489140972477	1.6500301891145668	1.9676042515368968	0.015455547166275197	0.002958351127476152	0.04493814359359577
E1009_395	0.001450368285136767	0.0035412558850725392	0.02004521514997136	1.8752123424042155	2.0007815367716155	0.012343974870625146	0.008798757160142856	0.0071585197662969065
E1663_69	0.6658802579207008	0.1912664807765829	0.8215583033934747	1.7240410566905446	2.410087772513036	0.4573879326125156	0.5610295113454116	0.8939551574534106
E1995_48	1.5068902444114056	1.30711003742007	1.7737894151774565	0.8136785313660619	0.4824050172344405	0.9932486121733476	0.3240118395097292	1.8788917310411968
E446_232	0.007046185100808745	0.016224227205220994	0.0009106051599570275	0.03317756566959322	2.1318763100602385	0.02672234938533185	1.728952926120911	1.7662573717181973
E793_143	0.022375838409891057	0.0038556515191307617	2.2081568555798987	0.0022467918969444373	2.0184195126672018	0.02575402365581424	0.013805931242317415	1.68313244011241
E1299_26	1.116275533440512	0.6806308098313903	0.7287294849562395	0.1662524251908593	0.6414927307807013	0.6239882712157742	0.7458804833483521	1.0053260883959745
E189_83	0.1910870816106976	0.07119846142684984	0.6920616979743041	1.186808699720488	1.8697688437442817	0.09913175176388964	0.32806604648424104	0.5980329881661477
E1841_436	0.13214948402376625	0.006386696812792742	0.0012023516233945696	0.026138083026079027	1.739172024240491	0.056472149989116524	2.137583663598285	1.2887393287744555
E1238_97	0.021589380063320732	0.0054779487635721975	0.2908193185952981	0.18188684342750164	1.8076721571755463	0.06674042030061622	1.242794920206285	1.367744319790157
E1640_258	0.016677554591196443	0.0043641090008324475	0.03556058578497456	1.6296210138459106	1.345253181680618	0.01818571365353884	0.02964812482092645	0.10116049538646807
E1128_227	0.002166193224071153	0.023314042368911308	0.13953488006156595	0.13900640804525075	1.9382787618510644	0.01402927178155274	1.1634184455696954	1.5140401605596645
E496_467	0.0049749283161190025	0.003175363316508727	0.0420033971717356	0.001353681649749923	2.4786035922873197	0.0023730870607521944	2.0572557933603184	2.3348901474537223
E605_183	0.07039696640227579	0.12280489180619962	1.17068201950322	0.003482418873588713	2.1528343081552053	0.11296037455246195	0.04019835412516655	1.7601880372476997
E1263_24	0.5715018423523748	0.15910417914233768	0.19276581230678808	0.21704067156558574	0.9228353229878976	0.3499371711247863	0.16916772326880675	0.2919144755669824
E1552_255	0.0274634888532301	0.04835613649089285	1.1983556027667603	0.031121646696605342	1.5195603093066572	0.0048696398430299395	1.4749616151715677	1.7378782055122046
E1469_430	0.0617764391530338	0.00415076605057507	0.23254175063402144	1.9535735050666845	1.9568676833065992	0.008390648179364227	0.0984061871135726	0.1817619715521933
E746_224	0.9859141678138736	1.7604609099296251	1.7385117744303626	0.022006185232045616	0.7591068150346496	1.5140405874152487	0.0012677469515514795	2.1272636124382807
E1326_207	0.003228905044448952	0.0007385412282588378	1.505981542675645	0.0006631723556318902	2.6010287385158586	0.004533969107590881	0.03332186533702396	1.5816377903276078
E1135_427	0.024584241088067657	1.2075756862829458e-05	0.013349533453305	1.3807186847529582	1.323341786452383	0.0108717634509977	0.12857588734923486	0.0348134094048211
E706_138	0.08824582092048595	0.009227439349437944	0.5837454771987791	0.010888974315835223	1.3605036507839083	0.06180668250471366	1.8433382357828385	1.0902688700696992
E1878_337	0.02138743461923575	0.01374505195121282	0.17390412299078958	1.6658597336051273	1.890474293271008	0.0011543813158818046	0.029209090269330763	0.0972715406659358
E1948_332	0.012900167931532279	0.006832508094235029	0.5115028392641299	0.004202303162746996	1.6219701844272358	0.004528763245872142	2.6080810357705047	1.8607302645707515
E1185_47	0.29674661438431194	0.25887942190492585	0.3496463519738415	0.4952240770143759	1.6074279660228523	0.16656190436353596	1.5614651968238789	1.6595185390518536
E347_300	0.08666389006172932	0.006165221811420527	0.0201889681366982	2.3111891448169475	1.4564313025821418	0.04220994032280888	0.03440816069162397	0.004833930813388268
E1739_62	0.7145995128241734	0.023431001763405374	0.04104139078501175	1.469674880547733	2.013665852803146	0.6768776064401987	0.2422777738581849	0.06403842478358461
E386_216	0.0585449677355058	0.0006945346015752343	0.014457045908220409	1.8422347927821987	1.4498753364407015	0.0007677956474504723	0.017378896038109926	0.020084535509825942
E682_183	0.02307721359234026	0.02177391437139674	0.0009927516151208436	2.0641737529663406	1.6454022935133503	0.0390255359587145	0.008195182084491838	0.0153393687814973
E1874_35	0.986207811595854	0.4047139908391896	0.3634805881990501	0.19767165839969605	1.8440991041597088	1.1872332434607364	0.7439685829372429	1.216430688119198
E463_456	0.021843861168542776	0.01358143442943513	0.024901809262307117	1.7647219970720736	2.1227459900553582	0.0480358501249531	0.04385195577823686	0.06007884906504862
E1722_211	0.18694905314547305	0.0033550901949065503	0.03136747664661151	0.007628184271835377	1.7374679540291758	0.1057742726511455	1.5912683028207273	1.5407675072920783
E869_189	0.015548578899456463	0.01150903139939835	0.06699873785198589	0.059164576156963036	1.802648953168656	0.053038643722286144	1.9523682829816649	2.24729299988076
E405_55	0.6624951553930095	0.35622389509340924	0.639935539773639	0.9408119169598996	1.5989351001334031	0.6899239449283786	0.6025707071409628	0.5332656672639589
E986_191	0.27089306551815323	0.242457022775858	1.9910501811966244	0.03319263872015176	1.318187685297122	0.4520449777664229	0.01491289521449595	2.3013695558973155
E40_66	0.005448973672623439	0.027947279909441708	0.2958484669982882	1.983712107518052	2.2295687692620985	0.00923215950496277	0.05716450301960136	0.1714505814434008
E1175_71	1.365961923416782	1.3071340327908785	1.4943178700849855	0.04651011225322139	0.5967556336775319	0.685892263905116	0.20621687072173425	1.7579657209095152
E1087_24	0.8421944786967396	0.4138545763076949	0.9574057252620722	0.3969033686101388	0.397740260278311	0.8416297980763252	1.080880483152159	1.4543666187567026
E877_227	0.004120754201846595	0.01088002349870907	2.087777779818472	0.014565134351410262	2.1923422605199177	0.045701201880032835	0.10978802521268544	2.09963678491776
E158_109	0.06736817778125262	0.07642793242104141	1.4597930117434392	0.00626710081040445	2.029186462390406	0.16750746783483444	0.16308360369189326	1.7364189264474026
E1724_481	0.04340571541330083	0.004991100827675846	0.01024624328117931	1.6714181724361847	1.5138004689553075	0.02095383704395803	0.04231153806741178	0.006290140438025879
E858_341	0.034019197314934364	0.0032091810572622073	0.01030403114913746	0.12217660906889595	2.190667202585364	0.050855784834372524	1.8595036738561537	2.3648892870677787
E1124_23	0.11446270565184465	0.04180298770133875	0.4644163671475784	0.3051874047731143	1.5086907242134266	0.15408362586891816	0.3708137262434706	0.5634639604820368
E1285_430	0.15921718650467226	0.0012740885394058998	0.0024881289047097768	1.2796318036830652	2.0789396989987856	0.1757119110968431	0.001967450394762116	0.026588360894102568
E1393_292	1.61807684867479	1.349741546340154	0.8970724234826706	0.006606840166224442	0.09051516667754582	0.07208803220846538	0.5115438534412879	1.4795266956440456
E43_473	0.050734364692641136	0.03280903616411708	1.8624620199652857	0.03331034249841622	1.900065928215226	0.01118934321771418	0.05929011857630859	1.6203501202271375
E1886_373	0.006658359653885576	0.031048137818651376	0.012036943874576331	1.6319571606566732	2.1176614483850806	0.014372621246167144	0.006541336925893513	0.0040335243589182425
E454_28	0.07365709736890785	0.4127051073266075	0.3064075272272825	0.40147857338103465	1.2379549860613506	0.8402421970664075	0.5355935810803069	1.3841590650030728
E1433_442	0.01414019950182161	0.00295679067031172	0.012646932719226477	1.8941310031611385	1.894280205180001	0.002346693548059036	0.16080834893423124	0.014292994912155469
E1361_24	0.7116526598300468	0.3109536351316156	0.7493085081095429	0.2307719858919173	0.7809736354250959	0.4475422336954105	0.8038094432166271	1.5501464695122265
E1069_327	0.12011234411391122	0.07842560913634501	1.7433669345201603	0.01520008058173121	1.7593001530253278	0.03746742429285997	0.0005595474369699368	1.8556450131147395
E348_373	0.012856755093918872	0.09185966733456406	1.8579370168220617	0.07568673710488108	2.1564796815543086	0.0010911150813553638	0.0019881351257232394	1.7008739032135958
E1164_197	0.004432970959468617	0.004857312836537136	0.06609144165992123	0.015903076170780024	1.8056321757486	0.02137877945339644	1.620070602799034	1.2033068725294906
E1109_26	0.4913100913836677	0.2683729344443216	0.6732669899543546	0.2423073259855814	1.389918887866995	0.6100610123999062	1.0339052373337376	1.6160759725282017
E1831_167	0.044486215279338506	0.017036611971455406	0.0425708015408621	1.9692293226279816	1.2399860394008593	0.06348859117826311	0.006024994613352565	0.0582657801596931
E428_449	0.010144959456316613	0.010910641128683521	0.04573991106441275	1.3732336858661045	1.9774364157505613	0.0010481755453128534	0.015612504851001609	0.003111832937982505
E827_68	0.4238121635466801	0.7421546852747645	0.6799122806113224	0.3398090917290128	1.6572984756418632	0.04103415708019994	1.9104606254676009	1.8738209705942008
E1274_73	0.11938068370500685	0.07283470647203617	1.1686936382680109	0.4162099735007858	1.979913684055553	0.02901051422816318	0.2775338823303751	1.5800586858195769
E795_304	0.002090724508694946	0.02955094625446077	0.10000088115279873	0.1465419918843629	1.8762048686200568	0.014557590186400475	2.1802383742923537	1.9044252840439009
E1897_75	0.1054878405225787	0.0056648604112460935	0.6120223261433243	0.3183575669595188	2.067425120489032	0.02464206795083984	0.2653966319681532	0.3635134706869173
E122_70	0.7160548339755228	0.15698786411879506	0.2225729158372881	0.4794665185700436	1.369612848049072	0.2105950558646767	0.6372191894932773	1.4807217604758334
E269_420	1.6518542013927189	1.577895385093317	1.8521397061852969	0.0011579726252067715	0.010701299923401	0.004241253001250668	0.012976693150479857	1.6948469397374533
E195_2	1.049201589779596	0.8202124490518918	1.0095422459093202	0.7510334768006691	0.6804814419087426	0.7651478096093433	0.7207767851570328	0.8387272192643148
E1673_4	0.9176446291329804	0.6053932614646398	0.8184935900204051	0.8173924471835914	0.8805964119189837	0.6333590965824234	0.6250758094762472	1.100126650083146
E1237_424	0.021807531884535002	0.06728012959023473	0.05030041658990194	0.04710852974486315	1.1289674801685272	0.02331587866857364	1.7488494377659354	1.9342194379224464
E372_303	0.008962293988286333	0.018399899890936086	1.9821787443106644	0.02273761498203404	2.5462431299808266	0.002931529845505812	0.02175389590243665	1.9216593420182053
E1645_454	0.0434132370793736	0.00238651805345216	0.011330697596060028	1.946316762076848	2.1767331950042594	0.007874996372315484	0.03255371528538668	0.06492634376612681
E1507_234	0.1244812158389807	0.014016356718276671	0.012613253607493135	0.02077685468871943	1.9528259576771163	0.004024593156382325	2.08970120854338	2.1006603604368226
E616_291	2.180453637589553	1.4732230405039832	1.4919146129114544	0.001731054576113231	0.06886636330312973	0.14045523750688405	0.017727349030262275	2.1081627109002867
E1422_372	0.0018776345853276765	0.04975814547968523	1.9258080376632063	0.018801993459276453	1.9687173498951736	0.01808375158297621	0.002003008639535933	2.019415530313209
E1694_216	0.2733072026206054	0.1962604096311551	1.6842003766609361	0.032635058126284464	2.510821613573852	0.4263276028286169	0.011519018125257812	2.016301144121337
E954_136	0.0178961288368608	0.011544652088667996	0.4971141378775051	1.500675371862468	2.363407019914037	0.0060409336511409685	0.5983245900076899	0.9945769447415144
E1070_417	0.018427141190973616	0.02362999354355844	0.04007442656127807	0.02199289445641441	1.4949296246773602	0.027991646661423897	1.6907430463576003	1.9365422111823427
E1860_53	0.1207456905453198	0.27997073245770315	1.5109839366599995	0.6842900680957894	1.9266668093909056	0.5569384129091959	0.4003747940324886	1.9570358084815016
E593_96	0.12760293437954576	0.016771527441651245	0.02583449830216356	1.990491354707628	2.1815916200926515	0.09339399688182172	0.015953191902997186	0.05609396309083047
E314_371	0.016311913534022247	1.4906892058426804	1.4811378637671568	0.000610040338186818	0.33909510221501304	1.7816942361797663	0.00044772026925111926	1.5713889207869227
E688_209	0.04320519471320304	0.012564513936391474	0.01867744654141127	0.03474009478018091	1.4499447759628163	0.005658051015138298	1.6706695617427267	1.9691650187605847
E729_471	0.08179568300992465	0.01064257202153701	0.020800357324032702	0.00848395395588592	1.5225850680939956	0.04578684489867202	2.4520727101550763	1.7623225203065411
E540_113	0.23450245416313725	0.13652025101397994	1.692798774120834	0.08813371704140792	1.7611094391126063	0.23180934747453685	0.6676816478180949	1.511939758239182
E1129_322	0.01313270976358456	0.012372499673107436	2.2089616354895942	0.09426484956124652	1.707358040847609	0.028363751303452426	0.00843353316228609	1.828411015790231
E1030_466	0.17907336397692225	0.047181999915892385	1.739751392252549	0.0027371877164020595	1.376901079272275	0.10283013359839502	0.01413949306759732	2.0110620740991645
E1782_467	0.0043518254045092145	0.0009276942728163967	0.05767410507641645	1.9145356917092256	1.9263820491972816	0.002071020382529395	0.0011612963964186596	0.0038634058095195615
E1637_352	0.08774227322530345	0.06467586554780387	1.8142304744204008	0.02307799010515071	1.5667387176275305	0.0055960745695915965	0.030160549226977782	1.6527315419910942
E629_498	0.014428975725460737	0.0013678997921987247	1.4533075549677372	0.08162673446746144	2.230878283555992	0.028441358645440725	0.03023103761636468	1.5466554888740476
E1322_403	0.1482503091779615	0.003955497805025487	0.09510265773716242	0.13500956531980074	1.4095102708574478	0.0028691004113020556	2.0546025956041865	1.4675231484838211
E188_104	0.037507722130211536	0.02240198810744853	1.2494245181189363	0.11969761171907692	1.5911307406832067	0.10688580424055563	1.0100166354499422	1.4466651170696865
E1353_203	0.008468122424110144	0.10287658483572183	0.011206712446967521	0.025931975796055492	1.8655433977070761	0.009541452224258382	2.0041699076183783	1.7361885428534434
E979_473	0.007252783190061484	0.031303329016162874	1.8953748617750918	0.03976629362498632	2.017767441973427	0.009076841681357231	0.03532500479467428	1.9762776431037328
E464_78	1.047414940999845	0.501833015702201	0.8468350251876932	1.139650411637304	1.4399773653781534	1.5485269264922008	0.42494166590019816	0.5206382327383972
E962_50	0.3236537140513138	0.2593760419320687	0.5816547652599661	1.6320126556162455	1.795002033863581	0.4941713267286065	0.2992534876964018	0.7063145294293305
E1698_128	0.016576633175665018	0.0402790595312371	1.7613064124248117	0.014371921649481771	1.8000398511007378	0.009278759017917424	0.02413456247848865	2.084393322819316
E1365_467	0.003168641179097772	0.02921531018869475	0.20400158056073686	1.6872898496726725	1.448369112608928	0.03881932341103855	0.05026979726507691	0.029068943829159512
E1386_262	0.022887463368425464	0.004971983592958459	0.043941413778411945	1.5732701951446468	1.6686203131034856	0.014716868903718426	0.06833297139387236	0.009418836808968222
E1272_92	0.10099642552830818	0.07674805396352923	1.2715607794693111	0.16552777098578395	1.4325721285977786	0.02716108323654845	0.2037013408284797	1.2885111468874837
E1067_168	0.009811359696142724	0.18027230476932127	1.886421767017069	0.0678242122397488	1.5735567412674305	0.06578413879800775	0.5339344283680546	1.5066883309197636
E1147_18	0.938361707935075	0.6135581897475316	0.8387763747775487	0.1621320562731844	0.9706932119122976	0.5414135263611242	1.0233953925041162	1.3438085862192526
E1844_434	0.07505159364266355	0.0036104752948570703	1.9390085840131503	0.013936788748228441	1.6771791258200368	0.015572390851169553	0.007357870244501669	1.8270226876595843
E243_408	0.006630459809938349	0.04415791097793388	0.042297998220474906	2.053930515377099	1.8960316294983417	0.002240739264518189	0.10409520199938596	0.010109888424647
E758_484	0.017721247743231344	0.027511815242060842	0.013600655499140392	0.02106760311438212	1.7824761405873957	0.005289623914284043	1.39199203688927	1.311265729127343
E638_450	0.014932955009029927	0.018043920994049698	0.015081486910903719	0.16963062463856712	1.6007922751930186	0.0014793077070055964	1.8819767877101667	1.6574916705519356
E81_176	0.05064910886427629	0.07545288642163922	1.526998600777693	0.014989872696838866	1.5465754862037984	0.09026782265002292	0.06680736625051266	1.6632386860481516
E894_325	0.03696629050229863	0.005251647878216947	0.06522027427422653	1.2645559028352154	1.9484528074902665	0.01977092612237981	0.020449981379151147	0.0061229200839817855
E1413_332	0.0071129134224839595	0.0050034634963491715	1.6255452158189532	0.09321037457304228	1.525102048330065	0.029168302616719155	0.4270929661896445	2.2027389585384274
E1787_143	0.00789395767269067	0.028682056481197343	0.19142547786024128	0.052110958195171767	1.9970986353940536	0.06395458735497743	1.3610316115165273	2.0616298293835933
E1813_154	0.0016953168629761028	0.006171253801621609	1.1261329570582954	0.022154720889470587	1.7691568390503012	0.023831942415368075	0.6976132736892107	1.574156684321771
E660_242	0.009030162158021923	0.005773369431794887	0.03592824239082549	0.002198453386737454	1.6345312961111078	0.03107797967927276	2.188796313120049	2.6115026456645345
E1310_227	1.568280530121381	1.6000023454673624	1.314264924667373	0.0005376988041144248	0.00467730252647092	0.05242464118349685	0.12864252610542698	1.840789719604042
E1098_200	1.4241176041930037	1.8193708411717904	1.9213199865296569	0.15910431282809204	0.02205136804980376	0.03888734274440929	0.08884022725391688	1.7624627744159749
E851_379	0.05692826125301366	0.00015092836385433245	0.017535187883252985	2.3802684573493367	1.9149971574390519	0.03826244904738839	0.004767702999199433	0.005387720031003751
E1535_267	0.19104060756912464	0.00874888281642002	0.016809510171747026	1.3993982956933488	1.4392109933786281	0.12963053272745328	0.0001254204534677297	0.00264481041513833
E920_296	0.0021111334279981567	0.02512784312524871	1.9632399693970144	0.007088479658036064	1.4587799799479113	0.0033010044350222038	0.035220573287379126	1.5158671081412791
E579_232	1.5891149135126146	1.3959557163080412	1.8941350473545315	0.012983685593903626	0.3951396477838784	0.08391878130020773	0.09576260858896272	1.6580665887376531
E806_308	0.027913134863358648	0.0011081173085155376	0.041570762522301664	2.04430199926475	1.7411458326429887	0.004552258207060487	0.034146869876256584	0.04273995172793053
E965_107	0.03804000075888556	0.005506876910203454	0.6386275380028309	0.30106282106615256	1.322855166194832	0.039832332265988375	1.7994885082468408	1.4705581425092378
E1287_461	0.019438890230349937	0.013546520007084293	0.006412585394185405	0.004953969623672694	1.7133679198357523	0.00536113170913808	1.6152273428433443	2.023645365117149
E1991_197	0.005052724094147082	0.1886679155333824	0.02078459569402319	0.035744733971850864	1.7328048489991144	0.003605772354217517	2.1298063786126757	1.926726343650604
E1174_311	0.013108101035033844	0.004255678523361063	1.8192949581236293	0.04721867176470525	1.4511786785686147	0.035206428370533706	0.08247915829628469	1.7924517847698478
E1406_445	0.042257447935941835	0.005094384528185877	0.03295716805720452	0.015272089708253441	1.6519738748663415	0.012460175491452941	2.10912523595853	1.5792453485220586
E1915_135	0.003364256251830883	0.0341587995030834	0.9588823956372612	0.04851117124433363	2.0953130299408333	0.1320852821345904	0.11240700332390537	1.0055398521133359
E393_326	0.013606011722860715	0.0036224594179365827	1.5158491497255744	0.1820514637609617	1.5614054125859642	0.054442969440809036	0.00432360962214417	2.038698170446954
E1283_94	0.786347222926391	0.3707796835608189	0.363690388478759	0.04565331231573155	0.7364921088749934	1.8040462239068489	2.213810112521297	1.836330384683956
E1806_18	0.6816264080263544	0.16362563917690248	0.7221321155926008	0.3284426392183432	0.7088311402386993	0.4538407833157075	0.4493444360280913	1.0941120529041508
E1656_461	0.07674055935674537	0.0031160890224744987	0.004883549399745413	1.6220498277431488	1.8675235660121643	0.01569691977687971	0.07166518292365111	0.0011737139792266755
E1341_252	0.04842540944628213	0.0007918389928647013	0.1080202062864338	0.011321713295308771	1.7206917266026127	0.003997511302001067	1.3843459781967102	1.53008372864505
E1444_16	0.24532001832934155	0.4987192189140521	0.4799014246082298	0.5035818860911454	0.7843146304651084	0.16625228817059598	0.323516921807039	0.3947693873634303
E448_294	2.076177839262122	1.7115574318679283	1.661384258126561	0.019903884700036324	0.08615485347446986	0.13171009788890387	0.0017584182526218062	1.3159591760342633
E907_182	0.11616841363692484	0.04183581504145792	0.08687909782442495	1.5833044407259946	2.5255456694706764	0.014106808067131937	0.9283576859917142	0.5728214792053028
E1024_371	0.00942385952423972	0.019253007434234543	0.05761365807375711	0.027975069193691898	1.6643385684870713	0.005009882751854818	1.9587491487338435	2.6155985981454046
E1998_272	0.007938427792899662	0.003022220022496398	0.010908158451245716	0.046001208057246064	1.3699122635859229	0.01305446047933222	1.3171636017854187	1.999775327066582
E352_362	0.03512812278043345	0.008422805941778501	0.1090493423781249	0.031989316697279536	1.9236764149223184	0.03716825331764752	1.9659209541167824	1.6844593029568056
E663_268	0.013469306451665641	0.01110125516746458	0.4650535079837462	0.02596429548856117	2.257106015265795	0.27490370836622235	1.6292685043051325	1.8805756292745968
E1836_78	0.0679973761093523	0.011123145796274738	0.13915896741646938	1.5212197102665015	1.6384775948062344	0.3666880094138427	0.04672574849560277	0.017904720319010428
E1721_274	0.14659717802512026	0.09119233240881314	1.8626545178106289	0.0061547917817677475	1.6273008097795916	0.08543870473448048	0.000330198730097115	1.5902942981645258
E628_457	0.01105340648801829	0.0017556906104274671	1.4217724374873084	0.046587719272489364	1.7021046277561482	0.031117838791851832	0.06299248221900358	2.0570403975649842
E1600_112	0.1068843650872674	1.1612864574794852	1.1879779374029658	0.4151271373048128	0.5797214369262328	1.3486191128737677	1.0722698460190594	1.4825520248457904
E535_346	0.025480442712187048	0.005787989372109335	0.1522235314338534	1.4714072511838159	1.553975684066991	0.11368142365314605	0.006700791587835349	0.0004437895263165258
E1307_296	0.017305295947900583	0.009159381817729524	0.05216183076457525	0.007789430952241536	1.9269828255162864	0.004050748966318632	1.6087720868741793	1.6819914993451524
E1475_177	0.03952282690586964	0.001224545202974242	1.484301556091706	0.0166149282094527	1.9856764670998464	0.06802065928405154	0.0081243688881461	1.7128456679523425
E912_362	0.015985657634815936	0.01405202552471342	1.7156980410148228	0.0005342655491296002	1.828940034222632	0.01036546916260112	0.0730653043906401	1.7076581864127245
E1148_321	0.008324558517667408	0.0025803988055969835	0.007316164793512561	0.03231677780300563	1.4552619398363251	0.029284921436802582	1.9456777288246805	2.2960956179292324
