,PseudoTime1,PseudoTime2
E9_139,0.27767,NA
E74_124,0.24748,NA
E139_429,NA,0.86117
E179_280,NA,0.56137
E175_289,0.57948,NA
E49_370,0.74245,NA
E102_173,0.34608,NA
E55_446,NA,0.89537
E58_206,NA,0.41247
E126_335,0.67203,NA
E137_253,NA,0.50704
E114_28,NA,0.05433
E108_319,NA,0.63984
E46_231,0.46278,NA
E161_99,NA,0.19718
E172_330,0.66197,NA
E91_388,NA,0.77867
E18_301,0.60362,NA
E71_49,0.09658,NA
E192_401,NA,0.80483
E138_399,0.8008,NA
E167_192,0.38431,NA
E198_222,NA,0.44467
E0_270,0.54125,NA
E115_254,NA,0.50905
E127_35,NA,0.06841
E135_367,NA,0.73642
E150_154,0.30785,NA
E84_430,NA,0.86318
E162_197,NA,0.39437
E66_337,NA,0.67606
E145_8,NA,0.01408
E5_266,NA,0.5332
E43_425,0.85312,NA
E111_46,NA,0.09054
E129_387,NA,0.77666
E94_329,NA,0.65996
E35_123,NA,0.24547
E53_308,0.61771,NA
E95_406,0.81489,NA
E47_332,0.666,NA
E178_462,0.92757,NA
E56_184,NA,0.36821
E8_35,0.06841,NA
E199_124,0.24748,NA
E104_166,0.33199,NA
E13_38,NA,0.07445
E41_40,NA,0.07847
E159_150,0.2998,NA
E133_238,NA,0.47686
E61_234,NA,0.46881
E180_323,NA,0.64789
E168_277,NA,0.55533
E63_186,NA,0.37223
E44_59,0.1167,NA
E156_333,NA,0.66801
E100_457,NA,0.91751
E42_387,0.77666,NA
E116_352,NA,0.70624
E158_181,NA,0.36217
E4_350,NA,0.70221
E101_161,NA,0.32193
E136_187,NA,0.37425
E34_78,NA,0.15493
E62_404,0.81087,NA
E23_26,NA,0.0503
E70_416,0.83501,NA
E106_42,0.08249,NA
E152_14,0.02616,NA
E132_382,NA,0.7666
E83_108,0.21529,NA
E170_461,0.92555,NA
E194_245,0.49095,NA
E113_191,0.38229,NA
E3_184,NA,0.36821
E134_433,0.86922,NA
E96_33,NA,0.06439
E57_463,0.92958,NA
E52_433,0.86922,NA
E166_78,0.15493,NA
E76_88,NA,0.17505
E177_116,NA,0.23139
E148_180,0.36016,NA
E157_1,NA,0.0
E24_126,NA,0.25151
E88_242,0.48491,NA
E28_235,0.47082,NA
E78_394,NA,0.79074
E68_92,0.1831,NA
E105_405,0.81288,NA
E10_41,NA,0.08048
E82_356,NA,0.71429
E154_233,NA,0.4668
E64_20,0.03823,NA
E142_156,NA,0.31187
E147_481,0.96579,NA
E39_77,NA,0.15292
E33_71,NA,0.14085
E190_114,0.22736,NA
E40_281,NA,0.56338
E153_425,0.85312,NA
E121_340,NA,0.68209
E6_16,NA,0.03018
E27_69,0.13682,NA
E176_113,NA,0.22535
E155_81,NA,0.16097
E143_421,0.84507,NA
E59_389,0.78068,NA
E107_218,NA,0.43662
E144_275,NA,0.55131
E140_143,NA,0.28571
E169_211,0.42254,NA
E165_340,NA,0.68209
E22_470,0.94366,NA
E17_498,NA,1.0
E187_364,0.73038,NA
E73_143,NA,0.28571
E77_161,NA,0.32193
E191_312,0.62575,NA
E1_465,NA,0.9336
E67_285,NA,0.57143
E79_268,NA,0.53722
E86_291,NA,0.5835
E97_498,NA,1.0
E38_309,0.61972,NA
E120_283,NA,0.5674
E122_459,0.92153,NA
E118_15,0.02817,NA
E36_456,NA,0.91549
E48_166,NA,0.33199
E69_57,NA,0.11268
E189_459,NA,0.92153
E130_399,0.8008,NA
E196_364,0.73038,NA
E92_337,NA,0.67606
E25_191,NA,0.38229
E29_372,NA,0.74648
E20_251,NA,0.50302
E16_489,0.98189,NA
E37_433,0.86922,NA
E103_466,NA,0.93561
E60_406,0.81489,NA
E85_3,NA,0.00402
E181_187,NA,0.37425
E188_17,NA,0.03219
E51_55,0.10865,NA
E87_151,NA,0.30181
E183_434,0.87123,NA
E2_460,NA,0.92354
E14_422,0.84708,NA
E7_411,0.82495,NA
E32_409,NA,0.82093
E184_123,0.24547,NA
E119_421,0.84507,NA
E110_141,NA,0.28169
E182_223,NA,0.44668
E80_249,NA,0.49899
E30_439,0.88129,NA
E21_60,NA,0.11871
E12_413,NA,0.82897
E19_337,0.67606,NA
E112_272,NA,0.54527
E89_310,NA,0.62173
E125_15,NA,0.02817
E15_398,NA,0.79879
E98_227,NA,0.45473
E117_431,NA,0.86519
E123_293,0.58753,NA
E75_380,NA,0.76258
E164_473,0.9497,NA
E93_477,0.95775,NA
E131_317,0.63581,NA
E11_251,NA,0.50302
E54_254,NA,0.50905
E163_256,NA,0.51308
E65_49,0.09658,NA
E195_382,0.7666,NA
E99_32,0.06237,NA
E186_238,0.47686,NA
E124_183,NA,0.3662
E26_479,0.96177,NA
E197_462,0.92757,NA
E31_163,NA,0.32596
E128_220,0.44064,NA
E149_489,0.98189,NA
E45_219,NA,0.43863
E90_152,0.30382,NA
E193_293,0.58753,NA
E72_136,0.27163,NA
E160_30,NA,0.05835
E146_3,0.00402,NA
E109_489,0.98189,NA
E151_358,0.71831,NA
E173_397,0.79678,NA
E141_333,0.66801,NA
E185_49,0.09658,NA
E174_443,NA,0.88934
E81_20,0.03823,NA
E50_38,NA,0.07445
E171_141,0.28169,NA
