,PseudoTime1,PseudoTime2
E3111_586,0.73232,NA
E4885_368,NA,0.45707
E2951_30,NA,0.0303
E2844_363,0.45076,NA
E1103_425,0.52904,NA
E4082_536,NA,0.66919
E1918_271,0.3346,NA
E3977_780,NA,0.97727
E3946_193,0.23611,NA
E4321_466,0.58081,NA
E4858_28,0.02778,NA
E959_53,NA,0.05934
E588_379,NA,0.47096
E4201_655,NA,0.81944
E701_596,NA,0.74495
E668_84,0.09848,NA
E1013_528,NA,0.65909
E1500_642,0.80303,NA
E1236_606,0.75758,NA
E788_762,0.95455,NA
E1469_588,NA,0.73485
E1070_332,NA,0.41162
E3144_246,NA,0.30303
E4613_217,0.26641,NA
E793_655,NA,0.81944
E4744_548,0.68434,NA
E4283_659,NA,0.82449
E3199_704,0.88131,NA
E4067_56,NA,0.06313
E4487_571,0.71338,NA
E2608_291,NA,0.35985
E1396_460,NA,0.57323
E2111_615,0.76894,NA
E3005_743,0.93056,NA
E4602_779,0.97601,NA
E4940_272,NA,0.33586
E1477_352,0.43687,NA
E554_395,NA,0.49116
E4985_412,NA,0.51263
E896_133,0.16035,NA
E1492_581,NA,0.72601
E4702_484,NA,0.60354
E1651_162,NA,0.19697
E1424_449,0.55934,NA
E4851_695,0.86995,NA
E30_136,NA,0.16414
E784_138,NA,0.16667
E4815_538,0.67172,NA
E4050_796,0.99747,NA
E3168_49,0.05429,NA
E772_528,0.65909,NA
E4592_407,0.50631,NA
E2783_203,NA,0.24874
E1479_173,0.21086,NA
E450_291,0.35985,NA
E147_10,NA,0.00505
E4434_429,0.53409,NA
E2537_395,0.49116,NA
E2385_169,NA,0.20581
E3771_429,0.53409,NA
E3868_212,0.2601,NA
E2022_617,NA,0.77146
E4817_87,0.10227,NA
E2848_281,NA,0.34722
E988_372,NA,0.46212
E382_798,NA,1.0
E2007_701,NA,0.87753
E2126_76,NA,0.08838
E3970_332,NA,0.41162
E4312_674,NA,0.84343
E4554_335,NA,0.4154
E1868_636,NA,0.79545
E573_553,0.69066,NA
E282_292,0.36111,NA
E1894_25,NA,0.02399
E4045_288,0.35606,NA
E776_672,NA,0.84091
E3441_424,0.52778,NA
E1992_639,NA,0.79924
E2486_637,NA,0.79672
E969_569,NA,0.71086
E4923_537,NA,0.67045
E1739_751,NA,0.94066
E1321_508,NA,0.63384
E3450_458,NA,0.57071
E563_565,0.70581,NA
E2342_679,NA,0.84975
E1731_351,0.43561,NA
E1553_84,0.09848,NA
E428_220,0.2702,NA
E345_410,0.5101,NA
E1799_684,NA,0.85606
E3830_125,NA,0.15025
E2264_126,0.15152,NA
E3254_138,0.16667,NA
E2129_651,NA,0.81439
E819_61,0.06944,NA
E604_299,NA,0.36995
E400_293,0.36237,NA
E1205_401,0.49874,NA
E4895_500,NA,0.62374
E1848_514,0.64141,NA
E2278_50,0.05556,NA
E777_192,0.23485,NA
E3558_300,NA,0.37121
E4982_170,NA,0.20707
E3881_248,NA,0.30556
E1394_679,0.84975,NA
E504_215,0.26389,NA
E913_211,NA,0.25884
E4212_759,0.95076,NA
E2013_714,NA,0.89394
E3873_371,NA,0.46086
E1964_715,0.8952,NA
E241_310,NA,0.38384
E1450_41,0.04419,NA
E3106_111,NA,0.13258
E2798_668,0.83586,NA
E3267_136,NA,0.16414
E1028_70,NA,0.08081
E4334_490,0.61111,NA
E1287_353,0.43813,NA
E432_601,NA,0.75126
E1863_269,NA,0.33207
E3823_55,NA,0.06187
E4035_274,0.33838,NA
E2290_50,0.05556,NA
E2454_459,NA,0.57197
E1916_131,NA,0.15783
E2389_233,NA,0.28662
E3973_582,NA,0.72727
E4500_279,0.3447,NA
E618_97,NA,0.1149
E1123_388,0.48232,NA
E438_170,NA,0.20707
E2855_306,0.37879,NA
E766_226,NA,0.27778
E3834_86,0.10101,NA
E3424_232,0.28535,NA
E1044_490,NA,0.61111
E4064_244,0.30051,NA
E1621_304,0.37626,NA
E1722_321,0.39773,NA
E2029_257,0.31692,NA
E2053_489,0.60985,NA
E1605_201,NA,0.24621
E4394_179,0.21843,NA
E2446_211,NA,0.25884
E1655_362,0.44949,NA
E4906_658,0.82323,NA
E63_199,0.24369,NA
E2920_517,NA,0.6452
E1899_245,NA,0.30177
E1338_245,0.30177,NA
E357_393,NA,0.48864
E1709_741,0.92803,NA
E2163_14,0.0101,NA
E4973_492,NA,0.61364
E398_16,NA,0.01263
E1555_184,0.22475,NA
E4386_146,0.17677,NA
E2357_213,NA,0.26136
E2188_100,NA,0.11869
E2972_339,0.42045,NA
E1284_304,0.37626,NA
E152_570,NA,0.71212
E2171_102,NA,0.12121
E3400_521,0.65025,NA
E1515_632,NA,0.7904
E4970_452,NA,0.56313
E3360_147,NA,0.17803
E4572_356,0.44192,NA
E3529_70,NA,0.08081
E3779_266,0.32828,NA
E1520_7,NA,0.00126
E4372_161,0.19571,NA
E4568_77,NA,0.08965
E561_635,0.79419,NA
E2282_753,NA,0.94318
E3691_301,0.37247,NA
E467_429,NA,0.53409
E406_117,0.14015,NA
E826_766,NA,0.9596
E4874_324,0.40152,NA
E3484_650,NA,0.81313
E140_448,NA,0.55808
E4823_632,NA,0.7904
E2140_524,NA,0.65404
E2476_758,0.94949,NA
E3601_556,NA,0.69444
E708_356,0.44192,NA
E1610_454,NA,0.56566
E3655_187,NA,0.22854
E3960_617,0.77146,NA
E2465_697,NA,0.87247
E1363_136,NA,0.16414
E4624_606,NA,0.75758
E1810_409,NA,0.50884
E4736_137,NA,0.1654
E2548_152,0.18434,NA
E2071_240,0.29545,NA
E3287_445,0.55429,NA
