,PseudoTime1,PseudoTime2
E1546_88,NA,0.17505
E3161_482,NA,0.96781
E2430_355,NA,0.71227
E1673_410,0.82294,NA
E1687_262,NA,0.52515
E3807_232,NA,0.46479
E1480_102,0.20322,NA
E1714_131,0.26157,NA
E1472_128,NA,0.25553
E3799_241,NA,0.4829
E2134_485,0.97384,NA
E4110_93,0.18511,NA
E3736_470,NA,0.94366
E1839_47,0.09256,NA
E4588_229,NA,0.45875
E132_157,NA,0.31388
E2908_166,NA,0.33199
E3911_356,NA,0.71429
E3616_245,0.49095,NA
E2789_220,0.44064,NA
E144_433,NA,0.86922
E4886_24,NA,0.04628
E2529_95,NA,0.18913
E3847_182,0.36419,NA
E968_462,NA,0.92757
E2145_337,0.67606,NA
E4769_81,0.16097,NA
E145_364,0.73038,NA
E1547_285,NA,0.57143
E1095_73,NA,0.14487
E3048_242,0.48491,NA
E3625_235,0.47082,NA
E1107_128,NA,0.25553
E2795_350,0.70221,NA
E3530_458,NA,0.91952
E3981_438,0.87928,NA
E2592_43,0.08451,NA
E4592_69,NA,0.13682
E4361_34,0.0664,NA
E4428_277,0.55533,NA
E2832_450,0.90342,NA
E3728_236,0.47284,NA
E3488_463,0.92958,NA
E2788_240,NA,0.48089
E2176_354,NA,0.71026
E4407_446,0.89537,NA
E4844_324,0.6499,NA
E3_365,NA,0.73239
E2691_194,NA,0.38833
E3902_309,0.61972,NA
E1647_439,NA,0.88129
E3634_385,NA,0.77264
E766_485,NA,0.97384
E3662_251,0.50302,NA
E931_110,0.21932,NA
E3137_357,0.7163,NA
E3741_333,0.66801,NA
E1154_444,NA,0.89135
E4936_10,0.01811,NA
E4739_250,NA,0.50101
E3761_141,NA,0.28169
E2412_228,0.45674,NA
E1995_86,NA,0.17103
E21_225,NA,0.4507
E4129_306,0.61368,NA
E4775_434,0.87123,NA
E74_437,NA,0.87726
E3227_318,NA,0.63783
E3762_59,0.1167,NA
E4166_23,0.04427,NA
E4281_146,0.29175,NA
E1888_367,0.73642,NA
E1292_435,0.87324,NA
E64_448,NA,0.8994
E2975_184,0.36821,NA
E4287_73,0.14487,NA
E3135_255,NA,0.51107
E3811_179,NA,0.35815
E4239_141,NA,0.28169
E4925_392,0.78672,NA
E3538_49,NA,0.09658
E2466_265,NA,0.53119
E60_169,NA,0.33803
E4228_6,NA,0.01006
E3183_3,NA,0.00402
E1137_123,0.24547,NA
E1465_61,NA,0.12072
E4765_181,NA,0.36217
E687_151,NA,0.30181
E113_409,0.82093,NA
E1667_35,NA,0.06841
E3642_53,NA,0.10463
E2949_305,NA,0.61167
E1989_346,NA,0.69416
E2168_302,NA,0.60563
E906_135,NA,0.26962
E714_203,NA,0.40644
E2385_330,NA,0.66197
E1999_421,0.84507,NA
E4180_454,NA,0.91147
E259_280,0.56137,NA
E3841_382,NA,0.7666
E3923_393,NA,0.78873
E1662_235,NA,0.47082
E709_207,0.41449,NA
E4405_125,NA,0.2495
E2912_140,0.27968,NA
E3740_311,0.62374,NA
E3170_272,0.54527,NA
E2374_257,0.51509,NA
E1159_370,0.74245,NA
E3586_260,0.52113,NA
E4808_235,NA,0.47082
E2810_52,0.10262,NA
E3271_108,NA,0.21529
E4165_279,0.55936,NA
E2360_92,NA,0.1831
E3756_333,NA,0.66801
E2963_258,0.5171,NA
E430_201,NA,0.40241
E788_262,0.52515,NA
E3236_173,NA,0.34608
E2922_299,NA,0.5996
E2695_125,NA,0.2495
E950_170,NA,0.34004
E2281_322,NA,0.64588
E1243_466,0.93561,NA
E1213_495,0.99396,NA
E493_133,0.26559,NA
E4636_102,0.20322,NA
E4873_167,0.334,NA
E4771_454,0.91147,NA
E946_144,NA,0.28773
E4203_104,0.20724,NA
E804_254,0.50905,NA
E1780_15,NA,0.02817
E1057_455,NA,0.91348
E4292_165,NA,0.32998
E3715_298,NA,0.59759
E7_28,0.05433,NA
E4972_83,0.16499,NA
E965_133,0.26559,NA
E2649_481,0.96579,NA
E581_45,NA,0.08853
E1409_457,0.91751,NA
E1295_198,0.39638,NA
E4471_162,0.32394,NA
E2981_352,NA,0.70624
E393_153,NA,0.30584
E2889_179,NA,0.35815
E1148_443,0.88934,NA
E176_188,0.37626,NA
E1157_436,0.87525,NA
E907_118,0.23541,NA
E2919_83,0.16499,NA
E3070_259,0.51911,NA
E2290_47,NA,0.09256
E3315_180,NA,0.36016
E4664_368,NA,0.73843
E3171_97,NA,0.19316
E3835_31,0.06036,NA
E3925_317,0.63581,NA
E3984_1,0.0,NA
E2504_237,NA,0.47485
E1920_363,0.72837,NA
E4867_291,0.5835,NA
E1721_466,0.93561,NA
E1831_96,0.19115,NA
E1903_83,NA,0.16499
E732_207,0.41449,NA
E3564_9,0.0161,NA
E3505_387,NA,0.77666
E3814_62,NA,0.12274
E1108_216,NA,0.4326
E3178_61,NA,0.12072
E1204_140,0.27968,NA
E2958_6,0.01006,NA
E160_93,0.18511,NA
E4262_473,0.9497,NA
E522_378,0.75855,NA
E463_336,NA,0.67404
E1568_468,NA,0.93964
E201_409,NA,0.82093
E2347_119,0.23742,NA
E3274_185,NA,0.37022
E1341_420,NA,0.84306
E1133_247,NA,0.49497
E2399_222,NA,0.44467
E1817_84,NA,0.167
E4667_374,NA,0.7505
E273_50,0.09859,NA
E3166_405,NA,0.81288
E2192_134,0.26761,NA
E365_485,0.97384,NA
E2015_285,NA,0.57143
E2855_315,0.63179,NA
E802_189,0.37827,NA
E1943_22,NA,0.04225
E1510_160,0.31992,NA
E4921_319,NA,0.63984
E1447_168,NA,0.33602
E306_38,0.07445,NA
E3532_147,NA,0.29376
E408_373,0.74849,NA
E783_1,0.0,NA
E4374_194,NA,0.38833
E598_331,0.66398,NA
E4277_467,NA,0.93763
E23_384,NA,0.77062
E4820_123,NA,0.24547
E3606_89,0.17706,NA
E2989_212,0.42455,NA
E1569_382,0.7666,NA
E4146_274,0.5493,NA
E4629_284,0.56942,NA
E305_204,NA,0.40845
E857_405,0.81288,NA
E2819_269,0.53924,NA
E3659_43,NA,0.08451
E3829_403,0.80885,NA
E2262_115,0.22938,NA
E1247_481,NA,0.96579
E829_26,0.0503,NA
E3141_363,0.72837,NA
E3943_258,0.5171,NA
E2667_323,0.64789,NA
E1183_191,0.38229,NA
E4724_206,NA,0.41247
E2715_102,0.20322,NA
E4206_472,0.94769,NA
E396_256,NA,0.51308
E3454_251,NA,0.50302
E3195_60,NA,0.11871
E2182_255,0.51107,NA
E3220_96,0.19115,NA
E908_266,0.5332,NA
E1981_154,0.30785,NA
E1709_19,NA,0.03622
E3541_323,0.64789,NA
E933_17,0.03219,NA
E1639_106,0.21127,NA
E1370_27,0.05231,NA
E2481_20,NA,0.03823
E3090_32,0.06237,NA
E1127_37,0.07243,NA
E1041_103,0.20523,NA
E4268_443,0.88934,NA
E1836_425,NA,0.85312
E2052_351,NA,0.70423
E39_20,0.03823,NA
E4363_473,NA,0.9497
E1627_78,0.15493,NA
E2224_371,0.74447,NA
E2061_407,0.8169,NA
E15_354,0.71026,NA
E4723_297,0.59557,NA
