,PseudoTime1,PseudoTime2,PseudoTime3
E642_666,0.83333,NA,NA
E295_14,NA,NA,0.01629
E1780_270,0.33709,NA,NA
E695_644,0.80576,NA,NA
E805_90,0.11153,NA,NA
E201_292,0.36466,NA,NA
E1682_20,NA,0.02381,NA
E3058_445,NA,0.55639,NA
E773_433,0.54135,NA,NA
E2810_51,0.06266,NA,NA
E2821_267,0.33333,NA,NA
E1229_718,NA,NA,0.8985
E2271_174,NA,0.21679,NA
E3555_791,NA,0.98997,NA
E4079_47,0.05764,NA,NA
E1459_97,0.1203,NA,NA
E1406_209,0.26065,NA,NA
E735_105,NA,NA,0.13033
E4703_306,0.38221,NA,NA
E2815_659,NA,0.82456,NA
E1270_412,NA,0.51504,NA
E2130_6,0.00627,NA,NA
E585_227,NA,NA,0.28321
E4207_333,0.41604,NA,NA
E4855_723,NA,NA,0.90476
E4621_282,NA,0.35213,NA
E1851_206,NA,0.25689,NA
E2467_3,NA,0.00251,NA
E2251_649,0.81203,NA,NA
E1334_190,0.23684,NA,NA
E3284_7,NA,NA,0.00752
E3261_481,0.6015,NA,NA
E2043_244,NA,NA,0.30451
E813_405,NA,0.50627,NA
E2741_285,0.35589,NA,NA
E3543_461,NA,0.57644,NA
E389_200,0.24937,NA,NA
E2664_395,NA,0.49373,NA
E1075_517,NA,0.64662,NA
E4303_51,0.06266,NA,NA
E2816_255,NA,0.3183,NA
E4142_599,NA,NA,0.74937
E2201_379,NA,NA,0.47368
E2087_89,0.11028,NA,NA
E1220_659,NA,0.82456,NA
E831_536,0.67043,NA,NA
E1855_107,NA,0.13283,NA
E4840_379,NA,NA,0.47368
E549_288,NA,0.35965,NA
E4999_348,NA,0.43484,NA
E3482_572,0.71554,NA,NA
E3004_130,NA,NA,0.16165
E3071_136,NA,0.16917,NA
E1983_537,0.67168,NA,NA
E3990_132,NA,0.16416,NA
E4976_591,NA,NA,0.73935
E4701_368,NA,0.4599,NA
E2453_367,NA,0.45865,NA
E2212_169,NA,0.21053,NA
E338_695,0.86967,NA,NA
E3572_723,0.90476,NA,NA
E1564_715,NA,0.89474,NA
E4704_125,NA,NA,0.15539
E2860_774,0.96867,NA,NA
E791_185,NA,0.23058,NA
E2530_718,0.8985,NA,NA
E4570_651,NA,0.81454,NA
E2397_512,0.64035,NA,NA
E2203_410,NA,0.51253,NA
E3752_591,NA,NA,0.73935
E192_558,NA,0.69799,NA
E1387_756,0.94612,NA,NA
E2964_527,NA,0.65915,NA
E899_151,NA,0.18797,NA
E2954_503,NA,NA,0.62907
E196_137,NA,0.17043,NA
E511_554,NA,0.69298,NA
E880_14,NA,0.01629,NA
E165_185,NA,NA,0.23058
E2438_554,0.69298,NA,NA
E4519_179,0.22306,NA,NA
E32_298,NA,0.37218,NA
E2256_91,NA,0.11278,NA
E2855_441,NA,NA,0.55138
E3479_5,NA,NA,0.00501
E3829_475,0.59398,NA,NA
E967_372,NA,NA,0.46491
E3401_425,NA,NA,0.53133
E4418_426,NA,NA,0.53258
E1581_134,NA,0.16667,NA
E1216_361,NA,0.45113,NA
E1696_551,NA,NA,0.68922
E2208_783,NA,0.97995,NA
E2343_130,NA,NA,0.16165
E1796_106,NA,0.13158,NA
E3811_220,NA,0.27444,NA
E758_175,NA,NA,0.21805
E1721_206,NA,NA,0.25689
E573_521,0.65163,NA,NA
E2294_43,NA,0.05263,NA
E4673_395,NA,NA,0.49373
E2872_116,NA,0.14411,NA
E4727_549,NA,0.68672,NA
E2996_293,0.36591,NA,NA
E259_89,NA,0.11028,NA
E4457_32,0.03885,NA,NA
E2508_687,0.85965,NA,NA
E121_172,NA,NA,0.21429
E4910_685,0.85714,NA,NA
E4035_89,NA,0.11028,NA
E4900_75,NA,0.09273,NA
E2108_666,NA,0.83333,NA
E3460_339,NA,NA,0.42356
E1078_37,NA,0.04511,NA
E268_47,NA,0.05764,NA
E3243_589,NA,NA,0.73684
E3620_252,0.31454,NA,NA
E2151_676,NA,0.84586,NA
E3729_487,NA,0.60902,NA
E3787_437,NA,0.54637,NA
