,PseudoTime1,PseudoTime2
E39_24,NA,0.02708
E82_410,NA,0.83125
E55_480,NA,0.97708
E93_328,NA,0.66042
E62_85,NA,0.15417
E20_379,NA,0.76667
E91_448,NA,0.91042
E45_223,0.44167,NA
E58_247,NA,0.49167
E26_319,NA,0.64167
E87_345,0.69583,NA
E81_145,NA,0.27917
E8_425,0.8625,NA
E12_283,NA,0.56667
E42_199,NA,0.39167
E30_379,0.76667,NA
E32_477,0.97083,NA
E73_384,0.77708,NA
E90_115,NA,0.21667
E46_344,NA,0.69375
E96_176,NA,0.34375
E72_274,NA,0.54792
E41_66,NA,0.11458
E35_64,NA,0.11042
E19_149,NA,0.2875
E65_274,0.54792,NA
E99_334,NA,0.67292
E75_384,NA,0.77708
E38_298,NA,0.59792
E78_321,0.64583,NA
E1_41,NA,0.0625
E28_99,NA,0.18333
E13_301,NA,0.60417
E64_408,NA,0.82708
E0_263,NA,0.525
E27_413,NA,0.8375
E85_93,NA,0.17083
E44_57,0.09583,NA
E15_100,NA,0.18542
E80_458,0.93125,NA
E60_434,NA,0.88125
E34_366,NA,0.73958
E95_449,NA,0.9125
E6_374,NA,0.75625
E84_329,NA,0.6625
E52_383,NA,0.775
E66_276,NA,0.55208
E51_312,NA,0.62708
E79_488,NA,0.99375
E21_315,NA,0.63333
E97_440,NA,0.89375
E92_176,NA,0.34375
E76_352,NA,0.71042
E59_44,NA,0.06875
E22_334,NA,0.67292
E77_116,NA,0.21875
E63_341,NA,0.6875
E23_201,NA,0.39583
E83_355,NA,0.71667
E68_341,0.6875,NA
E86_261,NA,0.52083
E49_105,0.19583,NA
E16_11,NA,0.0
E53_491,NA,1.0
E25_44,0.06875,NA
E37_390,0.78958,NA
E7_174,NA,0.33958
E67_78,NA,0.13958
E89_31,0.04167,NA
E5_140,NA,0.26875
E31_59,NA,0.1
E2_88,NA,0.16042
E47_474,NA,0.96458
E50_313,NA,0.62917
E18_331,0.66667,NA
E17_404,0.81875,NA
E14_215,NA,0.425
E43_107,NA,0.2
E61_347,0.7,NA
E24_200,NA,0.39375
E33_398,NA,0.80625
E3_397,0.80417,NA
E10_62,NA,0.10625
E69_450,NA,0.91458
E98_409,NA,0.82917
E9_349,NA,0.70417
E56_287,NA,0.575
E71_425,NA,0.8625
E54_223,NA,0.44167
E70_132,NA,0.25208
E36_258,NA,0.51458
E74_275,0.55,NA
E57_74,NA,0.13125
E88_71,0.125,NA
E40_455,NA,0.925
E11_348,NA,0.70208
E4_475,0.96667,NA
E94_24,NA,0.02708
E29_13,0.00417,NA
E48_484,0.98542,NA
