,PseudoTime1,PseudoTime2,PseudoTime3
E2230_666,NA,0.83417,NA
E1789_656,NA,0.82161,NA
E986_740,NA,0.92714,NA
E2246_287,0.35804,NA,NA
E1289_152,0.18844,NA,NA
E3601_498,0.62312,NA,NA
E4535_789,NA,0.98869,NA
E4684_652,0.81658,NA,NA
E1278_641,NA,0.80276,NA
E463_422,NA,0.52764,NA
E671_607,0.76005,NA,NA
E2041_511,NA,NA,0.63945
E1772_11,NA,NA,0.01131
E2861_383,NA,0.47864,NA
E4655_318,NA,0.39698,NA
E1671_137,0.1696,NA,NA
E4045_629,NA,0.78769,NA
E3709_509,NA,NA,0.63693
E4035_175,NA,0.21734,NA
E4505_604,NA,NA,0.75628
E4296_521,NA,0.65201,NA
E4564_590,NA,0.73869,NA
E4317_443,NA,0.55402,NA
E797_212,NA,0.26382,NA
E3778_783,NA,0.98116,NA
E2247_591,0.73995,NA,NA
E3458_321,NA,0.40075,NA
E1058_255,NA,0.31784,NA
E382_123,NA,0.15201,NA
E2593_240,NA,0.29899,NA
E1786_499,NA,0.62437,NA
E1717_606,NA,0.75879,NA
E4430_119,NA,NA,0.14698
E1656_21,NA,NA,0.02387
E3020_140,NA,0.17337,NA
E3811_395,NA,0.49372,NA
E2123_209,0.26005,NA,NA
E1687_502,NA,NA,0.62814
E3061_265,0.3304,NA,NA
E2006_673,NA,NA,0.84296
E3534_325,NA,NA,0.40578
E3202_240,NA,0.29899,NA
E738_370,NA,0.46231,NA
E3248_790,0.98995,NA,NA
E317_190,NA,0.23618,NA
E127_792,NA,0.99246,NA
E4986_695,NA,0.8706,NA
E1124_183,NA,NA,0.22739
E105_262,NA,0.32663,NA
E3042_614,0.76884,NA,NA
E2493_750,NA,0.9397,NA
E305_283,NA,NA,0.35302
E67_545,NA,0.68216,NA
E695_597,0.74749,NA,NA
E3727_428,NA,0.53518,NA
E4555_383,NA,NA,0.47864
E852_275,NA,NA,0.34296
E2163_661,0.82789,NA,NA
E4689_480,0.6005,NA,NA
E3142_795,0.99623,NA,NA
E41_716,NA,NA,0.89698
E1067_115,NA,NA,0.14196
E2049_73,0.0892,NA,NA
E4273_152,NA,NA,0.18844
E1008_278,NA,0.34673,NA
E200_602,NA,0.75377,NA
E4980_260,NA,0.32412,NA
E3546_397,NA,0.49623,NA
E545_384,0.4799,NA,NA
E1743_538,NA,0.67337,NA
E3291_349,NA,0.43593,NA
E3204_516,NA,0.64573,NA
E2808_483,0.60427,NA,NA
E290_259,NA,0.32286,NA
E3863_147,NA,0.18216,NA
E3823_294,NA,0.36683,NA
E3121_795,NA,NA,0.99623
E1580_126,NA,NA,0.15578
E3795_55,NA,0.06658,NA
E564_336,NA,0.4196,NA
E3954_382,NA,0.47739,NA
E4741_69,NA,NA,0.08417
E227_46,0.05528,NA,NA
E956_390,0.48744,NA,NA
E1333_687,NA,NA,0.86055
E1633_744,NA,NA,0.93216
E1849_763,NA,0.95603,NA
E4776_494,NA,0.61809,NA
E1758_349,NA,0.43593,NA
E4508_168,NA,NA,0.20854
E3268_217,0.2701,NA,NA
E1974_90,NA,0.11055,NA
E929_505,NA,NA,0.63191
E4966_701,NA,0.87814,NA
E4341_573,0.71734,NA,NA
E562_71,NA,0.08668,NA
E3757_439,NA,NA,0.54899
E637_559,NA,0.69975,NA
E4173_102,NA,0.12563,NA
E582_361,NA,0.45101,NA
E3226_631,NA,NA,0.7902
E921_269,NA,NA,0.33543
E3138_237,NA,0.29523,NA
E3320_30,NA,0.03518,NA
E4310_525,NA,0.65704,NA
E2549_268,NA,0.33417,NA
E4687_338,NA,NA,0.42211
E568_169,NA,0.2098,NA
E4759_8,0.00754,NA,NA
E256_489,NA,NA,0.61181
E1026_545,NA,NA,0.68216
E3215_23,0.02638,NA,NA
E965_433,0.54146,NA,NA
E4573_10,NA,NA,0.01005
E3510_421,NA,0.52638,NA
E1611_362,NA,0.45226,NA
E101_459,NA,NA,0.57412
E3519_641,0.80276,NA,NA
E3217_175,NA,0.21734,NA
E2228_536,NA,0.67085,NA
E289_325,0.40578,NA,NA
E1464_367,NA,0.45854,NA
E2840_653,NA,NA,0.81784
E2101_692,NA,0.86683,NA
E3868_346,NA,NA,0.43216
E2419_184,NA,0.22864,NA
E2014_428,0.53518,NA,NA
E3292_180,NA,0.22362,NA
E2204_455,0.5691,NA,NA
E322_646,NA,NA,0.80905
E3308_125,NA,0.15452,NA
E3567_96,NA,NA,0.11809
E3985_220,NA,0.27387,NA
E1495_214,0.26633,NA,NA
E728_740,NA,NA,0.92714
E1420_340,NA,0.42462,NA
E1619_468,NA,0.58543,NA
E2319_50,NA,0.0603,NA
E2210_379,NA,0.47362,NA
E2180_146,NA,0.1809,NA
E2615_581,NA,0.72739,NA
E4237_686,NA,0.8593,NA
E4983_124,NA,0.15327,NA
E4512_165,0.20477,NA,NA
E4185_735,0.92085,NA,NA
E2646_642,0.80402,NA,NA
E4242_471,NA,0.5892,NA
E4890_692,NA,NA,0.86683
E620_101,0.12437,NA,NA
E991_462,NA,0.57789,NA
E1639_500,0.62563,NA,NA
E1829_434,NA,0.54271,NA
E304_243,0.30276,NA,NA
E3572_776,0.97236,NA,NA
E3438_168,NA,0.20854,NA
E4353_279,0.34799,NA,NA
E1322_412,NA,0.51508,NA
E876_227,NA,0.28266,NA
E2175_21,NA,0.02387,NA
E2591_732,0.91709,NA,NA
E1925_33,NA,0.03894,NA
E630_599,0.75,NA,NA
E4428_230,0.28643,NA,NA
E2280_671,NA,0.84045,NA
E830_598,NA,0.74874,NA
E1084_760,NA,0.95226,NA
E4096_253,NA,0.31533,NA
E1731_753,NA,0.94347,NA
E2300_202,0.25126,NA,NA
E498_50,0.0603,NA,NA
E3157_472,NA,NA,0.59045
E1494_632,NA,NA,0.79146
E3782_369,NA,NA,0.46106
E3753_727,0.9108,NA,NA
E3483_112,NA,NA,0.13819
E2956_720,NA,0.90201,NA
E2875_126,NA,NA,0.15578
E1386_63,NA,0.07663,NA
E2961_435,NA,0.54397,NA
E4103_375,0.46859,NA,NA
E767_496,0.6206,NA,NA
E4665_661,0.82789,NA,NA
E2884_735,NA,NA,0.92085
E362_411,NA,0.51382,NA
E4074_158,NA,NA,0.19598
E4344_60,NA,0.07286,NA
E992_107,NA,0.13191,NA
E2148_268,NA,0.33417,NA
E4464_546,0.68342,NA,NA
E2897_604,0.75628,NA,NA
E3046_257,NA,0.32035,NA
E1242_242,NA,NA,0.30151
E2166_775,0.97111,NA,NA
E3287_445,NA,0.55653,NA
E4308_766,NA,0.9598,NA
E4210_587,NA,0.73492,NA
E3960_762,NA,NA,0.95477
E4605_634,NA,0.79397,NA
E2878_186,NA,0.23116,NA
E1275_528,0.6608,NA,NA
E4825_766,0.9598,NA,NA
E526_315,NA,0.39322,NA
E2720_172,NA,0.21357,NA
E427_355,NA,0.44347,NA
E2977_224,NA,0.27889,NA
E366_549,NA,0.68719,NA
E160_110,NA,0.13568,NA
E3314_659,0.82538,NA,NA
E546_313,NA,0.3907,NA
E1269_551,NA,0.6897,NA
E512_250,NA,NA,0.31156
E1232_141,NA,NA,0.17462
E2294_505,NA,0.63191,NA
E570_659,NA,NA,0.82538
E3855_383,NA,NA,0.47864
E4065_269,NA,NA,0.33543
E4115_396,NA,0.49497,NA
E3959_793,0.99372,NA,NA
E164_673,NA,0.84296,NA
E1852_611,NA,0.76508,NA
E1952_704,NA,0.88191,NA
E2023_705,NA,0.88317,NA
E1523_294,NA,NA,0.36683
E3896_531,NA,0.66457,NA
E2235_93,NA,0.11432,NA
E2716_399,NA,0.49874,NA
E1835_93,NA,NA,0.11432
E2330_125,NA,0.15452,NA
E4730_156,NA,0.19347,NA
E1476_623,0.78015,NA,NA
E2130_326,0.40704,NA,NA
E1519_746,NA,0.93467,NA
E3455_621,0.77764,NA,NA
E2842_701,NA,NA,0.87814
E4266_55,NA,NA,0.06658
E3506_337,0.42085,NA,NA
E2405_247,0.30779,NA,NA
E2736_210,NA,0.26131,NA
E4469_405,NA,0.50628,NA
E4404_335,0.41834,NA,NA
E571_685,0.85804,NA,NA
E1964_329,NA,0.4108,NA
E4891_711,NA,NA,0.8907
E198_474,NA,0.59296,NA
E537_51,NA,NA,0.06156
E1576_715,0.89573,NA,NA
E3878_259,NA,0.32286,NA
E1436_345,NA,0.4309,NA
E4391_509,NA,0.63693,NA
E2457_637,NA,0.79774,NA
E826_328,NA,0.40955,NA
E3805_502,0.62814,NA,NA
E2044_304,0.3794,NA,NA
E117_692,0.86683,NA,NA
E453_720,NA,NA,0.90201
E4701_748,NA,0.93719,NA
E2046_622,0.77889,NA,NA
E2935_542,NA,0.67839,NA
E1769_240,NA,0.29899,NA
E4753_556,NA,0.69598,NA
E20_284,NA,0.35427,NA
E2612_78,NA,0.09548,NA
E1418_720,NA,0.90201,NA
E2624_322,NA,0.40201,NA
E3635_383,0.47864,NA,NA
E4208_617,NA,NA,0.77261
E1943_94,NA,0.11558,NA
E3285_469,NA,0.58668,NA
E2203_421,NA,0.52638,NA
E2783_718,0.8995,NA,NA
E1914_683,0.85553,NA,NA
E4476_610,NA,NA,0.76382
E3979_456,NA,0.57035,NA
E3923_581,NA,0.72739,NA
E3821_739,NA,0.92588,NA
E970_275,0.34296,NA,NA
E4329_221,NA,0.27513,NA
E3697_319,NA,0.39824,NA
E2953_411,0.51382,NA,NA
E4492_601,0.75251,NA,NA
E1477_263,0.32789,NA,NA
E356_43,NA,NA,0.05151
E4597_454,0.56784,NA,NA
E2870_747,NA,0.93593,NA
E3853_580,NA,NA,0.72613
E2990_469,NA,NA,0.58668
E4090_792,NA,0.99246,NA
E3791_642,NA,0.80402,NA
E2417_370,0.46231,NA,NA
E3999_548,NA,NA,0.68593
E3485_229,0.28518,NA,NA
E660_727,NA,0.9108,NA
E2268_227,0.28266,NA,NA
E390_547,0.68467,NA,NA
E4596_320,NA,NA,0.3995
E244_10,NA,0.01005,NA
E74_670,NA,NA,0.8392
E3866_591,NA,NA,0.73995
E4017_448,0.5603,NA,NA
E3577_593,NA,0.74246,NA
E3477_265,NA,0.3304,NA
E4586_773,NA,NA,0.96859
E3078_461,0.57663,NA,NA
E4847_724,0.90704,NA,NA
E2567_446,NA,0.55779,NA
E1325_596,NA,NA,0.74623
E668_84,0.10302,NA,NA
E1284_679,NA,0.8505,NA
E4449_439,NA,0.54899,NA
E462_82,NA,NA,0.1005
E3827_378,NA,0.47236,NA
E1646_47,NA,0.05653,NA
E2380_503,NA,0.6294,NA
E3304_84,0.10302,NA,NA
E1552_610,NA,0.76382,NA
E3700_76,NA,NA,0.09296
E2185_788,NA,0.98744,NA
E3725_100,NA,0.12312,NA
E2730_183,NA,NA,0.22739
E4925_487,NA,NA,0.6093
E1569_684,NA,NA,0.85678
E1156_84,NA,NA,0.10302
E1653_17,0.01884,NA,NA
E1622_185,NA,0.2299,NA
E4037_452,0.56533,NA,NA
E1928_583,NA,0.7299,NA
E1296_538,NA,0.67337,NA
E4322_657,NA,0.82286,NA
E186_90,NA,0.11055,NA
E2022_752,NA,0.94221,NA
E661_765,NA,NA,0.95854
E4871_508,0.63568,NA,NA
E2339_638,NA,NA,0.79899
E523_339,NA,0.42337,NA
E3887_687,NA,0.86055,NA
E2301_757,NA,NA,0.94849
E2844_727,0.9108,NA,NA
E312_175,0.21734,NA,NA
E4838_489,NA,0.61181,NA
E4501_715,NA,0.89573,NA
E4826_138,NA,NA,0.17085
E2311_775,0.97111,NA,NA
E1229_240,NA,NA,0.29899
E3307_296,NA,NA,0.36935
E3586_715,NA,0.89573,NA
E859_221,0.27513,NA,NA
E703_92,0.11307,NA,NA
E4874_476,NA,0.59548,NA
E2286_393,NA,0.49121,NA
E1252_782,NA,0.9799,NA
E2248_99,NA,NA,0.12186
E435_780,NA,NA,0.97739
E2124_36,0.04271,NA,NA
E664_82,0.1005,NA,NA
E2848_495,NA,0.61935,NA
E1334_569,0.71231,NA,NA
E2400_649,0.81281,NA,NA
E4663_303,NA,NA,0.37814
E1366_694,NA,0.86935,NA
E4765_187,NA,0.23241,NA
E489_768,0.96231,NA,NA
E4190_415,NA,NA,0.51884
E371_372,0.46482,NA,NA
E1658_402,NA,0.50251,NA
E3638_5,NA,NA,0.00377
E3280_16,NA,0.01759,NA
E2963_773,0.96859,NA,NA
E4538_67,NA,NA,0.08166
E2117_387,NA,0.48367,NA
E4628_590,NA,0.73869,NA
E2007_691,NA,0.86558,NA
E424_86,NA,NA,0.10553
E2161_476,NA,0.59548,NA
E3758_498,0.62312,NA,NA
E4346_121,NA,0.1495,NA
E2255_685,NA,0.85804,NA
E4040_124,NA,0.15327,NA
E3071_311,NA,0.38819,NA
E242_674,0.84422,NA,NA
E4295_702,NA,0.8794,NA
