TF	Target	EdgeWeight
AMH	FGF9	0.01075096894055605
AMH	PGD2	0.01074419915676117
FGF9	PGD2	0.010743087157607079
PGD2	AMH	0.010739162564277649
DKK1	DMRT1	0.010735818184912205
DMRT1	DKK1	0.010732118971645832
RSPO1	CTNNB1	0.010712530463933945
SOX9	DKK1	0.010701119899749756
SRY	DKK1	0.010699162259697914
FGF9	AMH	0.01069693174213171
CTNNB1	RSPO1	0.010694380849599838
DMRT1	SOX9	0.010692601092159748
SOX9	FGF9	0.010691942647099495
WNT4	RSPO1	0.010686326771974564
PGD2	FGF9	0.010685974732041359
SOX9	DMRT1	0.010682941414415836
FGF9	SOX9	0.010682037100195885
FGF9	DKK1	0.010681644082069397
AMH	SOX9	0.010670853778719902
PGD2	SOX9	0.010655621066689491
SOX9	NR5A1	0.010650698095560074
WNT4	NR0B1	0.010649978183209896
SRY	WT1pKTS	0.010647188872098923
RSPO1	FOXL2	0.010645421221852303
DKK1	SRY	0.010641109198331833
FGF9	SRY	0.010640048421919346
DHH	SRY	0.010638285428285599
DKK1	AMH	0.010630683973431587
SOX9	AMH	0.010628480464220047
SOX9	PGD2	0.010625407099723816
UGR	CBX2	0.010623807087540627
DMRT1	PGD2	0.010622361674904823
DKK1	PGD2	0.01062195748090744
DMRT1	SRY	0.010621955618262291
SOX9	DHH	0.010621707886457443
AMH	DKK1	0.010619834996759892
AMH	DHH	0.010619140230119228
CBX2	UGR	0.010618360713124275
NR5A1	WT1pKTS	0.010618275962769985
WT1pKTS	NR5A1	0.010616387240588665
CBX2	WT1pKTS	0.010614708997309208
CTNNB1	WNT4	0.010611878708004951
NR5A1	AMH	0.010611224919557571
RSPO1	WNT4	0.010610920377075672
DHH	PGD2	0.010610660538077354
CBX2	NR5A1	0.010609856806695461
FOXL2	CTNNB1	0.010609572753310204
CTNNB1	FOXL2	0.01060886774212122
WT1pKTS	SRY	0.010607883334159851
FOXL2	RSPO1	0.010601264424622059
SOX9	SRY	0.010599330998957157
AMH	DMRT1	0.010593661107122898
FOXL2	NR0B1	0.010593099519610405
DKK1	SOX9	0.01059144176542759
FGF9	DHH	0.01058987993746996
NR0B1	RSPO1	0.010587932541966438
FGF9	DMRT1	0.010587149299681187
DMRT1	NR5A1	0.010586176067590714
DHH	AMH	0.010584658943116665
SOX9	WT1pKTS	0.010580090805888176
PGD2	DHH	0.01057871337980032
NR5A1	DMRT1	0.010574630461633205
WT1mKTS	PGD2	0.010571563616394997
DHH	FGF9	0.010570911690592766
WNT4	GATA4	0.010570215992629528
SRY	DMRT1	0.010569265112280846
NR0B1	WNT4	0.010568814352154732
DMRT1	DHH	0.010567822493612766
WNT4	CTNNB1	0.010566575452685356
NR5A1	PGD2	0.010561675764620304
NR5A1	SOX9	0.010560205206274986
AMH	WT1pKTS	0.010557888075709343
RSPO1	NR0B1	0.01055716723203659
GATA4	SOX9	0.010556505993008614
WT1pKTS	DHH	0.010556424036622047
WT1pKTS	FGF9	0.010556387715041637
DHH	SOX9	0.010553834959864616
PGD2	DMRT1	0.010552922263741493
WT1mKTS	AMH	0.010551335290074348
CTNNB1	GATA4	0.010550729930400848
GATA4	NR5A1	0.010550658218562603
DMRT1	WT1mKTS	0.01055027637630701
SRY	SOX9	0.010550105012953281
AMH	WT1mKTS	0.010549983009696007
FGF9	WT1pKTS	0.010547119192779064
SRY	DHH	0.010546427220106125
GATA4	DKK1	0.010544993914663792
NR5A1	GATA4	0.010542967356741428
GATA4	AMH	0.01054245512932539
GATA4	CTNNB1	0.010542362928390503
WT1mKTS	SOX9	0.010542036965489388
WT1mKTS	CTNNB1	0.010540534742176533
AMH	SRY	0.010540464892983437
DKK1	FGF9	0.010539019480347633
NR0B1	GATA4	0.010538449510931969
GATA4	FOXL2	0.010537367314100266
NR5A1	SRY	0.01053690817207098
WT1pKTS	PGD2	0.01053615938872099
DKK1	DHH	0.010535459034144878
DMRT1	FGF9	0.010535256937146187
FGF9	NR5A1	0.010534752160310745
NR5A1	CBX2	0.010534299537539482
DHH	WT1pKTS	0.010532458312809467
WT1pKTS	SOX9	0.01053185760974884
WT1pKTS	CBX2	0.010529775172472
SRY	FGF9	0.010529493913054466
DMRT1	AMH	0.010529461316764355
WNT4	CBX2	0.010528862476348877
GATA4	WNT4	0.01052687969058752
WNT4	FOXL2	0.010525353252887726
WT1mKTS	NR5A1	0.010525004006922245
PGD2	NR5A1	0.01052470039576292
DMRT1	WT1pKTS	0.010523583739995956
NR0B1	CBX2	0.010523402132093906
DHH	NR5A1	0.010522754862904549
DHH	DKK1	0.01052165124565363
UGR	WNT4	0.010520569048821926
WT1pKTS	DKK1	0.010520334355533123
GATA4	WT1mKTS	0.01052028127014637
WT1mKTS	RSPO1	0.010519899427890778
GATA4	WT1pKTS	0.010519015602767467
PGD2	WT1pKTS	0.01051689125597477
FGF9	GATA4	0.01051271427422762
DHH	DMRT1	0.010512574575841427
