,PseudoTime1,PseudoTime2,PseudoTime3
E2351_178,NA,0.22083,NA
E4289_38,NA,0.04517,NA
E2890_567,0.70891,NA,NA
E2173_268,0.33375,NA,NA
E3071_51,NA,0.06148,NA
E4584_502,NA,NA,0.62735
E1184_140,NA,0.17315,NA
E4469_141,NA,NA,0.1744
E2551_224,NA,NA,0.27854
E2627_93,NA,0.11418,NA
E2750_98,0.12045,NA,NA
E4385_268,0.33375,NA,NA
E628_385,0.48055,NA,NA
E2204_647,NA,0.80928,NA
E4072_545,0.6813,NA,NA
E3525_19,NA,0.02133,NA
E786_54,0.06524,NA,NA
E2243_479,NA,0.59849,NA
E354_138,NA,0.17064,NA
E4785_220,NA,NA,0.27353
E4977_393,NA,NA,0.49059
E1423_77,NA,NA,0.0941
E1698_426,NA,NA,0.53199
E4975_321,NA,0.40025,NA
E3173_138,NA,NA,0.17064
E4354_270,NA,0.33626,NA
E98_139,0.17189,NA,NA
E3888_569,NA,0.71142,NA
E238_526,NA,NA,0.65747
E2524_790,NA,NA,0.98871
E4577_574,NA,0.71769,NA
E298_795,NA,0.99498,NA
E34_33,NA,NA,0.0389
E2254_419,0.52321,NA,NA
E366_322,NA,NA,0.40151
E1372_57,NA,0.06901,NA
E4335_77,NA,0.0941,NA
E1841_2,NA,0.0,NA
E4267_134,0.16562,NA,NA
E1254_63,0.07654,NA,NA
E2637_549,NA,0.68632,NA
E739_485,NA,0.60602,NA
E4288_536,NA,NA,0.67001
E1694_696,NA,0.87077,NA
E1705_268,NA,0.33375,NA
E4973_223,0.27729,NA,NA
E4006_510,0.63739,NA,NA
E535_315,0.39272,NA,NA
E736_350,NA,0.43664,NA
E3978_703,NA,0.87955,NA
E1225_459,NA,0.5734,NA
E1973_227,NA,NA,0.28231
E4272_599,NA,0.74906,NA
E2205_308,NA,NA,0.38394
E779_530,NA,0.66248,NA
E1202_791,0.98996,NA,NA
E547_534,NA,0.6675,NA
E1772_163,0.20201,NA,NA
E251_329,NA,0.41029,NA
E3297_649,NA,NA,0.81179
E4078_674,0.84316,NA,NA
E949_458,NA,0.57215,NA
E2373_494,NA,0.61731,NA
E425_642,NA,NA,0.80301
E191_743,0.92974,NA,NA
E2212_69,NA,NA,0.08407
E515_583,0.72898,NA,NA
E3754_70,NA,NA,0.08532
E1888_666,0.83312,NA,NA
E3233_367,NA,NA,0.45797
E645_393,NA,0.49059,NA
E1453_65,NA,NA,0.07905
E3318_678,NA,NA,0.84818
E4806_613,NA,0.76662,NA
E2819_458,0.57215,NA,NA
E4982_395,0.4931,NA,NA
E1631_62,NA,0.07528,NA
E1791_525,NA,0.65621,NA
E3742_738,0.92346,NA,NA
