TF	Target	EdgeWeight
Gata1	Fog1	0.05489325523376465
Eklf	Gata1	0.0548911988735199
Eklf	Scl	0.05489061027765274
Fog1	Scl	0.054883334785699844
Gata2	Gata1	0.05488206073641777
Fog1	Eklf	0.054881058633327484
Pu1	EgrNab	0.05488048121333122
Cebpa	Gfi1	0.05488007515668869
Fog1	Gata1	0.05487557128071785
Pu1	Gfi1	0.05487122759222984
Gata1	Eklf	0.05486919358372688
Scl	Eklf	0.05486404523253441
Gata1	Gata2	0.054855480790138245
cJun	Pu1	0.05484894663095474
Eklf	Fog1	0.05484717711806297
Scl	Fog1	0.05484408512711525
Gata2	Fog1	0.05484245717525482
Eklf	Gata2	0.0548422709107399
Gata2	Fli1	0.05484193190932274
Fli1	Scl	0.054838914424180984
Fli1	Fog1	0.05483736842870712
Scl	Fli1	0.054831065237522125
Gata2	Eklf	0.054825641214847565
Fog1	EgrNab	0.054824039340019226
Gfi1	Gata2	0.05481809750199318
Gfi1	Cebpa	0.05481671169400215
Gfi1	Pu1	0.054809149354696274
Gata2	Cebpa	0.05480790138244629
Gata2	Gfi1	0.05480745807290077
Eklf	Cebpa	0.05480682849884033
Gata1	Scl	0.05480615422129631
Gata2	EgrNab	0.05480314791202545
Fog1	Gata2	0.05480239912867546
EgrNab	Fli1	0.0547998771071434
EgrNab	Eklf	0.05479562282562256
Gfi1	EgrNab	0.0547921359539032
Fli1	Eklf	0.05479159951210022
cJun	Gata1	0.05478760972619057
Cebpa	Eklf	0.05478606000542641
Cebpa	EgrNab	0.05478568375110626
Cebpa	Gata2	0.054782118648290634
Fog1	Gfi1	0.05478164181113243
Fli1	Gata1	0.0547797828912735
Gata2	Scl	0.05477718263864517
Gata1	EgrNab	0.05477521941065788
Fli1	Gata2	0.054774798452854156
cJun	Scl	0.054769158363342285
Scl	Gata2	0.054768748581409454
Eklf	Fli1	0.054767582565546036
Pu1	Eklf	0.0547657310962677
Fli1	Gfi1	0.05476318672299385
cJun	EgrNab	0.05476224794983864
EgrNab	cJun	0.054757870733737946
EgrNab	Cebpa	0.05475577339529991
Cebpa	Fli1	0.05475242808461189
Eklf	Gfi1	0.05475000664591789
Fog1	Fli1	0.0547468475997448
Scl	Cebpa	0.05474681407213211
Eklf	Pu1	0.05474591627717018
EgrNab	Pu1	0.05474528670310974
Gata1	Pu1	0.05473979562520981
Pu1	cJun	0.05473706126213074
cJun	Cebpa	0.05473659560084343
cJun	Gata2	0.05473564937710762
Gata1	Cebpa	0.054734088480472565
Scl	cJun	0.054732464253902435
cJun	Fli1	0.05473165586590767
Scl	Gata1	0.05472808703780174
Fog1	cJun	0.054722242057323456
Pu1	Fli1	0.05472128093242645
Cebpa	Fog1	0.0547134168446064
Cebpa	cJun	0.054712679237127304
Fli1	cJun	0.05471115559339523
Gata1	Fli1	0.05471058934926987
Pu1	Cebpa	0.054708391427993774
Scl	Pu1	0.054706454277038574
Gfi1	Eklf	0.05470423400402069
Fli1	EgrNab	0.0546954870223999
cJun	Eklf	0.0546933189034462
Gfi1	Fog1	0.0546930767595768
Pu1	Scl	0.054690882563591
Fog1	Cebpa	0.054685477167367935
Fli1	Cebpa	0.05468283221125603
Cebpa	Pu1	0.05468103662133217
EgrNab	Scl	0.05467855930328369
EgrNab	Fog1	0.054676562547683716
Cebpa	Gata1	0.05467522516846657
Gata2	Pu1	0.05467376112937927
Gfi1	Scl	0.054670300334692
Eklf	cJun	0.05466805025935173
Scl	EgrNab	0.05466063693165779
Eklf	EgrNab	0.054649077355861664
Gata2	cJun	0.05464467778801918
Gata1	Gfi1	0.05464234948158264
Scl	Gfi1	0.054641902446746826
cJun	Gfi1	0.054641690105199814
EgrNab	Gata2	0.054641082882881165
Gfi1	Gata1	0.05464060604572296
EgrNab	Gata1	0.054639074951410294
cJun	Fog1	0.05463654175400734
Fog1	Pu1	0.05463337525725365
Gata1	cJun	0.05463167279958725
Pu1	Gata2	0.054627470672130585
EgrNab	Gfi1	0.054620739072561264
Gfi1	cJun	0.05461769923567772
Gfi1	Fli1	0.05461761727929115
Fli1	Pu1	0.05461496114730835
Pu1	Gata1	0.05460802838206291
Cebpa	Scl	0.0546073392033577
Pu1	Fog1	0.054579202085733414
