,PseudoTime1,PseudoTime2,PseudoTime3
E3878_702,NA,0.87845,NA
E2260_304,0.3797,NA,NA
E906_521,NA,NA,0.65163
E843_193,NA,NA,0.2406
E1869_337,NA,NA,0.42105
E2009_583,NA,0.72932,NA
E220_88,0.10902,NA,NA
E3580_368,0.4599,NA,NA
E81_660,NA,NA,0.82581
E2029_230,0.28697,NA,NA
E2669_767,0.9599,NA,NA
E2449_506,0.63283,NA,NA
E2553_124,0.15414,NA,NA
E3529_229,0.28571,NA,NA
E3888_726,NA,0.90852,NA
E1435_505,0.63158,NA,NA
E630_569,0.71178,NA,NA
E994_1,NA,0.0,NA
E243_707,0.88471,NA,NA
E2648_176,0.2193,NA,NA
E170_199,0.24812,NA,NA
E1328_146,NA,NA,0.1817
E505_616,0.77068,NA,NA
E1326_165,0.20551,NA,NA
E3661_93,0.11529,NA,NA
E520_45,0.05514,NA,NA
E2937_101,NA,0.12531,NA
E166_287,0.3584,NA,NA
E4465_359,0.44862,NA,NA
E2002_563,NA,0.70426,NA
E2312_790,0.98872,NA,NA
E1775_384,0.47995,NA,NA
E4282_46,NA,0.05639,NA
E2121_275,0.34336,NA,NA
E3725_577,0.7218,NA,NA
E3347_389,NA,NA,0.48622
E4382_535,0.66917,NA,NA
E2666_603,NA,NA,0.75439
E1106_169,NA,0.21053,NA
E1608_133,0.16541,NA,NA
E3751_456,0.57018,NA,NA
E502_787,NA,0.98496,NA
E4350_475,NA,0.59398,NA
E1464_371,NA,0.46366,NA
E2714_569,0.71178,NA,NA
E208_73,NA,0.09023,NA
E2961_176,0.2193,NA,NA
E2062_573,0.71679,NA,NA
E4889_578,0.72306,NA,NA
E1455_229,NA,0.28571,NA
E4958_704,NA,NA,0.88095
E3414_547,0.68421,NA,NA
E382_712,NA,0.89098,NA
E1814_740,NA,0.92607,NA
E3520_792,0.99123,NA,NA
E896_602,0.75313,NA,NA
E2718_709,0.88722,NA,NA
E4932_298,NA,NA,0.37218
E3666_403,0.50376,NA,NA
E1405_243,0.30326,NA,NA
E1855_699,0.87469,NA,NA
E2968_181,0.22556,NA,NA
E3329_640,NA,NA,0.80075
E803_547,0.68421,NA,NA
E2114_295,NA,NA,0.36842
E1559_726,NA,NA,0.90852
E2969_87,NA,NA,0.10777
E2040_526,0.65789,NA,NA
E1448_460,NA,NA,0.57519
E2043_171,0.21303,NA,NA
E4230_297,0.37093,NA,NA
E1017_325,0.40602,NA,NA
E4100_548,NA,NA,0.68546
E1185_619,0.77444,NA,NA
E1046_191,0.2381,NA,NA
E322_474,0.59273,NA,NA
E2516_575,0.7193,NA,NA
E4875_556,NA,NA,0.69549
E671_586,0.73308,NA,NA
E4172_566,0.70802,NA,NA
E4810_770,NA,0.96366,NA
E1077_414,0.51754,NA,NA
E1895_204,NA,NA,0.25439
E2235_445,NA,NA,0.55639
E3364_483,0.60401,NA,NA
E2671_616,NA,0.77068,NA
E3276_684,NA,0.85589,NA
E2878_591,NA,0.73935,NA
E1040_706,0.88346,NA,NA
