,E32_114,E44_385,E22_1147,E17_967,E36_742,E94_341,E79_1205,E8_1482,E51_1348,E76_1072,E93_644,E9_726,E54_1441,E12_643,E82_1109,E69_91,E30_242,E90_631,E28_85,E49_719,E89_908,E95_1074,E29_197,E20_767,E84_146,E6_1476,E61_914,E70_943,E50_1159,E85_329,E63_1161,E73_572,E13_463,E23_632,E72_1131,E74_542,E2_689,E19_564,E31_4,E37_606,E27_1169,E86_731,E55_1099,E97_1366,E96_9,E77_790,E81_237,E66_388,E46_1079,E34_1028,E48_1193,E83_799,E91_347,E45_932,E71_150,E57_652,E60_1087,E15_1217,E7_906,E99_853,E1_1476,E35_300,E10_198,E33_165,E18_1389,E47_1348,E4_97,E62_62,E14_1076,E88_895,E75_1483,E40_1343,E58_1182,E53_207,E24_1350,E3_585,E16_106,E0_1185,E64_1090,E68_54,E25_628,E11_1340,E65_434,E87_297,E43_969,E92_664,E80_883,E78_871,E67_310,E26_1304,E42_1243,E41_690,E59_488,E56_698,E39_68,E5_308,E52_331,E38_40,E21_612,E98_597
g1,2.4394348882578942,2.0417154298044564,2.838824162538214,2.525174692106292,2.713495078025334,2.917317634793089,0.022676092142847173,0.009489182453126462,0.08294866308927358,3.191474199826548,2.709132858968517,2.868648760892748,0.031040845891412764,2.2612129385065143,2.3885126847316918,2.5475816471725152,2.4279939819127696,2.514343200910123,2.8947547130870275,2.7886268729315176,2.9475859440965135,2.412369570377869,2.2852003351427235,1.9484026554901583,2.882438817200207,0.05171490700349595,2.5823752154952806,2.8023020031195967,2.43318779756186,2.4286355098250416,2.6704868433005258,2.826807612818783,2.968244428227932,2.717091294456804,2.2677607711547703,3.2307221262401864,1.8999733904522729,2.161771103742113,1.3162739841944742,2.197745192936254,2.447896562651268,2.145211452836865,2.5522278501798783,0.03299500234985508,2.0317458521039597,3.4779467757818723,2.5158628303923645,2.374587550204314,3.1003146612862107,2.003885342086781,3.1264384115343717,2.1226040284277388,2.5809350722706426,2.110307133345056,2.0295843632432176,2.738226216398475,2.07497775160448,2.835156981893768,3.0395183367984515,2.61517039843274,0.021117188858967045,2.4522928040458543,2.746712992244672,2.199545851644193,0.0011983597324651527,0.015399430758846741,2.703645265304204,2.573260238359953,2.166021762352373,2.7695895961934243,0.00726045214468491,0.12788065438572396,2.535718672256163,3.1700631287271017,0.05677202219069751,2.5678007053306735,2.1131874383149407,2.145443487891367,1.9007841667968448,2.880872579812202,2.4639446306885224,0.6732781528382161,2.2026033668913207,2.53859740977356,1.7603203062509574,2.4754678474457483,2.9286284834521066,1.9784493428587937,1.9211934213819366,0.019401873345774347,2.36694062051018,2.6006737096747568,2.385878863101879,3.4337436802988783,2.4710144341155247,2.6971745518947943,2.2360519582698206,2.631894080611839,2.4688114112808246,3.4989243190621533
g10,0.002438373534041618,0.0250529230727618,2.407502955131416,2.3864434445949487,2.5400138467793454,0.003641331072899006,2.6993753074681286,2.027829697209083,2.4301642786862607,2.701212136322105,0.41094579390759256,2.3121086593387528,2.402042529426766,2.52547768858545,2.0664087900887864,0.017227003264869978,0.00038539203209209686,0.7561578271187108,0.05360646286144597,2.828446644057361,2.3923514665623324,2.3261188728567,0.030926497812171945,2.115613143702896,0.049206039690221824,2.176326027218289,2.134959014036649,2.8509429206714683,1.8540810788312652,0.01346959028183733,2.693448571859208,0.3090141194680449,0.02717223916952851,2.3663155528245543,2.805494441395709,0.034823002920475236,0.05938026429611525,0.007236180753361794,0.0022248262153391875,0.1405842672624495,2.345072930092857,3.013697615912469,2.3735330858580657,2.3806601746714358,0.022192503393286718,1.8393012135064195,0.2926141584615189,0.02015708960206172,1.8404549549713625,3.1216040570219965,3.169958165391573,2.8444986502082283,0.016224245888217227,2.4779710235125925,0.07232570925156881,0.3680322450138612,2.491207077740444,2.9125162274250873,2.3844445202519657,3.0183831306893003,2.3093865346168494,0.020111636797273458,4.068188540167937e-05,0.0023395041905467182,2.0735274974770816,2.9344104969117697,0.004003480534995205,0.0021176664655980547,2.4770926310131056,3.1900310782952404,2.9794684283945503,3.5526748704501063,2.5817275374650457,0.01005860578650408,1.9458006599432955,0.08333728753462302,0.02368522853347804,2.417488978732365,2.8799828846819704,0.0006212104231951446,1.913303921571773,2.1003310089587397,0.0001987562737992213,0.010113674951596416,2.3919005236785305,1.6158346418247578,2.0392706530554374,3.214260847412785,0.013330592699818726,3.4930456443064557,2.385796117501406,2.6684189486549434,0.050858998399303856,2.4741399763471525,0.04242345966238336,0.0009177357115531668,0.03461587173118708,0.021098812401650676,1.8926683641477628,0.5114173377901035
g11,0.001524999096903172,0.02450117080920821,2.696673102175895,1.8073044754098249,2.5046468235188613,0.05519083383208115,2.6228930509934454,2.6072760508356003,2.4126588249043377,2.489415885411292,0.05188159415396982,0.12899106118313278,2.4209409232871395,0.019282117292381083,2.3307587784372394,0.03220083699801851,0.008013025738394295,0.046836253649814266,0.004131265349634248,0.6623558258179678,2.9881175038330547,2.471677301562524,0.0017140133273338596,2.688606591443681,0.056624422791087765,2.9622836526674186,2.5417931078565594,2.5992543652968845,1.821499793744077,0.0016965966563454865,2.9679336703912016,0.01068841026297588,0.008790499559664421,0.005873041392210672,2.1105253766957235,0.006690857843200243,0.000612572904875905,0.00312003274059638,0.019760792074418883,8.135781070236353e-05,2.320932200209851,2.9586852851461543,2.310543023762881,1.9908317871010723,0.001972806356832276,2.993746511957663,0.016522993200980437,0.0017170551250750394,2.359778148266268,2.315378764442665,2.9679568928601183,2.1014525577323284,0.02113405520609006,2.3925987407756204,0.0031636184321076352,0.05570047978147947,2.928349378283132,3.314196467095536,2.129105648472198,1.8978591634248847,1.932440841055045,0.014986705508466994,0.032374399415588465,0.016005517398231826,2.366146838167749,3.2793782766423267,0.010539064105206209,0.015142954794415497,2.3056340965065245,2.388751025066337,2.1881452617093475,3.0949002368185847,2.4031392444701116,0.025890904184897173,2.686436082442335,0.009508712537286558,0.009931646554017891,2.411937313383492,2.140772873248089,0.02451863589927625,1.1367498650357797,2.6854917730606007,0.0023786165026075967,0.08830092069276603,1.7998670781669641,0.07513361348951755,2.5405911276205084,2.3691646185629844,0.0077551746760891015,3.208622421816844,1.8949031940942127,2.4789596420599342,0.03287578177340942,0.0030730842567692025,0.026268443042124532,0.1061431389664972,0.01908980107591221,0.04554919978835136,0.19126954980543764,0.02594684300532671
g12,0.006964464402624962,0.01274000674355284,2.5815575319066935,1.8149537847148831,1.6705266603673985,0.007436760597464115,2.329439434477109,3.0908041215539286,1.8430776783505776,2.3425143611864594,0.020451311564381784,0.003928192594630815,2.2969029501041125,0.0012474408498931349,2.5286744486706643,0.011559968342266028,0.0008981893727886211,0.0007517541080347915,0.04041464470205239,0.005373893230713828,2.9679828979119054,3.1542911838198866,0.005464630482821089,2.5312578082280144,0.004056247891604829,2.2099280920686994,2.0085515023608576,2.2465839026101286,2.193598190345689,0.005114377431864591,2.8058969593204552,0.016907054090803522,0.0003764198345388419,0.017269893225041143,2.648928296478625,0.0012595743326383306,0.0009795532841678372,0.004517140229864186,0.02143760297497577,0.00615413153359219,3.6182725533232607,0.4341087672528537,2.5857353459700083,3.35744607666272,0.02584070017376034,2.1589411970498857,0.009142728563179405,0.04576968986921273,3.2824093182886203,3.0987970649073366,2.7171030240657075,1.3893596318210744,0.07368741579737463,1.9373734278821104,0.02567538408293436,0.062077066554803065,2.9767660260208686,3.220779450669378,2.068635958587472,1.958174088737412,2.114145135732634,0.003061112029672521,0.00635713923451376,0.04128588154084293,2.8642633583331336,2.9351816246706934,0.023425885054245837,0.021920021111886463,3.4776585595226583,2.1471669018340234,2.3966281046428617,2.4429484147232943,2.857692264870068,0.010831044143070269,2.759654741890644,0.01584364624121569,0.01579936689893944,1.93681842823284,2.518787657000173,0.008529917726199973,0.008505382572807633,2.5194593207386635,0.07622877387198873,0.006570816507941762,3.153942730646449,0.009677519038162555,2.0105888964860443,2.540767468731121,0.03037678622565525,2.0715869318147107,3.0218423190393477,0.005635740132215543,0.010255007108171892,8.526027979686296e-07,0.005985194068867279,0.016874032212574053,0.07363460156906439,0.012833426346897835,0.18119914185383432,0.07501108270788616
g13,0.01771238707319264,0.004511321251199671,2.3896329062848563,2.5398921425724663,0.004377667416359846,0.012011814211734036,2.3485106150648405,1.8196341250801464,2.3652918974840165,2.1027064987240296,0.005461625847056312,0.01005205445827927,2.6882171680962816,0.004016935077088404,2.3455174710727142,0.011352776637059421,0.0029421250631082915,0.058813266002572785,0.007100153610288956,0.011052233396641888,2.209357730911983,2.8786353385595413,0.033592061702808804,0.01539936839915844,0.009651688186090288,3.1288479381841183,2.0878819921015124,2.349169195822037,2.6886185186659954,0.013658654129444042,2.216399830377584,0.08328271254960083,0.003595512461764601,0.03336709438804115,2.7800934633049006,0.028233134574264063,0.0009836749891667298,0.0013656828045643663,0.002683010505977601,0.00034853852018988565,2.14685582306439,0.004083305559992075,2.6056519254925132,2.1351417941496287,0.01639682375903426,1.3525709170267142,0.0037365570594850546,0.0020871255248018977,2.269973225472224,2.71572708298349,3.241038714274822,0.0032440072366334907,0.031085783421057236,2.403767669196622,0.003782376132917896,0.014562131988001138,2.099523948292947,2.0179607099039782,2.6732051298588866,2.6857950063567797,2.413148699766269,0.015231293726338222,0.03865721180178368,0.00018321921052574623,2.1847889785832977,2.4890871062540776,0.03365969494068685,0.006591164515361089,2.3216969427396013,0.0440596131587357,2.178088309745024,2.0408509275232185,1.9633008844564892,0.005304400338792783,3.5287601580873815,0.014796329553250519,0.05201362399378645,2.721693406623667,2.0180117376446707,0.024422930292714033,0.01547840370692705,2.461272254942376,0.035733852535200665,0.03203139920792502,2.6522968940061507,0.009492315398376451,2.85262998252408,3.2655135926169785,0.0754424350660863,2.208889779510085,2.817289462773996,0.0024901034408349072,0.0010150023956862037,0.010996567143162026,0.0031901835977591504,0.044792709679594936,0.037641887332353484,0.003319461414436527,0.017817294998776663,0.05337293537257394
g14,0.007314578057306555,0.010830368953691624,2.8968234206818178,2.729528189797691,0.011681494712635358,0.007673449725705047,3.420852266320481,1.690104250978084,2.5707406941081654,2.4551200633506634,0.007694370980377021,0.008385558305570584,2.4279439755877847,0.04283899524254908,2.7577502595917225,0.010081224906037436,0.004004723892718345,0.006621207323596393,0.05131893975370603,0.016027068332279217,2.233585936267417,2.728802116886837,0.01610664117685752,0.00028073917591144715,0.004623779064443013,2.3819407624701125,0.5995242545599849,2.6596108526223703,2.236834160626155,0.020831141452937768,3.2723972182485883,0.024637798359509064,0.0005399188785699736,0.0005965386717749037,3.4771118229553992,0.05305072226145692,0.003507169681338733,0.011601446541254208,0.002893910227904265,0.03154520690700999,2.153176520425969,0.016250811548276983,2.614416921017265,2.6441138993542888,0.010991822105712168,0.015317476913231716,0.011230377817866715,0.003755586394842248,2.6201639616035544,1.1136631388773488,2.2169170534463403,0.012331330425294204,0.0020934326285275925,1.5824799303950654,0.10201135042183873,0.06352850666486799,3.1185848537232683,2.6347506598606105,0.026096247892807296,0.8042058772680918,2.6028680490336127,0.004353142753808545,0.028352577820999262,0.005896714919627725,2.0793942563494,3.2987689043424715,0.0009385527235844977,0.006929180564067171,2.6517701835005734,0.03813221784062147,2.65691063433755,2.430168119110776,3.047510899709053,0.07559185882093918,2.1232766712094464,0.01782162984626663,0.004342128152648565,3.0174296470473085,2.330879194117613,0.0005587507352621022,0.0006188578378778576,2.6999644961601,0.014762730802873675,0.02969864060450207,1.051553260474809,0.017299336668856455,1.2186602385794367,0.07501892799738583,0.02154175853268667,2.842285398248693,2.3713935449949313,0.02608263977537862,0.008199895395765117,0.008123812230024322,0.011803236023523962,0.015068283436679862,0.07403741536814099,0.011451390940965148,0.018852053198704092,0.0884836562435763
g15,0.004323383374589294,0.01614157154696139,2.416927855559639,0.013786870322467623,0.0029544675752663924,0.003347807263427947,2.133608187901863,2.3704680741588104,2.311746023926801,2.7621218488036186,0.023988110145551203,0.007578800910820819,2.391008851058175,0.047159608635242885,1.8169437581812244,0.013151048677660341,0.005398568664224902,0.02688760540075151,0.0005170111292571907,0.01386040601426243,0.010037791052738457,2.7051075131831204,0.04779778720766835,0.00451399405815813,0.0036451485467809733,2.6541180708666654,0.2448951553253007,1.190829651512411,2.5837611351282,0.07019267211418148,2.7791266285460563,0.009789074808872865,0.001956747606605768,0.00819767783876029,2.5215326796254507,0.0001918344417763,0.037934839529120135,0.001151935183527017,0.0006529591871094146,0.0510833016918413,2.9629731794309078,0.01273456100583136,3.3591661202070564,3.032745607608605,0.06046388520711804,0.003879325945951911,0.0053750937316383324,0.0018623188079234555,2.3228854648880417,0.006632387547916875,2.490365433160376,0.0021574201116414398,0.05283472835650743,0.001258128223327501,0.0052492752591436365,0.009494620656326235,1.7247997645629751,2.5151222572771355,0.013303129676252945,0.0021113405668467416,2.0131262867110173,0.015131229632925822,0.002153521620740232,0.008311514989682836,2.8241746755246995,2.6479121574529483,0.12924903392575016,0.004622152166197029,1.9956225460551071,0.0004739016387837673,3.031574065579287,2.658510963905874,2.2054499961600573,0.01134362341899368,2.7801472098931783,0.011005920471836005,0.02069898489468984,2.8766107881606198,2.1698556927229515,0.016691106410725628,0.035822446861273005,1.9253943928328967,0.007565544627390078,0.005981158446276564,0.00823140670689673,0.023480149940248475,0.009654115583768734,0.0023457015908048247,0.019590273829290225,3.0237102321010965,2.96695367031366,0.10190463492367756,0.014743895329194874,0.0598581763341778,0.04214830072209988,0.06624347656530574,0.003182833597546161,0.01555922869793558,0.0002607115577446187,0.015551983176347296
g16,0.010246411177924516,0.03125035558532277,2.9284610336282637,0.060569264192824615,0.00020728348619987395,0.004319521509921279,2.3881359029717717,2.011821848565606,3.438587996419808,2.5547376272691062,0.005820805388602601,0.053304926490770205,3.2232638569206347,0.0659138693885876,2.479315614080968,0.05151085641160722,0.003272085076210671,0.00391077790363553,0.0037414720480246533,0.006386855991893121,0.0063706658135437655,0.11958274686372596,0.01209820967250667,0.0011430124966992964,0.010088223051056907,3.4399510912494153,0.0544949123149616,0.008935056493151919,2.33100849100333,0.015781625766095646,2.628710486637841,0.08010082767955938,0.14225117298424786,0.02078420916074852,2.660381119997026,0.0051992350049202525,0.0019251586814869987,0.00015538828126002868,0.0059356685801095896,0.05117602660010207,3.0168173276769896,0.018431550195683138,2.0964416331340687,2.7820777899565323,0.03218248508584443,0.17088075493841146,0.015196430052168782,0.006889091685644395,3.1434135410702257,0.07178152485058814,2.295278878170094,0.052446904913891486,0.045413984857135895,0.01951158305074469,0.013117171996824429,0.001945739705393711,2.152628810255921,2.86199090024811,0.006413255282979443,0.08754264109536837,2.752700641703313,0.04019287245301068,0.03074573625202929,0.005600204466533783,2.498846063089606,2.4587592860647653,0.005849054011490265,0.0003245573545235001,2.9494503367210347,0.03508125518903989,2.7502129987990505,2.618539315492318,3.237045445859632,0.02105186448765651,2.44593358245344,0.021321115291167283,0.0025077146511056697,1.9718537289675333,3.0183198046244257,0.02108209981754606,0.008999125296265644,2.6560931799082583,0.001290740709160632,0.0033684630653240018,0.005264343342835217,0.00011924723572346523,0.02699970847728119,0.0031330749606572643,0.09235712022401003,2.7493712829857206,2.613374552610653,0.0349522418932288,0.06706198668780296,0.009643569455181824,0.001342751529865679,0.039404232546809775,0.00819336293253406,0.0044226731609302425,0.009762225509512395,0.017051727825882542
g17,0.003215269978761309,0.0012680563559191484,2.4486501889829317,0.052687538697659235,0.010823860067642663,0.002990448037078504,1.7275633502383128,2.703771582141211,2.6846800939083404,0.9992043883610158,0.004017663195795522,0.005234182837869779,2.821055684502368,0.16990673660114566,0.0015017924900746528,0.12541195862036314,0.010889966049374393,0.004976387060675718,0.00854986163531102,0.009643653240407566,0.03152888907452391,0.002305408941245748,0.038647143540768834,0.007259553645216647,0.007268345288032408,2.8503884544179456,0.0315082886145042,0.02462848612428129,1.9481691606056881,0.02420049432557246,0.6803604170206249,0.048574894192984136,0.06293417025399126,0.0010772617669651003,2.349642627199477,0.008058505463236177,0.03552218247227737,0.0739847396386365,0.007156743795455616,0.005092258993122564,2.8804325300436515,0.014076860579949562,1.1824437864035908,2.6532174044603494,0.06617283062230006,0.004335038305074465,0.005366779223210275,0.01457498136981755,1.8940912860439425,0.03833267538790867,1.5815666945078608,0.011852236431133402,0.06022334588882381,0.00011291757424585241,0.011641421429488612,0.0041652796949572714,2.35478458396973,2.1385776561763765,0.0009487441046593588,0.014243757654656028,3.2960018259967385,0.08374322058510424,0.02863405081786638,0.0028339066535727816,2.083861591397315,2.1282567824777976,0.005086038732577576,0.07270958773791092,0.07086102686555151,0.0012162658188329244,2.446678768415108,2.641968114140855,1.9244802969991408,0.08371576839048944,2.5355790124695727,0.011047216639332249,0.0006765922050331392,2.0590056915034,0.8446518978290584,0.016626115694478583,0.003846294128182193,1.8301799457948202,0.0036187591745051977,0.02071752731304005,0.009738456695990608,0.01806941502193946,0.018771766502632944,0.015637819029200056,0.03703367538881182,2.137785022779001,2.1639485151123035,0.0031814791999681385,0.02708488886028665,0.06100736495190104,0.0036202635474985225,0.002682290462642912,0.016557747488901427,0.05779840087440322,0.011168087819275248,0.008056157249215854
g18,0.006227680263187013,0.005951179121454873,0.0061560640805918285,0.0022135575177558856,0.0007782649505746067,0.022126560746087896,2.855785763017723,2.8938117396405487,3.6574457818996424,0.011259778861232394,0.006449656541278647,0.015082366118925468,2.8169297535353954,0.0198685697637298,0.014620164346643006,0.015402350463017212,0.011129856422208076,0.05644212249726958,0.00229026515225518,0.08574482531379446,0.01667880944021541,0.016158860930686438,8.887113915254952e-05,0.005669605824853471,0.01719908844189756,2.572961764798446,0.0007075627234554745,0.0014566087773315534,0.12947189135559548,0.015765693464882356,0.01792643233649211,0.04916193084429974,0.042472249684113485,0.021171208333655395,1.57243888797673,0.02559278518293389,0.010331279368631176,0.050586469773221725,0.019445636944827205,0.024995358950259037,0.02419940503784998,0.0051554708580921465,0.03353691833129028,2.160304658105604,0.07024278924392373,0.004541137356283283,0.056043956107854974,0.08154123168665932,0.0015475191728207493,0.01677310128407759,0.015374754758377481,0.08044336961801994,0.01572652806564616,0.015989861123880972,0.0002816472282555125,0.015846980881246815,0.010512773608191051,2.713819762480252,0.009798962075397169,0.02530356053969229,2.9980619950230323,0.02667939339016791,0.010199165779601477,0.021467192234991377,2.464198909484796,3.5681737866636527,0.017298302623585272,0.005717558603174491,0.007694907260017688,0.002054765906537518,2.911327707497068,2.4970256644008635,1.2157704990897176,0.022663537929472483,2.3842644237049573,0.06200332868810261,0.013171860379364615,0.023918450237623127,0.01303980801229572,0.045077303646317166,0.07779108457463557,2.4536346125659865,0.02162414631860505,0.0786883538287723,0.015330868944936668,0.024431624766166896,0.002281981879316039,0.0005784558033733316,0.013658976739301231,2.1356438618182465,0.5501904424984563,0.022510157740734355,0.02580381803381492,0.022720619118480303,0.0005974568896998609,0.014138088274313156,0.005282476420038854,0.003979970817179847,0.0012422084130626074,0.010118197538617785
