,PseudoTime1,PseudoTime2
E2234_679,0.84962,NA
E2476_243,NA,0.30326
E3474_186,NA,0.23183
E1178_512,NA,0.64035
E1951_632,NA,0.79073
E545_796,0.99624,NA
E4277_119,0.14787,NA
E423_730,NA,0.91353
E4846_145,0.18045,NA
E1439_324,NA,0.40476
E4678_319,NA,0.3985
E2460_575,NA,0.7193
E1598_428,NA,0.53509
E1245_287,0.3584,NA
E143_512,NA,0.64035
E525_441,NA,0.55138
E2175_643,NA,0.80451
E1775_582,NA,0.72807
E84_238,0.29699,NA
E359_442,0.55263,NA
E588_783,0.97995,NA
E917_76,NA,0.09398
E1136_542,NA,0.67794
E505_188,0.23434,NA
E3406_564,0.70551,NA
E3456_514,NA,0.64286
E3555_421,0.52632,NA
E4568_71,0.08772,NA
E3007_196,0.24436,NA
E3198_105,0.13033,NA
E164_387,NA,0.48371
E2434_428,NA,0.53509
E4549_400,NA,0.5
E3608_104,NA,0.12907
E4021_606,0.75815,NA
E3206_541,0.67669,NA
E3404_368,0.4599,NA
E2385_62,NA,0.07644
E4538_690,0.86341,NA
E4325_687,NA,0.85965
E1014_490,0.61278,NA
E625_237,NA,0.29574
E490_797,0.99749,NA
E2973_406,0.50752,NA
E4303_65,NA,0.0802
E1625_494,NA,0.61779
E904_600,0.75063,NA
E3850_514,NA,0.64286
E2578_107,0.13283,NA
E631_450,0.56266,NA
E4762_138,0.17168,NA
E4074_62,NA,0.07644
E4403_304,0.3797,NA
E1254_612,0.76566,NA
E3799_169,0.21053,NA
E4219_398,NA,0.49749
E429_305,0.38095,NA
E4421_33,NA,0.0401
E3088_493,0.61654,NA
E1895_569,NA,0.71178
E2629_350,NA,0.43734
E4742_229,0.28571,NA
E4477_482,0.60276,NA
E2119_113,0.14035,NA
E2043_775,0.96992,NA
E2587_762,0.95363,NA
E831_225,0.2807,NA
E3900_32,0.03885,NA
E4289_668,NA,0.83584
E2011_584,NA,0.73058
E2458_733,NA,0.91729
E4968_184,0.22932,NA
E102_527,NA,0.65915
E1238_64,0.07895,NA
E4727_372,NA,0.46491
E4291_268,NA,0.33459
E2820_737,0.92231,NA
E1945_542,0.67794,NA
E3977_291,NA,0.36341
E4799_612,0.76566,NA
E1917_587,NA,0.73434
E1034_295,NA,0.36842
E287_179,0.22306,NA
E4294_357,NA,0.44612
E4784_51,0.06266,NA
E3772_56,NA,0.06892
E2860_791,NA,0.98997
E1587_556,NA,0.69549
E771_769,NA,0.96241
E952_524,NA,0.65539
E2116_101,0.12531,NA
E1574_47,NA,0.05764
E3189_698,NA,0.87343
E4856_712,0.89098,NA
E547_366,NA,0.45739
E859_700,NA,0.87594
E796_752,NA,0.9411
E3258_733,0.91729,NA
E476_42,0.05138,NA
E3242_431,0.53885,NA
E943_330,NA,0.41228
E4274_762,NA,0.95363
E1302_257,0.3208,NA
E1277_624,NA,0.7807
E3369_283,NA,0.35338
E2783_58,0.07143,NA
E4643_775,NA,0.96992
E4437_538,0.67293,NA
E2010_568,NA,0.71053
E3592_39,NA,0.04762
E227_361,NA,0.45113
E4287_59,NA,0.07268
E2409_613,NA,0.76692
E1323_176,0.2193,NA
E1455_85,0.10526,NA
E1373_749,NA,0.93734
E3146_222,0.27694,NA
E968_794,NA,0.99373
E140_135,0.16792,NA
E2452_44,NA,0.05388
E354_114,0.1416,NA
E3641_207,NA,0.25815
E2042_717,0.89724,NA
E4037_548,NA,0.68546
E4832_30,0.03634,NA
E636_356,0.44486,NA
E3824_300,0.37469,NA
E4527_355,NA,0.44361
E4787_428,NA,0.53509
E2569_26,0.03133,NA
E25_561,NA,0.70175
E959_413,NA,0.51629
E3366_193,NA,0.2406
E4696_602,NA,0.75313
E1535_402,0.50251,NA
E853_663,NA,0.82957
E2080_647,NA,0.80952
E4732_115,NA,0.14286
E2471_28,NA,0.03383
E979_127,0.15789,NA
E2841_609,NA,0.7619
E1317_712,NA,0.89098
E4426_125,0.15539,NA
E2097_256,NA,0.31955
E4938_61,NA,0.07519
E2777_439,0.54887,NA
E1695_43,NA,0.05263
E1575_490,NA,0.61278
E1055_322,0.40226,NA
E1143_473,0.59148,NA
E4000_205,NA,0.25564
E3878_695,0.86967,NA
E1817_505,NA,0.63158
E4262_501,NA,0.62657
E4886_585,0.73183,NA
E3527_146,0.1817,NA
