,PseudoTime1,PseudoTime2
E1662_104,NA,0.20683
E4104_190,NA,0.37952
E0_490,NA,0.98193
E4080_72,NA,0.14257
E1881_72,0.14257,NA
E4035_424,0.8494,NA
E2677_48,NA,0.09438
E220_139,0.27711,NA
E4131_2,NA,0.00201
E1609_121,0.24096,NA
E4701_440,NA,0.88153
E3767_442,NA,0.88554
E3378_372,NA,0.74498
E672_147,0.29317,NA
E2613_463,0.92771,NA
E704_341,NA,0.68273
E326_157,NA,0.31325
E4156_346,NA,0.69277
E2566_234,NA,0.46787
E4649_376,NA,0.75301
E4391_479,0.95984,NA
E4314_230,0.45984,NA
E926_20,NA,0.03815
E662_493,NA,0.98795
E657_157,0.31325,NA
E866_209,NA,0.41767
E1536_287,0.5743,NA
E1060_455,0.91165,NA
E1215_41,NA,0.08032
E4818_459,0.91968,NA
E3228_96,0.19076,NA
E3927_194,NA,0.38755
E2035_268,0.53614,NA
E2997_188,NA,0.3755
E1973_190,NA,0.37952
E2227_300,0.6004,NA
E1004_173,0.34538,NA
E1472_33,0.06426,NA
E2899_301,NA,0.60241
E3608_5,NA,0.00803
E2714_348,NA,0.69679
E2579_498,NA,0.99799
E3062_72,NA,0.14257
E4429_12,0.02209,NA
E208_53,NA,0.10442
E3145_460,NA,0.92169
E2301_326,NA,0.65261
E3186_318,NA,0.63655
E4991_110,0.21888,NA
E378_60,0.11847,NA
E623_192,0.38353,NA
E4321_251,NA,0.50201
E4827_484,NA,0.96988
E3766_71,NA,0.14056
E2229_461,0.92369,NA
E2528_10,NA,0.01807
E3358_162,NA,0.32329
E1216_403,0.80723,NA
E249_128,0.25502,NA
E675_80,NA,0.15863
E469_250,NA,0.5
E4925_178,0.35542,NA
E1477_44,0.08635,NA
E4290_184,NA,0.36747
E3050_312,0.6245,NA
E1741_94,NA,0.18675
E1261_381,0.76305,NA
E2069_45,NA,0.08835
E1153_5,NA,0.00803
E1365_331,NA,0.66265
E3953_251,NA,0.50201
E319_52,NA,0.10241
E659_274,0.54819,NA
E3809_310,NA,0.62048
E2182_140,NA,0.27912
E168_1,NA,0.0
E267_358,NA,0.71687
E1091_276,NA,0.55221
E2554_120,NA,0.23896
E4691_470,0.94177,NA
E762_299,NA,0.59839
E4353_431,0.86345,NA
E164_479,0.95984,NA
E4523_395,0.79116,NA
E987_116,NA,0.23092
E2350_10,0.01807,NA
E4973_10,0.01807,NA
E950_41,0.08032,NA
E2352_369,NA,0.73896
E3893_164,NA,0.32731
E1937_396,NA,0.79317
E176_51,0.1004,NA
E1541_326,NA,0.65261
E3779_93,NA,0.18474
E3967_18,0.03414,NA
E1503_54,0.10643,NA
E1538_217,0.43373,NA
E3371_154,0.30723,NA
E3260_262,NA,0.5241
E177_112,NA,0.22289
E2631_400,0.8012,NA
E2977_352,0.70482,NA
E703_366,0.73293,NA
E2188_197,0.39357,NA
E4342_304,NA,0.60843
E916_145,NA,0.28916
E2379_186,NA,0.37149
E647_173,0.34538,NA
E4508_443,0.88755,NA
E459_7,0.01205,NA
E2077_69,NA,0.13655
E1736_239,NA,0.47791
E3251_241,NA,0.48193
E125_424,0.8494,NA
E1335_483,NA,0.96787
E102_106,NA,0.21084
E3881_237,0.4739,NA
E4972_330,0.66064,NA
E2902_158,0.31526,NA
E3387_463,NA,0.92771
E851_55,0.10843,NA
E700_48,NA,0.09438
E3403_109,NA,0.21687
E642_268,0.53614,NA
E1361_88,0.1747,NA
E312_5,0.00803,NA
E4989_473,NA,0.94779
E1555_17,0.03213,NA
E3189_461,0.92369,NA
E3785_380,NA,0.76104
E317_76,NA,0.1506
E64_116,NA,0.23092
E3750_373,0.74699,NA
E46_473,0.94779,NA
E4944_348,0.69679,NA
E1945_272,NA,0.54418
E2577_469,0.93976,NA
E2852_130,NA,0.25904
E667_145,NA,0.28916
E1056_228,0.45582,NA
E2393_275,NA,0.5502
E1182_67,0.13253,NA
E1779_176,NA,0.35141
E3824_79,0.15663,NA
E767_397,0.79518,NA
E4098_402,NA,0.80522
E30_347,NA,0.69478
E3964_422,NA,0.84538
E4476_35,0.06827,NA
E2469_4,0.00602,NA
E2650_249,0.49799,NA
E2214_89,NA,0.17671
E3578_65,NA,0.12851
E3421_7,0.01205,NA
E2345_451,0.90361,NA
E3094_64,NA,0.12651
E2943_153,0.30522,NA
E1721_54,0.10643,NA
E3670_175,0.3494,NA
E3065_153,0.30522,NA
E4829_354,0.70884,NA
E524_9,0.01606,NA
E269_117,0.23293,NA
E27_25,NA,0.04819
E2751_493,NA,0.98795
E2635_20,0.03815,NA
E3012_167,NA,0.33333
E97_297,NA,0.59438
E560_467,0.93574,NA
E496_303,NA,0.60643
E2563_150,0.2992,NA
E4530_14,0.0261,NA
E2427_223,NA,0.44578
E979_187,0.37349,NA
E477_206,NA,0.41165
E3841_345,NA,0.69076
E3351_111,NA,0.22088
E192_214,NA,0.42771
E4630_312,NA,0.6245
E4198_68,0.13454,NA
E1427_115,NA,0.22892
E2754_463,0.92771,NA
E2112_127,NA,0.25301
E3482_407,NA,0.81526
E1516_329,NA,0.65863
E2705_314,0.62851,NA
E3263_474,0.9498,NA
E4623_290,NA,0.58032
E1304_380,0.76104,NA
E2196_94,0.18675,NA
E3219_63,0.1245,NA
E3627_435,0.87149,NA
E556_74,NA,0.14659
E2039_412,0.8253,NA
E4526_444,NA,0.88956
E1117_258,0.51606,NA
E1522_286,0.57229,NA
E4668_194,NA,0.38755
E1419_5,0.00803,NA
E3949_130,0.25904,NA
E2178_320,0.64056,NA
E3312_179,0.35743,NA
E222_163,NA,0.3253
E2369_356,NA,0.71285
E3392_9,0.01606,NA
E1244_420,0.84137,NA
E353_484,NA,0.96988
E2873_310,NA,0.62048
E2163_409,0.81928,NA
E4267_424,0.8494,NA
E3645_240,NA,0.47992
E962_228,NA,0.45582
E1774_296,NA,0.59237
E3084_331,NA,0.66265
E1067_304,0.60843,NA
E4633_428,NA,0.85743
E4766_263,NA,0.5261
E1692_444,NA,0.88956
E2515_155,NA,0.30924
E3390_19,0.03614,NA
E3977_382,0.76506,NA
E343_465,0.93173,NA
E408_139,0.27711,NA
E3896_397,NA,0.79518
E28_466,NA,0.93373
E144_390,NA,0.78112
E3465_294,NA,0.58835
E3495_278,NA,0.55622
E4822_37,NA,0.07229
E124_182,0.36345,NA
E53_410,NA,0.82129
E3337_475,0.95181,NA
E2995_444,0.88956,NA
E1026_174,0.34739,NA
E240_136,0.27108,NA
E4570_56,NA,0.11044
E4810_82,0.16265,NA
E995_63,0.1245,NA
E4498_446,0.89357,NA
E4072_451,0.90361,NA
E4293_122,0.24297,NA
E4050_265,0.53012,NA
E603_82,NA,0.16265
E4403_321,NA,0.64257
E2790_455,0.91165,NA
E1193_333,NA,0.66667
E4846_382,0.76506,NA
E3155_110,0.21888,NA
E1058_328,0.65663,NA
E1220_357,0.71486,NA
E184_418,NA,0.83735
E3149_44,NA,0.08635
E2683_21,NA,0.04016
E4613_391,0.78313,NA
