,PseudoTime1,PseudoTime2,PseudoTime3
E839_766,0.95865,NA,NA
E3855_61,0.07519,NA,NA
E2874_384,NA,NA,0.47995
E1525_409,NA,0.51128,NA
E3981_447,NA,NA,0.5589
E1038_27,NA,0.03258,NA
E3700_689,NA,0.86216,NA
E1670_149,NA,NA,0.18546
E2571_53,NA,0.06516,NA
E4606_612,0.76566,NA,NA
E2580_230,0.28697,NA,NA
E367_779,NA,NA,0.97494
E1426_416,NA,NA,0.52005
E1377_745,NA,0.93233,NA
E655_322,0.40226,NA,NA
E4688_380,NA,NA,0.47494
E1595_78,NA,0.09649,NA
E897_256,0.31955,NA,NA
E1736_618,NA,0.77318,NA
E3633_376,NA,NA,0.46992
E2177_548,0.68546,NA,NA
E238_542,0.67794,NA,NA
E2041_236,0.29449,NA,NA
E551_692,0.86591,NA,NA
E4503_784,NA,NA,0.9812
E1558_385,NA,0.4812,NA
E1328_759,NA,NA,0.94987
E1568_371,NA,0.46366,NA
E1051_685,0.85714,NA,NA
E237_431,0.53885,NA,NA
E2045_799,1.0,NA,NA
E982_12,NA,NA,0.01378
E2269_646,0.80827,NA,NA
E3759_11,NA,0.01253,NA
E4532_153,NA,NA,0.19048
E3476_15,NA,NA,0.01754
E3695_325,0.40602,NA,NA
E3057_386,NA,0.48246,NA
E3979_577,NA,NA,0.7218
E2149_84,0.10401,NA,NA
E811_49,NA,NA,0.06015
E339_774,0.96867,NA,NA
E1193_226,0.28195,NA,NA
E4673_765,NA,NA,0.95739
E2686_73,0.09023,NA,NA
E2217_472,0.59023,NA,NA
E1609_688,0.8609,NA,NA
E2933_146,0.1817,NA,NA
E272_299,NA,NA,0.37343
E3098_476,NA,0.59524,NA
E378_115,0.14286,NA,NA
E3346_543,0.6792,NA,NA
E2667_110,NA,0.13659,NA
E2071_357,NA,0.44612,NA
E2198_96,0.11905,NA,NA
E3171_437,NA,NA,0.54637
E4544_572,0.71554,NA,NA
E1842_65,NA,NA,0.0802
E2374_698,NA,0.87343,NA
E1548_196,0.24436,NA,NA
E2483_240,0.2995,NA,NA
E2274_403,0.50376,NA,NA
E123_510,0.63784,NA,NA
E4191_67,NA,0.08271,NA
E2248_777,0.97243,NA,NA
E4588_591,NA,NA,0.73935
E1973_610,NA,NA,0.76316
E536_270,0.33709,NA,NA
E4666_388,0.48496,NA,NA
E517_29,NA,NA,0.03509
E2123_50,0.0614,NA,NA
E323_222,0.27694,NA,NA
E607_660,0.82581,NA,NA
E3994_668,0.83584,NA,NA
E31_160,0.19925,NA,NA
E4518_307,NA,NA,0.38346
E217_606,NA,NA,0.75815
E4620_103,0.12782,NA,NA
E1737_756,0.94612,NA,NA
E3945_618,NA,0.77318,NA
E540_708,NA,NA,0.88596
E3891_705,NA,NA,0.88221
E4830_572,0.71554,NA,NA
E2371_189,NA,0.23559,NA
E3940_759,NA,0.94987,NA
E4976_694,NA,NA,0.86842
E1506_71,0.08772,NA,NA
E1271_82,NA,0.1015,NA
E4911_722,0.90351,NA,NA
E4205_138,0.17168,NA,NA
E405_12,0.01378,NA,NA
E1398_372,0.46491,NA,NA
E4359_103,NA,0.12782,NA
E2271_795,0.99499,NA,NA
E2586_597,0.74687,NA,NA
E1981_17,NA,0.02005,NA
E599_698,NA,NA,0.87343
E497_294,NA,NA,0.36717
E2542_762,0.95363,NA,NA
E1415_140,NA,0.17419,NA
E1206_154,0.19173,NA,NA
E3265_516,0.64536,NA,NA
E3942_26,NA,NA,0.03133
E2751_19,0.02256,NA,NA
E2709_557,0.69674,NA,NA
E1289_29,NA,NA,0.03509
E3673_486,NA,NA,0.60777
E2849_750,0.9386,NA,NA
E4821_224,0.27945,NA,NA
E2498_409,0.51128,NA,NA
E3350_225,NA,0.2807,NA
E1826_419,NA,NA,0.52381
E2427_224,0.27945,NA,NA
E2805_731,0.91479,NA,NA
E248_336,NA,NA,0.4198
E4187_611,0.76441,NA,NA
E4777_444,NA,NA,0.55514
E1704_487,0.60902,NA,NA
E4491_476,0.59524,NA,NA
E1197_384,0.47995,NA,NA
E3927_560,0.7005,NA,NA
E2736_480,0.60025,NA,NA
E919_278,0.34712,NA,NA
E3519_98,0.12155,NA,NA
E767_684,0.85589,NA,NA
E2250_62,0.07644,NA,NA
E2207_130,NA,0.16165,NA
E2310_679,0.84962,NA,NA
E749_295,0.36842,NA,NA
E1383_581,NA,NA,0.72682
E443_90,NA,NA,0.11153
E812_162,0.20175,NA,NA
E392_798,NA,0.99875,NA
E4095_760,0.95113,NA,NA
E3304_581,0.72682,NA,NA
E3482_309,0.38596,NA,NA
E198_84,NA,0.10401,NA
E3495_716,NA,0.89599,NA
E1357_311,NA,NA,0.38847
E2839_372,0.46491,NA,NA
E3805_193,0.2406,NA,NA
E1619_779,NA,NA,0.97494
E2108_40,0.04887,NA,NA
E2038_383,0.4787,NA,NA
E2714_443,0.55388,NA,NA
E3785_359,0.44862,NA,NA
E4517_247,NA,0.30827,NA
E4810_258,NA,0.32206,NA
E1917_575,0.7193,NA,NA
E3579_426,0.53258,NA,NA
E3812_410,0.51253,NA,NA
E3475_705,NA,0.88221,NA
E26_641,0.80201,NA,NA
E3383_167,0.20802,NA,NA
E1156_790,0.98872,NA,NA
E1379_442,NA,NA,0.55263
E1658_26,0.03133,NA,NA
E620_254,0.31704,NA,NA
E3092_18,0.0213,NA,NA
E3407_29,NA,NA,0.03509
E1493_120,NA,NA,0.14912
E740_558,0.69799,NA,NA
E2879_174,NA,0.21679,NA
E3601_243,0.30326,NA,NA
E761_431,NA,NA,0.53885
E155_326,0.40727,NA,NA
E4173_475,NA,NA,0.59398
E2232_550,NA,0.68797,NA
E1295_137,0.17043,NA,NA
E3711_463,NA,0.57895,NA
E2540_510,NA,NA,0.63784
E4305_521,0.65163,NA,NA
E3780_665,0.83208,NA,NA
E20_488,NA,NA,0.61028
E1219_268,0.33459,NA,NA
E791_306,0.38221,NA,NA
E3527_162,0.20175,NA,NA
E2646_477,0.59649,NA,NA
E2773_414,NA,0.51754,NA
E4174_456,0.57018,NA,NA
E3882_320,NA,0.39975,NA
E886_206,NA,NA,0.25689
E48_712,NA,NA,0.89098
E2251_395,0.49373,NA,NA
E730_766,0.95865,NA,NA
E1419_651,NA,NA,0.81454
E2102_552,NA,0.69048,NA
E1850_384,0.47995,NA,NA
E3159_469,0.58647,NA,NA
E4908_240,0.2995,NA,NA
E1641_152,NA,0.18922,NA
E707_799,1.0,NA,NA
E3531_142,0.17669,NA,NA
E2905_219,0.27318,NA,NA
E2481_548,0.68546,NA,NA
E1962_366,NA,NA,0.45739
E4472_382,NA,NA,0.47744
E4929_421,0.52632,NA,NA
E4689_228,0.28446,NA,NA
E1758_762,0.95363,NA,NA
E3006_442,0.55263,NA,NA
E688_577,0.7218,NA,NA
E4084_673,NA,NA,0.84211
E4434_447,0.5589,NA,NA
E4474_622,NA,NA,0.7782
E203_318,NA,0.39724,NA
