,PseudoTime1,PseudoTime2
E946_248,0.30952,NA
E3549_161,0.2005,NA
E4338_755,NA,0.94486
E1566_700,NA,0.87594
E2130_438,NA,0.54762
E2279_232,0.28947,NA
E1251_784,0.9812,NA
E4712_584,NA,0.73058
E1087_320,0.39975,NA
E2039_285,NA,0.35589
E2100_432,NA,0.5401
E2638_158,NA,0.19674
E1864_417,NA,0.5213
E186_694,0.86842,NA
E261_110,0.13659,NA
E4299_392,NA,0.48997
E4172_207,NA,0.25815
E2439_159,0.19799,NA
E3663_659,0.82456,NA
E87_203,NA,0.25313
E3903_476,NA,0.59524
E3957_529,0.66165,NA
E1177_573,0.71679,NA
E1601_474,NA,0.59273
E2381_291,0.36341,NA
E1120_635,0.79449,NA
E2086_753,NA,0.94236
E4728_66,NA,0.08145
E121_360,NA,0.44987
E412_534,0.66792,NA
E437_794,NA,0.99373
E2350_583,0.72932,NA
E1597_246,0.30702,NA
E4267_793,0.99248,NA
E3612_196,NA,0.24436
E1989_306,0.38221,NA
E4970_14,0.01629,NA
E4390_663,NA,0.82957
E91_587,NA,0.73434
E4829_788,0.98622,NA
E4604_211,NA,0.26316
E3192_59,NA,0.07268
E2235_654,0.8183,NA
E2618_405,NA,0.50627
E1096_186,NA,0.23183
E2216_496,NA,0.6203
E3246_224,NA,0.27945
E3102_204,NA,0.25439
E1237_53,NA,0.06516
E2062_349,NA,0.43609
E2954_188,0.23434,NA
E286_730,NA,0.91353
E1528_159,0.19799,NA
E4116_584,NA,0.73058
E3674_272,NA,0.3396
E1273_46,0.05639,NA
E3906_220,NA,0.27444
E305_51,NA,0.06266
E4666_63,NA,0.07769
E1872_745,0.93233,NA
E2339_515,NA,0.64411
E1410_103,NA,0.12782
E2828_612,0.76566,NA
E4467_548,0.68546,NA
E4596_19,NA,0.02256
E1557_207,NA,0.25815
E822_656,NA,0.8208
E3231_787,0.98496,NA
E2602_710,NA,0.88847
E2371_362,NA,0.45238
E4993_359,NA,0.44862
E2354_397,NA,0.49624
E4664_728,NA,0.91103
E403_234,0.29198,NA
E4584_186,0.23183,NA
