,PseudoTime1,PseudoTime2,PseudoTime3
E69_335,NA,0.41199,NA
E87_364,NA,0.4498,NA
E1_697,NA,NA,0.88396
E34_314,NA,NA,0.38462
E91_150,NA,NA,0.1708
E0_634,NA,0.80183,NA
E67_752,NA,NA,0.95567
E35_335,NA,NA,0.41199
E58_774,0.98435,NA,NA
E92_351,0.43286,NA,NA
E2_303,0.37027,NA,NA
E93_712,NA,0.90352,NA
E74_634,NA,NA,0.80183
E88_268,NA,0.32464,NA
E25_547,NA,NA,0.6884
E81_99,0.1043,NA,NA
E71_103,0.10952,NA,NA
E38_292,NA,0.35593,NA
E40_706,0.8957,NA,NA
E84_479,NA,NA,0.59974
E90_100,0.10561,NA,NA
E98_268,NA,0.32464,NA
E23_315,0.38592,NA,NA
E7_316,NA,NA,0.38722
E33_264,0.31943,NA,NA
E46_157,NA,NA,0.17992
E37_414,NA,NA,0.51499
E6_685,NA,NA,0.86832
E86_236,0.28292,NA,NA
E42_281,0.34159,NA,NA
E29_61,0.05476,NA,NA
E17_261,0.31551,NA,NA
E28_538,NA,NA,0.67666
E30_168,0.19426,NA,NA
E63_678,0.85919,NA,NA
E89_567,NA,0.71447,NA
E80_399,NA,0.49544,NA
E62_729,0.92568,NA,NA
E15_538,0.67666,NA,NA
E47_709,NA,NA,0.89961
E22_167,NA,NA,0.19296
E70_476,NA,NA,0.59583
E72_709,NA,NA,0.89961
E3_644,NA,0.81486,NA
E19_187,NA,NA,0.21904
E16_709,NA,NA,0.89961
E27_186,0.21773,NA,NA
E41_502,NA,0.62973,NA
E51_738,0.93742,NA,NA
E85_89,NA,NA,0.09126
E14_466,NA,0.58279,NA
E48_66,NA,0.06128,NA
E13_617,NA,0.77966,NA
E97_786,NA,1.0,NA
E56_207,0.24511,NA,NA
E8_172,NA,0.19948,NA
E43_436,NA,NA,0.54368
E76_381,NA,NA,0.47197
E95_118,0.12907,NA,NA
E60_637,NA,NA,0.80574
E99_178,0.2073,NA,NA
E5_116,NA,NA,0.12647
E44_503,NA,NA,0.63103
E4_277,NA,NA,0.33638
E21_56,0.04824,NA,NA
E83_431,0.53716,NA,NA
E75_101,NA,0.10691,NA
E77_785,NA,0.9987,NA
E31_526,0.66102,NA,NA
E57_483,0.60495,NA,NA
E11_184,NA,0.21512,NA
E96_358,0.44198,NA,NA
E39_36,NA,0.02216,NA
E82_103,NA,0.10952,NA
E52_221,NA,0.26336,NA
E79_755,NA,0.95958,NA
E20_508,NA,NA,0.63755
E26_563,NA,NA,0.70926
E9_305,0.37288,NA,NA
E32_282,0.34289,NA,NA
E36_722,0.91656,NA,NA
E18_361,NA,0.44589,NA
E10_269,0.32595,NA,NA
E65_779,NA,0.99087,NA
E12_253,NA,0.30508,NA
E24_513,0.64407,NA,NA
E61_166,NA,NA,0.19166
E53_52,NA,NA,0.04302
E64_778,NA,NA,0.98957
E49_345,0.42503,NA,NA
E45_194,NA,NA,0.22816
E94_646,0.81747,NA,NA
E68_252,0.30378,NA,NA
E55_19,NA,NA,0.0
E66_450,0.56193,NA,NA
E73_623,NA,0.78748,NA
E50_626,0.7914,NA,NA
E78_415,0.5163,NA,NA
E59_288,NA,NA,0.35072
E54_741,NA,NA,0.94133
