,PseudoTime1,PseudoTime2,PseudoTime3
E1884_175,NA,NA,0.21734
E3167_537,NA,NA,0.67211
E2865_576,NA,0.72111,NA
E3054_23,0.02638,NA,NA
E2778_325,0.40578,NA,NA
E2377_441,NA,NA,0.55151
E4130_96,0.11809,NA,NA
E413_675,0.84548,NA,NA
E4633_620,0.77638,NA,NA
E3508_437,NA,0.54648,NA
E4844_285,0.35553,NA,NA
E2613_781,NA,NA,0.97864
E4296_560,NA,NA,0.70101
E3408_87,0.10678,NA,NA
E2319_178,NA,NA,0.22111
E170_242,0.30151,NA,NA
E2473_113,NA,0.13945,NA
E2602_479,0.59925,NA,NA
E194_713,NA,NA,0.89322
E4388_53,NA,NA,0.06407
E2929_386,0.48241,NA,NA
E3534_226,0.28141,NA,NA
E4128_723,NA,0.90578,NA
E1151_571,NA,0.71482,NA
E2960_416,NA,NA,0.5201
E447_549,0.68719,NA,NA
E4426_705,NA,0.88317,NA
E3478_314,0.39196,NA,NA
E4116_309,NA,NA,0.38568
E2954_32,0.03769,NA,NA
E111_584,0.73116,NA,NA
E2880_460,0.57538,NA,NA
E25_77,NA,NA,0.09422
E4248_478,0.59799,NA,NA
E1072_492,0.61558,NA,NA
E4360_707,NA,NA,0.88568
E816_6,NA,NA,0.00503
E1859_543,NA,NA,0.67965
E4930_384,0.4799,NA,NA
E3981_561,NA,0.70226,NA
E2414_317,0.39573,NA,NA
E1919_121,NA,NA,0.1495
E2375_700,NA,NA,0.87688
E2198_710,0.88945,NA,NA
E1644_437,0.54648,NA,NA
E4135_646,0.80905,NA,NA
E806_63,0.07663,NA,NA
E1073_521,0.65201,NA,NA
E2803_797,NA,0.99874,NA
E781_238,NA,0.29648,NA
E1711_344,0.42965,NA,NA
E2399_174,0.21608,NA,NA
E483_20,0.02261,NA,NA
E3435_692,NA,0.86683,NA
E2120_99,0.12186,NA,NA
E3557_477,NA,NA,0.59673
E453_238,0.29648,NA,NA
E3243_186,0.23116,NA,NA
E2859_265,NA,NA,0.3304
E4060_442,NA,0.55276,NA
E4504_474,0.59296,NA,NA
E4452_292,0.36432,NA,NA
E4840_239,NA,NA,0.29774
E2947_426,0.53266,NA,NA
