TF	Target	EdgeWeight
Dbx2	Nkx61	0.09773827344179153
Olig2	Nkx22	0.09773188829421997
Dbx2	Pax6	0.09772969782352448
Irx3	Dbx2	0.09772606939077377
Nkx62	Nkx61	0.0977257564663887
Nkx22	Dbx1	0.09772370755672455
Nkx61	Nkx62	0.09771139174699783
Irx3	Dbx1	0.09770940244197845
Pax6	Irx3	0.09769925475120544
Irx3	Nkx61	0.0976967066526413
Nkx61	Olig2	0.09769577533006668
Olig2	Nkx62	0.09769036620855331
Dbx1	Olig2	0.09768922626972198
Nkx22	Irx3	0.09768699109554291
Pax6	Dbx1	0.09768042713403702
Olig2	Dbx2	0.0976802334189415
Pax6	Olig2	0.09767931699752808
Dbx2	Nkx62	0.09767348319292068
Dbx1	Nkx22	0.09767274558544159
Dbx1	Nkx61	0.09766324609518051
Nkx62	Olig2	0.09765829145908356
Nkx62	Nkx22	0.0976581797003746
Nkx62	Dbx1	0.09765438735485077
Dbx1	Dbx2	0.09764964878559113
Nkx22	Nkx61	0.09764943271875381
Nkx61	Nkx22	0.09764285385608673
Nkx61	Dbx2	0.09764156490564346
Pax6	Nkx62	0.09763936698436737
Dbx2	Irx3	0.09763757884502411
Nkx62	Dbx2	0.0976116880774498
Dbx1	Irx3	0.09760522097349167
Irx3	Nkx22	0.09760475903749466
Irx3	Nkx62	0.09760420769453049
Dbx2	Nkx22	0.09760179370641708
Olig2	Nkx61	0.09759800136089325
Pax6	Nkx61	0.09759252518415451
Irx3	Olig2	0.0975821241736412
Irx3	Pax6	0.097580187022686
Olig2	Dbx1	0.09757903218269348
Dbx1	Pax6	0.09757794439792633
Pax6	Dbx2	0.09757385402917862
Nkx62	Irx3	0.09756463021039963
Nkx61	Dbx1	0.09756418317556381
Nkx61	Pax6	0.09756136685609818
Dbx2	Dbx1	0.09755747020244598
Nkx61	Irx3	0.09755586087703705
Pax6	Nkx22	0.09755419939756393
Nkx22	Nkx62	0.09755396097898483
Olig2	Irx3	0.09755097329616547
Dbx1	Nkx62	0.09754881262779236
Nkx22	Pax6	0.09754844009876251
Dbx2	Olig2	0.09754794090986252
Olig2	Pax6	0.09754372388124466
Nkx22	Olig2	0.09754105657339096
Nkx22	Dbx2	0.0975390374660492
Nkx62	Pax6	0.09753409028053284
