,PseudoTime1,PseudoTime2
E117_295,NA,0.58367
E54_128,0.24286,NA
E94_242,0.47551,NA
E110_190,NA,0.36939
E8_200,NA,0.3898
E87_337,0.66939,NA
E91_188,0.36531,NA
E26_485,NA,0.97143
E82_68,NA,0.12041
E192_365,NA,0.72653
E47_105,0.19592,NA
E81_212,NA,0.41429
E49_94,NA,0.17347
E17_57,0.09796,NA
E123_74,NA,0.13265
E113_46,NA,0.07551
E142_181,0.35102,NA
E139_30,NA,0.04286
E185_352,NA,0.7
E175_192,NA,0.37347
E18_68,NA,0.12041
E44_446,NA,0.89184
E70_185,NA,0.35918
E167_383,NA,0.76327
E183_110,NA,0.20612
E36_371,NA,0.73878
E152_452,NA,0.90408
E164_190,0.36939,NA
E90_52,NA,0.08776
E101_307,NA,0.60816
E182_445,0.8898,NA
E77_132,NA,0.25102
E132_480,NA,0.96122
E162_296,0.58571,NA
E194_438,0.87551,NA
E68_179,NA,0.34694
E11_350,0.69592,NA
E122_318,NA,0.63061
E84_481,0.96327,NA
E160_23,0.02857,NA
E197_23,NA,0.02857
E12_262,0.51633,NA
E136_158,NA,0.30408
E140_231,0.45306,NA
E62_349,0.69388,NA
E154_221,0.43265,NA
E100_471,NA,0.94286
E133_140,NA,0.26735
E15_342,0.67959,NA
E106_212,NA,0.41429
E88_339,0.67347,NA
E172_18,0.01837,NA
E198_400,0.79796,NA
E27_294,NA,0.58163
E179_85,0.1551,NA
E64_292,NA,0.57755
E80_107,0.2,NA
E9_193,NA,0.37551
E86_213,NA,0.41633
E151_63,NA,0.1102
E7_212,NA,0.41429
E98_53,NA,0.0898
E157_350,0.69592,NA
E40_101,0.18776,NA
E83_253,0.49796,NA
E170_427,NA,0.85306
E14_195,0.37959,NA
E125_260,0.51224,NA
E32_151,0.2898,NA
E134_248,NA,0.48776
E78_57,0.09796,NA
E199_487,NA,0.97551
E65_121,NA,0.22857
E156_218,0.42653,NA
E137_279,NA,0.55102
E144_235,NA,0.46122
E120_335,NA,0.66531
E97_395,NA,0.78776
E46_373,0.74286,NA
E118_347,0.6898,NA
E124_277,0.54694,NA
E168_219,NA,0.42857
E193_436,NA,0.87143
E173_106,NA,0.19796
E163_451,NA,0.90204
E20_65,0.11429,NA
E138_225,NA,0.44082
E116_406,NA,0.8102
E76_42,NA,0.06735
E57_355,NA,0.70612
E153_34,NA,0.05102
E190_81,NA,0.14694
E1_198,NA,0.38571
E43_259,0.5102,NA
E66_94,NA,0.17347
E19_177,NA,0.34286
E96_343,NA,0.68163
E30_391,NA,0.77959
E102_130,NA,0.24694
E119_99,NA,0.18367
E155_409,NA,0.81633
E178_298,NA,0.5898
E159_61,NA,0.10612
E145_227,0.4449,NA
E171_455,0.9102,NA
E37_191,NA,0.37143
E130_17,NA,0.01633
E148_260,NA,0.51224
E58_496,0.99388,NA
E4_448,0.89592,NA
E34_368,0.73265,NA
E25_25,0.03265,NA
E93_370,NA,0.73673
E2_269,NA,0.53061
E92_208,0.40612,NA
E79_265,0.52245,NA
E71_221,0.43265,NA
E99_272,NA,0.53673
E13_206,0.40204,NA
E51_9,NA,0.0
E52_204,NA,0.39796
E39_418,0.83469,NA
E158_239,NA,0.46939
E146_260,NA,0.51224
E48_404,NA,0.80612
E61_347,0.6898,NA
E29_43,0.06939,NA
E191_291,0.57551,NA
E188_157,0.30204,NA
E74_210,NA,0.4102
E5_14,0.0102,NA
E56_262,NA,0.51633
E42_398,NA,0.79388
E85_305,0.60408,NA
E114_153,0.29388,NA
E55_120,0.22653,NA
E21_215,0.42041,NA
E129_266,0.52449,NA
E143_489,0.97959,NA
E41_41,NA,0.06531
E186_253,0.49796,NA
E104_273,0.53878,NA
E150_183,NA,0.3551
E105_109,0.20408,NA
E103_121,NA,0.22857
E166_80,NA,0.1449
E177_384,NA,0.76531
E108_79,0.14286,NA
E23_499,NA,1.0
E72_395,NA,0.78776
E38_444,0.88776,NA
E28_476,NA,0.95306
E31_473,NA,0.94694
E59_114,NA,0.21429
E180_326,0.64694,NA
E24_326,0.64694,NA
E131_326,NA,0.64694
E121_184,0.35714,NA
E184_296,NA,0.58571
E0_325,NA,0.6449
E165_16,0.01429,NA
E111_179,0.34694,NA
E73_185,0.35918,NA
E141_27,0.03673,NA
E10_495,0.99184,NA
E169_325,NA,0.6449
E149_485,NA,0.97143
E135_234,0.45918,NA
E195_135,NA,0.25714
E60_491,NA,0.98367
E69_65,NA,0.11429
E127_190,NA,0.36939
E35_419,NA,0.83673
E189_204,NA,0.39796
E67_223,0.43673,NA
E107_222,NA,0.43469
E128_391,NA,0.77959
E109_198,NA,0.38571
E75_44,NA,0.07143
E3_72,0.12857,NA
E181_379,0.7551,NA
E16_162,NA,0.31224
E176_148,0.28367,NA
E89_143,0.27347,NA
E112_107,0.2,NA
E126_190,NA,0.36939
E174_485,0.97143,NA
E161_474,NA,0.94898
E45_261,0.51429,NA
E115_138,0.26327,NA
E95_211,0.41224,NA
E63_422,0.84286,NA
E50_220,NA,0.43061
E53_281,NA,0.5551
E147_215,NA,0.42041
E33_199,NA,0.38776
E187_493,NA,0.98776
E196_466,NA,0.93265
E22_127,0.24082,NA
E6_37,NA,0.05714
