,PseudoTime1,PseudoTime2,PseudoTime3
E2683_394,NA,NA,0.49248
E1331_205,0.25564,NA,NA
E3249_585,NA,NA,0.73183
E4251_670,0.83835,NA,NA
E3736_670,NA,0.83835,NA
E256_698,0.87343,NA,NA
E3047_7,0.00752,NA,NA
E2644_426,NA,0.53258,NA
E308_650,NA,0.81328,NA
E778_9,0.01003,NA,NA
E1276_491,0.61404,NA,NA
E577_637,0.79699,NA,NA
E65_599,NA,0.74937,NA
E3668_689,NA,NA,0.86216
E740_208,NA,NA,0.2594
E4690_675,NA,0.84461,NA
E3242_380,NA,NA,0.47494
E2041_166,NA,NA,0.20677
E4380_650,0.81328,NA,NA
E3645_388,0.48496,NA,NA
E2757_363,0.45363,NA,NA
E2356_190,NA,NA,0.23684
E2956_76,NA,NA,0.09398
E1239_655,NA,0.81955,NA
E2418_773,NA,0.96742,NA
E3152_741,0.92732,NA,NA
E2736_188,0.23434,NA,NA
E4349_495,NA,NA,0.61905
E76_363,NA,NA,0.45363
E607_738,NA,NA,0.92356
E4926_372,0.46491,NA,NA
E3519_17,NA,0.02005,NA
E874_377,NA,0.47118,NA
E1680_654,NA,NA,0.8183
E3822_725,0.90727,NA,NA
E3000_327,NA,0.40852,NA
E1628_795,NA,NA,0.99499
E383_210,NA,0.2619,NA
E656_661,NA,0.82707,NA
E1751_158,0.19674,NA,NA
E3133_158,0.19674,NA,NA
E2721_415,0.5188,NA,NA
E1037_625,NA,NA,0.78195
E2897_690,NA,0.86341,NA
E3954_495,NA,NA,0.61905
E890_789,NA,0.98747,NA
E3516_690,0.86341,NA,NA
E3375_681,0.85213,NA,NA
E3009_5,0.00501,NA,NA
E3507_42,NA,0.05138,NA
E239_36,NA,0.04386,NA
E4271_255,NA,0.3183,NA
E1290_401,NA,0.50125,NA
E4908_721,NA,0.90226,NA
E3543_628,NA,0.78571,NA
E1815_750,NA,0.9386,NA
E2074_540,0.67544,NA,NA
E4558_320,NA,0.39975,NA
E3503_472,NA,NA,0.59023
E3784_567,NA,NA,0.70927
E1824_679,NA,0.84962,NA
E1835_126,0.15664,NA,NA
E3070_109,0.13534,NA,NA
E272_767,NA,0.9599,NA
E1812_110,NA,NA,0.13659
E2514_434,NA,NA,0.54261
E2018_358,NA,NA,0.44737
E3831_187,NA,NA,0.23308
E4202_491,NA,0.61404,NA
E2837_746,0.93358,NA,NA
E168_617,NA,NA,0.77193
E3581_217,NA,NA,0.27068
E1967_171,0.21303,NA,NA
E4502_354,0.44236,NA,NA
E3542_335,NA,0.41855,NA
E2200_755,NA,NA,0.94486
E2795_307,NA,0.38346,NA
E4711_528,NA,0.6604,NA
E755_387,0.48371,NA,NA
E4639_336,NA,0.4198,NA
E2605_282,0.35213,NA,NA
E257_381,0.47619,NA,NA
E3799_203,0.25313,NA,NA
E4317_15,NA,0.01754,NA
E695_97,NA,NA,0.1203
E505_343,NA,NA,0.42857
E1862_367,0.45865,NA,NA
E1357_692,0.86591,NA,NA
E2970_565,NA,NA,0.70677
E2190_174,0.21679,NA,NA
E1907_611,0.76441,NA,NA
E3759_46,NA,0.05639,NA
E1271_387,NA,0.48371,NA
E4554_320,NA,NA,0.39975
E1226_127,NA,0.15789,NA
E854_186,NA,0.23183,NA
E2330_343,0.42857,NA,NA
E4185_412,0.51504,NA,NA
E2560_114,0.1416,NA,NA
E4221_457,0.57143,NA,NA
E616_704,0.88095,NA,NA
E569_778,NA,NA,0.97368
E1640_88,NA,NA,0.10902
E3290_430,0.53759,NA,NA
E414_395,0.49373,NA,NA
E1664_752,NA,NA,0.9411
E2554_155,0.19298,NA,NA
E4968_84,NA,NA,0.10401
E22_401,NA,NA,0.50125
E4521_498,NA,NA,0.62281
E4128_23,NA,0.02757,NA
E2056_408,NA,0.51003,NA
E191_341,NA,0.42607,NA
E4579_4,NA,NA,0.00376
