	Dbx1	Dbx2	Irx3	Nkx22	Nkx61	Nkx62	Olig2	Pax6
E870_349	0.056025653891373824	0.0018183037262024368	0.045658180739189626	1.9846418247037023	2.628736259480963	0.06795065741572767	0.057172786282392585	0.036798912365298996
E1272_24	1.6804025956253692	1.408793335103424	1.7043412944493397	1.5059524978242356	2.005388648072049	1.6494223954994376	1.2800706476367332	2.5010342999490662
E1577_359	0.01206538142509714	0.0010740010416390561	0.0022710122277457352	0.003878366726763464	2.3751987619370563	0.01359566043912638	2.453869276739596	1.8809957401132027
E1921_460	0.08757333492353174	0.002408970447836475	0.01561532560180175	2.723657226535101	2.081487111894225	0.004074190773265063	0.013477465253252085	0.0045467114036450255
E1269_63	0.005362354042351244	0.0011581829510508776	0.16743815965760567	0.4061422114419103	2.057759043944684	0.011157631429078059	2.084367833991194	2.3899493931882376
E115_296	0.0005833135632547987	0.06148913922337016	0.16333211310525125	0.017397347855263676	2.6714286716687505	0.01320067274959711	2.781400098489185	2.1756585239425763
E834_287	0.04605307957757247	0.0052557807516107535	1.7313708834123749	0.01991396708957801	2.3442713812734475	0.04686418040531572	0.003074781283787049	2.3217018335952027
E1491_189	0.27091251154209706	0.6505204054299736	2.901756559862795	0.00743922830044557	2.4094907657280595	0.1578258874039862	0.30660575287720737	2.812560148886861
E1034_335	0.012105279057691707	0.0037023276734376226	0.01651145214522899	2.6759113420254046	2.1985204207393743	0.08683056624679192	0.0004877965147429449	0.0038764213626288303
E949_195	0.1178934846917408	0.17819562008709575	2.6407767833816935	0.10299139427059427	1.9912464812668984	0.2003994016007678	0.03949862857854442	3.0576634794156177
E1245_273	0.024498051470938743	0.030645918242220536	0.013638418152813716	3.0327119544242205	2.629802655295206	0.012994015066083678	0.01501001542362694	0.007573961532190667
E114_444	0.003661675307124768	0.10601430489707404	2.1584169160930538	0.015513960279779013	1.7210143532143665	0.057134810015874976	0.001513908436109464	2.872185891088451
