,PseudoTime1,PseudoTime2,PseudoTime3
E3177_577,NA,NA,0.72146
E4645_480,NA,0.59975,NA
E4836_617,NA,0.77164,NA
E4432_323,0.40276,NA,NA
E1753_81,0.09912,NA,NA
E3684_174,0.21581,NA,NA
E1232_656,0.82058,NA,NA
E3109_319,0.39774,NA,NA
E3098_338,0.42158,NA,NA
E3935_601,NA,NA,0.75157
E360_267,0.3325,NA,NA
E4619_597,NA,NA,0.74655
E1166_128,NA,0.15809,NA
E2580_765,0.95734,NA,NA
E400_183,NA,0.2271,NA
E1181_608,NA,0.76035,NA
E737_439,NA,0.54831,NA
E1848_717,NA,NA,0.89711
E1176_464,0.57967,NA,NA
E3854_482,0.60226,NA,NA
E3086_361,NA,NA,0.45044
E3671_265,NA,NA,0.32999
E4219_57,NA,0.06901,NA
E72_504,NA,NA,0.62986
E3569_344,NA,0.42911,NA
E648_672,0.84065,NA,NA
E2384_711,NA,0.88959,NA
E4354_236,NA,NA,0.2936
E1854_662,NA,NA,0.82811
E690_307,0.38269,NA,NA
E2010_34,0.04015,NA,NA
E1838_153,0.18946,NA,NA
E1191_732,0.91593,NA,NA
E4566_656,0.82058,NA,NA
E2944_243,NA,NA,0.30238
E3683_69,NA,NA,0.08407
E136_325,0.40527,NA,NA
E2905_252,0.31368,NA,NA
E2748_589,0.73651,NA,NA
E3583_313,0.39021,NA,NA
E836_263,NA,0.32748,NA
E4450_171,NA,0.21205,NA
E4881_428,0.5345,NA,NA
E96_374,0.46675,NA,NA
E4040_498,0.62233,NA,NA
E3203_463,0.57842,NA,NA
E4938_300,NA,0.3739,NA
E34_562,0.70263,NA,NA
E2352_181,0.22459,NA,NA
E806_438,0.54705,NA,NA
E2491_748,NA,NA,0.93601
E4575_475,NA,0.59348,NA
E2461_552,0.69009,NA,NA
E1429_389,NA,NA,0.48557
E1342_131,NA,0.16186,NA
E1414_532,0.66499,NA,NA
E304_427,NA,0.53325,NA
E3736_484,NA,0.60477,NA
E4357_325,0.40527,NA,NA
E2321_689,0.86198,NA,NA
E4477_41,NA,NA,0.04893
E1914_397,NA,NA,0.49561
E4257_453,NA,0.56587,NA
E4458_40,NA,0.04768,NA
E3528_13,NA,0.0138,NA
E4465_174,NA,0.21581,NA
E3401_501,0.6261,NA,NA
E4110_329,0.41029,NA,NA
E92_238,0.29611,NA,NA
E119_417,NA,NA,0.5207
E1264_223,NA,0.27729,NA
E1205_2,NA,NA,0.0
E1530_482,NA,NA,0.60226
E3577_656,NA,0.82058,NA
E4297_667,NA,0.83438,NA
E87_215,NA,NA,0.26725
E82_438,0.54705,NA,NA
E1948_591,NA,NA,0.73902
E2999_213,0.26474,NA,NA
E1601_119,NA,0.1468,NA
E2183_144,0.17817,NA,NA
E2945_510,0.63739,NA,NA
E1220_232,0.28858,NA,NA
E1252_443,0.55332,NA,NA
E3129_366,NA,NA,0.45671
E1079_331,0.4128,NA,NA
E2161_711,NA,0.88959,NA
E2922_701,NA,NA,0.87704
E2831_433,0.54078,NA,NA
E3526_369,NA,NA,0.46048
E4185_353,0.4404,NA,NA
E3169_555,0.69385,NA,NA
E246_289,0.3601,NA,NA
E2604_439,NA,NA,0.54831
E1336_323,NA,0.40276,NA
E2190_38,NA,NA,0.04517
E3019_306,0.38143,NA,NA
E4534_205,0.25471,NA,NA
E505_375,0.46801,NA,NA
E4743_317,NA,0.39523,NA
E4033_411,0.51317,NA,NA
E4738_166,NA,NA,0.20577
E1388_690,NA,NA,0.86324
E2882_666,0.83312,NA,NA
E3732_384,NA,0.4793,NA
E367_575,NA,NA,0.71895
E1172_72,NA,NA,0.08783
E3337_503,0.62861,NA,NA
E1657_325,NA,0.40527,NA
E1129_658,NA,0.82309,NA
E442_409,0.51066,NA,NA
E255_737,NA,0.92221,NA
E2791_128,0.15809,NA,NA
E2191_5,0.00376,NA,NA
E883_467,0.58344,NA,NA
E4120_317,NA,0.39523,NA
E1028_570,0.71267,NA,NA
E725_458,NA,NA,0.57215
E272_434,NA,0.54203,NA
E3366_632,0.79046,NA,NA
E2586_166,0.20577,NA,NA
E695_557,NA,0.69636,NA
E2898_325,NA,0.40527,NA
E1364_690,0.86324,NA,NA
E3231_290,NA,0.36136,NA
E102_125,NA,0.15433,NA
E1400_630,0.78795,NA,NA
E4673_420,0.52447,NA,NA
E4049_732,NA,0.91593,NA
E3482_143,0.17691,NA,NA
E3325_166,NA,0.20577,NA
E3883_707,0.88457,NA,NA
E4639_775,0.96989,NA,NA
E2669_643,0.80427,NA,NA
E107_351,NA,NA,0.43789
E1542_720,NA,NA,0.90088
E1846_536,0.67001,NA,NA
E2185_720,NA,0.90088,NA
E2589_615,NA,NA,0.76913
E428_267,0.3325,NA,NA
E3213_461,NA,NA,0.57591
E1681_172,NA,NA,0.2133
E3702_482,NA,NA,0.60226
E4937_645,0.80678,NA,NA
E2184_534,NA,NA,0.6675
E4707_799,NA,NA,1.0
E2344_682,NA,NA,0.8532
E4118_599,NA,NA,0.74906
E4087_407,NA,0.50816,NA
E3320_396,NA,0.49435,NA
E4204_319,NA,0.39774,NA
E1738_109,NA,NA,0.13425
E2868_174,NA,NA,0.21581
E2676_459,NA,0.5734,NA
E4089_62,0.07528,NA,NA
E1268_460,NA,NA,0.57465
E4506_661,0.82685,NA,NA
E753_467,NA,NA,0.58344
E105_71,NA,0.08657,NA
E4492_108,0.133,NA,NA
E2591_296,0.36888,NA,NA
E1083_548,NA,NA,0.68507
E4098_437,NA,NA,0.5458
E779_471,NA,0.58846,NA
E4674_321,0.40025,NA,NA
E2986_529,0.66123,NA,NA
E4496_616,0.77039,NA,NA
E2242_19,0.02133,NA,NA
E1527_461,NA,0.57591,NA
E2756_368,NA,0.45922,NA
E3405_713,0.8921,NA,NA
E3103_745,NA,NA,0.93225
E59_489,0.61104,NA,NA
E172_166,NA,0.20577,NA
E1758_726,0.90841,NA,NA
E3914_545,NA,0.6813,NA
E2067_101,NA,0.12422,NA
E2275_478,0.59724,NA,NA
E559_461,NA,0.57591,NA
E4908_722,0.90339,NA,NA
E3588_200,0.24843,NA,NA
E3586_760,0.95107,NA,NA
E3128_498,0.62233,NA,NA
E1488_798,0.99875,NA,NA
E3436_183,NA,NA,0.2271
E4789_303,0.37767,NA,NA
E693_585,NA,NA,0.73149
E4317_446,NA,NA,0.55709
E1566_389,NA,0.48557,NA
E3108_344,NA,0.42911,NA
E4390_409,0.51066,NA,NA
E558_138,0.17064,NA,NA
E2192_314,NA,NA,0.39147
E4643_484,0.60477,NA,NA
E1635_313,NA,NA,0.39021
E2075_49,NA,NA,0.05897
E846_209,0.25972,NA,NA
E2850_478,NA,0.59724,NA
E1924_216,NA,0.26851,NA
E1799_63,0.07654,NA,NA
E3006_231,0.28733,NA,NA
E430_221,0.27478,NA,NA
E4510_418,NA,NA,0.52196
E4276_160,NA,NA,0.19824
E2768_330,NA,NA,0.41154
E1452_45,0.05395,NA,NA
E4212_142,NA,0.17566,NA
E3326_448,NA,0.5596,NA
E4387_660,NA,NA,0.8256
E234_167,NA,0.20703,NA
E1302_799,NA,1.0,NA
E4917_209,NA,NA,0.25972
E1228_122,0.15056,NA,NA
E2177_474,NA,0.59222,NA
E3618_753,0.94228,NA,NA
E1031_547,0.68381,NA,NA
E2881_174,NA,0.21581,NA
E1431_40,NA,0.04768,NA
E4890_631,NA,NA,0.78921
E4528_187,NA,NA,0.23212
E440_770,NA,0.96361,NA
E2322_493,NA,NA,0.61606
E1339_579,NA,0.72396,NA
E2837_9,NA,NA,0.00878
E1824_394,0.49184,NA,NA
E4838_774,0.96863,NA,NA
E4008_252,0.31368,NA,NA
E668_308,NA,NA,0.38394
E837_193,0.23965,NA,NA
E3664_477,NA,NA,0.59598
E4990_400,0.49937,NA,NA
E3042_671,0.8394,NA,NA
E2017_166,0.20577,NA,NA
E1056_349,0.43538,NA,NA
E465_554,NA,NA,0.6926
E17_242,0.30113,NA,NA
E647_487,0.60853,NA,NA
E1979_603,0.75408,NA,NA
E370_632,NA,NA,0.79046
E394_654,0.81807,NA,NA
E1037_202,0.25094,NA,NA
E2524_591,NA,0.73902,NA
E2772_587,0.734,NA,NA
E3170_546,0.68256,NA,NA
E2499_439,NA,NA,0.54831
E4835_598,NA,0.7478,NA
E2027_395,0.4931,NA,NA
E1188_38,NA,NA,0.04517
E1331_279,NA,0.34755,NA
E1648_159,NA,0.19699,NA
E4474_372,NA,NA,0.46424
E4369_316,NA,0.39398,NA
E705_597,0.74655,NA,NA
E30_452,NA,NA,0.56462
E2544_145,NA,NA,0.17942
E73_161,NA,0.1995,NA
E1363_673,NA,0.84191,NA
E1376_666,NA,0.83312,NA
E2825_172,NA,0.2133,NA
E915_677,0.84693,NA,NA
E3725_621,NA,NA,0.77666
E239_602,0.75282,NA,NA
E1764_18,NA,0.02008,NA
E4926_351,NA,0.43789,NA
E4522_57,NA,NA,0.06901
E2989_523,NA,NA,0.6537
E1510_476,NA,NA,0.59473
