,PseudoTime1,PseudoTime2,PseudoTime3
E288_303,0.37767,NA,NA
E3990_107,NA,0.13174,NA
E622_143,NA,NA,0.17691
E129_568,NA,0.71016,NA
E1138_99,NA,NA,0.12171
E2685_495,NA,NA,0.61857
E284_749,0.93726,NA,NA
E1456_286,NA,NA,0.35634
E2709_269,0.33501,NA,NA
E2637_789,0.98745,NA,NA
E359_726,NA,0.90841,NA
E4556_589,0.73651,NA,NA
E4818_780,0.97616,NA,NA
E1579_461,NA,NA,0.57591
E4232_407,0.50816,NA,NA
E4935_732,0.91593,NA,NA
E4501_493,NA,0.61606,NA
E4192_289,NA,0.3601,NA
E3941_7,0.00627,NA,NA
E1415_521,NA,0.65119,NA
E2107_430,0.53701,NA,NA
E2453_12,NA,NA,0.01255
E1433_741,NA,0.92723,NA
E3413_454,NA,NA,0.56713
E2212_7,0.00627,NA,NA
E2973_587,NA,0.734,NA
E4324_752,0.94103,NA,NA
E838_553,0.69134,NA,NA
E2668_776,NA,0.97114,NA
E1637_494,NA,0.61731,NA
E4071_596,NA,NA,0.74529
E2894_598,0.7478,NA,NA
E1517_763,0.95483,NA,NA
E4362_550,0.68758,NA,NA
E3014_495,0.61857,NA,NA
E109_539,0.67378,NA,NA
E702_219,NA,NA,0.27227
E4887_124,NA,NA,0.15307
E891_484,0.60477,NA,NA
E4553_262,0.32622,NA,NA
E5_163,0.20201,NA,NA
E500_296,0.36888,NA,NA
E4643_16,0.01757,NA,NA
E3597_392,0.48934,NA,NA
E1816_326,NA,NA,0.40652
E4807_671,0.8394,NA,NA
E1804_82,NA,NA,0.10038
E337_576,0.7202,NA,NA
E2918_192,NA,NA,0.23839
E4034_63,NA,0.07654,NA
E3396_776,0.97114,NA,NA
E2396_503,0.62861,NA,NA
E3430_298,NA,0.37139,NA
E3752_505,NA,0.63112,NA
E4027_441,0.55082,NA,NA
E4114_174,0.21581,NA,NA
E4527_557,NA,0.69636,NA
E1264_211,0.26223,NA,NA
E4736_696,NA,0.87077,NA
E2281_505,0.63112,NA,NA
E795_60,0.07277,NA,NA
E59_625,NA,0.78168,NA
E4154_28,NA,0.03262,NA
E4679_532,NA,0.66499,NA
E2600_692,NA,NA,0.86575
E3400_48,0.05772,NA,NA
E4671_597,NA,NA,0.74655
E2883_773,0.96738,NA,NA
E116_149,0.18444,NA,NA
E2657_361,NA,0.45044,NA
E2899_70,0.08532,NA,NA
E507_149,0.18444,NA,NA
E4547_473,0.59097,NA,NA
E4975_462,NA,0.57716,NA
E3833_456,NA,NA,0.56964
E466_533,NA,NA,0.66625
E4172_756,0.94605,NA,NA
E4917_634,0.79297,NA,NA
E3122_679,0.84944,NA,NA
E492_315,0.39272,NA,NA
E2110_76,0.09285,NA,NA
E2256_79,0.09661,NA,NA
E1352_773,NA,NA,0.96738
E354_329,NA,NA,0.41029
E2801_604,NA,0.75533,NA
E262_498,0.62233,NA,NA
E1153_717,0.89711,NA,NA
E2174_521,0.65119,NA,NA
E3080_471,0.58846,NA,NA
E1520_5,0.00376,NA,NA
E4724_780,NA,0.97616,NA
E728_577,0.72146,NA,NA
E3018_483,0.60351,NA,NA
E4702_23,NA,NA,0.02635
E539_52,NA,NA,0.06274
E1562_156,0.19322,NA,NA
E3028_94,NA,0.11543,NA
E1198_791,0.98996,NA,NA
E266_533,0.66625,NA,NA
E4217_142,NA,NA,0.17566
E2864_745,0.93225,NA,NA
E1421_76,0.09285,NA,NA
E113_580,0.72522,NA,NA
E4771_517,0.64617,NA,NA
E3116_640,NA,NA,0.8005
E2449_791,0.98996,NA,NA
E1551_672,0.84065,NA,NA
E1794_593,NA,0.74153,NA
E2371_523,NA,0.6537,NA
E1127_88,0.1079,NA,NA
E1878_153,NA,0.18946,NA
E4639_585,0.73149,NA,NA
E4240_265,0.32999,NA,NA
E436_58,0.07026,NA,NA
E4441_799,1.0,NA,NA
E919_349,0.43538,NA,NA
E1610_166,0.20577,NA,NA
E3967_587,0.734,NA,NA
E1207_497,NA,NA,0.62108
E4351_209,NA,0.25972,NA
E3747_551,0.68883,NA,NA
E4656_670,0.83814,NA,NA
E3267_250,0.31117,NA,NA
E1760_376,NA,0.46926,NA
E3872_318,NA,NA,0.39649
E416_520,0.64994,NA,NA
E4596_64,NA,0.07779,NA
E3893_501,0.6261,NA,NA
E1510_562,NA,0.70263,NA
E3579_199,0.24718,NA,NA
E4723_552,0.69009,NA,NA
E1465_714,0.89335,NA,NA
E3265_759,0.94981,NA,NA
E3797_495,0.61857,NA,NA
E4311_42,NA,0.05019,NA
E1592_337,0.42033,NA,NA
E3831_778,0.97365,NA,NA
E3070_521,0.65119,NA,NA
E133_48,0.05772,NA,NA
E2987_466,NA,0.58218,NA
E2001_514,0.64241,NA,NA
E1573_190,NA,0.23588,NA
E3869_746,NA,0.9335,NA
E883_444,NA,NA,0.55458
E2305_752,NA,0.94103,NA
E1222_706,0.88331,NA,NA
E3858_395,NA,0.4931,NA
E1720_540,0.67503,NA,NA
E1864_767,NA,0.95985,NA
E4940_49,0.05897,NA,NA
E296_640,0.8005,NA,NA
E3471_164,0.20326,NA,NA
E1031_85,NA,0.10414,NA
E473_773,0.96738,NA,NA
E1325_718,NA,NA,0.89837
E942_188,0.23338,NA,NA
E849_671,NA,NA,0.8394
E4863_532,0.66499,NA,NA
E1684_494,0.61731,NA,NA
E3068_148,0.18319,NA,NA
E1985_134,0.16562,NA,NA
E4524_93,0.11418,NA,NA
E3053_747,0.93476,NA,NA
E3765_107,0.13174,NA,NA
E4185_389,0.48557,NA,NA
E4668_722,NA,0.90339,NA
E4062_311,0.3877,NA,NA
E2996_657,0.82183,NA,NA
E2283_670,NA,0.83814,NA
E3389_396,0.49435,NA,NA
E4230_40,0.04768,NA,NA
E2318_780,0.97616,NA,NA
E1681_12,0.01255,NA,NA
E3519_596,0.74529,NA,NA
E1808_217,NA,0.26976,NA
E2542_101,0.12422,NA,NA
E4013_431,0.53827,NA,NA
E4454_554,NA,0.6926,NA
E2247_54,0.06524,NA,NA
E4095_368,0.45922,NA,NA
E2936_190,0.23588,NA,NA
E626_772,NA,0.96612,NA
E1385_309,0.38519,NA,NA
E1220_725,NA,0.90715,NA
E2896_180,NA,0.22334,NA
E1258_667,0.83438,NA,NA
E4657_219,NA,NA,0.27227
E3882_125,NA,0.15433,NA
E145_82,NA,NA,0.10038
E2373_463,NA,0.57842,NA
E3480_614,NA,NA,0.76788
E2975_164,0.20326,NA,NA
E596_381,0.47553,NA,NA
E2135_375,0.46801,NA,NA
E1612_17,NA,0.01882,NA
E3619_456,0.56964,NA,NA
E4584_410,NA,NA,0.51192
E4737_747,NA,0.93476,NA
E360_538,0.67252,NA,NA
E2123_57,0.06901,NA,NA
E1129_668,NA,0.83563,NA
E2040_784,0.98118,NA,NA
E612_371,NA,NA,0.46299
E1039_317,0.39523,NA,NA
E2607_2,0.0,NA,NA
E1445_556,0.69511,NA,NA
E1194_100,NA,0.12296,NA
E4562_45,NA,NA,0.05395
E3864_240,0.29862,NA,NA
E3667_555,NA,NA,0.69385
E1479_721,NA,NA,0.90213
E3435_231,0.28733,NA,NA
E95_474,NA,NA,0.59222
E1239_410,0.51192,NA,NA
E380_224,0.27854,NA,NA
E4992_508,0.63488,NA,NA
E2862_314,0.39147,NA,NA
E525_230,0.28607,NA,NA
E248_480,NA,NA,0.59975
E3356_227,0.28231,NA,NA
E1411_586,0.73275,NA,NA
E4663_7,0.00627,NA,NA
E4255_454,0.56713,NA,NA
E3350_754,NA,0.94354,NA
E2778_421,0.52572,NA,NA
E692_642,0.80301,NA,NA
E247_214,0.266,NA,NA
E1884_498,NA,NA,0.62233
E1026_715,0.8946,NA,NA
E2777_142,0.17566,NA,NA
E505_416,0.51945,NA,NA
E3132_437,NA,NA,0.5458
E4241_749,0.93726,NA,NA
E463_497,0.62108,NA,NA
E3336_743,NA,0.92974,NA
E2053_384,NA,NA,0.4793
E446_307,0.38269,NA,NA
E3270_171,NA,NA,0.21205
E1764_373,NA,NA,0.4655
E4012_155,NA,0.19197,NA
E388_126,0.15558,NA,NA
E2914_759,0.94981,NA,NA
E2769_745,0.93225,NA,NA
E1690_467,NA,NA,0.58344
E4242_734,NA,0.91844,NA
E3309_723,0.90464,NA,NA
E1620_34,0.04015,NA,NA
E4086_235,0.29235,NA,NA
E3353_367,0.45797,NA,NA
E4601_554,0.6926,NA,NA
E2442_741,NA,NA,0.92723
E1751_383,0.47804,NA,NA
E1514_675,NA,NA,0.84442
E1125_310,NA,0.38645,NA
E1912_425,0.53074,NA,NA
E2241_694,NA,NA,0.86826
E4256_2,NA,0.0,NA
E3585_586,0.73275,NA,NA
E1516_543,0.6788,NA,NA
E2546_74,NA,NA,0.09034
E1905_650,NA,NA,0.81305
E4762_194,0.2409,NA,NA
E2495_255,0.31744,NA,NA
E605_688,0.86073,NA,NA
E2993_384,NA,NA,0.4793
E2406_556,0.69511,NA,NA
E3536_366,0.45671,NA,NA
E1095_780,NA,NA,0.97616
E1486_199,NA,NA,0.24718
E556_346,NA,NA,0.43162
E381_161,NA,0.1995,NA
E100_453,0.56587,NA,NA
E878_549,0.68632,NA,NA
E3079_545,NA,NA,0.6813
E4405_700,NA,NA,0.87578
E4707_508,0.63488,NA,NA
E3823_286,NA,NA,0.35634
E1242_88,NA,NA,0.1079
E2096_223,NA,0.27729,NA
E3757_55,0.0665,NA,NA
E2680_105,0.12923,NA,NA
E4908_707,0.88457,NA,NA
E4660_384,0.4793,NA,NA
E1936_710,NA,NA,0.88833
E3470_534,0.6675,NA,NA
E4504_742,0.92848,NA,NA
E3432_213,0.26474,NA,NA
E3257_497,NA,NA,0.62108
E4366_668,NA,0.83563,NA
E3664_550,0.68758,NA,NA
E4544_330,0.41154,NA,NA
E2036_29,NA,0.03388,NA
E4053_466,0.58218,NA,NA
E61_111,0.13676,NA,NA
E1630_305,NA,NA,0.38018
E1349_563,0.70389,NA,NA
E206_581,0.72647,NA,NA
E4568_674,NA,0.84316,NA
E1410_763,0.95483,NA,NA
E4065_664,NA,0.83061,NA
E2879_716,NA,0.89586,NA
E2357_648,0.81054,NA,NA
E4371_147,NA,0.18193,NA
E1288_48,NA,0.05772,NA
E4943_248,0.30866,NA,NA
E2336_204,0.25345,NA,NA
E541_18,0.02008,NA,NA
E2985_531,0.66374,NA,NA
