,PseudoTime
E137_572,0.7173366834170855
E97_640,0.8027638190954773
E91_62,0.07663316582914573
E77_75,0.09296482412060302
E186_421,0.5276381909547738
E101_59,0.0728643216080402
E14_655,0.821608040201005
E136_323,0.4045226130653266
E90_319,0.39949748743718594
E165_471,0.5904522613065326
E158_506,0.6344221105527639
E189_580,0.7273869346733668
E149_248,0.3103015075376884
E145_79,0.09798994974874371
E118_515,0.6457286432160804
E35_200,0.25
E83_32,0.038944723618090454
E70_682,0.8555276381909548
E152_93,0.11557788944723618
E26_654,0.8203517587939698
E42_667,0.8366834170854272
E182_396,0.4962311557788945
E79_496,0.621859296482412
E67_772,0.9685929648241206
E64_240,0.30025125628140703
E88_92,0.114321608040201
E24_237,0.2964824120603015
E68_652,0.8178391959798995
E27_612,0.7675879396984925
E161_579,0.7261306532663316
E53_79,0.09798994974874371
E197_510,0.6394472361809045
E142_202,0.25251256281407036
E146_510,0.6394472361809045
E11_257,0.32160804020100503
E66_646,0.8103015075376885
E2_442,0.5540201005025126
E132_340,0.4258793969849246
E128_339,0.42462311557788945
E41_434,0.5439698492462312
E122_797,1.0
E110_402,0.5037688442211056
E55_379,0.4748743718592965
E183_682,0.8555276381909548
E130_148,0.18467336683417085
E113_72,0.08919597989949749
E164_147,0.18341708542713567
E156_550,0.6896984924623115
E57_742,0.9309045226130653
E74_69,0.08542713567839195
E140_575,0.7211055276381909
E36_712,0.8932160804020101
E59_197,0.24623115577889448
E199_429,0.5376884422110553
E52_28,0.03391959798994975
E150_423,0.5301507537688442
E139_510,0.6394472361809045
E45_731,0.9170854271356784
E69_487,0.6105527638190955
E168_472,0.5917085427135679
E131_42,0.05150753768844221
E138_506,0.6344221105527639
E61_1,0.0
E100_5,0.005025125628140704
E39_269,0.33668341708542715
E3_788,0.9886934673366834
E25_239,0.2989949748743719
E155_268,0.33542713567839194
E194_142,0.1771356783919598
E184_260,0.32537688442211055
E147_506,0.6344221105527639
E116_575,0.7211055276381909
E5_133,0.1658291457286432
E34_329,0.4120603015075377
E28_581,0.7286432160804021
E56_438,0.5489949748743719
E47_23,0.02763819095477387
E125_174,0.21733668341708542
E114_777,0.9748743718592965
E111_364,0.45603015075376885
E22_545,0.6834170854271356
E105_788,0.9886934673366834
E23_89,0.11055276381909548
E167_260,0.32537688442211055
E98_381,0.47738693467336685
E95_110,0.13693467336683418
E196_202,0.25251256281407036
E44_332,0.4158291457286432
E78_165,0.20603015075376885
E75_467,0.585427135678392
E30_125,0.15577889447236182
E185_260,0.32537688442211055
E151_298,0.3731155778894472
E177_48,0.059045226130653265
E102_280,0.35050251256281406
E172_252,0.31532663316582915
E65_595,0.7462311557788944
E1_719,0.9020100502512562
E179_125,0.15577889447236182
E143_797,1.0
E37_65,0.08040201005025126
E121_86,0.10678391959798995
E104_199,0.24874371859296482
E174_251,0.314070351758794
E87_289,0.36180904522613067
E108_519,0.6507537688442211
E120_707,0.8869346733668342
E170_692,0.8680904522613065
E173_635,0.7964824120603015
E195_176,0.2198492462311558
E49_755,0.9472361809045227
E21_372,0.46608040201005024
E127_232,0.29020100502512564
E86_609,0.7638190954773869
E162_664,0.8329145728643216
E17_35,0.04271356783919598
E192_609,0.7638190954773869
E99_445,0.5577889447236181
E33_551,0.6909547738693468
E107_54,0.06658291457286432
E178_321,0.4020100502512563
E89_337,0.4221105527638191
E119_745,0.9346733668341709
E159_766,0.9610552763819096
E58_406,0.5087939698492462
E103_646,0.8103015075376885
E188_355,0.44472361809045224
E112_546,0.6846733668341709
E8_328,0.4108040201005025
E10_776,0.9736180904522613
E134_677,0.8492462311557789
E96_462,0.5791457286432161
E7_317,0.3969849246231156
E6_775,0.9723618090452262
E60_487,0.6105527638190955
E93_160,0.19974874371859297
E12_29,0.035175879396984924
E166_15,0.017587939698492462
E187_351,0.4396984924623116
E20_785,0.9849246231155779
E126_441,0.5527638190954773
E94_794,0.9962311557788944
E62_344,0.43090452261306533
E71_426,0.5339195979899497
E4_57,0.07035175879396985
E85_33,0.04020100502512563
E115_700,0.878140703517588
E76_561,0.7035175879396985
E15_48,0.059045226130653265
E29_399,0.5
E40_144,0.17964824120603015
E160_682,0.8555276381909548
E133_555,0.6959798994974874
E117_246,0.30778894472361806
E191_167,0.20854271356783918
E148_695,0.871859296482412
E63_28,0.03391959798994975
E51_602,0.7550251256281407
E175_565,0.7085427135678392
E141_216,0.2701005025125628
E123_230,0.2876884422110553
E48_367,0.45979899497487436
E38_600,0.7525125628140703
E46_407,0.5100502512562815
E31_520,0.6520100502512562
E0_71,0.08793969849246232
E73_439,0.550251256281407
E19_396,0.4962311557788945
E80_365,0.457286432160804
E193_494,0.6193467336683417
E171_90,0.11180904522613065
E9_318,0.39824120603015073
E92_77,0.09547738693467336
E81_348,0.435929648241206
E135_197,0.24623115577889448
E72_731,0.9170854271356784
E32_409,0.5125628140703518
E129_574,0.7198492462311558
E16_599,0.7512562814070352
E157_438,0.5489949748743719
E124_100,0.12437185929648241
E163_521,0.6532663316582915
E18_99,0.12311557788944724
E106_54,0.06658291457286432
E180_458,0.5741206030150754
E84_18,0.02135678391959799
E54_188,0.23492462311557788
E169_47,0.05778894472361809
E190_743,0.9321608040201005
E144_10,0.011306532663316583
E153_512,0.6419597989949749
E198_27,0.032663316582914576
E43_26,0.031407035175879394
E50_583,0.7311557788944724
E181_107,0.13316582914572864
E109_304,0.3806532663316583
E13_688,0.8630653266331658
E176_543,0.6809045226130653
E82_181,0.22613065326633167
E154_295,0.3693467336683417
