,PseudoTime1,PseudoTime2
E468_697,NA,0.87218
E1603_491,NA,0.61404
E371_426,NA,0.53258
E791_432,0.5401,NA
E2568_110,NA,0.13659
E3751_80,0.099,NA
E138_585,NA,0.73183
E4301_705,0.88221,NA
E1170_94,NA,0.11654
E87_55,0.06767,NA
E3414_700,NA,0.87594
E4061_504,NA,0.63033
E3330_393,NA,0.49123
E1655_253,0.31579,NA
E1207_299,0.37343,NA
E4862_432,0.5401,NA
E2591_185,0.23058,NA
E3127_405,0.50627,NA
E2857_748,NA,0.93609
E1571_798,NA,0.99875
E3023_559,NA,0.69925
E3680_64,NA,0.07895
E1483_772,NA,0.96617
E229_618,NA,0.77318
E3884_378,NA,0.47243
E3637_449,0.5614,NA
E2859_193,0.2406,NA
E4553_532,0.66541,NA
E237_520,0.65038,NA
E3407_95,0.11779,NA
E573_376,NA,0.46992
E2324_642,0.80326,NA
E22_386,NA,0.48246
E3837_45,NA,0.05514
E3571_616,NA,0.77068
E3339_590,NA,0.7381
E2462_222,NA,0.27694
E1449_655,0.81955,NA
E1740_789,NA,0.98747
E4319_305,0.38095,NA
E3141_789,0.98747,NA
E1136_520,NA,0.65038
E2966_300,NA,0.37469
E4331_510,NA,0.63784
E2363_449,NA,0.5614
E3900_312,NA,0.38972
E790_630,0.78822,NA
E2584_430,0.53759,NA
E1232_27,NA,0.03258
E2550_112,0.1391,NA
E2252_426,NA,0.53258
E4813_493,0.61654,NA
E3495_478,0.59774,NA
E4059_181,0.22556,NA
E733_705,NA,0.88221
E2727_720,NA,0.901
E29_156,0.19424,NA
E2982_176,NA,0.2193
E139_536,NA,0.67043
E1383_248,0.30952,NA
E1614_361,NA,0.45113
E2043_753,NA,0.94236
E2917_422,NA,0.52757
E3494_734,NA,0.91855
E2217_125,0.15539,NA
E3372_520,NA,0.65038
E765_391,0.48872,NA
E4339_637,NA,0.79699
E589_741,0.92732,NA
E2986_28,0.03383,NA
E2888_731,NA,0.91479
E3873_413,NA,0.51629
E4801_656,0.8208,NA
E1201_623,0.77945,NA
E2645_248,NA,0.30952
E4652_98,0.12155,NA
E4599_426,0.53258,NA
E829_249,NA,0.31078
E2612_170,0.21178,NA
E1440_484,NA,0.60526
E2987_226,0.28195,NA
E4589_518,NA,0.64787
E3693_360,0.44987,NA
E4356_83,NA,0.10276
E2349_774,0.96867,NA
E1554_547,0.68421,NA
E2656_542,NA,0.67794
E1672_498,0.62281,NA
E4291_447,NA,0.5589
E1907_44,0.05388,NA
E2754_464,0.5802,NA
E862_442,NA,0.55263
E3460_686,0.8584,NA
E310_542,0.67794,NA
E1254_538,NA,0.67293
E3157_180,0.22431,NA
E4079_515,NA,0.64411
E436_667,NA,0.83459
E3623_284,NA,0.35464
E3290_737,NA,0.92231
E1691_79,0.09774,NA
E191_288,NA,0.35965
E3409_793,NA,0.99248
E209_440,NA,0.55013
E4420_626,0.78321,NA
E3125_771,NA,0.96491
E4162_352,NA,0.43985
E2933_392,0.48997,NA
E2726_260,0.32456,NA
E3668_700,0.87594,NA
E1204_230,0.28697,NA
E1194_611,0.76441,NA
E574_88,NA,0.10902
E47_288,NA,0.35965
E100_505,NA,0.63158
E2020_150,0.18672,NA
E1287_294,0.36717,NA
E4138_87,0.10777,NA
E1037_418,0.52256,NA
E4080_124,0.15414,NA
E540_569,0.71178,NA
E4911_574,NA,0.71805
E2880_706,NA,0.88346
E4040_672,NA,0.84085
E428_390,0.48747,NA
E4881_556,NA,0.69549
E3190_241,NA,0.30075
E3012_269,NA,0.33584
E3922_477,NA,0.59649
E4191_328,0.40977,NA
E1273_383,NA,0.4787
E3404_31,0.03759,NA
E1960_644,NA,0.80576
E4574_665,NA,0.83208
E3877_518,0.64787,NA
E373_706,NA,0.88346
E3626_652,0.81579,NA
E1873_391,0.48872,NA
E3697_46,NA,0.05639
E824_666,NA,0.83333
E4689_105,0.13033,NA
E2138_154,NA,0.19173
E3915_646,0.80827,NA
E2753_111,NA,0.13784
E4211_518,0.64787,NA
E2903_434,0.54261,NA
E1318_368,NA,0.4599
E1227_222,NA,0.27694
E4465_109,NA,0.13534
E1916_504,NA,0.63033
E2262_515,NA,0.64411
E412_718,0.8985,NA
E1103_755,0.94486,NA
E815_81,NA,0.10025
E2179_292,NA,0.36466
E4247_269,NA,0.33584
E3419_117,0.14536,NA
E3078_583,NA,0.72932
E3413_22,NA,0.02632
E2098_422,NA,0.52757
E1763_567,NA,0.70927
E2133_428,0.53509,NA
E3248_794,NA,0.99373
E1493_470,NA,0.58772
E2439_706,0.88346,NA
E3684_189,NA,0.23559
E4771_324,NA,0.40476
E513_296,NA,0.36967
E4828_199,0.24812,NA
E3569_315,NA,0.39348
E648_497,0.62155,NA
E917_12,0.01378,NA
E3982_183,NA,0.22807
E2796_785,NA,0.98246
E2814_74,NA,0.09148
E2774_784,0.9812,NA
