,PseudoTime1,PseudoTime2
E932_575,NA,0.7193
E4871_416,0.52005,NA
E1356_175,0.21805,NA
E4655_288,NA,0.35965
E4545_430,NA,0.53759
E659_380,0.47494,NA
E4459_671,0.8396,NA
E2145_304,0.3797,NA
E1983_430,0.53759,NA
E1653_113,NA,0.14035
E2792_658,NA,0.82331
E3103_249,NA,0.31078
E1135_551,0.68922,NA
E978_332,0.41479,NA
E3586_156,NA,0.19424
E3499_392,NA,0.48997
E3477_645,NA,0.80702
E2531_6,0.00627,NA
E2529_739,NA,0.92481
E211_278,0.34712,NA
E795_160,0.19925,NA
E66_29,0.03509,NA
E2244_631,0.78947,NA
E1464_538,0.67293,NA
E1659_636,0.79574,NA
E2343_507,0.63409,NA
E2618_159,NA,0.19799
E1771_81,NA,0.10025
E4429_13,NA,0.01504
E1056_723,0.90476,NA
E68_766,0.95865,NA
E2015_180,0.22431,NA
E1903_150,NA,0.18672
E2045_77,0.09524,NA
E2395_166,NA,0.20677
E906_141,NA,0.17544
E1643_681,NA,0.85213
E1926_37,0.04511,NA
E3625_771,0.96491,NA
E4852_218,NA,0.27193
E2433_456,0.57018,NA
E4234_201,NA,0.25063
E529_644,0.80576,NA
E3939_751,NA,0.93985
E2981_240,0.2995,NA
E3441_186,0.23183,NA
E4012_151,NA,0.18797
E2456_219,NA,0.27318
E4837_431,NA,0.53885
E4078_19,NA,0.02256
E4433_791,0.98997,NA
E1055_588,NA,0.73559
E2347_313,NA,0.39098
E2567_263,0.32832,NA
E4917_135,NA,0.16792
E3837_363,NA,0.45363
E4388_315,NA,0.39348
E979_683,NA,0.85464
E1922_174,NA,0.21679
E4695_412,0.51504,NA
E4575_116,0.14411,NA
E1580_598,0.74812,NA
E4921_305,0.38095,NA
E444_122,0.15163,NA
E281_715,NA,0.89474
E4513_126,0.15664,NA
E881_182,0.22682,NA
E476_734,NA,0.91855
E301_223,0.2782,NA
E947_318,0.39724,NA
E2795_510,NA,0.63784
E955_617,0.77193,NA
E820_399,NA,0.49875
E559_353,NA,0.4411
E4275_224,NA,0.27945
E2323_627,0.78446,NA
E2123_343,0.42857,NA
E1397_56,0.06892,NA
E2712_619,0.77444,NA
E765_148,0.18421,NA
E2830_346,0.43233,NA
E1093_647,0.80952,NA
E90_512,NA,0.64035
E2929_554,NA,0.69298
E2435_471,NA,0.58897
E4242_114,NA,0.1416
E4366_102,0.12657,NA
E1655_442,NA,0.55263
E1608_634,NA,0.79323
E2130_784,0.9812,NA
E1026_708,NA,0.88596
E1846_493,NA,0.61654
E2731_27,0.03258,NA
E3281_407,NA,0.50877
E3098_594,0.74311,NA
E335_97,0.1203,NA
E157_44,0.05388,NA
E4597_84,NA,0.10401
E737_328,0.40977,NA
E1864_112,NA,0.1391
E477_721,NA,0.90226
E2298_68,NA,0.08396
E4386_530,0.66291,NA
E4612_237,NA,0.29574
E2235_720,NA,0.901
E754_563,0.70426,NA
E3358_514,NA,0.64286
E1521_106,NA,0.13158
E4541_62,0.07644,NA
E3581_401,0.50125,NA
E4938_528,NA,0.6604
E3398_222,0.27694,NA
E1775_383,NA,0.4787
E4656_206,NA,0.25689
E2987_8,NA,0.00877
E3183_38,0.04637,NA
E426_532,0.66541,NA
E3957_652,0.81579,NA
E2136_42,NA,0.05138
E1215_480,NA,0.60025
E2020_48,0.0589,NA
E3502_795,NA,0.99499
E356_16,NA,0.0188
E3808_161,0.2005,NA
E4068_422,0.52757,NA
E4182_783,NA,0.97995
E3729_103,0.12782,NA
E1219_489,NA,0.61153
E4789_703,NA,0.8797
E2220_468,0.58521,NA
E724_604,NA,0.75564
E1295_168,NA,0.20927
E4448_312,0.38972,NA
E2287_357,NA,0.44612
E2106_490,0.61278,NA
E1858_250,NA,0.31203
E3435_58,NA,0.07143
E1130_470,0.58772,NA
E3113_187,0.23308,NA
E3058_569,0.71178,NA
E1322_150,0.18672,NA
E2968_548,NA,0.68546
E2677_709,NA,0.88722
E3459_649,0.81203,NA
E1416_154,0.19173,NA
E632_368,NA,0.4599
E3198_494,NA,0.61779
E2739_219,NA,0.27318
E2032_583,0.72932,NA
E3086_59,NA,0.07268
E307_443,0.55388,NA
E2530_731,0.91479,NA
E2037_198,0.24687,NA
E3682_605,NA,0.75689
E1766_763,0.95489,NA
E2549_510,0.63784,NA
E4625_341,NA,0.42607
E306_248,NA,0.30952
E4911_398,0.49749,NA
E3401_197,0.24561,NA
E1071_664,0.83083,NA
E845_748,NA,0.93609
E1321_568,0.71053,NA
E2017_394,NA,0.49248
E1628_373,NA,0.46617
E1524_138,0.17168,NA
E2359_9,0.01003,NA
E3508_194,0.24185,NA
E3960_638,0.79825,NA
E4373_483,NA,0.60401
E2288_160,0.19925,NA
E4745_196,0.24436,NA
E4107_305,NA,0.38095
E3492_443,0.55388,NA
E1998_166,NA,0.20677
E2915_772,NA,0.96617
E2682_57,NA,0.07018
E4586_46,0.05639,NA
E1223_246,NA,0.30702
E3199_797,0.99749,NA
E3994_381,NA,0.47619
E3330_251,NA,0.31328
E2741_721,NA,0.90226
E4579_353,0.4411,NA
E2729_207,NA,0.25815
E4380_706,0.88346,NA
E4200_259,0.32331,NA
E413_310,NA,0.38722
E4197_267,0.33333,NA
E2525_209,0.26065,NA
E4147_743,NA,0.92982
E3245_78,NA,0.09649
E4049_466,NA,0.58271
E2361_264,NA,0.32957
E2424_635,NA,0.79449
E3455_328,NA,0.40977
E1431_662,NA,0.82832
E1715_500,0.62531,NA
E3563_316,0.39474,NA
E4188_385,NA,0.4812
E3530_251,0.31328,NA
E189_605,NA,0.75689
E1337_148,0.18421,NA
E2155_368,NA,0.4599
E259_777,0.97243,NA
E1398_628,NA,0.78571
E836_48,NA,0.0589
E2711_682,NA,0.85338
E492_494,0.61779,NA
