,PseudoTime1,PseudoTime2
E73_107,0.21212,NA
E121_254,NA,0.50909
E42_492,NA,0.9899
E92_40,NA,0.07677
E98_66,0.12929,NA
E164_175,NA,0.34949
E68_48,NA,0.09293
E128_39,0.07475,NA
E107_409,0.82222,NA
E38_105,0.20808,NA
E180_81,0.1596,NA
E41_119,NA,0.23636
E67_483,NA,0.97172
E47_61,0.11919,NA
E163_487,NA,0.9798
E122_140,NA,0.27879
E136_368,0.73939,NA
E51_415,NA,0.83434
E94_255,NA,0.51111
E22_7,NA,0.0101
E30_455,NA,0.91515
E171_170,NA,0.33939
E190_110,NA,0.21818
E64_383,0.7697,NA
E54_455,NA,0.91515
E181_100,0.19798,NA
E131_48,NA,0.09293
E10_461,NA,0.92727
E49_457,NA,0.91919
E66_133,NA,0.26465
E185_30,NA,0.05657
E89_421,0.84646,NA
E193_392,NA,0.78788
E137_388,NA,0.7798
E106_19,NA,0.03434
E58_8,0.01212,NA
E175_123,0.24444,NA
E162_149,NA,0.29697
E118_237,NA,0.47475
E111_59,NA,0.11515
E33_280,NA,0.56162
E23_446,NA,0.89697
E178_231,0.46263,NA
E60_331,0.66465,NA
E161_354,NA,0.71111
E72_114,0.22626,NA
E14_247,NA,0.49495
E50_293,NA,0.58788
E154_446,NA,0.89697
E170_73,NA,0.14343
E155_470,NA,0.94545
E124_239,NA,0.47879
E130_23,NA,0.04242
E191_58,NA,0.11313
E69_284,NA,0.5697
E198_301,NA,0.60404
E195_78,NA,0.15354
E57_334,NA,0.67071
E169_93,0.18384,NA
E142_330,NA,0.66263
E117_367,NA,0.73737
E113_254,0.50909,NA
E165_220,NA,0.4404
E56_229,NA,0.45859
E5_261,NA,0.52323
E86_318,0.63838,NA
E43_465,NA,0.93535
E101_310,NA,0.62222
E186_334,NA,0.67071
E156_234,NA,0.46869
E105_227,NA,0.45455
E99_264,NA,0.52929
E8_163,NA,0.32525
E15_430,NA,0.86465
E12_272,0.54545,NA
E150_306,0.61414,NA
E125_462,NA,0.92929
E119_310,0.62222,NA
E138_36,0.06869,NA
E174_280,0.56162,NA
E59_210,NA,0.4202
E104_432,NA,0.86869
E110_99,NA,0.19596
E192_399,0.80202,NA
E127_474,NA,0.95354
E75_339,0.68081,NA
E77_223,NA,0.44646
E3_236,0.47273,NA
E32_32,0.06061,NA
E96_322,NA,0.64646
E189_471,NA,0.94747
E108_492,0.9899,NA
E70_234,NA,0.46869
E1_263,NA,0.52727
E197_188,NA,0.37576
E52_350,0.70303,NA
E179_306,NA,0.61414
E44_401,0.80606,NA
E183_445,0.89495,NA
E199_304,0.6101,NA
E81_314,NA,0.6303
E109_184,NA,0.36768
E151_217,NA,0.43434
E63_96,0.1899,NA
E153_165,0.32929,NA
E13_23,NA,0.04242
E11_78,0.15354,NA
E112_228,NA,0.45657
E29_463,NA,0.93131
E21_309,NA,0.6202
E84_422,0.84848,NA
E46_135,0.26869,NA
E148_103,0.20404,NA
E48_104,0.20606,NA
E159_176,0.35152,NA
E19_406,NA,0.81616
E140_104,NA,0.20606
E146_133,NA,0.26465
E35_367,0.73737,NA
E177_14,NA,0.02424
E24_386,NA,0.77576
E145_48,0.09293,NA
E123_360,0.72323,NA
E80_3,NA,0.00202
E133_271,0.54343,NA
E166_497,NA,1.0
E6_476,NA,0.95758
E182_201,NA,0.40202
E9_198,NA,0.39596
E7_175,0.34949,NA
E17_128,NA,0.25455
E27_70,0.13737,NA
E134_225,NA,0.45051
E18_19,0.03434,NA
E115_489,0.98384,NA
E2_47,NA,0.09091
E102_382,0.76768,NA
E90_480,0.96566,NA
E157_239,NA,0.47879
E143_396,NA,0.79596
E45_278,NA,0.55758
E120_8,NA,0.01212
E149_484,NA,0.97374
E152_8,NA,0.01212
E173_367,0.73737,NA
E82_294,NA,0.5899
E26_466,0.93737,NA
E141_483,NA,0.97172
E129_428,0.86061,NA
E167_100,NA,0.19798
E87_18,NA,0.03232
E135_384,0.77172,NA
E20_216,NA,0.43232
E103_115,NA,0.22828
E39_200,NA,0.4
E97_429,NA,0.86263
E114_68,NA,0.13333
E85_177,NA,0.35354
E83_206,0.41212,NA
E62_27,0.05051,NA
E187_388,NA,0.7798
E25_69,NA,0.13535
E74_355,0.71313,NA
E40_317,0.63636,NA
E34_43,0.08283,NA
E172_225,NA,0.45051
E160_301,NA,0.60404
E88_264,NA,0.52929
E37_61,0.11919,NA
E126_467,NA,0.93939
E61_484,NA,0.97374
E65_2,NA,0.0
E55_219,NA,0.43838
E116_380,NA,0.76364
E168_318,NA,0.63838
E91_329,NA,0.66061
E36_270,0.54141,NA
E0_59,0.11515,NA
E196_183,0.36566,NA
E93_101,NA,0.2
E31_3,NA,0.00202
E176_393,0.7899,NA
E76_466,NA,0.93737
E4_275,0.55152,NA
E188_403,NA,0.8101
E16_48,0.09293,NA
E100_466,NA,0.93737
E71_111,0.2202,NA
E184_52,NA,0.10101
E147_199,0.39798,NA
E79_222,NA,0.44444
E28_127,NA,0.25253
E78_345,NA,0.69293
E158_203,0.40606,NA
E53_341,0.68485,NA
E132_335,0.67273,NA
E194_273,NA,0.54747
E95_141,0.28081,NA
E144_288,0.57778,NA
E139_421,0.84646,NA
