	Cebpa	EgrNab	Eklf	Fli1	Fog1	Gata1	Gata2	Gfi1	Pu1	Scl	cJun
E1466_120	0.0045096047370269	0.048587774784599136	1.2088433154808262	1.1802314227652166	1.2636107879699	1.930272607439586	2.626802001314727	0.0027063093932040393	0.0019125035959579528	1.13151084590224	0.019221402698674245
E1762_259	2.4929721957522	0.02445730128410568	0.019202288689281	0.003050157216296293	0.02259623367845174	0.010043295631174587	0.002427396392962534	2.314692802413588	2.7270774738980497	0.0264327490357691	0.006378651675817323
E634_770	0.004149349115723747	0.0008858604824191277	2.9418439107994803	0.014067461501544065	1.6394016810456131	2.501297550784897	0.04903142965309359	0.00283298754049041	0.002913559485974805	2.374801442810832	0.02671253800530737
E1462_698	0.008003554522469744	2.7936811801105024	0.016925713065417927	0.017478283648712078	0.0021436958343654853	0.0041080847904364365	0.0011915358392070065	0.109758643261228	1.9645462498916688	0.0011096110763836018	2.1655339765801727
E530_62	2.0323492752006134	0.08149907245269014	0.0017548099575747814	0.006405259165659007	0.043144685588334716	0.01681526061053631	0.00643917538284795	1.493671232586839	2.581198649989524	0.007791076702826485	1.392413306982866
E405_763	0.0005931804609768901	1.7145450368855808	0.0046148569029623426	0.011804945633024078	0.0312309116704932	0.007018415246020723	0.08116386008188749	0.009450658514598934	2.450636963268475	0.003830862859738546	2.308395956183091
E904_576	0.006536051449807092	1.9120332693069424	0.0018940051408290668	0.031394571860608136	0.0014174784186159627	0.017533903877090286	0.12935136133393998	0.04783171405289812	2.013658278230153	0.0007671641548969829	1.8828449423898288
E1912_357	1.6665494822979456	0.01838592583543868	0.013298875842809787	0.0293247869792108	0.0003028109046779042	0.004709616677029233	0.0016071368836147418	1.9912142477029096	1.7642701895179662	0.09121844448478318	0.06386324306739168
E968_333	2.643118527793177	0.00096941254985989	0.006740973454170967	0.004389016733048024	0.00783258188909867	0.01505659232779745	0.003480122023130801	2.414667702231265	2.380745141398688	0.01590180112247681	0.005621306470802737
E698_566	0.008085128951341964	1.5799040876280377	0.03447936204373063	0.003843297979965465	0.0016515225020530524	0.011206612424014457	0.0015726275287345002	0.010067332618049287	2.012423278697101	0.06303051805045322	2.4475794927599086
E1072_712	0.00011396146034794205	2.260767444035017	0.04853250006822104	0.007897292384919893	0.0070436514050839704	0.025094322468485048	0.013449563596789085	0.005948135395587618	1.8543569555684296	0.012928755761611843	2.119215676645514
E1398_55	1.5567166029716604	0.08610494092589119	0.0068742379283628354	0.009555296233037032	0.0003905436614101792	0.010988418815788182	0.029093856239997225	1.442232731743608	2.2462160854434625	0.0017823377229511921	0.7572859495815415
E1864_310	0.0311590810887062	1.8963977756081525	0.017187508688936242	0.006302224779706128	0.00220898557659395	0.008616173249221216	0.01358222995347811	0.013226911372205004	1.954692561960504	0.0250265199848637	2.2147936608211825
E1414_244	0.03889681192814594	0.00043156087187049333	2.617241398784207	1.1882325791624184	2.2218903401860484	2.9660954089242404	0.1518250171108176	0.0440224914226085	7.340074699839841e-05	1.971333514390907	0.009641517805433129
E824_328	0.02372146096489096	2.566949357672073	0.09865510809041064	0.006465311634491903	0.0020645316367339747	0.011434368427796495	0.008155982653444166	0.013228716777870922	2.299927452083808	0.01882541998583244	1.9421877441455533
E1396_595	0.02565589437865114	1.948407585526276	0.0025973299646392337	0.0024812267071962005	0.0038795360906446795	0.008224627551788703	0.016112298176837063	0.003256831669355321	1.8383696144488093	0.003028110449028724	2.42551802365101
E86_602	2.1350092685875715	0.04249722140715615	0.031475157225365424	0.0030104631455475928	0.006513994669473239	0.003321382492220566	0.019012159974998208	2.706177839985475	2.4112001806342342	0.003986568939434067	0.004257658784226239
E1795_222	2.0505308540914924	0.010253640393445224	0.00996154761396089	0.010137168011401023	0.02044246578470227	0.011169520404038912	0.005834264841094651	3.0834662693688646	1.5641878952342978	0.018192582546911185	0.013058554845048698
E320_95	0.05226227997235853	0.6550868820785196	0.01805527593541173	0.019809410013205558	0.12089807232844302	0.006624813988073788	0.014261385058825047	0.006982576582507561	2.463304144531963	0.0017002472781611766	2.113798592154544
E496_496	0.009396087572229836	1.6139998475860864	0.0015480420526791873	0.0037998633078571054	0.014747433715762887	0.0012365480488551815	0.02393806873165031	0.012222671894039808	1.6211726753602058	0.0021768312702352822	2.072738714972569
E1845_549	0.024263798512616112	2.15724780996294	0.015200973110076703	0.02331145403896687	0.01337449070360205	0.0012824335810885607	0.004557556208012657	0.005396959621194069	2.7998666545204585	0.005080829105912306	2.4449414189009517
E870_768	2.98244986472377	0.022071501650079747	0.001656996061371009	0.0069571546474174045	0.004100814328072564	0.0023462156259484892	0.0054776124101921725	2.3187340778983025	2.3870784935089087	0.045768018318172204	0.03792529695502516
E327_545	0.02429170027545746	2.2541975143960777	0.0034562324469277674	0.0027378502576586358	0.041395523686335	0.0043791916261518215	0.011756728097137795	0.0016287553225329044	1.823545363688232	0.010290658282924863	2.356603716652105
E874_264	2.5635421070305298	0.009221995981505157	0.019716200219593444	0.0028074359723810824	0.04985847045874658	4.4203196147506695e-05	0.020816170860083527	2.095108313447292	3.0012801012475983	0.017792536306588527	0.015406459528009885
E356_3	0.9079447146076932	0.03282426492094062	0.03144631400058287	0.002454018272366375	0.011520893014623494	0.10681877214901446	0.7346067027852473	0.16874238135399952	0.8429412533494183	0.02604019792953939	0.1839136738440307
E1421_501	0.0202007105049448	2.5950322152655776	0.004743425734236729	0.006738694245016094	0.012178463516884898	0.009626668202451085	0.01013282977290209	0.002838195934299203	3.1552199121378712	0.006069892999676935	2.9461368120703164
E1575_602	2.081244541430814	0.003293842060486028	0.05621193353724037	0.021804869259139548	0.005829570883436196	0.021579392630983484	0.00805870658796335	2.11514221425934	2.798357317866312	0.01068535014219066	0.02001017310148723
E1451_204	2.032530826972426	0.003319073306356684	0.014669660102251913	0.053817190331103236	0.03952734992854072	0.037315848652388	0.004812551535427192	2.216821145276207	2.0026814192344844	0.015768568706188167	0.016327460520034674
E1825_557	1.8870645006201665	0.0025621614662668874	0.0013038819190831536	0.006508694242126203	0.021385543920649463	0.01617103699639107	0.029830825011052893	2.38789517187188	2.09253898282066	0.0027564111950094078	0.021442107187898504
E1807_474	0.015621264897266706	0.0005400002859950287	0.035773916313618766	2.3282873025624884	2.6510967514226773	2.366301416212626	0.06433036473820412	0.012328566077813994	0.014905699910982432	1.9124267131122965	0.0016874891913320402
E1799_202	2.4882313357353625	0.06658179160025796	0.012856633443498971	0.026733579393898758	0.01875359226595216	0.001765666006936836	0.018101598605302933	2.04616245881517	2.3727741321907296	0.013974348027690837	0.0383190343340224
E806_520	0.002267467643155916	0.007555247721485894	0.07590607382773393	2.007235868468873	1.7631132617839136	2.0863229820431717	0.0530186516997554	0.00022265792272383968	0.0940462628971647	1.924421465298368	0.01763391716984141
E30_621	1.7622851235803636	0.040223988939712886	0.011535392397359392	0.018036484336912448	0.005336046766824089	0.009936037404119238	0.030733969021803483	2.5883950479324582	2.5816743977183143	0.008232832499990647	0.009783929081810059
E776_66	0.0007398475279763702	0.058383779957595576	0.012389774729171443	0.037057734375616116	0.0228873106559888	1.4859776204914956	1.6087985917113792	0.0028997119763112702	0.02793251253047945	0.1019663848620219	0.000693048407131646
E1521_53	0.10818680203876704	0.013828566436382384	0.001513511699001445	0.012258509941378743	0.08922803246550867	0.002205532054746548	0.1286559566343158	0.012379748604904072	1.6351259628530987	0.00512386076234807	2.1259393265093176
E1706_453	2.4517270407099776	0.012850284051320326	0.06805556695581662	0.012933225883632616	0.0016549004951307445	0.013987155620806829	0.05044941317825088	2.3099901866882284	2.620132014636744	0.13262050465092987	0.05357439462742263
E96_124	0.11238647281003154	0.0014052518407146866	0.8027344034734782	1.6634232798994613	1.1901668059006378	2.639867479163714	1.8409247249304053	0.0039032518065562883	0.058802310462205964	0.7166824810287203	0.0005139956575850538
E495_771	0.0028181685800804665	0.005061243678702093	2.9507649207222704	0.03194357633936573	2.6006268636040017	2.4737683457036304	0.02615823228018669	0.0017996014086772555	0.01643016296646835	3.0470301758213547	0.003913526520678721
E1533_548	2.1373531322877253	0.00712948890768384	0.01634610154022547	0.026671600958675226	0.02536776186120488	0.014839204665578138	0.013943194285737995	2.4706468732398137	2.25803702525035	0.010783723790402485	0.004816087153123753
E1791_228	0.0014743561315886675	2.671149259055195	0.01330914916307209	0.003239717831018309	0.004098554259827558	0.004981340528946098	0.004434529180735416	0.004023600231930444	2.5749071503065295	0.07091413213477918	3.0552176854064568
E934_623	2.039027243537687	0.010942780552677035	0.0003356766477261809	0.010241410621620735	0.021080850199423167	0.012119368928084398	0.0031825849870489808	1.9442196222276231	2.8043012473809767	0.06314642496464717	0.003423101280259209
E1364_513	1.7425056303931687	0.001755273754109699	0.05108027498806796	0.023028257128963548	0.003119454168262289	0.01452213406446976	0.0731639297973204	1.9414975363187519	2.6268399309719266	0.002171811827711379	0.4107380578479942
E645_773	0.02031460406440979	1.9866614870743229	0.006304980670088272	0.03734747700623517	0.052310987750941486	0.02029294340723313	0.007708225686416081	0.016013644627694692	2.453131791247304	0.0198706149525734	2.000603436632215
E742_201	6.776925182626066e-05	1.4433030408935932	0.0016558957507096044	0.00541094633291711	0.026747054634358627	0.00355390530507086	0.019930253804461742	0.0007329453733749951	2.521936211204899	0.008157274319698206	1.7209319441433633
E1745_759	0.003629269904002896	1.7871707924444344	0.022448030013898626	0.03921291946541172	0.030159977662302093	0.0066871436498325	0.030283674580231238	0.0040984209261022905	1.5466118686212489	0.0144681212674899	2.112786065922323
E730_649	0.028024871015472845	2.8196968349268268	0.01662273424953275	0.006257145775985018	0.0007085593539859188	0.0004675770114037166	0.005366731535876921	0.011682628943239248	2.891297668193149	0.0002940190806509733	2.5127445853157635
E108_241	2.1096509285862077	0.002531147813235065	0.03616366125411684	0.015900968834849087	0.12240108206382075	0.010918328202288484	0.031190302980798182	1.6064656854138004	1.8883521630952929	0.032663816971575436	0.012148606154160208
E1291_522	0.00035037775024535317	2.417483350456749	0.015238920299578275	0.0038630651305156354	0.0035252829611718555	0.0003676202048107516	0.006659652291951789	0.0063042467543908435	2.739124678558144	0.0014614220542823395	2.696136600684558
E354_551	2.3296948713355534	0.008416137558325796	0.011392200508692465	0.017409103464492787	0.012035793580632006	0.0013327234217006476	0.03409548923465711	1.727878919939507	2.80661358367105	0.02865149423057468	0.025391644187712944
E525_57	1.8489217524198407	0.06496149221811676	0.0065746121272924965	0.009329827544677344	0.00046258067611715546	0.008649180472809746	0.08633491550337173	1.3786620216868501	2.1940794144918887	0.030502285690817137	1.6465815660617882
E927_11	1.042696891367145	0.052444657917741375	0.07211368550118011	0.0013070765063265953	0.03679829793760248	0.1940140001843118	0.5277594717499027	0.4704482939149398	0.9908453576078672	0.0676109652110984	0.6210864589180461
E1890_349	0.0027346187197069337	2.4522434464898217	0.0014537702393556022	0.03148668303694388	0.001037118557016096	0.0159998038238687	0.06127576855294727	0.06476605881642394	2.274478553369461	0.012842633331891229	2.086798095587408
E1479_590	0.013906756749025431	0.02674827040020998	1.9516731137084184	0.008457357748054683	2.090653294308418	1.9638416761995552	0.028257042570652768	0.02629294164731992	0.020930770454731462	1.536474076043386	0.02810834553949263
E1528_560	0.045572603946554435	2.508242758621816	0.017056663684139543	0.005942583410893921	0.011759810229558569	0.019078101599807613	0.00046870239910588537	0.014397259812165076	1.7090611065188834	0.05834233425473576	2.329595080429739
E875_252	2.2382687980071942	0.004513198728389151	0.003628660417497596	0.03836287663668985	0.031300543234064955	0.0031485944343526365	0.05954976261499635	2.399503202732983	2.548932768308416	0.01276658147455912	0.03187319050754565
E816_235	0.0005428242278415676	0.15799053961493426	0.11074311707583882	0.007666970637214643	0.012781774387381498	0.027603584770816408	0.0031214340430008518	0.011978476452494308	1.5689854525877756	0.002255776352419877	1.281117673577916
E1941_512	0.09683267605256747	2.650967113112002	0.035625845937260564	6.162970849268032e-05	0.002607025671668559	0.0034144785018337285	0.00563938253537628	0.007512535353021687	2.489838672382309	0.001624330673956214	2.4669206612013546
E142_243	2.0910210674348755	0.027281660244689872	0.010825391180192549	0.011463518191881593	0.0112693022050026	0.03189192768778211	0.03483730957600284	2.027249906082928	2.218674660932291	0.028078780812312853	0.0693426371029278
E1530_401	2.3460234069182366	0.002336237770979339	0.014723156795194543	0.023291223881106368	0.0008680047580563329	0.07219358492205019	0.00019012158202028496	2.379132322418537	2.0717352715658794	0.0031910836449694953	0.06202877979637422
E287_98	0.002193460853138482	0.3536112096091755	0.030575283347856738	0.015634002887867704	0.003307840295719927	0.06931619971358688	0.01248544409764434	0.006621210530614869	2.238772162464699	0.0005373538481443754	2.6200241231989763
E1953_325	0.09186667902948734	1.9307178422396352	0.01678828146216248	7.1091400342596e-05	0.001123527119645599	0.0069275386668128285	0.013040136164919643	0.01864759077158656	1.6200357220341808	0.006186030297913406	2.202930229387772
E1743_208	0.0025774597875543232	0.01731026054056146	1.5418169979274468	1.0975099327415687	2.435401763692388	2.174503968879172	1.6918877052576011	0.015051983106285685	0.0049815831709445505	2.2509333127024207	9.953682353209624e-05
E785_598	1.9694455262376505	0.005729140222737629	0.008173083459623275	0.009606223821457632	0.08580702624240874	0.011518374148783058	0.07846241330146192	2.163913174264444	2.249636211932674	0.007067829322336194	8.73731811853642e-05
E612_280	2.323129532453997	0.00015750605153568798	0.03559739314162297	0.04447981647327194	0.04238870139436555	0.06842644697316637	0.004732932492043396	2.4407829788294526	2.49303010223719	0.034389625991852565	0.0024237211651630085
E1139_643	1.617194193973046	0.0035243881376717024	0.003483711566325657	0.03310487844464813	0.006558798325597071	0.038143317627840685	0.012181752078102879	2.3087286171644346	2.0124752135359643	0.022975678372352492	0.0006637879493878174
E471_425	2.06745342400681	0.007569280486951048	0.06431967603873717	0.011910495347104965	0.06275107491228522	0.015843828391435926	0.01829842010528148	2.22154881162892	2.9106320175954523	0.0005857197986768961	0.007707246113599495
E1094_509	2.2357787165190146	0.05911337130230115	0.0033424304747129647	0.021407715985992254	0.01696928160034852	0.004952412762627161	0.0008917785530233572	1.8638830116702096	2.113834447657444	0.04496301187661123	0.02228015522928084
E251_170	2.0542305649519004	0.036180534403276135	0.001058075783485612	0.008316386487531678	0.10174598373654302	0.0003967969720912139	0.0032944436642612816	2.6868987873634267	2.7349766643761657	0.04881280247437467	0.005788820465729282
E700_167	0.0003356360007442116	2.4387842807495352	0.001913976149710481	0.06883878155441328	0.013059773982682422	0.01282456903180194	0.002514953058451612	0.020969566535632672	2.3601968722029287	0.01917471252189213	2.071365199978427
E802_476	2.6182253977131293	0.011510239855945143	0.01521371574064915	0.0003648578226121933	0.03968108896177258	0.16118783575849793	0.0008609848906083807	2.2789070180472306	2.2461162727373334	0.014289845183971028	0.0195817461489761
E1736_680	0.011344283164158591	2.1756339182884674	0.003924126289811938	0.014638376314141876	0.03609347871875785	0.007711719577029865	0.03544065724694017	0.0025387875659396678	2.2132380191179584	0.002983858367227178	2.2903010977741443
E125_296	0.0265973163168528	1.716885104157865	0.00799653890030945	0.028472923143925268	0.0043814555328422645	0.0005571938181071906	0.007935498620859875	0.0009046644010250816	2.53944318309495	0.0014644137030411974	2.2856538241482927
E681_258	0.02793136147769646	2.0555458924599868	0.001442838175345766	0.007557276972269091	0.0020094919299364494	0.001915670629521037	0.016902161652464418	0.00629523135293153	2.0128772827486805	0.007962043846968652	2.566472904463819
E1574_629	0.02684892800562329	2.072543018796909	0.07331986026563382	0.04632826648005757	0.05064719869366417	0.016108586961383405	0.0603299824034665	0.06429997871053067	1.688687938431539	0.026423367793364204	1.5771661082792778
E1375_777	0.009319640231809643	2.4811796503909687	0.0029152688515555816	0.016186638185850446	0.07508946284760283	0.0038454962453925226	0.003697002407081075	0.020149562416231948	2.0483765842410024	0.0013971900603243898	1.7694058991237829
E188_706	1.9768400109926367	0.0140332548673028	0.008630969860458255	0.010839131180834351	0.011096592569433746	0.020594036095900502	0.009568877194989507	2.5816160796288665	2.126972126588441	0.0688746169230984	0.005588232881721746
E591_703	1.9630853233040133	0.012883436159729658	0.0006110071041405397	0.025471763563585208	0.03205033255641308	0.01112245161618857	0.12021388326690988	2.6524179200467444	2.277636478674184	0.00703401959058382	0.018502357804596286
E1348_463	0.0035977599301479533	2.3627019389328603	0.008572649489179726	0.0246044887317298	0.05598497581987255	0.036558085982259216	0.007356499614340713	0.015460780729917953	1.571074868248083	0.00986481463676094	2.151417215863857
E609_7	0.9002111534935816	0.004349818015648504	0.004132132815882535	0.050570175384028734	0.0039290028816110255	0.1530506633374912	0.4676258442716869	0.4067404123213363	0.8571238185022402	0.015394413878381984	0.17173360102122076
E585_783	1.8328915818311768	0.00517428939873771	0.027938172599930908	0.002255025570691768	0.003703788490822904	0.03214412905943718	0.011161216867880536	1.773184018533834	1.954603063233307	0.03562088452204578	0.005773971741715981
E1767_99	0.35055836524245065	0.04063263173983223	0.0015667749953288362	0.0065004138928924605	0.014180439185094325	0.063555848969491	0.02805759821873793	0.17558442691710266	2.0977060514510804	0.0006079349625798204	1.9924332841222188
E615_57	6.560703300350929e-05	0.02784460853065129	0.008495044858095855	0.05887771566807583	0.020555535449980115	0.7872548725020255	0.4538807084896608	0.0049368328329594535	0.018280881936517373	0.0009696784992554504	0.025797278501498763
E813_77	1.87518969870296	0.0322303300997121	0.006068162931559893	0.0004597396401120509	0.014426092328924637	3.4117792545079165e-05	0.08209546719385577	1.7725345315417649	1.8111602778279032	0.03809949328267608	0.2574180698496061
E950_124	0.016363559889647144	0.002314423454051864	0.3732059802054521	0.19055602329649127	0.2277991356116416	3.6275892656975217	2.6135697754670715	0.017925575072768988	0.020580047867160257	0.29991326317807143	0.013686936333420469
E1637_217	2.0044466168873414	0.00787522437674263	0.013241471151542141	0.02519761366284096	0.08431457778937985	0.00493667153601408	0.0014843761346949348	1.9707764848136164	2.2909993188479163	0.0041819664103618145	0.001787278013352332
E623_721	1.923209972519521	0.028898383159573705	0.046116508497309534	0.012716002764004268	0.02987193733714525	0.0013807947076548595	0.002340110301095884	2.2320562541314812	2.315481379065106	0.017194159405670862	0.00016580471435831
E562_160	0.001777794758162681	1.6799523772752205	0.00515497315388245	0.004240982048232399	0.014332356686833973	0.0606107543017437	0.0048988832945759155	0.011274893779795035	2.3416457240331168	0.002001930006848932	2.1259921134558364
E448_356	0.02561300802652346	2.9902257781748283	0.0027795077339287672	0.002386881750060396	0.02400992270633265	0.013481832024958321	0.004803966394348663	0.0324268092036874	2.469622378747204	0.009116936959158635	2.0971084982249724
E1626_22	0.10348913206964927	0.0012061629032428314	0.001445054251218509	0.03922105975693156	0.012108495921402736	0.06830378411969458	0.021573702152928698	0.2116859464306941	1.017778052454839	0.02979211672933846	1.0878207377835458
E1921_771	2.5333887219594424	0.022146772447343317	0.02500791294220644	0.002994630938600402	0.003610693134039332	0.0155784820915629	0.05100236634885057	2.471298930190537	2.1684613073849808	0.0019306668221556913	0.04452679590583528
E1226_399	0.0034403099939725817	2.3089763102540464	0.007172525593566603	0.01194168938386712	0.009419484478054229	0.014952763330292627	0.0005820639199750463	0.010977119170225676	2.8790693891033285	0.015072378058611053	2.2757525173918465
E963_489	0.011576339972040918	2.4636584577494647	0.01114141237917601	0.001299782556214886	0.006007948293417115	0.02495947826914929	0.002246053377900297	0.030930375462896682	1.9130623361407209	0.0008919363738610377	1.9756539251020755
E225_290	0.0056485857877549145	1.8944735882048305	0.05123243191315866	0.006353631672325374	0.016733843836340332	0.012398908110262879	0.012525078437708826	0.07290781220400556	2.1189284422103745	0.002264816493880467	2.6786564535385384
E1948_697	0.00843770079860242	2.7585128070258778	0.012451348364595808	0.0003407414827859784	0.009292071800573058	0.030106112234314693	0.007281695487017595	0.0407734482211487	2.2945482909936104	0.003644870743684072	2.3137055761273007
E145_508	0.037697521702482695	0.02229648331081205	2.029545281017923	0.042436023822089435	2.5387819458605856	2.010384843259983	0.011916405689792022	0.0020260622659599254	0.003147144899085302	1.8433317598755543	0.0006837854799754072
E629_495	0.007997822356347802	1.747536572854224	0.003659969756803543	0.005562759923907703	0.2761041513802359	0.009236920907224708	0.01881114343239515	0.04520688231449626	1.939518663553584	0.002875699893780812	1.6986886718588745
E1425_109	2.2886736820502405	0.011312031381155436	0.009529994421093674	0.02680765307863673	0.011387286672566823	0.005563152310556668	0.0007937663785131763	2.5645245612822767	1.9256826398508613	0.00097569037379279	0.10569323983716264
E508_799	0.1182732964167322	2.8949428637590064	0.009128924081848712	0.01437443041968945	0.006430146948813836	0.008825991950476687	0.028554865233326936	0.0027936461332855322	2.3699924639280043	0.002204803705409377	2.1116017057350738
E2_473	0.010258907302359704	0.012611184453475964	1.920580984868036	0.005974379550241756	2.531973652458343	2.3057292475012727	0.037314432970031536	0.10897353330187344	0.05742679608109881	2.1166186497056763	0.0015018774587346002
E1721_130	0.00397695764677366	0.001859695581210837	0.3823357581159968	0.6321492565794228	0.36540662344896463	2.2250158640584536	1.945977781369752	0.028358271923651725	0.02512048366175741	0.4650010792710321	0.022929089425881663
E1336_99	2.1647196020777835	0.022577779624456472	0.0035995813495336977	0.024084758480766875	0.02209928848559808	0.028254570417831082	0.04986055477257476	2.085557174731481	2.2210777156525383	0.008245635350155427	1.2991164588425317
E1838_556	0.007090591757020842	2.2418700378589893	0.02930898290829345	0.013373772253553556	9.859495858759274e-05	0.0052682482938136155	0.011581180836969282	0.06305827310595682	2.327805539365804	0.048522511087099984	1.6668085123295724
E398_499	2.364454916191754	0.0018381892499182762	0.03265230398379676	0.007557726809441619	0.0024756656721857755	0.003945118357577996	0.009955572918838022	2.260485962740197	2.0918626397938778	0.0364378542497987	0.016420524984804064
E1896_715	2.140716489744212	0.010701225348317956	0.007115650000902828	0.05021188727268908	0.003976555313445857	0.01730220884711311	0.0010117781864178092	1.7732536316013978	1.9424444326657881	0.03582208354984123	0.030410201003786767
