,PseudoTime1,PseudoTime2,PseudoTime3
E162_245,NA,0.29374,NA
E125_217,NA,NA,0.25798
E106_764,NA,NA,0.95658
E174_322,0.39208,NA,NA
E117_640,NA,0.79821,NA
E40_63,0.0613,NA,NA
E38_131,NA,NA,0.14815
E119_193,0.22733,NA,NA
E63_168,NA,0.1954,NA
E6_240,NA,0.28736,NA
E102_328,NA,NA,0.39974
E104_172,NA,NA,0.20051
E58_337,0.41124,NA,NA
E120_44,0.03704,NA,NA
E81_448,NA,NA,0.553
E73_581,0.72286,NA,NA
E54_338,NA,0.41252,NA
E127_464,0.57344,NA,NA
E87_166,NA,0.19285,NA
E146_693,NA,NA,0.8659
E99_139,NA,0.15837,NA
E17_614,0.76501,NA,NA
E77_583,NA,NA,0.72542
E116_756,NA,0.94636,NA
E13_28,0.0166,NA,NA
E169_771,NA,NA,0.96552
E197_469,NA,0.57982,NA
E34_425,NA,NA,0.52363
E36_546,0.67816,NA,NA
E11_39,NA,NA,0.03065
E3_741,0.9272,NA,NA
E108_78,NA,0.08046,NA
E167_15,NA,NA,0.0
E111_169,NA,0.19668,NA
E173_212,NA,0.2516,NA
E29_232,0.27714,NA,NA
E178_364,NA,0.44572,NA
E147_405,NA,0.49808,NA
E19_549,0.68199,NA,NA
E31_468,0.57854,NA,NA
E112_465,0.57471,NA,NA
E150_250,NA,NA,0.30013
E67_472,NA,0.58365,NA
E14_396,0.48659,NA,NA
E2_592,NA,NA,0.73691
E46_430,NA,NA,0.53001
E52_672,NA,NA,0.83908
E8_762,0.95402,NA,NA
E188_117,NA,0.13027,NA
E144_660,0.82375,NA,NA
E5_597,0.7433,NA,NA
E151_503,NA,0.62324,NA
E103_210,NA,NA,0.24904
E145_734,NA,NA,0.91826
E187_114,NA,NA,0.12644
E78_277,NA,0.33461,NA
E126_759,NA,NA,0.95019
E113_711,NA,NA,0.88889
E86_154,NA,0.17752,NA
E185_474,NA,NA,0.58621
E88_582,0.72414,NA,NA
E82_402,NA,NA,0.49425
E91_221,NA,0.26309,NA
E164_676,0.84419,NA,NA
E194_268,NA,0.32312,NA
E199_748,NA,0.93614,NA
E128_405,NA,0.49808,NA
E1_654,NA,0.81609,NA
E134_443,0.54662,NA,NA
E193_315,NA,0.38314,NA
E98_58,NA,0.05492,NA
E48_649,NA,NA,0.80971
E168_318,NA,0.38697,NA
E21_89,NA,NA,0.09451
E165_562,0.6986,NA,NA
E45_229,NA,NA,0.27331
E157_645,0.8046,NA,NA
E74_746,0.93359,NA,NA
E24_334,0.40741,NA,NA
E85_361,NA,NA,0.44189
E97_45,0.03831,NA,NA
E107_96,NA,NA,0.10345
E10_786,NA,NA,0.98467
E159_561,NA,0.69732,NA
E133_177,NA,0.2069,NA
E166_406,NA,0.49936,NA
E181_608,0.75734,NA,NA
E69_88,0.09323,NA,NA
E141_157,NA,NA,0.18135
E143_616,NA,0.76756,NA
E172_662,NA,0.82631,NA
E189_413,NA,0.5083,NA
E72_600,NA,0.74713,NA
E148_530,NA,0.65773,NA
E60_332,0.40485,NA,NA
E71_503,NA,0.62324,NA
E139_798,1.0,NA,NA
E180_224,0.26692,NA,NA
E22_299,NA,0.36271,NA
E135_358,0.43806,NA,NA
E55_218,NA,NA,0.25926
E42_487,NA,NA,0.60281
E198_68,NA,NA,0.06769
E129_349,0.42656,NA,NA
E65_293,NA,NA,0.35504
E39_725,NA,NA,0.90677
E170_564,NA,NA,0.70115
E33_69,NA,NA,0.06897
E12_641,NA,0.79949,NA
E94_737,0.92209,NA,NA
E56_221,NA,0.26309,NA
E66_538,NA,NA,0.66794
E131_465,NA,NA,0.57471
E26_119,NA,0.13282,NA
E100_415,NA,0.51086,NA
E41_570,NA,NA,0.70881
E90_400,0.4917,NA,NA
E154_694,0.86718,NA,NA
E110_460,0.56833,NA,NA
E149_469,0.57982,NA,NA
E59_147,0.16858,NA,NA
E20_737,NA,NA,0.92209
E137_413,0.5083,NA,NA
E177_33,NA,0.02299,NA
E179_192,NA,0.22605,NA
E9_454,0.56066,NA,NA
E115_645,NA,0.8046,NA
E183_464,NA,NA,0.57344
E122_319,0.38825,NA,NA
E171_631,0.78672,NA,NA
E152_575,NA,NA,0.7152
E124_333,NA,0.40613,NA
E50_741,NA,NA,0.9272
E93_325,0.39591,NA,NA
E142_82,0.08557,NA,NA
E64_634,0.79055,NA,NA
E32_322,NA,0.39208,NA
E7_700,NA,0.87484,NA
E163_457,NA,0.5645,NA
E49_608,NA,NA,0.75734
E23_113,0.12516,NA,NA
E51_554,NA,0.68838,NA
E15_359,NA,NA,0.43934
E61_45,0.03831,NA,NA
E83_291,NA,0.35249,NA
E136_763,NA,0.9553,NA
E161_226,0.26948,NA,NA
E4_434,NA,0.53512,NA
E192_714,NA,NA,0.89272
E76_729,NA,NA,0.91188
E182_701,NA,0.87612,NA
E79_65,NA,0.06386,NA
E118_564,NA,NA,0.70115
E190_222,NA,0.26437,NA
E175_655,NA,0.81737,NA
E47_762,0.95402,NA,NA
E37_775,0.97063,NA,NA
E16_202,0.23883,NA,NA
E130_147,NA,NA,0.16858
E92_76,NA,NA,0.07791
E196_567,NA,NA,0.70498
E101_200,NA,NA,0.23627
E121_667,0.83269,NA,NA
E160_284,0.34355,NA,NA
E18_252,0.30268,NA,NA
E44_771,NA,NA,0.96552
E176_740,NA,0.92593,NA
E27_508,NA,0.62963,NA
E75_719,NA,0.89911,NA
E25_585,0.72797,NA,NA
E114_198,NA,NA,0.23372
E57_50,NA,NA,0.0447
E155_17,NA,0.00255,NA
E43_770,NA,NA,0.96424
E186_32,NA,0.02171,NA
E140_180,NA,NA,0.21073
E62_352,NA,NA,0.4304
E70_36,NA,NA,0.02682
E0_409,NA,NA,0.50319
E89_745,NA,NA,0.93231
E138_531,0.659,NA,NA
E68_494,NA,0.61175,NA
E53_526,0.65262,NA,NA
E184_229,NA,0.27331,NA
E96_310,NA,NA,0.37676
E105_590,NA,NA,0.73436
E191_420,NA,0.51724,NA
E156_602,NA,NA,0.74968
E30_662,NA,0.82631,NA
E95_339,0.41379,NA,NA
E195_176,NA,0.20562,NA
E35_69,NA,NA,0.06897
E80_562,NA,0.6986,NA
E84_360,NA,NA,0.44061
E109_26,NA,0.01405,NA
E153_470,NA,0.5811,NA
E132_771,0.96552,NA,NA
E123_476,0.58876,NA,NA
E28_611,NA,0.76117,NA
E158_37,NA,NA,0.0281
