TF	Target	EdgeWeight
cJun	EgrNab	0.055066876113414764
Scl	Eklf	0.055039260536432266
Gata1	Eklf	0.05502629652619362
Scl	Fli1	0.05501221492886543
Gfi1	Pu1	0.055010464042425156
Eklf	Gata1	0.054998673498630524
Fli1	Gata2	0.05499447137117386
Eklf	Fli1	0.05498572066426277
Fog1	Fli1	0.05498121678829193
Scl	Gata2	0.054972417652606964
Gata1	Gata2	0.054971691220998764
cJun	Gata2	0.054969463497400284
Gata1	Fli1	0.05496826395392418
Fli1	Eklf	0.05496703460812569
Eklf	EgrNab	0.05496671423316002
Gata2	Gata1	0.05496551841497421
Scl	EgrNab	0.05496232211589813
Fog1	Gata2	0.05496162921190262
Fli1	cJun	0.05496007204055786
Fog1	Gata1	0.05495762452483177
Fli1	EgrNab	0.054956987500190735
EgrNab	cJun	0.05495564267039299
Fog1	Cebpa	0.054951153695583344
cJun	Scl	0.05495104938745499
Gata2	Cebpa	0.05494658276438713
Cebpa	Gfi1	0.05494232103228569
cJun	Gfi1	0.05494007468223572
Gfi1	Gata1	0.05493907630443573
Cebpa	Scl	0.05493778735399246
Fli1	Scl	0.054936155676841736
Pu1	Fli1	0.054932259023189545
EgrNab	Pu1	0.05493216961622238
Gfi1	Fog1	0.054930876940488815
Cebpa	Pu1	0.05493076145648956
EgrNab	Gfi1	0.05492238327860832
Gfi1	EgrNab	0.05492018908262253
Fog1	cJun	0.05491666495800018
EgrNab	Gata2	0.05491464585065842
Pu1	Fog1	0.05491448566317558
Pu1	cJun	0.05491292104125023
Gfi1	Fli1	0.05491161346435547
Fli1	Fog1	0.05491137132048607
cJun	Cebpa	0.05490652099251747
Cebpa	EgrNab	0.05490618944168091
Cebpa	Fli1	0.054906126111745834
Gata2	Fli1	0.05490607023239136
Gata1	Fog1	0.05490369349718094
Gfi1	Cebpa	0.054902613162994385
Gata2	EgrNab	0.054900117218494415
Gata1	Scl	0.054899074137210846
Gata2	Fog1	0.054899051785469055
Gata1	EgrNab	0.05489708483219147
Cebpa	cJun	0.05489623174071312
Fog1	Scl	0.054895561188459396
Scl	Fog1	0.05489156022667885
Pu1	EgrNab	0.05489062890410423
Eklf	Fog1	0.05489043518900871
Scl	Gata1	0.05488995835185051
cJun	Fli1	0.05488613620400429
Scl	Cebpa	0.05488535761833191
Eklf	Pu1	0.054884172976017
Gata1	Pu1	0.05488293617963791
EgrNab	Gata1	0.054880350828170776
Gata2	Gfi1	0.05487745255231857
EgrNab	Scl	0.05487668141722679
Pu1	Gata2	0.05487621948122978
Eklf	Scl	0.054874155670404434
cJun	Pu1	0.05487343668937683
Fli1	Gata1	0.05487208440899849
Pu1	Cebpa	0.05487169325351715
Gata1	Gfi1	0.054871492087841034
Cebpa	Fog1	0.05487119406461716
EgrNab	Fli1	0.05486920475959778
Fog1	Eklf	0.05486379191279411
Gata2	cJun	0.05485408008098602
Fog1	Pu1	0.054853543639183044
Cebpa	Gata1	0.054851140826940536
Pu1	Gfi1	0.054847586899995804
cJun	Eklf	0.0548463873565197
Cebpa	Eklf	0.05484406277537346
Fli1	Gfi1	0.054843969643116
Fog1	Gfi1	0.0548422746360302
Fog1	EgrNab	0.05484076216816902
Gata2	Scl	0.05484025180339813
Scl	cJun	0.054835882037878036
Gfi1	Scl	0.05483057722449303
Eklf	cJun	0.05482771247625351
Scl	Gfi1	0.05482463166117668
Eklf	Gata2	0.05482453852891922
EgrNab	Cebpa	0.054824188351631165
Gata2	Eklf	0.054823990911245346
Fli1	Pu1	0.05482308566570282
EgrNab	Fog1	0.05482024326920509
Eklf	Gfi1	0.054819539189338684
Gata1	Cebpa	0.05480830743908882
Gfi1	Eklf	0.05480791628360748
Gfi1	Gata2	0.05480694770812988
cJun	Fog1	0.0547989085316658
Fli1	Cebpa	0.0547926090657711
Gata2	Pu1	0.05479232594370842
EgrNab	Eklf	0.0547909215092659
Gfi1	cJun	0.05479062348604202
Eklf	Cebpa	0.054788120090961456
Cebpa	Gata2	0.05477769672870636
cJun	Gata1	0.05477634444832802
Pu1	Scl	0.05477477237582207
Gata1	cJun	0.05477244034409523
Pu1	Eklf	0.0547659732401371
Scl	Pu1	0.054739419370889664
Pu1	Gata1	0.054711487144231796
