TF	Target	EdgeWeight
PGD2	FGF9	0.010935889557003975
PGD2	SOX9	0.010926570743322372
FGF9	AMH	0.010924388654530048
FOXL2	CTNNB1	0.010922025889158249
SOX9	FGF9	0.010915268212556839
NR0B1	WNT4	0.010909420438110828
DHH	SOX9	0.010907228104770184
SOX9	DHH	0.010899978689849377
RSPO1	WNT4	0.010899585671722889
DMRT1	SRY	0.010894861072301865
FOXL2	RSPO1	0.010891781188547611
DHH	FGF9	0.010885938070714474
FOXL2	WNT4	0.010881035588681698
CBX2	UGR	0.010875241830945015
DHH	AMH	0.01086722407490015
SRY	DHH	0.010865523479878902
CTNNB1	WNT4	0.01086527481675148
DHH	DMRT1	0.010858858935534954
DHH	PGD2	0.010856278240680695
DKK1	AMH	0.010855989530682564
DKK1	DMRT1	0.010851126164197922
UGR	CBX2	0.010850150138139725
PGD2	DHH	0.010849857702851295
AMH	DHH	0.01084950566291809
SRY	PGD2	0.010849039070308208
AMH	DKK1	0.010846988297998905
FGF9	DKK1	0.010845606215298176
SOX9	PGD2	0.01084443274885416
NR5A1	PGD2	0.010843576863408089
CTNNB1	FOXL2	0.010843171738088131
DMRT1	PGD2	0.010836182162165642
NR5A1	AMH	0.01083415187895298
DHH	DKK1	0.010833845473825932
DKK1	FGF9	0.010833132080733776
SRY	DMRT1	0.01083165779709816
SOX9	AMH	0.01083162147551775
NR5A1	SRY	0.010829227045178413
AMH	PGD2	0.010820685885846615
SRY	DKK1	0.010819842107594013
NR5A1	CBX2	0.010819286108016968
RSPO1	FOXL2	0.010810594074428082
SRY	FGF9	0.010807780548930168
DHH	NR5A1	0.0108069172129035
DHH	WT1pKTS	0.010805919766426086
WNT4	RSPO1	0.010803930461406708
FOXL2	NR0B1	0.010801909491419792
AMH	FGF9	0.010799403302371502
FGF9	SOX9	0.010798858478665352
AMH	SOX9	0.010798543691635132
DMRT1	SOX9	0.010798092931509018
RSPO1	NR0B1	0.010797365568578243
FGF9	NR5A1	0.010797204449772835
FGF9	PGD2	0.010793378576636314
NR5A1	WT1pKTS	0.010793333873152733
FGF9	SRY	0.010788865387439728
DKK1	SRY	0.010787266306579113
NR0B1	FOXL2	0.010786520317196846
WNT4	NR0B1	0.010785418562591076
FGF9	DHH	0.01078482810407877
RSPO1	CTNNB1	0.010784425772726536
WT1pKTS	NR5A1	0.010783634148538113
FGF9	WT1pKTS	0.010782375000417233
DKK1	DHH	0.010782141238451004
WT1mKTS	RSPO1	0.01077999360859394
