,PseudoTime1,PseudoTime2
E108_79,NA,0.15323
E176_64,NA,0.12298
E85_272,NA,0.54234
E160_219,0.43548,NA
E109_114,NA,0.22379
E182_161,NA,0.31855
E165_458,0.91734,NA
E180_382,NA,0.76411
E83_189,NA,0.375
E168_467,NA,0.93548
E74_240,0.47782,NA
E134_243,0.48387,NA
E44_419,0.83871,NA
E149_165,NA,0.32661
E112_298,0.59476,NA
E89_58,0.11089,NA
E63_206,NA,0.40927
E128_499,NA,1.0
E41_378,NA,0.75605
E101_298,NA,0.59476
E23_490,NA,0.98185
E104_136,0.26815,NA
E98_95,NA,0.18548
E186_112,NA,0.21976
E155_364,NA,0.72782
E172_298,NA,0.59476
E81_154,NA,0.30444
E188_342,NA,0.68347
E62_325,NA,0.64919
E153_215,0.42742,NA
E156_485,0.97177,NA
E0_411,NA,0.82258
E49_176,0.34879,NA
E115_199,0.39516,NA
E48_220,0.4375,NA
E25_131,0.25806,NA
E10_313,NA,0.625
E167_299,0.59677,NA
E6_233,NA,0.46371
E174_106,NA,0.20766
E21_83,NA,0.16129
E150_276,0.5504,NA
E32_410,0.82056,NA
E42_86,NA,0.16734
E50_332,NA,0.66331
E1_72,NA,0.13911
E8_445,0.89113,NA
E152_408,NA,0.81653
E187_3,0.0,NA
E185_212,NA,0.42137
E184_475,NA,0.95161
E82_146,NA,0.28831
E33_419,NA,0.83871
E64_248,NA,0.49395
E127_334,NA,0.66734
E5_327,NA,0.65323
E158_437,NA,0.875
E99_196,NA,0.38911
E68_317,0.63306,NA
E69_333,NA,0.66532
E195_67,NA,0.12903
E179_333,NA,0.66532
E4_14,0.02218,NA
E105_92,0.17944,NA
E86_368,NA,0.73589
E14_252,NA,0.50202
E135_286,0.57056,NA
E97_316,NA,0.63105
E122_85,NA,0.16532
E72_9,NA,0.0121
E181_139,NA,0.27419
E73_348,0.69556,NA
E54_290,NA,0.57863
E67_214,NA,0.4254
E11_421,NA,0.84274
E13_45,NA,0.08468
E164_150,0.29637,NA
E76_29,NA,0.05242
E171_409,NA,0.81855
E92_69,NA,0.13306
E114_272,NA,0.54234
E24_445,NA,0.89113
E78_361,0.72177,NA
E130_265,NA,0.52823
E16_104,NA,0.20363
E9_152,NA,0.3004
E178_331,NA,0.66129
E157_202,NA,0.40121
E87_261,0.52016,NA
E35_38,NA,0.07056
E71_477,NA,0.95565
E121_301,NA,0.60081
E133_180,NA,0.35685
E34_333,NA,0.66532
E103_325,NA,0.64919
E131_260,NA,0.51815
E124_106,NA,0.20766
E3_13,0.02016,NA
E189_49,NA,0.09274
E53_27,NA,0.04839
E12_468,NA,0.9375
E75_491,NA,0.98387
E57_233,NA,0.46371
E166_30,0.05444,NA
E47_474,NA,0.9496
E143_141,0.27823,NA
E52_24,NA,0.04234
E96_256,NA,0.51008
E95_85,NA,0.16532
E144_318,NA,0.63508
E65_481,0.96371,NA
E94_279,NA,0.55645
E193_14,NA,0.02218
E126_225,NA,0.44758
E88_353,0.70565,NA
E30_257,0.5121,NA
E194_129,0.25403,NA
E70_420,NA,0.84073
E151_492,0.98589,NA
E183_169,NA,0.33468
E118_88,NA,0.17137
E163_485,NA,0.97177
E145_491,0.98387,NA
E136_388,0.77621,NA
E77_313,NA,0.625
E15_230,NA,0.45766
E192_264,NA,0.52621
E140_285,NA,0.56855
E106_446,0.89315,NA
E80_181,0.35887,NA
E91_257,NA,0.5121
E177_152,NA,0.3004
E117_70,NA,0.13508
E146_40,0.0746,NA
E154_11,NA,0.01613
E137_63,NA,0.12097
E2_116,NA,0.22782
E113_386,NA,0.77218
E129_450,NA,0.90121
E175_142,NA,0.28024
E148_37,NA,0.06855
E169_490,NA,0.98185
E22_203,NA,0.40323
E43_223,NA,0.44355
E37_326,0.65121,NA
E40_133,NA,0.2621
E55_385,NA,0.77016
E84_196,NA,0.38911
E46_354,NA,0.70766
E29_204,0.40524,NA
E161_351,NA,0.70161
E142_219,NA,0.43548
E100_359,NA,0.71774
E123_409,0.81855,NA
E110_238,NA,0.47379
E190_251,NA,0.5
E38_306,NA,0.61089
E197_423,NA,0.84677
E26_22,NA,0.03831
E28_321,NA,0.64113
E173_392,0.78427,NA
E56_124,NA,0.24395
E90_6,NA,0.00605
E138_341,0.68145,NA
E196_237,NA,0.47177
E199_491,NA,0.98387
E116_146,NA,0.28831
E132_341,NA,0.68145
E51_418,NA,0.83669
E139_85,0.16532,NA
E36_165,NA,0.32661
E102_47,NA,0.08871
E18_271,0.54032,NA
E27_472,NA,0.94556
E191_317,0.63306,NA
E159_93,NA,0.18145
E39_404,NA,0.80847
E93_321,NA,0.64113
E107_394,NA,0.78831
E19_423,NA,0.84677
E147_140,NA,0.27621
E79_92,NA,0.17944
E66_31,NA,0.05645
E119_187,NA,0.37097
E170_228,NA,0.45363
E58_60,NA,0.11492
E111_402,0.80444,NA
E31_191,NA,0.37903
E162_335,NA,0.66935
E60_12,NA,0.01815
E17_101,0.19758,NA
E7_400,NA,0.8004
E125_8,NA,0.01008
E45_492,0.98589,NA
E61_144,0.28427,NA
E198_393,NA,0.78629
E141_116,NA,0.22782
E59_477,NA,0.95565
E120_72,0.13911,NA
E20_386,NA,0.77218
