,LRP,source_gene,target_gene
1,0.0019245921,G2,G1
2,0.002509345,G3,G1
3,0.0020288327,G4,G1
4,0.0010892691,G5,G1
5,0.001661401,G6,G1
6,0.0027605356,G7,G1
7,0.0015100939,G8,G1
8,0.0012680561,G9,G1
9,0.0025224844,G10,G1
10,0.0031027729,G11,G1
11,0.0021441225,G12,G1
12,0.0019135317,G13,G1
13,0.0029120639,G14,G1
14,0.0011795259,G15,G1
15,0.0011086822,G16,G1
16,0.0042644953,G17,G1
17,0.001541961,G18,G1
18,0.0018583568,G19,G1
19,0.0031155571,G20,G1
20,0.002940934,G21,G1
21,0.0011800564,G22,G1
22,0.003705825,G23,G1
23,0.0011694962,G24,G1
24,0.0023329984,G25,G1
25,0.0019667058,G26,G1
26,0.00081544055,G27,G1
27,0.0020241223,G28,G1
28,0.0007082364,G29,G1
29,0.0019561227,G30,G1
30,0.0022842276,G31,G1
31,0.0017390284,G32,G1
32,0.00225907,G33,G1
33,0.0008460941,G34,G1
34,0.0038769243,G35,G1
35,0.004043483,G36,G1
36,0.0020435187,G37,G1
37,0.0008801782,G38,G1
38,0.0023612974,G39,G1
39,0.002257178,G40,G1
40,0.0008119576,G41,G1
41,0.00366368,G42,G1
42,0.0024157106,G43,G1
43,0.0009820041,G44,G1
44,0.001437461,G45,G1
45,0.0020935861,G46,G1
46,0.0011369782,G47,G1
47,0.0021961753,G48,G1
48,0.0012169553,G49,G1
49,0.003961725,G50,G1
50,0.00046038016,G51,G1
51,0.0013967622,G52,G1
52,0.001271452,G53,G1
53,0.0019416888,G54,G1
54,0.003499519,G55,G1
55,0.0020678048,G56,G1
56,0.003784446,G57,G1
57,0.00063110946,G58,G1
58,0.0019840137,G59,G1
59,0.0023404756,G60,G1
60,0.002017302,G61,G1
61,0.0031751595,G62,G1
62,0.002345157,G63,G1
63,0.002616882,G64,G1
64,0.0028078721,G65,G1
65,0.0027306746,G66,G1
66,0.0015229835,G67,G1
67,0.0026459463,G68,G1
68,0.0047181286,G69,G1
69,0.0037459084,G70,G1
70,0.0041320487,G71,G1
71,0.00040061164,G72,G1
72,0.0020642139,G73,G1
73,0.0005306162,G74,G1
74,0.00079503155,G75,G1
75,0.0032463623,G76,G1
76,0.0015578319,G77,G1
77,0.0035426235,G78,G1
78,0.0012937998,G79,G1
79,0.0032422696,G80,G1
80,0.0028359771,G81,G1
81,0.0016190426,G82,G1
82,0.0040017134,G83,G1
83,0.0009913414,G84,G1
84,0.0018930819,G85,G1
85,0.0024139439,G86,G1
86,0.00088136684,G87,G1
87,0.00072273123,G88,G1
88,0.0014000722,G89,G1
89,0.0015498835,G90,G1
90,0.0024425983,G91,G1
91,0.0017751743,G92,G1
92,0.00333737,G93,G1
93,0.0030543376,G94,G1
94,0.0015916246,G95,G1
95,0.0033666973,G96,G1
96,0.0022647665,G97,G1
97,0.0024575393,G98,G1
98,0.0028190557,G99,G1
99,0.0024521048,G100,G1
102,0.0034156037,G3,G2
103,0.002520067,G4,G2
104,0.0026764595,G5,G2
105,0.0026631008,G6,G2
106,0.0012633988,G7,G2
107,0.0027334483,G8,G2
108,0.001013062,G9,G2
119,0.00097302755,G20,G2
120,0.0021428461,G21,G2
121,0.001568872,G22,G2
122,0.00072786957,G23,G2
123,0.0013621362,G24,G2
124,0.0013350358,G25,G2
125,0.00052833714,G26,G2
126,0.0010614152,G27,G2
127,0.001631662,G28,G2
128,0.0026353626,G29,G2
129,0.0021932859,G30,G2
130,0.0005122743,G31,G2
131,0.0018799489,G32,G2
132,0.0008648726,G33,G2
133,0.0012922784,G34,G2
134,0.0026823163,G35,G2
135,0.00052106153,G36,G2
136,0.0024594443,G37,G2
137,0.0025534215,G38,G2
138,0.002015495,G39,G2
139,0.0030237527,G40,G2
140,0.0023692625,G41,G2
141,0.002481831,G42,G2
142,0.0023109415,G43,G2
143,0.0016459714,G44,G2
144,0.0032023862,G45,G2
145,0.0010702618,G46,G2
146,0.0024379408,G47,G2
147,0.0017499181,G48,G2
148,0.00059917686,G49,G2
149,0.0018888715,G50,G2
150,0.0006523396,G51,G2
151,0.0014696261,G52,G2
152,0.00021524569,G53,G2
153,0.0015645985,G54,G2
154,0.0027498421,G55,G2
155,0.003354534,G56,G2
156,0.0021576993,G57,G2
157,0.0014672256,G58,G2
158,0.0017348342,G59,G2
