,LRP,source_gene,target_gene
1,0.0014506853,G2,G1
2,0.0038790035,G3,G1
3,0.0026036282,G4,G1
4,0.0021390736,G5,G1
5,0.00034611282,G6,G1
6,0.00604337,G7,G1
7,0.0027522913,G8,G1
8,0.0012972663,G9,G1
9,0.0016035815,G10,G1
10,0.0033232735,G11,G1
11,0.0011201677,G12,G1
12,0.0013352565,G13,G1
13,0.003088596,G14,G1
14,0.0031232634,G15,G1
15,0.00077073567,G16,G1
16,0.001957516,G17,G1
17,0.0018686571,G18,G1
18,0.001976964,G19,G1
19,0.001657487,G20,G1
20,0.0046769925,G21,G1
21,0.0034814347,G22,G1
22,0.003283154,G23,G1
23,0.003953349,G24,G1
24,0.0024934392,G25,G1
25,0.0037899604,G26,G1
26,0.00016438881,G27,G1
27,0.0020716612,G28,G1
28,0.0005980406,G29,G1
29,0.002379441,G30,G1
30,0.003869171,G31,G1
31,0.00096332905,G32,G1
32,0.0012091266,G33,G1
33,0.000972584,G34,G1
34,0.00391382,G35,G1
35,0.004720299,G36,G1
36,0.0016607521,G37,G1
37,0.0024330532,G38,G1
38,0.0006364421,G39,G1
39,0.0014071085,G40,G1
40,0.0028574858,G41,G1
41,0.004560558,G42,G1
42,0.0020895316,G43,G1
43,0.0028436305,G44,G1
44,0.0030040445,G45,G1
45,0.0012921488,G46,G1
46,0.002027119,G47,G1
47,0.001585413,G48,G1
48,0.0014484853,G49,G1
49,0.004760906,G50,G1
50,0.0021858898,G51,G1
51,0.0028911107,G52,G1
52,0.002108385,G53,G1
53,0.0029643169,G54,G1
54,0.0037511266,G55,G1
55,0.0031779455,G56,G1
56,0.001687082,G57,G1
57,0.0010831663,G58,G1
58,0.00058570516,G59,G1
59,0.00039505048,G60,G1
60,0.0038654392,G61,G1
61,0.0031482624,G62,G1
62,0.0016343364,G63,G1
63,0.004680299,G64,G1
64,0.0010586696,G65,G1
65,0.0017836371,G66,G1
66,0.0043979925,G67,G1
67,0.00328218,G68,G1
68,0.0018386805,G69,G1
69,0.0043126047,G70,G1
70,0.00394142,G71,G1
71,0.0013047932,G72,G1
72,0.0013013459,G73,G1
73,0.0012368836,G74,G1
74,0.0013698132,G75,G1
75,0.0036780818,G76,G1
76,0.0034266566,G77,G1
77,0.0054044896,G78,G1
78,0.0023749473,G79,G1
79,0.002550083,G80,G1
80,0.0042949477,G81,G1
81,0.002493716,G82,G1
82,0.0042147073,G83,G1
83,0.00086831616,G84,G1
84,0.003952157,G85,G1
85,0.0044857822,G86,G1
86,0.0016269502,G87,G1
87,0.00073399715,G88,G1
88,0.0010879247,G89,G1
89,0.0035728451,G90,G1
90,0.0026522304,G91,G1
91,0.0013159553,G92,G1
92,0.0008428616,G93,G1
93,0.0039080037,G94,G1
94,0.001689009,G95,G1
95,0.0017194268,G96,G1
96,0.002917502,G97,G1
97,0.0015014651,G98,G1
98,0.0012977391,G99,G1
99,0.0020108726,G100,G1
102,0.0017843558,G3,G2
103,0.0028280122,G4,G2
104,0.0028143614,G5,G2
105,0.0044336133,G6,G2
106,0.0005778063,G7,G2
107,0.0041049873,G8,G2
108,0.003442442,G9,G2
119,0.0018901296,G20,G2
120,0.004069605,G21,G2
121,0.0024246313,G22,G2
122,0.00150826,G23,G2
123,0.0018786417,G24,G2
124,0.0017722661,G25,G2
125,0.0032038498,G26,G2
126,0.003359181,G27,G2
127,0.0027698497,G28,G2
128,0.0022354159,G29,G2
129,0.0029306898,G30,G2
130,0.0012565063,G31,G2
131,0.002753097,G32,G2
132,0.0018033436,G33,G2
133,0.00093882624,G34,G2
134,0.0022352978,G35,G2
135,0.0005249123,G36,G2
136,0.0035130952,G37,G2
137,0.0021241314,G38,G2
138,0.0021117253,G39,G2
139,0.0013963225,G40,G2
140,0.0038646692,G41,G2
141,0.0018648457,G42,G2
142,0.002230459,G43,G2
143,0.0031209206,G44,G2
144,0.00018691971,G45,G2
145,0.00087857083,G46,G2
146,0.0026151827,G47,G2
147,0.0013064537,G48,G2
148,0.0014314081,G49,G2
149,0.0024487204,G50,G2
150,0.0019630683,G51,G2
151,0.0033128774,G52,G2
152,0.0006984126,G53,G2
153,0.0012700442,G54,G2
154,0.002405497,G55,G2
155,0.0032119132,G56,G2
156,0.00087889424,G57,G2
157,0.0040623895,G58,G2
158,0.0036687767,G59,G2
159,0.0028395238,G60,G2
160,0.0030771552,G61,G2
161,0.0019483056,G62,G2
162,0.0032892642,G63,G2
163,0.0023921437,G64,G2
164,0.0013270782,G65,G2
165,0.0018121031,G66,G2
166,0.004104474,G67,G2
167,0.0018542592,G68,G2
168,0.0015927688,G69,G2
169,0.0016907753,G70,G2
170,0.0037882593,G71,G2
171,0.0013819161,G72,G2
172,0.0026583988,G73,G2
173,0.0046289177,G74,G2
174,0.0018716893,G75,G2
175,0.0036946912,G76,G2
176,0.0022960652,G77,G2
177,0.0015717859,G78,G2
178,0.0015581951,G79,G2
179,0.00080651,G80,G2
180,0.0034800717,G81,G2
181,0.0028120624,G82,G2
182,0.0020288988,G83,G2
183,0.001879016,G84,G2
184,0.0018584072,G85,G2
185,0.0018972273,G86,G2
186,0.0013573639,G87,G2
187,0.0015280268,G88,G2
188,0.00056046026,G89,G2
189,0.0036801533,G90,G2
190,0.0014341462,G91,G2
191,0.0020696567,G92,G2
192,0.003130639,G93,G2
193,0.0040798294,G94,G2
194,0.0014097466,G95,G2
195,0.0028728372,G96,G2
196,0.0005490455,G97,G2
197,0.0031720502,G98,G2
198,0.002237135,G99,G2
203,0.0019539832,G4,G3
204,0.0027368283,G5,G3
205,0.0031697243,G6,G3
206,0.0036874376,G7,G3
207,0.0014785355,G8,G3
208,0.0030112648,G9,G3
229,0.0039260047,G30,G3
230,0.0007014141,G31,G3
231,0.0015036737,G32,G3
232,0.00077738124,G33,G3
233,0.0016209094,G34,G3
234,0.0005079749,G35,G3
235,0.0017472629,G36,G3
236,0.0026215422,G37,G3
237,0.001983832,G38,G3
238,0.00091474643,G39,G3
239,0.001798086,G40,G3
240,0.0016030078,G41,G3
241,0.005301104,G42,G3
242,0.0031292597,G43,G3
243,0.0017502516,G44,G3
244,0.0020332285,G45,G3
245,0.0019870005,G46,G3
246,0.0019838847,G47,G3
247,0.0016396579,G48,G3
248,0.0025062526,G49,G3
249,0.00095851807,G50,G3
250,0.00040438838,G51,G3
251,0.00357298,G52,G3
252,0.0009908606,G53,G3
253,0.002830996,G54,G3
254,0.003280401,G55,G3
255,0.004321587,G56,G3
256,0.0013442333,G57,G3
257,0.0023235925,G58,G3
258,0.0020361326,G59,G3
