,LRP,source_gene,target_gene
1,0.0048388382,EgrNab,Cebpa
2,0.026347753,Eklf,Cebpa
3,0.049028683,Fli1,Cebpa
4,0.022519201,Fog1,Cebpa
5,0.020107608,Gata1,Cebpa
6,0.011617562,Gata2,Cebpa
7,0.010689633,Gfi1,Cebpa
8,0.014497725,Pu1,Cebpa
9,0.017136905,Scl,Cebpa
10,0.0032746557,cJun,Cebpa
13,0.018702006,Eklf,EgrNab
14,0.0058467137,Fli1,EgrNab
15,0.008629866,Fog1,EgrNab
16,0.0044133714,Gata1,EgrNab
17,0.0026687395,Gata2,EgrNab
18,0.0038473567,Gfi1,EgrNab
19,0.0072628227,Pu1,EgrNab
20,0.009143022,Scl,EgrNab
21,0.0013131059,cJun,EgrNab
25,0.28270394,Fli1,Eklf
26,0.036427047,Fog1,Eklf
27,0.017068349,Gata1,Eklf
28,0.06033937,Gata2,Eklf
29,0.029290646,Gfi1,Eklf
30,0.025679844,Pu1,Eklf
31,0.052676067,Scl,Eklf
32,0.04687399,cJun,Eklf
37,0.0045619183,Fog1,Fli1
38,0.01223609,Gata1,Fli1
39,0.009857313,Gata2,Fli1
40,0.008967158,Gfi1,Fli1
41,0.012292331,Pu1,Fli1
42,0.037870057,Scl,Fli1
43,0.00498616,cJun,Fli1
49,0.008559974,Gata1,Fog1
50,0.015509741,Gata2,Fog1
51,0.018405901,Gfi1,Fog1
52,0.020239305,Pu1,Fog1
53,0.05371026,Scl,Fog1
54,0.0047473134,cJun,Fog1
61,0.0130955465,Gata2,Gata1
62,0.021313127,Gfi1,Gata1
63,0.018328566,Pu1,Gata1
64,0.047054812,Scl,Gata1
65,0.006510624,cJun,Gata1
73,0.010246283,Gfi1,Gata2
74,0.008284489,Pu1,Gata2
75,0.0094205,Scl,Gata2
76,0.002120487,cJun,Gata2
85,0.014383166,Pu1,Gfi1
86,0.030270623,Scl,Gfi1
87,0.004384917,cJun,Gfi1
97,0.023860592,Scl,Pu1
98,0.0047363183,cJun,Pu1
109,0.0039152573,cJun,Scl
