,PseudoTime1,PseudoTime2,PseudoTime3
E1047_749,NA,NA,0.93734
E345_78,NA,NA,0.09649
E4611_651,NA,0.81454,NA
E4766_156,NA,NA,0.19424
E4576_188,0.23434,NA,NA
E3357_366,NA,NA,0.45739
E4686_278,NA,NA,0.34712
E1929_43,NA,NA,0.05263
E2492_543,NA,0.6792,NA
E59_99,NA,0.12281,NA
E1151_151,NA,NA,0.18797
E4184_544,NA,0.68045,NA
E2285_465,0.58145,NA,NA
E204_661,NA,0.82707,NA
E2484_280,0.34962,NA,NA
E472_81,NA,0.10025,NA
E2482_144,NA,0.1792,NA
E2292_26,NA,NA,0.03133
E873_22,0.02632,NA,NA
E141_634,0.79323,NA,NA
E448_128,NA,0.15915,NA
E175_229,0.28571,NA,NA
E3026_546,NA,0.68296,NA
E4080_689,NA,0.86216,NA
E416_126,0.15664,NA,NA
E4845_602,0.75313,NA,NA
E1533_601,NA,0.75188,NA
E4749_51,NA,0.06266,NA
E1266_667,NA,NA,0.83459
E2097_516,NA,NA,0.64536
E474_98,NA,0.12155,NA
E45_263,NA,0.32832,NA
E3124_268,0.33459,NA,NA
E1454_417,NA,NA,0.5213
E1121_29,NA,NA,0.03509
E2501_108,NA,NA,0.13409
E2074_105,NA,NA,0.13033
E3474_762,NA,0.95363,NA
E3858_553,NA,NA,0.69173
E2653_327,0.40852,NA,NA
E1077_348,NA,0.43484,NA
E1123_493,NA,NA,0.61654
E228_655,NA,NA,0.81955
E880_155,NA,0.19298,NA
E1678_522,0.65288,NA,NA
E861_268,0.33459,NA,NA
E843_336,0.4198,NA,NA
E2647_789,0.98747,NA,NA
E3006_622,0.7782,NA,NA
E1052_516,0.64536,NA,NA
E2045_643,0.80451,NA,NA
E2117_444,NA,0.55514,NA
E1016_509,NA,NA,0.63659
E3035_318,NA,NA,0.39724
E3364_108,NA,0.13409,NA
E2833_745,0.93233,NA,NA
E1518_206,NA,NA,0.25689
E4714_57,NA,NA,0.07018
E3299_357,NA,NA,0.44612
E16_397,NA,0.49624,NA
E3764_773,NA,0.96742,NA
E2429_755,NA,NA,0.94486
E4581_65,NA,NA,0.0802
E3733_662,NA,NA,0.82832
E358_388,NA,0.48496,NA
E3801_233,NA,NA,0.29073
E1882_691,0.86466,NA,NA
E4538_252,NA,NA,0.31454
E1385_3,NA,NA,0.00251
E1782_168,NA,NA,0.20927
E2957_128,NA,NA,0.15915
E2830_121,NA,NA,0.15038
E4130_597,NA,NA,0.74687
E4316_256,NA,0.31955,NA
E1221_315,0.39348,NA,NA
E1488_469,NA,NA,0.58647
E3689_230,NA,NA,0.28697
E2916_450,NA,0.56266,NA
E286_422,0.52757,NA,NA
E4806_659,0.82456,NA,NA
E578_455,NA,NA,0.56892
E1199_586,0.73308,NA,NA
E4858_155,NA,0.19298,NA
E857_653,0.81704,NA,NA
E4804_580,NA,NA,0.72556
E4091_534,0.66792,NA,NA
E3706_312,NA,0.38972,NA
E3432_594,NA,NA,0.74311
E2219_183,0.22807,NA,NA
E2644_271,0.33835,NA,NA
E798_747,NA,NA,0.93484
E1702_384,0.47995,NA,NA
E3397_372,NA,0.46491,NA
E3193_125,NA,0.15539,NA
E638_31,NA,NA,0.03759
E3417_336,0.4198,NA,NA
E1249_707,0.88471,NA,NA
E322_573,NA,NA,0.71679
E4735_769,NA,NA,0.96241
E3291_658,0.82331,NA,NA
E805_70,NA,NA,0.08647
E758_389,NA,NA,0.48622
E2035_507,NA,0.63409,NA
E1627_304,0.3797,NA,NA
E2124_621,NA,0.77694,NA
E776_114,NA,NA,0.1416
E1509_602,NA,0.75313,NA
E3394_217,NA,0.27068,NA
E4947_771,NA,0.96491,NA
E1928_443,0.55388,NA,NA
E267_574,NA,NA,0.71805
E55_247,NA,NA,0.30827
E243_764,NA,NA,0.95614
E3629_236,NA,0.29449,NA
E2950_157,0.19549,NA,NA
E178_166,NA,0.20677,NA
E1910_100,NA,NA,0.12406
E29_525,NA,0.65664,NA
E533_149,NA,NA,0.18546
E2072_336,0.4198,NA,NA
E2048_245,0.30576,NA,NA
E4438_790,0.98872,NA,NA
E840_244,NA,NA,0.30451
E2537_87,NA,0.10777,NA
E611_295,NA,0.36842,NA
E4273_185,NA,0.23058,NA
E2542_647,0.80952,NA,NA
E3107_709,NA,NA,0.88722
E1075_599,NA,0.74937,NA
E877_31,NA,0.03759,NA
E4308_654,NA,0.8183,NA
E1683_338,NA,0.42231,NA
E3404_751,NA,0.93985,NA
E1446_85,NA,NA,0.10526
E388_297,NA,0.37093,NA
E2777_499,0.62406,NA,NA
E694_310,0.38722,NA,NA
E2040_615,0.76942,NA,NA
E632_46,NA,0.05639,NA
E3403_477,NA,NA,0.59649
E975_638,NA,0.79825,NA
E2926_173,NA,0.21554,NA
E844_762,0.95363,NA,NA
E1267_518,NA,NA,0.64787
E2225_221,0.27569,NA,NA
E105_686,NA,NA,0.8584
E2878_160,0.19925,NA,NA
E3703_500,NA,NA,0.62531
E4625_52,NA,0.06391,NA
E1502_772,0.96617,NA,NA
E4652_167,NA,0.20802,NA
E4367_572,NA,NA,0.71554
E2995_481,NA,0.6015,NA
E1344_547,NA,0.68421,NA
E1694_475,NA,NA,0.59398
E108_198,0.24687,NA,NA
E1285_641,NA,NA,0.80201
E3564_716,0.89599,NA,NA
E1216_755,NA,NA,0.94486
E1186_743,NA,0.92982,NA
E2302_647,NA,NA,0.80952
E3658_50,0.0614,NA,NA
E3418_210,NA,0.2619,NA
E1006_251,NA,0.31328,NA
E1281_539,NA,NA,0.67419
E1764_787,0.98496,NA,NA
E767_577,NA,0.7218,NA
E3232_143,0.17794,NA,NA
E992_422,0.52757,NA,NA
E4621_743,0.92982,NA,NA
E1384_721,NA,0.90226,NA
E557_141,NA,NA,0.17544
E996_71,NA,NA,0.08772
