,PseudoTime1,PseudoTime2,PseudoTime3
E3621_181,0.22556,NA,NA
E96_716,0.89599,NA,NA
E1948_143,NA,NA,0.17794
E2722_531,0.66416,NA,NA
E4407_683,0.85464,NA,NA
E1607_102,NA,0.12657,NA
E1262_796,NA,0.99624,NA
E2080_256,0.31955,NA,NA
E2869_688,NA,NA,0.8609
E334_554,NA,0.69298,NA
E3388_454,0.56767,NA,NA
E197_134,NA,0.16667,NA
E1774_355,NA,0.44361,NA
E2421_131,NA,NA,0.16291
E2564_205,NA,0.25564,NA
E2423_315,0.39348,NA,NA
E9_309,NA,0.38596,NA
E4113_293,NA,0.36591,NA
E1554_698,0.87343,NA,NA
E762_486,NA,0.60777,NA
E2956_360,NA,NA,0.44987
E2695_68,NA,0.08396,NA
E1036_597,0.74687,NA,NA
E4799_639,0.7995,NA,NA
E3279_221,NA,0.27569,NA
E3226_16,0.0188,NA,NA
E3674_359,NA,NA,0.44862
E4474_7,NA,0.00752,NA
E896_79,0.09774,NA,NA
E4859_420,NA,NA,0.52506
E3111_552,NA,0.69048,NA
E380_179,NA,0.22306,NA
E2225_89,0.11028,NA,NA
E3459_617,0.77193,NA,NA
E2602_676,NA,0.84586,NA
E2275_34,NA,NA,0.04135
E1937_416,0.52005,NA,NA
E313_716,NA,NA,0.89599
E4710_568,0.71053,NA,NA
E3844_665,NA,NA,0.83208
E2647_785,0.98246,NA,NA
E4228_621,NA,NA,0.77694
E192_257,NA,0.3208,NA
E2860_398,NA,0.49749,NA
E756_370,NA,NA,0.46241
E3564_167,0.20802,NA,NA
E670_779,0.97494,NA,NA
E2723_699,NA,0.87469,NA
E3885_22,0.02632,NA,NA
E3105_126,NA,NA,0.15664
E1526_388,0.48496,NA,NA
E4930_200,0.24937,NA,NA
E4709_324,NA,NA,0.40476
E3793_630,0.78822,NA,NA
E3187_644,NA,NA,0.80576
E1989_544,NA,0.68045,NA
E4163_90,0.11153,NA,NA
E4348_60,NA,NA,0.07393
E3176_701,0.87719,NA,NA
E3681_256,0.31955,NA,NA
E4794_7,NA,NA,0.00752
E1608_361,NA,0.45113,NA
E4194_446,NA,NA,0.55764
E102_83,NA,NA,0.10276
E3069_549,NA,0.68672,NA
E2273_90,NA,0.11153,NA
E1428_348,NA,NA,0.43484
E2535_541,NA,NA,0.67669
E2919_683,NA,NA,0.85464
E2212_187,NA,0.23308,NA
E3503_44,NA,0.05388,NA
E2664_233,NA,NA,0.29073
E4806_479,0.599,NA,NA
E3277_693,NA,0.86717,NA
E1982_238,0.29699,NA,NA
E1424_72,NA,NA,0.08897
E4476_507,0.63409,NA,NA
E3780_412,0.51504,NA,NA
E1385_7,NA,NA,0.00752
E3456_423,NA,0.52882,NA
E715_99,NA,NA,0.12281
E3018_627,NA,NA,0.78446
E4720_113,NA,NA,0.14035
E3358_50,0.0614,NA,NA
E4757_621,0.77694,NA,NA
E4168_681,NA,NA,0.85213
E1208_703,0.8797,NA,NA
E2452_336,NA,0.4198,NA
E239_277,0.34586,NA,NA
E1131_750,NA,0.9386,NA
E4171_70,NA,0.08647,NA
E4797_331,NA,NA,0.41353
E4579_694,0.86842,NA,NA
E2928_151,NA,0.18797,NA
E4909_586,0.73308,NA,NA
