,PseudoTime1,PseudoTime2
E3264_207,0.25847,NA
E3132_132,0.16437,NA
E2739_464,NA,0.58093
E2953_138,0.17189,NA
E2470_87,NA,0.1079
E53_93,NA,0.11543
E4922_659,NA,0.8256
E1748_513,NA,0.64241
E4466_116,0.14429,NA
E2497_230,0.28733,NA
E1565_716,NA,0.89711
E4693_38,0.04642,NA
E580_544,NA,0.6813
E347_382,0.47804,NA
E3382_591,0.74028,NA
E3986_671,NA,0.84065
E3837_127,0.15809,NA
E3101_290,NA,0.36261
E2025_430,0.53827,NA
E3722_428,0.53576,NA
E2183_518,0.64868,NA
E1028_149,0.1857,NA
E3894_394,NA,0.4931
E3164_337,NA,0.42158
E701_175,0.21832,NA
E3821_305,NA,0.38143
E650_629,NA,0.78795
E3398_395,NA,0.49435
E784_442,0.55332,NA
E3903_294,NA,0.36763
E1260_339,0.42409,NA
E572_423,0.52949,NA
E3387_769,0.96361,NA
E1852_720,NA,0.90213
E4907_539,0.67503,NA
E4660_193,NA,0.2409
E2168_103,NA,0.12798
E17_12,0.0138,NA
E2185_2,0.00125,NA
E3141_428,0.53576,NA
E4587_285,0.35634,NA
E3964_465,0.58218,NA
E4161_479,NA,0.59975
E2653_792,0.99247,NA
E3077_247,0.30866,NA
E4687_761,NA,0.95358
E1668_328,NA,0.41029
E2490_431,NA,0.53952
E3107_213,0.266,NA
E3597_289,NA,0.36136
E675_507,0.63488,NA
E2538_529,NA,0.66248
E4750_627,0.78545,NA
E3977_322,0.40276,NA
E344_514,0.64366,NA
E4833_792,0.99247,NA
E126_172,NA,0.21455
E1166_643,NA,0.80552
E1147_614,NA,0.76913
E1731_332,NA,0.41531
E2335_142,NA,0.17691
E3471_386,0.48306,NA
E3186_9,NA,0.01004
E1594_438,NA,0.54831
E4524_432,NA,0.54078
E4753_650,NA,0.8143
E4211_648,NA,0.81179
E3244_143,0.17817,NA
E2198_769,0.96361,NA
E4558_39,NA,0.04768
E3315_311,NA,0.38896
E4073_603,0.75533,NA
E1607_535,0.67001,NA
E3601_340,0.42535,NA
E4636_445,0.55709,NA
E3819_714,NA,0.8946
E4301_378,0.47302,NA
E4375_516,0.64617,NA
E2814_601,0.75282,NA
E1928_17,0.02008,NA
E2266_356,0.44542,NA
E4156_310,0.3877,NA
E4848_297,NA,0.37139
E1952_423,NA,0.52949
E1265_309,NA,0.38645
E93_472,0.59097,NA
E2043_744,0.93225,NA
E4128_671,NA,0.84065
E84_695,NA,0.87077
E2570_161,0.20075,NA
E1949_484,0.60602,NA
E3780_443,0.55458,NA
E3359_523,NA,0.65496
E4862_378,0.47302,NA
E4839_605,NA,0.75784
E1226_201,0.25094,NA
E3629_120,0.14931,NA
E4349_350,0.43789,NA
E1873_460,NA,0.57591
E3220_138,NA,0.17189
E2116_515,NA,0.64492
E4269_622,NA,0.77917
E237_320,0.40025,NA
E2856_605,0.75784,NA
E2805_148,0.18444,NA
E1005_259,0.32371,NA
E277_295,NA,0.36888
E2867_783,NA,0.98118
E30_572,NA,0.71644
E1555_281,0.35132,NA
E4010_168,0.20954,NA
E3552_645,NA,0.80803
E2381_452,0.56587,NA
E3865_560,NA,0.70138
E2156_573,NA,0.71769
E64_68,0.08407,NA
E3226_444,0.55583,NA
E975_64,NA,0.07905
E3401_407,0.50941,NA
E4176_405,NA,0.5069
E3955_783,0.98118,NA
E2222_596,NA,0.74655
E1419_44,NA,0.05395
E1752_798,1.0,NA
E4585_704,0.88206,NA
E2166_195,NA,0.24341
E3287_723,NA,0.9059
E2513_504,NA,0.63112
E668_146,NA,0.18193
E3052_487,0.60979,NA
E3747_82,0.10163,NA
E350_397,NA,0.49686
E123_149,0.1857,NA
E3813_333,0.41656,NA
E1789_689,0.86324,NA
E2210_643,0.80552,NA
E267_301,NA,0.37641
E2764_159,0.19824,NA
E4805_522,0.6537,NA
E4810_622,NA,0.77917
E3339_794,0.99498,NA
E3370_222,NA,0.27729
E3638_796,NA,0.99749
E1071_625,0.78294,NA
E1985_361,0.45169,NA
E4150_662,NA,0.82936
E3636_730,NA,0.91468
E1251_288,NA,0.3601
E3846_797,NA,0.99875
E2496_737,0.92346,NA
E3648_571,NA,0.71518
E2859_57,NA,0.07026
E4877_592,NA,0.74153
E4641_420,0.52572,NA
E4079_675,NA,0.84567
E4077_593,NA,0.74279
E4209_19,0.02258,NA
E147_283,0.35383,NA
E3654_237,NA,0.29611
E3105_716,0.89711,NA
E3417_29,NA,0.03513
E1284_470,NA,0.58846
E3932_323,NA,0.40402
E4771_686,NA,0.85947
E819_338,0.42284,NA
E461_1,0.0,NA
E723_234,0.29235,NA
E4255_349,NA,0.43664
E4831_772,NA,0.96738
E4824_555,NA,0.69511
E3406_542,0.6788,NA
E3659_45,NA,0.05521
E636_496,NA,0.62108
E1915_259,NA,0.32371
E4086_150,0.18695,NA
E295_317,NA,0.39649
E50_394,0.4931,NA
E2704_482,NA,0.60351
E900_788,0.98745,NA
E474_234,NA,0.29235
E4756_547,0.68507,NA
E3416_2,NA,0.00125
E605_680,0.85194,NA
E891_351,NA,0.43915
E3378_346,NA,0.43287
E2971_257,NA,0.3212
E1196_739,NA,0.92597
E3153_131,NA,0.16311
E1809_706,NA,0.88457
E4183_98,0.12171,NA
E2579_630,0.78921,NA
E205_463,0.57967,NA
E140_95,0.11794,NA
E1253_165,NA,0.20577
E2614_769,0.96361,NA
E3108_789,0.98871,NA
E1930_151,NA,0.18821
E4198_422,NA,0.52823
E3573_207,NA,0.25847
E3497_283,NA,0.35383
E2698_778,0.97491,NA
E4294_509,0.63739,NA
E4614_290,0.36261,NA
E484_419,NA,0.52447
E4843_380,NA,0.47553
E2551_705,0.88331,NA
E1648_283,NA,0.35383
E4231_15,0.01757,NA
E2952_173,0.21581,NA
E2886_284,0.35508,NA
E2838_375,NA,0.46926
E1968_718,0.89962,NA
E1386_238,0.29737,NA
E4243_438,NA,0.54831
E3985_322,0.40276,NA
E4898_183,NA,0.22836
E1400_226,NA,0.28231
E226_715,NA,0.89586
E1564_700,NA,0.87704
E536_272,NA,0.34003
E365_690,0.86449,NA
E1233_412,0.51568,NA
E4559_51,NA,0.06274
E2498_594,0.74404,NA
E3403_365,0.45671,NA
E4590_759,0.95107,NA
E2139_64,0.07905,NA
E1248_497,NA,0.62233
E3335_668,0.83689,NA
E2035_116,NA,0.14429
E2300_678,NA,0.84944
E2262_543,NA,0.68005
E4187_598,NA,0.74906
E902_785,0.98369,NA
E3580_550,NA,0.68883
E3886_684,0.85696,NA
E2646_444,NA,0.55583
E1256_269,0.33626,NA
E4608_127,0.15809,NA
E3569_683,0.85571,NA
E894_168,0.20954,NA
E1601_390,0.48808,NA
E1690_485,0.60728,NA
E1120_139,0.17315,NA
E3645_580,0.72647,NA
E2061_511,0.6399,NA
E885_756,NA,0.9473
E4550_41,0.05019,NA
E1587_663,0.83061,NA
E2058_338,0.42284,NA
E1349_159,0.19824,NA
E111_224,0.2798,NA
E2039_189,0.23588,NA
E4343_570,NA,0.71393
E4337_512,0.64115,NA
E1592_607,NA,0.76035
E4040_421,0.52698,NA
E3709_382,NA,0.47804
E1268_311,0.38896,NA
E246_589,0.73777,NA
E2334_742,0.92974,NA
E240_386,0.48306,NA
E2625_344,NA,0.43036
E611_322,0.40276,NA
E4943_163,NA,0.20326
E853_571,NA,0.71518
E2491_487,NA,0.60979
E1693_679,NA,0.85069
E4564_793,0.99373,NA
E2044_306,0.38269,NA
E1654_554,0.69385,NA
E4067_6,0.00627,NA
E4887_746,NA,0.93476
E3149_152,0.18946,NA
E3672_756,0.9473,NA
E2411_638,0.79925,NA
E2505_630,NA,0.78921
E942_684,0.85696,NA
E1052_258,0.32246,NA
E3711_314,NA,0.39272
E3671_32,NA,0.0389
E2503_136,NA,0.16939
E1283_6,NA,0.00627
E4498_476,0.59598,NA
E941_225,0.28105,NA
E3694_19,0.02258,NA
E1502_38,0.04642,NA
E222_657,NA,0.82309
E110_484,NA,0.60602
E1173_780,0.97742,NA
E4580_795,0.99624,NA
E4726_351,NA,0.43915
E182_692,0.867,NA
E940_577,NA,0.72271
E1254_310,NA,0.3877
E2852_173,NA,0.21581
E4856_534,NA,0.66876
E4678_425,0.53199,NA
E1272_240,0.29987,NA
E3627_95,0.11794,NA
E3524_496,0.62108,NA
E2879_697,0.87327,NA
E3438_143,0.17817,NA
E2240_505,NA,0.63237
E1803_646,NA,0.80928
E4225_258,NA,0.32246
E1476_5,0.00502,NA
E2735_369,0.46173,NA
E2280_611,NA,0.76537
E904_432,0.54078,NA
E2882_25,NA,0.03011
E3463_102,NA,0.12673
E4621_223,NA,0.27854
E47_587,0.73526,NA
E3390_410,NA,0.51317
E4664_214,0.26725,NA
E3838_530,0.66374,NA
E4170_131,NA,0.16311
E4362_311,NA,0.38896
E4578_183,NA,0.22836
E73_332,NA,0.41531
E4027_418,NA,0.52321
E603_721,0.90339,NA
E55_196,0.24467,NA
E680_99,0.12296,NA
E3480_412,NA,0.51568
E1133_509,0.63739,NA
E4377_561,0.70263,NA
E114_13,0.01506,NA
E2424_178,0.22208,NA
E1849_610,0.76412,NA
E1876_5,NA,0.00502
E3646_517,NA,0.64743
E488_623,0.78043,NA
E3606_614,NA,0.76913
E4560_81,0.10038,NA
E2177_496,NA,0.62108
E744_411,0.51443,NA
E1634_689,0.86324,NA
E2409_521,0.65245,NA
E542_545,0.68256,NA
E3878_524,NA,0.65621
E1800_548,NA,0.68632
E1842_82,NA,0.10163
E4259_690,0.86449,NA
E3476_494,0.61857,NA
E4136_709,NA,0.88833
E1992_151,NA,0.18821
E2899_151,0.18821,NA
E1224_441,NA,0.55207
E1629_194,NA,0.24216
E3280_568,0.71142,NA
E1539_364,0.45546,NA
E3095_245,NA,0.30615
E1145_585,0.73275,NA
E1825_377,NA,0.47177
E198_718,0.89962,NA
E34_25,0.03011,NA
E3475_786,NA,0.98494
E444_719,NA,0.90088
E194_145,0.18068,NA
E1974_91,NA,0.11292
E4813_280,NA,0.35006
E1810_385,NA,0.48181
E3300_657,0.82309,NA
E1638_600,0.75157,NA
E4487_474,0.59348,NA
E4939_59,NA,0.07277
E4527_174,NA,0.21706
E408_189,0.23588,NA
E3669_496,0.62108,NA
E4691_383,NA,0.4793
E2082_242,0.30238,NA
E2392_41,NA,0.05019
E77_639,0.8005,NA
E2330_83,0.10289,NA
E3683_9,0.01004,NA
E1287_683,NA,0.85571
E210_470,NA,0.58846
E633_260,NA,0.32497
E2982_616,NA,0.77164
E3742_476,0.59598,NA
