,PseudoTime1,PseudoTime2
E2214_104,0.20683,NA
E731_118,0.23494,NA
E894_496,NA,0.99398
E3374_489,0.97992,NA
E4845_87,0.17269,NA
E4402_422,NA,0.84538
E904_319,NA,0.63855
E1810_152,NA,0.30321
E4681_296,0.59237,NA
E2200_317,NA,0.63454
E2627_395,NA,0.79116
E1513_321,NA,0.64257
E4930_468,0.93775,NA
E826_254,0.50803,NA
E4774_33,NA,0.06426
E1271_439,0.87952,NA
E496_28,NA,0.05422
E3262_156,0.31124,NA
E398_153,NA,0.30522
E3408_443,NA,0.88755
E3988_310,0.62048,NA
E2423_199,NA,0.39759
E4834_478,NA,0.95783
E3077_81,0.16064,NA
E2454_311,NA,0.62249
E971_190,0.37952,NA
E2602_179,NA,0.35743
E4051_325,0.6506,NA
E4931_74,0.14659,NA
E1195_159,0.31727,NA
E3538_180,NA,0.35944
E2914_63,NA,0.1245
E4584_408,0.81727,NA
E4635_275,0.5502,NA
E2878_178,0.35542,NA
E1425_426,NA,0.85341
E1958_200,NA,0.3996
E1142_439,NA,0.87952
E4247_237,0.4739,NA
E1969_271,0.54217,NA
E4613_453,NA,0.90763
E2532_258,0.51606,NA
E3255_297,0.59438,NA
E2222_397,0.79518,NA
E176_91,0.18072,NA
E1259_143,NA,0.28514
E1684_323,0.64659,NA
E3740_159,0.31727,NA
E4543_87,NA,0.17269
E2815_157,NA,0.31325
E3201_489,0.97992,NA
E2594_386,NA,0.77309
E4547_267,NA,0.53414
E2287_283,0.56627,NA
E4819_45,0.08835,NA
E4529_309,NA,0.61847
E2064_88,NA,0.1747
E3932_213,NA,0.4257
E2535_452,NA,0.90562
E4432_208,NA,0.41566
E2206_453,0.90763,NA
E209_74,0.14659,NA
E4058_50,NA,0.09839
E3330_318,NA,0.63655
E4758_90,NA,0.17871
E1706_7,0.01205,NA
E3167_159,0.31727,NA
E1568_254,0.50803,NA
E320_238,0.4759,NA
E2990_141,NA,0.28112
E726_125,NA,0.249
E1953_44,0.08635,NA
E476_276,0.55221,NA
E3582_386,NA,0.77309
E4202_182,NA,0.36345
E3043_103,0.20482,NA
E1481_112,NA,0.22289
E3024_282,0.56426,NA
E2523_381,0.76305,NA
E2664_252,NA,0.50402
E705_123,NA,0.24498
E2401_118,NA,0.23494
E2330_449,NA,0.8996
E491_361,0.72289,NA
E4726_352,0.70482,NA
E3456_379,0.75904,NA
E1878_101,0.2008,NA
E1697_4,0.00602,NA
E3935_372,0.74498,NA
E2636_144,NA,0.28715
E1209_2,NA,0.00201
E1631_70,NA,0.13855
E301_185,NA,0.36948
E3857_165,NA,0.32932
E2518_208,0.41566,NA
E4470_30,NA,0.05823
E4138_402,NA,0.80522
E3784_393,NA,0.78715
E2152_402,0.80522,NA
E4040_184,0.36747,NA
E2102_176,NA,0.35141
E2321_28,NA,0.05422
E1174_188,NA,0.3755
E4935_480,NA,0.96185
E4854_381,0.76305,NA
E2121_352,0.70482,NA
E4366_15,0.02811,NA
E234_49,NA,0.09639
E1968_168,0.33534,NA
E4599_377,NA,0.75502
E3928_432,NA,0.86546
E678_136,0.27108,NA
E1006_404,0.80924,NA
E4462_196,NA,0.39157
E1393_24,NA,0.04618
E4189_380,NA,0.76104
E4034_460,0.92169,NA
E2948_226,0.45181,NA
E872_281,0.56225,NA
E4878_95,NA,0.18876
E468_31,0.06024,NA
E1114_107,NA,0.21285
E147_110,0.21888,NA
E3616_321,0.64257,NA
E4953_352,NA,0.70482
E4362_85,0.16867,NA
E839_235,NA,0.46988
E3378_397,NA,0.79518
