TF	target	importance
EgrNab	cJun	246.5463437901196
Fli1	Eklf	225.37716581650946
cJun	EgrNab	197.6266648601765
Eklf	Fli1	195.268824223088
Cebpa	Gfi1	182.68733112921944
Gfi1	cJun	149.33867800758438
Gata1	Gata2	145.77970793727147
Fog1	Eklf	140.3138140377127
Fog1	Fli1	135.39426546851817
Gfi1	Cebpa	132.61593038439008
Scl	Eklf	118.28676923605752
Cebpa	EgrNab	117.1665057033271
Pu1	Fli1	113.75156324226468
Gfi1	EgrNab	112.43098199347197
Scl	Gata1	111.31506422528277
Pu1	Gata2	109.86098847034843
Scl	Fog1	109.20765288345102
Scl	Fli1	109.06297814115908
Pu1	Eklf	109.0281708202969
Gata1	Pu1	108.79927446657102
Gata1	Fog1	108.7644729340252
Fog1	Gata1	106.29227794156695
Pu1	Gata1	105.5783476550908
Fog1	Pu1	103.366212855166
Fog1	Scl	98.85499832479086
Cebpa	Gata2	89.8328818900699
Cebpa	cJun	89.41812992990464
Gata1	Scl	82.81681153090643
Scl	Pu1	82.20340050635924
Gata1	Eklf	81.11215898814606
Gata1	Fli1	77.14105707939
Pu1	Fog1	75.68445824152111
Cebpa	Eklf	70.93516794341888
Scl	Gfi1	70.30273020844871
Scl	Gata2	67.8618419684528
Fog1	Gata2	67.68884526388568
EgrNab	Gfi1	67.20403167636043
Scl	Cebpa	65.12505726330335
cJun	Gfi1	63.57576161524049
Cebpa	Pu1	63.400770639269844
Fli1	Gata2	62.942605743992665
Fli1	Gata1	60.60251255232805
Cebpa	Fog1	60.35481499823972
Gata1	Cebpa	59.658539943835706
Eklf	Gata2	59.58867448830999
Gfi1	Gata2	59.143918848310584
Pu1	Scl	56.79495768264176
Fog1	Gfi1	56.51171328937442
Scl	EgrNab	54.475578944765736
Pu1	Cebpa	52.74700251574045
Eklf	Scl	52.09799177041476
cJun	Cebpa	51.67321484529833
Gfi1	Eklf	51.48150129652754
Gfi1	Scl	51.298716829497174
Pu1	Gfi1	49.04025301110684
Eklf	Fog1	48.73752838669502
Gata1	cJun	47.102391886606846
Fli1	Pu1	45.73843429820643
Cebpa	Scl	45.464792027563156
Cebpa	Fli1	45.12625570898
Gata2	Pu1	44.976797554969316
Fog1	cJun	43.55105071959638
Scl	cJun	43.45326536055876
Gfi1	Fli1	42.48480460133054
Eklf	Gata1	42.188589876840425
Gata1	Gfi1	41.53724827784986
Pu1	EgrNab	39.64180581807923
Gfi1	Gata1	39.55184987187808
Fog1	Cebpa	39.40786608232887
Cebpa	Gata1	38.843510380166606
Gfi1	Pu1	37.58985506363682
Fli1	Scl	37.37735457620911
Fli1	Fog1	37.32690290962836
EgrNab	Cebpa	37.11814394237277
Eklf	Pu1	36.31642719915691
Pu1	cJun	36.30923517293052
Gfi1	Fog1	34.69460130840521
Fli1	Gfi1	31.67785985854753
Fli1	Cebpa	28.207484194592293
Gata2	Fli1	27.154870457795365
Eklf	Gfi1	26.474750940828105
Gata2	Eklf	25.36950262231122
Gata2	Gata1	23.88809753941099
EgrNab	Fli1	23.656290894487604
cJun	Eklf	23.425162899091156
cJun	Gata2	22.493821351441117
cJun	Fli1	21.959090182986532
Eklf	Cebpa	21.560796169421835
Gata2	cJun	20.006827097461702
Gata2	Gfi1	18.988319993024167
Gata1	EgrNab	18.141128512350043
cJun	Scl	17.906655415476063
Fli1	cJun	17.47347735548966
EgrNab	Gata2	15.806714037917425
EgrNab	Eklf	15.670586339928688
cJun	Pu1	15.311164976570359
Eklf	cJun	14.80060067974748
cJun	Gata1	14.73164103936481
EgrNab	Pu1	14.297662440094003
cJun	Fog1	13.629760772864262
EgrNab	Scl	12.458031711528811
Fog1	EgrNab	12.095735089157527
Gata2	Cebpa	11.885964658716217
EgrNab	Gata1	10.008108918070617
Gata2	EgrNab	7.303446334446514
EgrNab	Fog1	6.656274572092765
Fli1	EgrNab	6.627564262133817
Eklf	EgrNab	6.490588482091501
Gata2	Fog1	4.943532993077281
Gata2	Scl	4.929690130971909
