,PseudoTime1,PseudoTime2
E4840_445,0.89135,NA
E1941_249,0.49698,NA
E2995_447,0.89537,NA
E1772_191,NA,0.38028
E3988_223,NA,0.44467
E2875_75,0.14688,NA
E4050_45,NA,0.08652
E2544_134,NA,0.26559
E3872_249,NA,0.49698
E662_392,0.78471,NA
E1390_141,0.27968,NA
E4067_145,NA,0.28773
E1429_304,NA,0.60765
E7_173,NA,0.34406
E4412_29,0.05433,NA
E2964_65,0.12676,NA
E3021_224,0.44668,NA
E4254_102,NA,0.20121
E850_196,NA,0.39034
E1834_402,NA,0.80483
E1065_466,0.9336,NA
E994_228,0.45473,NA
E1526_295,0.58954,NA
E3992_280,0.55936,NA
E2163_471,NA,0.94366
E270_325,0.6499,NA
E2793_339,NA,0.67807
E636_264,0.52716,NA
E1351_411,0.82294,NA
E2276_346,NA,0.69215
E189_162,NA,0.32193
E75_380,NA,0.76056
E3913_427,0.85513,NA
E4472_15,0.02616,NA
E625_97,0.19115,NA
E2121_489,NA,0.97988
E4426_433,NA,0.8672
E2950_99,0.19517,NA
E1624_361,0.72233,NA
E931_155,NA,0.30785
E3111_70,NA,0.13682
E2014_404,NA,0.80885
E2905_277,NA,0.55332
E2685_491,0.9839,NA
E1908_330,0.65996,NA
E4821_207,0.41247,NA
E4987_130,0.25755,NA
E300_314,0.62777,NA
E4844_63,NA,0.12274
E4549_57,0.11066,NA
E3561_335,0.67002,NA
E3782_488,NA,0.97787
E3149_287,0.57344,NA
E4521_294,NA,0.58753
E500_37,0.07042,NA
E2088_242,0.4829,NA
E456_482,NA,0.96579
E4495_81,0.15895,NA
E4659_2,NA,0.0
E3691_30,0.05634,NA
E3877_386,NA,0.77264
E1302_437,NA,0.87525
E39_485,NA,0.97183
E2865_383,NA,0.7666
E2170_434,NA,0.86922
E3473_2,0.0,NA
E1739_76,0.14889,NA
E1375_173,0.34406,NA
E2110_312,NA,0.62374
E1500_399,NA,0.79879
E1990_429,NA,0.85915
E4105_106,NA,0.20926
E1888_72,0.14085,NA
E4278_92,0.18109,NA
E574_95,NA,0.18712
E1849_359,0.71831,NA
E3366_235,NA,0.46881
E2524_243,NA,0.48491
E4075_459,NA,0.91952
E1420_401,0.80282,NA
E3591_358,0.7163,NA
E1134_231,NA,0.46076
E2653_188,NA,0.37425
E4937_323,NA,0.64588
E795_307,NA,0.61368
E3331_440,NA,0.88129
E185_334,0.66801,NA
E2467_116,0.22938,NA
E646_102,0.20121,NA
E292_429,NA,0.85915
E4149_399,0.79879,NA
E1685_159,0.3159,NA
E4380_240,0.47887,NA
E3767_86,0.16901,NA
E765_91,0.17907,NA
E4049_236,NA,0.47082
E730_258,0.51509,NA
E1183_150,0.29779,NA
E1541_442,NA,0.88531
E3513_271,NA,0.54125
E1158_133,0.26358,NA
E1999_26,0.04829,NA
E1956_241,0.48089,NA
E2945_221,0.44064,NA
E3608_266,0.53119,NA
E3820_499,NA,1.0
E1850_153,0.30382,NA
E3754_167,NA,0.33199
E4889_350,NA,0.7002
E1254_292,0.5835,NA
E4267_407,NA,0.81489
E1142_149,0.29577,NA
E3439_154,0.30584,NA
E1651_418,NA,0.83702
E1407_248,0.49497,NA
E2859_175,NA,0.34809
E3614_341,NA,0.68209
E4190_486,0.97384,NA
E706_434,NA,0.86922
E4101_301,NA,0.60161
E37_450,0.90141,NA
E2766_24,0.04427,NA
E3359_219,NA,0.43662
E3519_121,0.23944,NA
E3321_218,NA,0.43461
E1963_347,NA,0.69416
E214_317,NA,0.6338
E4920_204,0.40644,NA
E1466_290,0.57948,NA
E805_362,0.72435,NA
E833_316,NA,0.63179
E3556_306,NA,0.61167
E3819_368,NA,0.73642
