TF	Target	EdgeWeight
DKK1	DMRT1	0.010555952787399292
AMH	FGF9	0.010550499893724918
FOXL2	CTNNB1	0.01054790336638689
AMH	SOX9	0.010545672848820686
PGD2	AMH	0.010543441399931908
DHH	PGD2	0.010533965192735195
FGF9	PGD2	0.010528785176575184
PGD2	SOX9	0.010527548380196095
FGF9	SOX9	0.010520381852984428
WT1pKTS	NR5A1	0.010513827204704285
DHH	SOX9	0.010509933345019817
DKK1	PGD2	0.010506686754524708
SRY	SOX9	0.010504181496798992
SOX9	FGF9	0.010503464378416538
DMRT1	DHH	0.010498924180865288
NR5A1	WT1pKTS	0.01049798633903265
DMRT1	DKK1	0.010494453832507133
DMRT1	AMH	0.01049327477812767
RSPO1	FOXL2	0.010490966960787773
SOX9	DHH	0.010489371605217457
DMRT1	SOX9	0.01048159971833229
SOX9	PGD2	0.010481281206011772
SRY	DMRT1	0.01047667395323515
FGF9	DKK1	0.010473376139998436
UGR	CBX2	0.010471781715750694
SOX9	DKK1	0.010468591935932636
PGD2	SRY	0.010457883588969707
RSPO1	WNT4	0.010457642376422882
PGD2	DKK1	0.010457021184265614
DHH	AMH	0.010455281473696232
NR5A1	SOX9	0.010454485192894936
DKK1	FGF9	0.010454247705638409
NR5A1	PGD2	0.010451119393110275
SOX9	AMH	0.010450880974531174
SRY	WT1pKTS	0.01044887863099575
DMRT1	SRY	0.010447224602103233
SRY	PGD2	0.01044551469385624
PGD2	DMRT1	0.010445489548146725
PGD2	DHH	0.010442047379910946
SOX9	NR5A1	0.010441754944622517
NR0B1	RSPO1	0.010439661331474781
DMRT1	FGF9	0.01043846644461155
WNT4	NR0B1	0.010436487384140491
DKK1	SRY	0.010436339303851128
FGF9	WT1pKTS	0.01043530460447073
FGF9	AMH	0.010435233823955059
CTNNB1	WNT4	0.010434594936668873
AMH	PGD2	0.010434279218316078
CTNNB1	RSPO1	0.010431798174977303
DHH	DKK1	0.010430550202727318
RSPO1	CTNNB1	0.01043054461479187
FGF9	DHH	0.010429401881992817
DKK1	DHH	0.010428480803966522
DHH	NR5A1	0.010428306646645069
SOX9	DMRT1	0.010426858440041542
SOX9	WT1pKTS	0.01042268704622984
NR0B1	FOXL2	0.010421697050333023
AMH	WT1pKTS	0.010421250015497208
WT1pKTS	DKK1	0.010420136153697968
AMH	DMRT1	0.010415405035018921
FOXL2	WNT4	0.010413730517029762
FOXL2	RSPO1	0.01041281409561634
CTNNB1	FOXL2	0.010412661358714104
CTNNB1	NR0B1	0.010410841554403305
NR5A1	DKK1	0.010409275069832802
PGD2	NR5A1	0.010408899746835232
WT1pKTS	SRY	0.010406868532299995
NR5A1	AMH	0.01040678285062313
WT1pKTS	CBX2	0.010406115092337132
DKK1	WT1pKTS	0.010405155830085278
PGD2	FGF9	0.010399898514151573
NR0B1	WNT4	0.010399380698800087
WT1pKTS	DMRT1	0.010399051941931248
DKK1	AMH	0.010396771132946014
AMH	NR5A1	0.01039549894630909
CBX2	UGR	0.01039347518235445
GATA4	WT1mKTS	0.010388689115643501
SRY	DKK1	0.010383042506873608
WNT4	RSPO1	0.010382985696196556
DHH	DMRT1	0.010382024571299553
DHH	FGF9	0.01037860568612814
WNT4	CTNNB1	0.010377437807619572
DMRT1	WT1pKTS	0.010376915335655212
AMH	DHH	0.010374280624091625
FGF9	WT1mKTS	0.010373910889029503
SRY	FGF9	0.010372060351073742
FGF9	DMRT1	0.010366853326559067
CTNNB1	WT1mKTS	0.010363283567130566
SOX9	SRY	0.010362830944359303
DKK1	SOX9	0.010362546890974045
GATA4	DHH	0.010362404398620129
WT1mKTS	AMH	0.010361778549849987
GATA4	PGD2	0.01036084070801735
FGF9	SRY	0.01035887748003006
WT1pKTS	DHH	0.010357952676713467
DHH	SRY	0.0103559959679842
WT1mKTS	WNT4	0.010354969650506973
NR5A1	DMRT1	0.010354073718190193
AMH	SRY	0.010353459976613522
GATA4	CTNNB1	0.010353242978453636
NR5A1	WT1mKTS	0.010352845303714275
FOXL2	WT1mKTS	0.010352176614105701
WT1pKTS	PGD2	0.010350886732339859
WT1mKTS	NR5A1	0.010349323973059654
NR0B1	CBX2	0.010348855517804623
AMH	WT1mKTS	0.01034765224903822
WT1mKTS	CBX2	0.010347104631364346
WT1mKTS	PGD2	0.010346953757107258
FOXL2	NR0B1	0.01034568902105093
AMH	DKK1	0.010345163755118847
WNT4	FOXL2	0.010344901122152805
GATA4	NR5A1	0.010344341397285461
WT1pKTS	UGR	0.010343289002776146
PGD2	GATA4	0.010342092253267765
WT1mKTS	UGR	0.010340874083340168
WT1pKTS	SOX9	0.010340536013245583
