,PseudoTime1,PseudoTime2,PseudoTime3
E71_641,NA,0.8183,NA
E45_582,NA,0.74118,NA
E82_280,NA,NA,0.34641
E93_745,NA,0.95425,NA
E52_240,NA,NA,0.29412
E3_734,0.93987,NA,NA
E80_602,NA,NA,0.76732
E14_394,NA,0.49542,NA
E31_479,NA,NA,0.60654
E77_746,0.95556,NA,NA
E89_756,0.96863,NA,NA
E30_613,NA,NA,0.7817
E57_476,NA,NA,0.60261
E2_502,0.6366,NA,NA
E50_546,0.69412,NA,NA
E65_155,0.18301,NA,NA
E99_602,0.76732,NA,NA
E53_91,NA,0.09935,NA
E17_689,NA,0.88105,NA
E85_252,NA,0.3098,NA
E9_667,NA,0.85229,NA
E24_168,NA,NA,0.2
E19_159,NA,NA,0.18824
E95_385,0.48366,NA,NA
E48_411,0.51765,NA,NA
E28_637,NA,NA,0.81307
E44_321,NA,0.4,NA
E73_162,0.19216,NA,NA
E90_461,NA,0.58301,NA
E59_66,NA,0.06667,NA
E11_166,0.19739,NA,NA
E78_75,0.07843,NA,NA
E38_233,NA,NA,0.28497
E29_53,NA,0.04967,NA
E98_664,NA,NA,0.84837
E33_272,NA,NA,0.33595
E86_193,NA,0.23268,NA
E39_535,0.67974,NA,NA
E18_264,NA,NA,0.32549
E5_589,NA,0.75033,NA
E12_281,NA,NA,0.34771
E68_532,0.67582,NA,NA
E51_737,NA,NA,0.94379
E58_614,NA,NA,0.78301
E76_360,0.45098,NA,NA
E37_15,NA,0.0,NA
E70_292,NA,NA,0.36209
E4_649,0.82876,NA,NA
E60_601,NA,NA,0.76601
E7_606,0.77255,NA,NA
E84_719,NA,0.92026,NA
E20_43,NA,0.0366,NA
E23_372,NA,NA,0.46667
E97_102,NA,NA,0.11373
E46_75,NA,0.07843,NA
E96_610,0.77778,NA,NA
E83_550,0.69935,NA,NA
E6_411,NA,0.51765,NA
E74_49,NA,NA,0.04444
E41_687,0.87843,NA,NA
E42_101,0.11242,NA,NA
E35_579,NA,NA,0.73725
E88_754,0.96601,NA,NA
E27_160,NA,NA,0.18954
E25_334,NA,0.41699,NA
E10_780,NA,NA,1.0
E67_134,NA,0.15556,NA
E21_113,NA,NA,0.1281
E13_156,NA,0.18431,NA
E81_170,NA,NA,0.20261
E40_695,0.88889,NA,NA
E94_454,NA,0.57386,NA
E79_484,NA,NA,0.61307
E26_637,NA,0.81307,NA
E54_279,0.3451,NA,NA
E32_734,NA,NA,0.93987
E62_472,NA,0.59739,NA
E8_300,NA,0.37255,NA
E22_729,NA,0.93333,NA
E47_98,NA,0.1085,NA
E92_80,0.08497,NA,NA
E1_564,NA,NA,0.71765
E63_612,0.78039,NA,NA
E36_511,NA,NA,0.64837
E87_483,NA,NA,0.61176
E55_548,NA,NA,0.69673
E34_155,NA,NA,0.18301
E43_515,0.65359,NA,NA
E61_622,NA,NA,0.79346
E75_308,0.38301,NA,NA
E72_406,0.51111,NA,NA
E16_121,NA,0.13856,NA
E91_463,NA,0.58562,NA
E64_394,NA,0.49542,NA
E0_674,NA,NA,0.86144
E56_207,NA,0.25098,NA
E66_219,NA,NA,0.26667
E49_734,0.93987,NA,NA
E15_202,0.24444,NA,NA
E69_502,NA,0.6366,NA
