,PseudoTime1,PseudoTime2
E4890_181,NA,0.36145
E1157_499,NA,1.0
E3600_427,NA,0.85542
E4670_420,0.84137,NA
E2843_288,NA,0.57631
E2017_220,NA,0.43976
E4875_35,NA,0.06827
E84_284,NA,0.56827
E1052_404,0.80924,NA
E4839_226,NA,0.45181
E4793_266,0.53213,NA
E3960_444,0.88956,NA
E4136_225,NA,0.4498
E3026_459,NA,0.91968
E3020_415,NA,0.83133
E1826_205,NA,0.40964
E529_149,NA,0.29719
E3046_159,NA,0.31727
E2253_439,NA,0.87952
E2914_380,0.76104,NA
E2706_185,NA,0.36948
E1740_191,0.38153,NA
E1729_101,NA,0.2008
E4320_324,NA,0.64859
E903_52,NA,0.10241
E1097_274,NA,0.54819
E4145_185,NA,0.36948
E2049_61,0.12048,NA
E4816_309,NA,0.61847
E2485_112,0.22289,NA
E1066_372,0.74498,NA
E754_45,0.08835,NA
E1717_309,NA,0.61847
E81_146,NA,0.29116
E2042_187,0.37349,NA
E3699_178,NA,0.35542
E3181_224,0.44779,NA
E1216_36,NA,0.07028
E4624_357,0.71486,NA
E4541_272,NA,0.54418
E607_6,NA,0.01004
E3652_463,0.92771,NA
E727_381,NA,0.76305
E2741_105,NA,0.20884
E386_249,0.49799,NA
E4217_200,0.3996,NA
E492_349,NA,0.6988
E2907_55,NA,0.10843
E4221_416,NA,0.83333
E3523_137,NA,0.27309
E1356_406,NA,0.81325
E3908_356,NA,0.71285
E3705_245,0.48996,NA
E4813_225,NA,0.4498
E2550_71,NA,0.14056
E3150_451,NA,0.90361
E899_116,NA,0.23092
E890_301,NA,0.60241
E721_429,NA,0.85944
E2933_494,NA,0.98996
E2945_438,NA,0.87751
E2658_155,NA,0.30924
E4051_159,NA,0.31727
E1417_112,NA,0.22289
E4537_337,0.6747,NA
E1895_328,NA,0.65663
E2961_442,NA,0.88554
E4445_201,NA,0.40161
E883_262,NA,0.5241
E2375_417,0.83534,NA
E4520_28,NA,0.05422
E328_307,NA,0.61446
E3975_446,NA,0.89357
E329_427,NA,0.85542
E1773_447,NA,0.89558
E2378_25,NA,0.04819
E1185_462,NA,0.9257
E1579_499,NA,1.0
E931_309,NA,0.61847
E320_23,NA,0.04418
E1798_350,NA,0.7008
E4975_257,0.51406,NA
E282_104,NA,0.20683
E198_148,NA,0.29518
E868_486,NA,0.9739
E1348_250,NA,0.5
E3201_213,0.4257,NA
E4355_176,NA,0.35141
E3991_103,NA,0.20482
E296_381,0.76305,NA
E58_87,NA,0.17269
E1529_183,0.36546,NA
E1439_129,0.25703,NA
E2422_424,NA,0.8494
E2218_256,NA,0.51205
E3924_82,NA,0.16265
E1805_274,NA,0.54819
E2803_92,NA,0.18273
E1561_103,0.20482,NA
E705_257,NA,0.51406
E2677_360,NA,0.72088
E196_78,NA,0.15462
E2424_392,0.78514,NA
E3677_346,0.69277,NA
E853_421,NA,0.84337
E3608_345,NA,0.69076
E1972_480,0.96185,NA
E57_13,NA,0.0241
E183_31,NA,0.06024
E766_279,NA,0.55823
E4494_431,NA,0.86345
E4495_64,0.12651,NA
E3051_374,NA,0.749
E4757_111,NA,0.22088
E3128_392,NA,0.78514
E1121_3,NA,0.00402
E1196_485,NA,0.97189
E38_264,NA,0.52811
E1890_100,NA,0.1988
E813_377,0.75502,NA
E3589_397,NA,0.79518
E4638_291,0.58233,NA
E1274_408,NA,0.81727
E2122_333,0.66667,NA
E2144_129,NA,0.25703
E2229_54,0.10643,NA
E1905_67,NA,0.13253
E2620_23,NA,0.04418
E1245_368,NA,0.73695
E780_479,NA,0.95984
E1688_473,0.94779,NA
E3030_275,0.5502,NA
E2139_357,0.71486,NA
E4356_289,0.57831,NA
E3102_198,NA,0.39558
E3494_44,0.08635,NA
E270_51,0.1004,NA
E3895_59,NA,0.11647
E4473_447,0.89558,NA
E4382_165,0.32932,NA
E309_266,NA,0.53213
E4082_430,NA,0.86145
E4154_329,NA,0.65863
E1206_248,NA,0.49598
E3623_462,NA,0.9257
E1220_59,0.11647,NA
E2440_106,NA,0.21084
E4780_115,0.22892,NA
E712_109,NA,0.21687
E2937_3,0.00402,NA
E1615_27,NA,0.05221
E2861_209,0.41767,NA
E3899_266,NA,0.53213
E4884_400,NA,0.8012
E1445_15,NA,0.02811
E1861_467,NA,0.93574
E4299_28,NA,0.05422
E4640_257,NA,0.51406
E4028_453,NA,0.90763
E4084_25,0.04819,NA
E2925_342,NA,0.68474
E1118_326,NA,0.65261
E3984_197,NA,0.39357
E2177_391,NA,0.78313
E2835_102,NA,0.20281
E4123_58,NA,0.11446
E570_138,NA,0.2751
E4658_171,NA,0.34137
E1333_427,NA,0.85542
E4506_236,NA,0.47189
E3735_104,NA,0.20683
E2584_60,NA,0.11847
E1917_5,0.00803,NA
E2374_57,0.11245,NA
E4223_314,0.62851,NA
E35_189,NA,0.37751
E1807_435,NA,0.87149
E2958_51,NA,0.1004
E1409_106,NA,0.21084
E2828_15,NA,0.02811
E4897_35,0.06827,NA
E3644_41,0.08032,NA
E1855_482,NA,0.96586
E2508_428,NA,0.85743
E2117_230,NA,0.45984
E3631_298,NA,0.59639
E3308_122,NA,0.24297
E1906_158,NA,0.31526
E2296_221,0.44177,NA
E4794_417,NA,0.83534
E511_471,NA,0.94378
E24_376,NA,0.75301
E362_300,NA,0.6004
E4531_302,NA,0.60442
E3793_192,NA,0.38353
E3240_139,NA,0.27711
E679_60,NA,0.11847
E4964_391,NA,0.78313
