TF	Target	EdgeWeight
Dbx1	Nkx22	0.09734772145748138
Dbx2	Nkx61	0.09734275192022324
Pax6	Dbx1	0.09733830392360687
Pax6	Nkx62	0.09733634442090988
Dbx2	Olig2	0.09732286632061005
Olig2	Nkx22	0.0973198190331459
Olig2	Nkx62	0.09731660783290863
Nkx61	Olig2	0.0973164439201355
Irx3	Dbx2	0.09729578346014023
Dbx1	Nkx61	0.09729459136724472
Pax6	Nkx61	0.09728414565324783
Dbx2	Dbx1	0.0972803607583046
Nkx61	Nkx62	0.09728018939495087
Nkx62	Nkx22	0.09727603197097778
Nkx62	Nkx61	0.09727472811937332
Nkx61	Dbx2	0.09727425128221512
Irx3	Pax6	0.09726741164922714
Nkx22	Irx3	0.09726691246032715
Irx3	Nkx62	0.09726235270500183
Nkx61	Irx3	0.09726233780384064
Nkx62	Irx3	0.09725990891456604
Pax6	Irx3	0.09725400805473328
Nkx62	Dbx2	0.09725382179021835
Dbx1	Dbx2	0.0972454845905304
Irx3	Olig2	0.09724349528551102
Irx3	Nkx22	0.09724212437868118
Nkx22	Nkx61	0.09724111109972
Dbx2	Irx3	0.09723687916994095
Irx3	Dbx1	0.09723684191703796
Dbx2	Nkx62	0.09722927212715149
Nkx22	Nkx62	0.09722603857517242
Pax6	Dbx2	0.09722432494163513
Olig2	Nkx61	0.0972195491194725
Nkx22	Dbx2	0.09721342474222183
Nkx22	Olig2	0.09721088409423828
Olig2	Irx3	0.09720804542303085
Dbx1	Nkx62	0.09720674902200699
Pax6	Olig2	0.09720367938280106
Nkx61	Nkx22	0.0972030982375145
Nkx62	Pax6	0.09720204770565033
Nkx62	Dbx1	0.09720084071159363
Dbx2	Pax6	0.09719674289226532
Nkx61	Dbx1	0.09719624370336533
Nkx22	Pax6	0.09719458967447281
Dbx1	Irx3	0.09719429165124893
Dbx1	Pax6	0.09719241410493851
Olig2	Pax6	0.09718021750450134
Olig2	Dbx1	0.09718018770217896
Irx3	Nkx61	0.09717801958322525
Olig2	Dbx2	0.097171351313591
Dbx2	Nkx22	0.0971677303314209
Dbx1	Olig2	0.09716647118330002
Nkx62	Olig2	0.09716548025608063
Pax6	Nkx22	0.09716075658798218
Nkx22	Dbx1	0.09715897589921951
Nkx61	Pax6	0.09713374823331833
