,PseudoTime
E1656_82,0.16265060240963855
E2002_338,0.6767068273092369
E686_290,0.5803212851405622
E1850_245,0.4899598393574297
E1819_444,0.8895582329317269
E853_244,0.4879518072289157
E2714_494,0.9899598393574297
E4042_37,0.07228915662650602
E2010_262,0.5240963855421686
E2347_262,0.5240963855421686
E2778_137,0.27309236947791166
E291_165,0.3293172690763052
E554_301,0.6024096385542169
E1721_10,0.018072289156626505
E1531_191,0.3815261044176707
E203_420,0.8413654618473896
E3147_274,0.5481927710843374
E1187_96,0.19076305220883535
E4210_213,0.42570281124497994
E2147_476,0.9538152610441767
E2016_171,0.3413654618473896
E2425_442,0.8855421686746988
E2777_185,0.36947791164658633
E1670_277,0.5542168674698795
E2377_59,0.11646586345381527
E650_356,0.7128514056224899
E2624_21,0.040160642570281124
E4872_90,0.178714859437751
E2634_159,0.3172690763052209
E3745_254,0.5080321285140562
E1867_471,0.9437751004016064
E421_14,0.02610441767068273
E2671_374,0.748995983935743
E1991_279,0.5582329317269076
E2696_472,0.9457831325301205
E3575_465,0.9317269076305221
E1883_163,0.3253012048192771
E4490_237,0.4738955823293173
E3859_11,0.020080321285140562
E2544_281,0.5622489959839357
E2149_30,0.05823293172690763
E4207_138,0.2751004016064257
E512_222,0.44377510040160645
E105_239,0.4779116465863454
E1996_154,0.3072289156626506
E385_348,0.6967871485943775
E3660_498,0.9979919678714859
E2372_371,0.7429718875502008
E3421_154,0.3072289156626506
E1815_424,0.8493975903614458
E2827_21,0.040160642570281124
E885_279,0.5582329317269076
E2302_326,0.6526104417670683
E3997_451,0.9036144578313253
E1253_17,0.0321285140562249
E1686_37,0.07228915662650602
E4708_26,0.050200803212851405
E4002_248,0.4959839357429719
E4987_24,0.04618473895582329
E18_381,0.7630522088353414
E3832_95,0.18875502008032127
E1055_239,0.4779116465863454
E2130_188,0.3755020080321285
E2883_34,0.06626506024096386
E956_278,0.5562248995983936
E2594_122,0.2429718875502008
E3935_42,0.0823293172690763
E1981_45,0.08835341365461848
E4516_99,0.19678714859437751
E49_113,0.2248995983935743
E2327_144,0.28714859437751006
E2311_35,0.06827309236947791
E4706_423,0.8473895582329317
E2622_160,0.3192771084337349
E4594_417,0.8353413654618473
E871_459,0.9196787148594378
E375_128,0.25502008032128515
E659_153,0.30522088353413657
E2633_478,0.9578313253012049
E501_474,0.9497991967871486
E1979_423,0.8473895582329317
E3391_295,0.5903614457831325
E487_306,0.6124497991967871
E4211_479,0.9598393574297188
E3497_68,0.13453815261044177
E1512_74,0.1465863453815261
E1376_25,0.04819277108433735
E2077_374,0.748995983935743
E4642_183,0.3654618473895582
E122_256,0.5120481927710844
E4370_370,0.7409638554216867
E2225_147,0.2931726907630522
E3824_288,0.5763052208835341
E770_69,0.13654618473895583
E4486_20,0.03815261044176707
E4128_309,0.6184738955823293
E3943_483,0.9678714859437751
E2707_170,0.3393574297188755
E4181_33,0.0642570281124498
E1994_497,0.9959839357429718
E2641_101,0.20080321285140562
E133_126,0.25100401606425704
E3572_103,0.20481927710843373
E1246_494,0.9899598393574297
E2335_186,0.3714859437751004
E4924_3,0.004016064257028112
E1610_139,0.27710843373493976
E2070_36,0.07028112449799197
E3536_495,0.9919678714859438
E2854_369,0.7389558232931727
E2927_302,0.6044176706827309
E1060_75,0.14859437751004015
E3585_453,0.9076305220883534
E1575_206,0.41164658634538154
E4533_412,0.8253012048192772
E3880_98,0.19477911646586346
E974_126,0.25100401606425704
E1474_224,0.44779116465863456
E212_74,0.1465863453815261
E2529_125,0.24899598393574296
E2252_193,0.3855421686746988
E1114_20,0.03815261044176707
E836_98,0.19477911646586346
E1406_325,0.6506024096385542
E1616_205,0.40963855421686746
E3746_163,0.3253012048192771
E4917_147,0.2931726907630522
E1862_135,0.26907630522088355
E4100_462,0.9257028112449799
E3611_457,0.9156626506024096
E3118_418,0.8373493975903614
E4151_99,0.19678714859437751
E3307_210,0.41967871485943775
E1446_94,0.18674698795180722
E100_317,0.6345381526104418
E1342_355,0.7108433734939759
E326_282,0.5642570281124498
E1186_411,0.8232931726907631
E2035_101,0.20080321285140562
E4848_409,0.8192771084337349
E2575_161,0.321285140562249
