,PseudoTime1,PseudoTime2
E3538_684,0.85589,NA
E1326_8,NA,0.00877
E721_311,0.38847,NA
E4509_746,NA,0.93358
E162_491,NA,0.61404
E2264_461,NA,0.57644
E1494_328,0.40977,NA
E4101_414,0.51754,NA
E913_230,0.28697,NA
E3208_282,NA,0.35213
E4693_444,NA,0.55514
E678_787,NA,0.98496
E1775_455,NA,0.56892
E2938_427,NA,0.53383
E36_96,NA,0.11905
E3014_715,NA,0.89474
E3256_797,0.99749,NA
E1805_210,0.2619,NA
E1287_368,NA,0.4599
E3299_754,0.94361,NA
E179_262,NA,0.32707
E2900_719,0.89975,NA
E2484_789,0.98747,NA
E4350_701,0.87719,NA
E2492_756,0.94612,NA
E2475_769,0.96241,NA
E2130_786,NA,0.98371
E4634_486,0.60777,NA
E483_689,NA,0.86216
E2008_68,NA,0.08396
E4315_265,0.33083,NA
E2252_790,NA,0.98872
E178_476,NA,0.59524
E4927_269,NA,0.33584
E1513_292,0.36466,NA
E1078_503,NA,0.62907
E4797_710,NA,0.88847
E3828_238,0.29699,NA
E1671_684,NA,0.85589
E370_634,0.79323,NA
E4351_422,0.52757,NA
E2836_83,0.10276,NA
E3602_792,NA,0.99123
E248_651,0.81454,NA
E2218_150,NA,0.18672
E3835_544,0.68045,NA
E3868_442,NA,0.55263
E905_486,NA,0.60777
E3754_512,0.64035,NA
E751_419,NA,0.52381
E269_45,0.05514,NA
E4706_113,0.14035,NA
E60_31,NA,0.03759
E631_651,0.81454,NA
E3229_639,NA,0.7995
E402_540,0.67544,NA
E1001_247,NA,0.30827
E4150_602,NA,0.75313
E2232_20,0.02381,NA
E753_714,0.89348,NA
E2049_470,0.58772,NA
E3247_698,0.87343,NA
E4827_394,0.49248,NA
E2578_547,NA,0.68421
E3192_703,0.8797,NA
E3880_197,NA,0.24561
E1292_316,0.39474,NA
E775_62,NA,0.07644
E2306_8,NA,0.00877
E3384_76,0.09398,NA
E3824_379,NA,0.47368
E1838_291,NA,0.36341
E1392_549,0.68672,NA
E2107_761,0.95238,NA
