,LRP,source_gene,target_gene
1,0.0011255187,CBX2,AMH
2,0.001751767,CTNNB1,AMH
3,0.00019181753,DHH,AMH
4,0.00035787624,DKK1,AMH
5,0.00027998528,DMRT1,AMH
6,0.00025027725,FGF9,AMH
7,0.003783249,FOXL2,AMH
8,0.00024014231,GATA4,AMH
9,0.00089373766,NR0B1,AMH
10,0.0003833182,NR5A1,AMH
11,0.00081786205,PGD2,AMH
12,0.0004675625,RSPO1,AMH
13,0.00043007836,SOX9,AMH
14,0.0010926774,SRY,AMH
15,0.0006789407,UGR,AMH
16,0.0002334733,WNT4,AMH
17,0.00022943247,WT1mKTS,AMH
18,0.0018219966,WT1pKTS,AMH
21,0.0005933166,CTNNB1,CBX2
22,0.00032150568,DHH,CBX2
23,0.000934303,DKK1,CBX2
24,0.0015562072,DMRT1,CBX2
25,0.000741197,FGF9,CBX2
26,0.00657399,FOXL2,CBX2
27,0.0008131223,GATA4,CBX2
28,0.00047278212,NR0B1,CBX2
29,0.0028227856,NR5A1,CBX2
30,0.00029540772,PGD2,CBX2
31,0.00083668437,RSPO1,CBX2
32,0.00032888,SOX9,CBX2
33,0.0026783303,SRY,CBX2
34,0.0007508515,UGR,CBX2
35,0.0005801593,WNT4,CBX2
36,0.0012540861,WT1mKTS,CBX2
37,0.0063483855,WT1pKTS,CBX2
41,0.0017762855,DHH,CTNNB1
42,0.00042766923,DKK1,CTNNB1
43,0.0018420826,DMRT1,CTNNB1
44,0.0014825655,FGF9,CTNNB1
45,0.010429094,FOXL2,CTNNB1
46,0.0025449349,GATA4,CTNNB1
47,0.0017061082,NR0B1,CTNNB1
48,0.0006519594,NR5A1,CTNNB1
49,0.0002907599,PGD2,CTNNB1
50,0.0020049524,RSPO1,CTNNB1
51,0.0013889241,SOX9,CTNNB1
52,0.0038964592,SRY,CTNNB1
53,0.003520005,UGR,CTNNB1
54,0.0010871106,WNT4,CTNNB1
55,0.003809559,WT1mKTS,CTNNB1
56,0.008647859,WT1pKTS,CTNNB1
61,0.00078805117,DKK1,DHH
62,0.0007454622,DMRT1,DHH
63,0.0002274378,FGF9,DHH
64,0.0039400216,FOXL2,DHH
65,0.000396388,GATA4,DHH
66,0.0005955784,NR0B1,DHH
67,0.00096168206,NR5A1,DHH
68,0.00013555736,PGD2,DHH
69,0.000468697,RSPO1,DHH
70,0.0011213922,SOX9,DHH
71,0.0014646334,SRY,DHH
72,0.00064806314,UGR,DHH
73,0.0009501578,WNT4,DHH
74,0.00055601215,WT1mKTS,DHH
75,0.0016049023,WT1pKTS,DHH
81,0.0011030603,DMRT1,DKK1
82,0.0007510007,FGF9,DKK1
83,0.00523827,FOXL2,DKK1
84,0.00041650384,GATA4,DKK1
85,0.0017118456,NR0B1,DKK1
86,0.0014359552,NR5A1,DKK1
87,0.000954875,PGD2,DKK1
88,0.00269701,RSPO1,DKK1
89,0.0022742236,SOX9,DKK1
90,0.0023859716,SRY,DKK1
91,0.0002107387,UGR,DKK1
92,0.0038565267,WNT4,DKK1
93,0.0003263288,WT1mKTS,DKK1
94,0.0029778227,WT1pKTS,DKK1
101,0.00066435215,FGF9,DMRT1
102,0.005840613,FOXL2,DMRT1
103,0.00082282594,GATA4,DMRT1
104,0.0015238913,NR0B1,DMRT1
105,0.00027885716,NR5A1,DMRT1
106,0.0005924691,PGD2,DMRT1
107,0.0026044575,RSPO1,DMRT1
108,0.001430248,SOX9,DMRT1
109,0.0030744642,SRY,DMRT1
110,0.0029714021,UGR,DMRT1
111,0.002471155,WNT4,DMRT1
112,0.0005681559,WT1mKTS,DMRT1
113,0.0024867635,WT1pKTS,DMRT1
121,0.0026674727,FOXL2,FGF9
122,0.0004448744,GATA4,FGF9
123,0.0014963157,NR0B1,FGF9
124,0.0013567863,NR5A1,FGF9
125,0.0006018849,PGD2,FGF9
126,0.0018785645,RSPO1,FGF9
127,0.0009661227,SOX9,FGF9
128,0.00064547366,SRY,FGF9
129,0.001272768,UGR,FGF9
130,0.00060379633,WNT4,FGF9
131,0.0005541827,WT1mKTS,FGF9
132,0.0008406252,WT1pKTS,FGF9
141,0.0052403617,GATA4,FOXL2
142,0.007902262,NR0B1,FOXL2
143,0.0055407314,NR5A1,FOXL2
144,0.0010211115,PGD2,FOXL2
145,0.004718876,RSPO1,FOXL2
146,0.00527614,SOX9,FOXL2
147,0.017480962,SRY,FOXL2
148,0.006299593,UGR,FOXL2
149,0.0055626817,WNT4,FOXL2
150,0.0052625923,WT1mKTS,FOXL2
151,0.025683183,WT1pKTS,FOXL2
161,0.0010010428,NR0B1,GATA4
162,0.0013598477,NR5A1,GATA4
163,0.00068050483,PGD2,GATA4
164,0.0015709433,RSPO1,GATA4
165,0.0011692337,SOX9,GATA4
166,0.0012243721,SRY,GATA4
167,0.001136881,UGR,GATA4
168,0.0012820123,WNT4,GATA4
169,0.00029711862,WT1mKTS,GATA4
170,0.0016533276,WT1pKTS,GATA4
181,0.004444403,NR5A1,NR0B1
182,0.0007594369,PGD2,NR0B1
183,0.0012429386,RSPO1,NR0B1
184,0.002781547,SOX9,NR0B1
185,0.002501922,SRY,NR0B1
186,0.00046069763,UGR,NR0B1
187,0.0023756167,WNT4,NR0B1
188,0.0017951808,WT1mKTS,NR0B1
189,0.0031798184,WT1pKTS,NR0B1
201,0.0005538982,PGD2,NR5A1
202,0.004206072,RSPO1,NR5A1
203,0.0035497197,SOX9,NR5A1
204,0.0035569698,SRY,NR5A1
205,0.004813455,UGR,NR5A1
206,0.0027815467,WNT4,NR5A1
207,0.0030169452,WT1mKTS,NR5A1
208,0.00563999,WT1pKTS,NR5A1
221,0.00077013957,RSPO1,PGD2
222,0.00068546186,SOX9,PGD2
223,0.0006539952,SRY,PGD2
224,0.0017579021,UGR,PGD2
225,0.0003141951,WNT4,PGD2
226,0.000992422,WT1mKTS,PGD2
227,0.0007192451,WT1pKTS,PGD2
241,0.0032862362,SOX9,RSPO1
242,0.00364374,SRY,RSPO1
243,0.0020877556,UGR,RSPO1
244,0.001972286,WNT4,RSPO1
245,0.0024941363,WT1mKTS,RSPO1
246,0.004862993,WT1pKTS,RSPO1
261,0.0015939604,SRY,SOX9
262,0.0021886174,UGR,SOX9
263,0.0010742103,WNT4,SOX9
264,0.002089598,WT1mKTS,SOX9
265,0.0032256215,WT1pKTS,SOX9
281,0.002231046,UGR,SRY
282,0.0041875103,WNT4,SRY
283,0.0013418104,WT1mKTS,SRY
284,0.011214735,WT1pKTS,SRY
301,0.0054084864,WNT4,UGR
302,0.00049052906,WT1mKTS,UGR
303,0.0017661641,WT1pKTS,UGR
321,0.0011114972,WT1mKTS,WNT4
322,0.006186176,WT1pKTS,WNT4
341,0.0013137991,WT1pKTS,WT1mKTS
